file	verdict	rc	attempts	decided_by	bound_by	last	bound_ms	total_ms	open_after	open_ms	deepest	giveup
AUFBV/20210301-Alive2-partial-undef/gcc/126_gcc.smt2	unknown	0	19	none	q:egraph	fd:bounded-completeness-unsat	927	2117	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
AUFBV/20210301-Alive2-partial-undef/gcc/165_gcc.smt2	unknown	0	19	none	q:mbqi	fd:bounded-completeness-unsat	5714	12735	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
AUFBV/20210301-Alive2-partial-undef/gcc/190_gcc.smt2	unknown	0	19	none	q:egraph	fd:bounded-completeness-unsat	10773	21576	na	na	na	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted
AUFBV/20210301-Alive2-partial-undef/gcc/211_gcc.smt2	unknown	0	17	none	q:egraph	fd:bounded-completeness-unsat	20208	24043	na	na	na	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
AUFBV/20210301-Alive2-partial-undef/gzip/334_gzip.smt2	unknown	0	17	none	q:egraph	fd:bounded-completeness-unsat	20186	24104	na	na	na	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
AUFBV/20210301-Alive2-partial-undef/ph7/553_ph7.smt2	unknown	0	19	none	q:egraph	fd:bounded-completeness-unsat	12655	20333	na	na	na	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted
AUFBV/20210301-Alive2-partial-undef/ph7/591_ph7.smt2	unknown	0	17	none	q:egraph	fd:bounded-completeness-unsat	20226	24068	na	na	na	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
AUFBV/20210301-Alive2-partial-undef/ph7/601_ph7.smt2	unknown	0	17	none	q:egraph	fd:bounded-completeness-unsat	20228	24034	na	na	na	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
AUFBV/20210301-Alive2-partial-undef/ph7/683_ph7.smt2	unknown	0	18	none	q:egraph	fd:bounded-completeness-unsat	19179	24080	na	na	na	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted
AUFBV/20210301-Alive2-partial-undef/sqlite3/817_sqlite3.smt2	unknown	0	19	none	q:egraph	fd:bounded-completeness-unsat	8756	18358	na	na	na	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted
AUFBV/20210301-Alive2-partial-undef/sqlite3/915_sqlite3.smt2	unknown	0	17	none	q:egraph	fd:bounded-completeness-unsat	22430	24058	na	na	na	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
AUFBV/20210301-Alive2/bzip2/017_bzip2.smt2	unknown	0	19	none	q:egraph	fd:bounded-completeness-unsat	8047	14947	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
AUFBV/20210301-Alive2/gcc/024_gcc.smt2	unknown	0	19	none	q:mbqi	fd:bounded-completeness-unsat	78	220	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
AUFBV/20210301-Alive2/gcc/036_gcc.smt2	unknown	0	17	none	q:egraph	fd:bounded-completeness-unsat	21545	24727	na	na	na	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
AUFBV/20210301-Alive2/gcc/045_gcc.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	12	33	na	na	na	give-up kind=Incomplete detail=e-matching: no universal is asserted; the nested quantifiers present are registered, not instantiated
AUFBV/20210301-Alive2/gcc/102_gcc.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	175	547	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
AUFBV/20210301-Alive2/gcc/111_gcc.smt2	unknown	0	19	none	q:mbqi	fd:bounded-completeness-unsat	1663	4664	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
AUFBV/20210301-Alive2/gcc/120_gcc.smt2	unknown	0	19	none	q:egraph	fd:bounded-completeness-unsat	11099	19458	na	na	na	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted
AUFBV/20210301-Alive2/gcc/135_gcc.smt2	unknown	0	19	none	q:mbqi	fd:bounded-completeness-unsat	231	547	na	na	na	give-up kind=Incomplete detail=e-matching: no universal is asserted; the nested quantifiers present are registered, not instantiated
AUFBV/20210301-Alive2/gcc/153_gcc.smt2	unknown	0	19	none	q:mbqi	fd:bounded-completeness-unsat	5455	13227	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
AUFBV/20210301-Alive2/gzip/260_gzip.smt2	unknown	0	19	none	q:mbqi	fd:bounded-completeness-unsat	3751	8922	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
AUFBV/20210301-Alive2/oggenc/286_oggenc.smt2	unknown	0	19	none	q:mbqi	fd:bounded-completeness-unsat	2288	5525	na	na	na	give-up kind=Incomplete detail=e-matching: no universal is asserted; the nested quantifiers present are registered, not instantiated
AUFBV/20210301-Alive2/oggenc/427_oggenc.smt2	unknown	0	19	none	q:mbqi	fd:bounded-completeness-unsat	1184	3017	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
AUFBV/20210301-Alive2/oggenc/441_oggenc.smt2	unknown	0	19	none	q:mbqi	fd:bounded-completeness-unsat	393	838	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
AUFBV/20210301-Alive2/oggenc/454_oggenc.smt2	unknown	0	17	none	q:egraph	fd:bounded-completeness-unsat	22402	24073	na	na	na	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
AUFBV/20210301-Alive2/ph7/490_ph7.smt2	unknown	0	17	none	q:egraph	fd:bounded-completeness-unsat	20251	24062	na	na	na	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
AUFBV/20210301-Alive2/ph7/516_ph7.smt2	unknown	0	6	none	q:mbqi-quick	q:mbqi-quick	5301	5341	q:mbqi-quick	19658	dl-online:check	give-up kind=Watchdog detail=watchdog fired before the worker thread returned
AUFBV/20210301-Alive2/ph7/526_ph7.smt2	unknown	0	19	none	q:mbqi	fd:bounded-completeness-unsat	366	1011	na	na	na	give-up kind=Incomplete detail=e-matching: no universal is asserted; the nested quantifiers present are registered, not instantiated
AUFBV/20210301-Alive2/ph7/563_ph7.smt2	unknown	0	19	none	q:mbqi	fd:bounded-completeness-unsat	185	484	na	na	na	give-up kind=Incomplete detail=e-matching: no universal is asserted; the nested quantifiers present are registered, not instantiated
AUFBV/20210301-Alive2/ph7/626_ph7.smt2	unknown	0	6	none	q:mbqi-quick	q:mbqi-quick	17315	17784	q:mbqi-quick	7215	dl-online:check	give-up kind=Watchdog detail=watchdog fired before the worker thread returned
AUFBV/20210301-Alive2/ph7/643_ph7.smt2	unknown	0	6	none	q:mbqi-quick	q:mbqi-quick	3367	3867	q:mbqi-quick	21132	dl-online:check	give-up kind=Watchdog detail=watchdog fired before the worker thread returned
