file	verdict	rc	ms	online_probe	probe_sites	equalities	eq_false	diseq_violated	splits	split_conflicts	simplex_rows	diseq_splits_trace	fill_cap_declines	status
QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_sanfoundry_10_ground.i_6_3_3.bpl_13.smt2	unknown	0	24526	n/a	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1;	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	unknown
QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_standard_strcmp_ground.i_4_2_2.bpl_11.smt2	unknown	0	24237	n/a	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1;	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	unsat
QF_LRA/LassoRanker/CooperatingT2/afagp-fail.t2.c_Iteration1_Lasso_7-phaseTemplate.smt2	unknown	0	24436	n/a	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1;	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	unsat
QF_LRA/LassoRanker/CooperatingT2/collatz.t2.c_Iteration3_Loop_7-phaseTemplate.smt2	unknown	0	24223	n/a	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1;	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	unsat
QF_LRA/LassoRanker/CooperatingT2/elmhes.c.i.elmhes.pl.t2.fixed.t2.c_Iteration5_Loop_6-phaseTemplate.smt2	unknown	0	24223	n/a	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1;	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	sat
QF_LRA/LassoRanker/CooperatingT2/eric.t2.c_Iteration1_Lasso_4-pieceTemplate.smt2	unknown	0	24123	n/a	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1;	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	sat
QF_LRA/LassoRanker/CooperatingT2/firewire.t2.c_Iteration3_Loop_4-pieceTemplate.smt2	unknown	0	24431	n/a	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1;	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	sat
QF_LRA/LassoRanker/CooperatingT2/ludcmp.c.i.ludcmp.pl.t2.fixed.t2.c_Iteration8_Loop_7-phaseTemplate.smt2	unknown	0	24324	n/a	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1;	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	sat
QF_LRA/LassoRanker/CooperatingT2/matrixsqrt.t2.c_Iteration12_Loop_7-phaseTemplate.smt2	unknown	0	24226	n/a	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1;	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	sat
QF_LRA/LassoRanker/CooperatingT2/queens.t2.c_Iteration19_Loop_7-phaseTemplate.smt2	unknown	0	24325	n/a	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1;	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	sat
QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration3_Lasso_5-phaseTemplate.smt2	unknown	0	24225	n/a	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1;	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	sat
