sample	declaration	outcome	adjudicated	recheck_300s_16gb	first_failing	first_failing_code	cluster	declaration_records	declines
B/initstd-1000-fresh	Std.DHashMap.get?_filter	CLEAN	CLEAN					3047	0
B/initstd-1000-fresh	Std.DHashMap.get?_insert_self	CLEAN	CLEAN					3035	0
B/initstd-1000-fresh	Std.DHashMap.get?_inter_of_mem_right	CLEAN	CLEAN					3103	0
B/initstd-1000-fresh	Std.DHashMap.mem_of_mem_insertIfNew	CLEAN	CLEAN					3052	0
B/initstd-1000-fresh	Std.DHashMap.ofList_nil	CLEAN	CLEAN					2121	0
B/initstd-1000-fresh	Std.DHashMap.singleton_eq_insert	CLEAN	CLEAN					2079	0
B/initstd-1000-fresh	Std.DHashMap.size_alter_eq_add_one	CLEAN	CLEAN					3040	0
B/initstd-1000-fresh	Std.DTreeMap.Const.getKey!_insertMany_list_of_contains_eq_false	CLEAN	CLEAN					3580	0
B/initstd-1000-fresh	Std.DTreeMap.Const.getKey?_insertMany_list_of_mem	CLEAN	CLEAN					3578	0
B/initstd-1000-fresh	Std.DTreeMap.Const.maxKeyD_modify	CLEAN	CLEAN					3888	0
B/initstd-1000-fresh	Std.DTreeMap.Const.size_filter_le_size	CLEAN	CLEAN					2681	0
B/initstd-1000-fresh	Std.DTreeMap.Const.unitOfList_eq_insertManyIfNewUnit_empty	CLEAN	CLEAN					2606	0
B/initstd-1000-fresh	Std.DTreeMap.Equiv.beq_congr	CLEAN	CLEAN					3552	0
B/initstd-1000-fresh	Std.DTreeMap.Equiv.constEntryAtIdxD_eq	CLEAN	CLEAN					3294	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.Cell.ctorIdx	CLEAN	CLEAN					18	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.Const.RiiSliceData._sizeOf_inst	CLEAN	CLEAN					32	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.Const.RooSliceData.mk.noConfusion	CLEAN	CLEAN					19	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.Impl.Const.get!_erase!	CLEAN	CLEAN					3554	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.Impl.Const.isEmpty_insertMany_list	CLEAN	CLEAN					3473	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.Impl.Const.isSome_maxKey?_modify	CLEAN	CLEAN					3798	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.Impl.Const.maxEntry?.eq_2	CLEAN	CLEAN					620	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.Impl.Const.minEntry?.eq_def	CLEAN	CLEAN					610	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.Impl.Equiv.inter!_left	CLEAN	CLEAN					3619	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.Impl.Equiv.union_left	CLEAN	CLEAN					3631	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.Impl.ExplorationStep.gt.inj	CLEAN	CLEAN					75	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.Impl.applyCell.eq_1	CLEAN	CLEAN					113	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.Impl.applyPartition.go.eq_1	CLEAN	CLEAN					160	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.Impl.containsThenInsertIfNew!_snd_eq_insertIfNew!	CLEAN	CLEAN					359	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.Impl.contains_eq_isSome_get?ₘ	CLEAN	CLEAN					1121	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.Impl.erase.congr_simp	CLEAN	CLEAN					1981	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.Impl.foldrM_eq_foldrM_keysArray	CLEAN	CLEAN					668	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.Impl.get?_insertMany_list_of_mem	CLEAN	CLEAN					3605	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.Impl.getD_diff!_of_contains_right	CLEAN	CLEAN					3803	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.Impl.getKey!_erase_self	CLEAN	CLEAN					3515	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.Impl.getKey!_filter!_key	CLEAN	CLEAN					3520	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.Impl.getKeyD_insert!	CLEAN	CLEAN					3506	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.Impl.getKeyLE?.go.eq_def	CLEAN	CLEAN					29	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.Impl.getKey_eq	CLEAN	CLEAN					3458	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.Impl.getKey_inter._proof_2	CLEAN	CLEAN					3544	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.Impl.isEmpty_inter!_left	CLEAN	CLEAN					3623	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.Impl.le_maxKey_of_contains	CLEAN	CLEAN					3759	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.Impl.link2.eq_def	CLEAN	CLEAN					2125	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.Impl.maxKey?_le_maxKey?_insert	CLEAN	CLEAN					3748	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.Impl.maxKey_alter_eq_self	CLEAN	CLEAN					3957	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.Impl.mem_erase!	CLEAN	CLEAN					3544	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.Impl.mem_of_mem_insertMany_list	CLEAN	CLEAN					3556	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.Impl.minKey!_eq_default	CLEAN	CLEAN					3324	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.Impl.minKey!_modify	CLEAN	CLEAN					3806	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.Impl.minKey._unary.eq_def	CLEAN	CLEAN					613	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.Impl.minKeyD_eq_minKeyD	CLEAN	CLEAN					1120	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.Impl.size_insertMany_list_le	CLEAN	CLEAN					3477	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.Impl.size_inter_le_size_left	CLEAN	CLEAN					3535	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.Impl.size_modify	CLEAN	CLEAN					3488	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.RiiSliceData.treeMap	CLEAN	CLEAN					5	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.RocSliceData.treeMap	CLEAN	CLEAN					7	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.RoiSliceData.casesOn	CLEAN	CLEAN					7	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.RxoIterator.step	CLEAN	CLEAN					336	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.Unit.RioSliceData._sizeOf_inst	CLEAN	CLEAN					37	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.Unit.toList_rco	CLEAN	CLEAN					1331	0
B/initstd-1000-fresh	Std.DTreeMap.Internal.Zipper.cons.elim	CLEAN	CLEAN					29	0
B/initstd-1000-fresh	Std.DTreeMap.Raw.Const.get?_eq_some_iff	CLEAN	CLEAN					3471	0
B/initstd-1000-fresh	Std.DTreeMap.Raw.Const.get?_map_of_getKey?_eq_some	CLEAN	CLEAN					3509	0
B/initstd-1000-fresh	Std.DTreeMap.Raw.Const.getKey_insertManyIfNewUnit_list_of_mem	CLEAN	CLEAN					3608	0
B/initstd-1000-fresh	Std.DTreeMap.Raw.Const.get_insertMany_list.match_1	CLEAN	CLEAN					4	0
B/initstd-1000-fresh	Std.DTreeMap.Raw.Equiv.constEntryAtIdx?_eq	CLEAN	CLEAN					3290	0
B/initstd-1000-fresh	Std.DTreeMap.Raw.get!_diff_of_not_mem_left	CLEAN	CLEAN					3824	0
B/initstd-1000-fresh	Std.DTreeMap.Raw.getKeyD_eq_fallback	CLEAN	CLEAN					3444	0
B/initstd-1000-fresh	Std.DTreeMap.Raw.getKey_eq_get_getKey?	CLEAN	CLEAN					3465	0
B/initstd-1000-fresh	Std.DTreeMap.Raw.getKey_union_of_mem_right	CLEAN	CLEAN					3711	0
B/initstd-1000-fresh	Std.DTreeMap.Raw.le_maxKeyD_of_mem	CLEAN	CLEAN					3761	0
B/initstd-1000-fresh	Std.DTreeMap.Raw.toList_keysArray	CLEAN	CLEAN					580	0
B/initstd-1000-fresh	Std.DTreeMap.beq	CLEAN	CLEAN					2571	0
B/initstd-1000-fresh	Std.DTreeMap.contains_insert_self	CLEAN	CLEAN					3481	0
B/initstd-1000-fresh	Std.DTreeMap.contains_of_contains_erase	CLEAN	CLEAN					3513	0
B/initstd-1000-fresh	Std.DTreeMap.empty_eq_emptyc	CLEAN	CLEAN					2555	0
B/initstd-1000-fresh	Std.DTreeMap.get!_inter_of_not_mem_left	CLEAN	CLEAN					3621	0
B/initstd-1000-fresh	Std.DTreeMap.getKey!_union_of_not_mem_left	CLEAN	CLEAN					3680	0
B/initstd-1000-fresh	Std.DTreeMap.getThenInsertIfNew?._proof_1	CLEAN	CLEAN					2576	0
B/initstd-1000-fresh	Std.DTreeMap.get_ofList_of_mem	CLEAN	CLEAN					3649	0
B/initstd-1000-fresh	Std.DTreeMap.isEmpty_inter_left	CLEAN	CLEAN					3556	0
B/initstd-1000-fresh	Std.DTreeMap.isSome_maxKey?_insertIfNew	CLEAN	CLEAN					3814	0
B/initstd-1000-fresh	Std.DTreeMap.keys	CLEAN	CLEAN					2555	0
B/initstd-1000-fresh	Std.DTreeMap.maxKey?_erase_eq_of_not_compare_eq_maxKey?	CLEAN	CLEAN					3776	0
B/initstd-1000-fresh	Std.DTreeMap.minKey.congr_simp	CLEAN	CLEAN					2568	0
B/initstd-1000-fresh	Std.DTreeMap.minKey?_le_minKey?_erase	CLEAN	CLEAN					3758	0
B/initstd-1000-fresh	Std.DTreeMap.toList_map	CLEAN	CLEAN					3236	0
B/initstd-1000-fresh	Std.Do.ExceptConds.and_imp	CLEAN	CLEAN					96	0
B/initstd-1000-fresh	Std.Do.ExceptConds.entails.match_1	CLEAN	CLEAN					27	0
B/initstd-1000-fresh	Std.Do.PostShape.except.sizeOf_spec	CLEAN	CLEAN					30	0
B/initstd-1000-fresh	Std.Do.PredTrans.pushArg._proof_3	CLEAN	CLEAN					89	0
B/initstd-1000-fresh	Std.Do.SPred.entails.match_1	CLEAN	CLEAN					15	0
B/initstd-1000-fresh	Std.Do.SPred.or_true	CLEAN	CLEAN					76	0
B/initstd-1000-fresh	Std.Do.Spec.forIn_roi	CLEAN	CLEAN					1157	0
B/initstd-1000-fresh	Std.Do.Spec.restoreM_StateT	CLEAN	CLEAN					509	0
B/initstd-1000-fresh	Std.Do.Spec.withReader_ReaderT	CLEAN	CLEAN					131	0
B/initstd-1000-fresh	Std.Do.State.instWP	CLEAN	CLEAN					117	0
B/initstd-1000-fresh	Std.Do.WP.adapt_ExceptT	CLEAN	CLEAN					438	0
B/initstd-1000-fresh	Std.Do.WP.monadMap_StateT.match_1	CLEAN	CLEAN					3	0
B/initstd-1000-fresh	Std.Do.triple	CLEAN	CLEAN					296	0
B/initstd-1000-fresh	Std.ExtDHashMap.Const.insertManyIfNewUnit	CLEAN	CLEAN					3070	0
B/initstd-1000-fresh	Std.ExtDHashMap.getKey!_union	CLEAN	CLEAN					3336	0
B/initstd-1000-fresh	Std.ExtDHashMap.getThenInsertIfNew?_fst	CLEAN	CLEAN					3090	0
B/initstd-1000-fresh	Std.ExtDHashMap.isEmpty_eq_false_iff	CLEAN	CLEAN					3096	0
B/initstd-1000-fresh	Std.ExtDHashMap.size_insertMany_list_le	CLEAN	CLEAN					3131	0
B/initstd-1000-fresh	Std.ExtDTreeMap.Const.alter_eq_empty_iff	CLEAN	CLEAN					3724	0
B/initstd-1000-fresh	Std.ExtDTreeMap.Const.get!_insertManyIfNewUnit_list	CLEAN	CLEAN					3587	0
B/initstd-1000-fresh	Std.ExtDTreeMap.Const.get?_map	CLEAN	CLEAN					3596	0
B/initstd-1000-fresh	Std.ExtDTreeMap.Const.getD_map	CLEAN	CLEAN					3611	0
B/initstd-1000-fresh	Std.ExtDTreeMap.get?_union_of_not_mem_right	CLEAN	CLEAN					3784	0
B/initstd-1000-fresh	Std.ExtDTreeMap.getEntryGE	CLEAN	CLEAN					3535	0
B/initstd-1000-fresh	Std.ExtDTreeMap.getKey?_inter_of_not_mem_right	CLEAN	CLEAN					3648	0
B/initstd-1000-fresh	Std.ExtDTreeMap.getKey?_minKeyD	CLEAN	CLEAN					3812	0
B/initstd-1000-fresh	Std.ExtDTreeMap.getKeyD_erase_self	CLEAN	CLEAN					3572	0
B/initstd-1000-fresh	Std.ExtDTreeMap.getKeyD_insertMany_list_of_contains_eq_false	CLEAN	CLEAN					3629	0
B/initstd-1000-fresh	Std.ExtDTreeMap.getKeyD_minKey!	CLEAN	CLEAN					3821	0
B/initstd-1000-fresh	Std.ExtDTreeMap.getKey_minKeyD	CLEAN	CLEAN					3828	0
B/initstd-1000-fresh	Std.ExtDTreeMap.isNone_maxKey?_eq_isEmpty	CLEAN	CLEAN					3673	0
B/initstd-1000-fresh	Std.ExtDTreeMap.minKey?_eq_head?_keys	CLEAN	CLEAN					3408	0
B/initstd-1000-fresh	Std.ExtDTreeMap.minKeyD	CLEAN	CLEAN					3395	0
B/initstd-1000-fresh	Std.ExtHashMap.contains_of_contains_erase	CLEAN	CLEAN					3084	0
B/initstd-1000-fresh	Std.ExtHashMap.filterMap	CLEAN	CLEAN					3083	0
B/initstd-1000-fresh	Std.ExtHashMap.filterMap.congr_simp	CLEAN	CLEAN					3084	0
B/initstd-1000-fresh	Std.ExtHashMap.filter_eq_empty_iff	CLEAN	CLEAN					3276	0
B/initstd-1000-fresh	Std.ExtHashMap.getElem!_insertMany_list_of_contains_eq_false	CLEAN	CLEAN					3239	0
B/initstd-1000-fresh	Std.ExtHashMap.getElem_alter_self	CLEAN	CLEAN					3187	0
B/initstd-1000-fresh	Std.ExtHashMap.getKey!_filter_key	CLEAN	CLEAN					3117	0
B/initstd-1000-fresh	Std.ExtHashMap.getKey?	CLEAN	CLEAN					3065	0
B/initstd-1000-fresh	Std.ExtHashMap.getKey?_eq_some_of_contains	CLEAN	CLEAN					3093	0
B/initstd-1000-fresh	Std.ExtHashMap.size_unitOfList_le	CLEAN	CLEAN					3159	0
B/initstd-1000-fresh	Std.ExtHashMap.unitOfArray	CLEAN	CLEAN					2132	0
B/initstd-1000-fresh	Std.ExtHashSet.get!_ofList_of_mem	CLEAN	CLEAN					3202	0
B/initstd-1000-fresh	Std.ExtHashSet.get!_union	CLEAN	CLEAN					3350	0
B/initstd-1000-fresh	Std.ExtHashSet.get?_eq_some_get!_of_contains	CLEAN	CLEAN					3115	0
B/initstd-1000-fresh	Std.ExtHashSet.get?_eq_some_of_contains	CLEAN	CLEAN					3098	0
B/initstd-1000-fresh	Std.ExtHashSet.isSome_get?_iff_mem	CLEAN	CLEAN					3091	0
B/initstd-1000-fresh	Std.ExtTreeMap.erase.congr_simp	CLEAN	CLEAN					3470	0
B/initstd-1000-fresh	Std.ExtTreeMap.getD_diff_of_not_mem_right	CLEAN	CLEAN					3831	0
B/initstd-1000-fresh	Std.ExtTreeMap.getD_filterMap'	CLEAN	CLEAN					3685	0
B/initstd-1000-fresh	Std.ExtTreeMap.getD_ofList_of_contains_eq_false	CLEAN	CLEAN					3639	0
B/initstd-1000-fresh	Std.ExtTreeMap.getKey?_inter	CLEAN	CLEAN					3654	0
B/initstd-1000-fresh	Std.ExtTreeMap.getKeyLT	CLEAN	CLEAN					3604	0
B/initstd-1000-fresh	Std.ExtTreeMap.mem_alter_self	CLEAN	CLEAN					3707	0
B/initstd-1000-fresh	Std.ExtTreeMap.minKey_eq_iff_mem_and_forall	CLEAN	CLEAN					3822	0
B/initstd-1000-fresh	Std.ExtTreeMap.size_alter_eq_add_one	CLEAN	CLEAN					3725	0
B/initstd-1000-fresh	Std.ExtTreeSet.atIdxD	CLEAN	CLEAN					3326	0
B/initstd-1000-fresh	Std.ExtTreeSet.erase	CLEAN	CLEAN					3473	0
B/initstd-1000-fresh	Std.ExtTreeSet.getGTD	CLEAN	CLEAN					3367	0
B/initstd-1000-fresh	Std.ExtTreeSet.instSDiffOfTransCmp	CLEAN	CLEAN					3752	0
B/initstd-1000-fresh	Std.ExtTreeSet.max!_mem	CLEAN	CLEAN					3850	0
B/initstd-1000-fresh	Std.ExtTreeSet.min!_insert_le_self	CLEAN	CLEAN					3871	0
B/initstd-1000-fresh	Std.ExtTreeSet.ofList._auto_1	CLEAN	CLEAN					310	0
B/initstd-1000-fresh	Std.Format.align.sizeOf_spec	CLEAN	CLEAN					294	0
B/initstd-1000-fresh	Std.HashMap.Raw.get!_union_of_not_mem_right	CLEAN	CLEAN					3254	0
B/initstd-1000-fresh	Std.HashMap.Raw.getElem!_modify	CLEAN	CLEAN					3080	0
B/initstd-1000-fresh	Std.HashMap.Raw.getElem?_eq_some_iff_exists_beq_and_mem_toList	CLEAN	CLEAN					3261	0
B/initstd-1000-fresh	Std.HashMap.Raw.getElem?_inter_of_not_mem_left	CLEAN	CLEAN					3146	0
B/initstd-1000-fresh	Std.HashMap.Raw.getKey?_insertManyIfNewUnit_list_of_mem	CLEAN	CLEAN					3118	0
B/initstd-1000-fresh	Std.HashMap.Raw.getKey?_unitOfList_of_contains_eq_false	CLEAN	CLEAN					3120	0
B/initstd-1000-fresh	Std.HashMap.Raw.getKeyD_congr	CLEAN	CLEAN					3051	0
B/initstd-1000-fresh	Std.HashMap.Raw.getKey_union_of_not_mem_left	CLEAN	CLEAN					3289	0
B/initstd-1000-fresh	Std.HashMap.Raw.insert_eq_insert	CLEAN	CLEAN					1872	0
B/initstd-1000-fresh	Std.HashMap.Raw.keys_map	CLEAN	CLEAN					2403	0
B/initstd-1000-fresh	Std.HashMap.Raw.mem_insertManyIfNewUnit_list	CLEAN	CLEAN					3105	0
B/initstd-1000-fresh	Std.HashMap.Raw.ofList_eq_insertMany_empty	CLEAN	CLEAN					1931	0
B/initstd-1000-fresh	Std.HashMap.Raw.size_erase	CLEAN	CLEAN					3036	0
B/initstd-1000-fresh	Std.HashMap.getD_filter'	CLEAN	CLEAN					3146	0
B/initstd-1000-fresh	Std.HashMap.getKey!_of_isEmpty	CLEAN	CLEAN					3063	0
B/initstd-1000-fresh	Std.HashMap.getKey?_modify_self	CLEAN	CLEAN					3063	0
B/initstd-1000-fresh	Std.HashMap.getKeyD_diff_of_mem_right	CLEAN	CLEAN					3272	0
B/initstd-1000-fresh	Std.HashMap.getKey_inter	CLEAN	CLEAN					3155	0
B/initstd-1000-fresh	Std.HashMap.get_union_of_not_mem_right	CLEAN	CLEAN					3268	0
B/initstd-1000-fresh	Std.HashMap.mem_ofList	CLEAN	CLEAN					3118	0
B/initstd-1000-fresh	Std.HashMap.mk.sizeOf_spec	CLEAN	CLEAN					2081	0
B/initstd-1000-fresh	Std.HashMap.size	CLEAN	CLEAN					2066	0
B/initstd-1000-fresh	Std.HashMap.size_alter_le_size	CLEAN	CLEAN					3048	0
B/initstd-1000-fresh	Std.HashSet.Raw.get!_insertMany_list_of_not_mem_of_contains_eq_false	CLEAN	CLEAN					3138	0
B/initstd-1000-fresh	Std.HashSet.Raw.ofList_cons	CLEAN	CLEAN					2140	0
B/initstd-1000-fresh	Std.HashSet.Raw.singleton_eq_insert	CLEAN	CLEAN					1897	0
B/initstd-1000-fresh	Std.HashSet.contains_iff_mem	CLEAN	CLEAN					2080	0
B/initstd-1000-fresh	Std.HashSet.mem_insert._simp_1	CLEAN	CLEAN					3062	0
B/initstd-1000-fresh	Std.HashSet.mem_union_of_left	CLEAN	CLEAN					3234	0
B/initstd-1000-fresh	Std.Http.Chunk.ofByteArray	CLEAN	CLEAN					3267	0
B/initstd-1000-fresh	Std.Http.CustomStatus.mk.noConfusion	CLEAN	CLEAN					3273	0
B/initstd-1000-fresh	Std.Http.Header.Connection.recOn	CLEAN	CLEAN					3266	0
B/initstd-1000-fresh	Std.Http.Header.ContentLength.noConfusionType	CLEAN	CLEAN					5	0
B/initstd-1000-fresh	Std.Http.Header.Name.noConfusionType	CLEAN	CLEAN					3996	0
B/initstd-1000-fresh	Std.Http.Header.Value.mk.sizeOf_spec	CLEAN	CLEAN					3281	0
B/initstd-1000-fresh	Std.Http.Internal.Char.qdtext.match_1	CLEAN	CLEAN					195	0
B/initstd-1000-fresh	Std.Http.Request.Builder.uri!	CLEAN	CLEAN					6193	0
B/initstd-1000-fresh	Std.Http.RequestTarget.asteriskForm.sizeOf_spec	CLEAN	CLEAN					4166	0
B/initstd-1000-fresh	Std.Http.URI.Port.casesOn	CLEAN	CLEAN					41	0
B/initstd-1000-fresh	Std.Http.instInhabitedVersion	CLEAN	CLEAN					4	0
B/initstd-1000-fresh	Std.Internal.Async.IO.AsyncWrite.mk.noConfusion	CLEAN	CLEAN					291	0
B/initstd-1000-fresh	Std.Internal.Async.IO.AsyncWrite.noConfusion	CLEAN	CLEAN					288	0
B/initstd-1000-fresh	Std.Internal.IO.Async.ETask.ofPurePromise	CLEAN	CLEAN					61	0
B/initstd-1000-fresh	Std.Internal.IO.Async.System.instInhabitedEnvironment	CLEAN	CLEAN					2119	0
B/initstd-1000-fresh	Std.Internal.IO.Async.System.instOrdUserId	CLEAN	CLEAN					325	0
B/initstd-1000-fresh	Std.Internal.IO.Async.UDP.Membership.toCtorIdx	CLEAN	CLEAN					5	0
B/initstd-1000-fresh	Std.Internal.IndexMultiMap.instForInProdOfMonad	CLEAN	CLEAN					2114	0
B/initstd-1000-fresh	Std.Internal.IndexMultiMap.instSingletonProdOfEquivBEqOfLawfulHashable	CLEAN	CLEAN					4136	0
B/initstd-1000-fresh	Std.Internal.List.List.getValue?_filter_containsKey_of_containsKey_eq_false_left	CLEAN	CLEAN					359	0
B/initstd-1000-fresh	Std.Internal.List.containsKey_cons_of_containsKey	CLEAN	CLEAN					76	0
B/initstd-1000-fresh	Std.Internal.List.getKey?_eq_some_getKey	CLEAN	CLEAN					92	0
B/initstd-1000-fresh	Std.Internal.List.getKeyD.eq_1	CLEAN	CLEAN					27	0
B/initstd-1000-fresh	Std.Internal.List.getKeyD_filter_not_contains_map_fst	CLEAN	CLEAN					362	0
B/initstd-1000-fresh	Std.Internal.List.getValueCastD.eq_1	CLEAN	CLEAN					43	0
B/initstd-1000-fresh	Std.Internal.List.getValueCastD_of_perm	CLEAN	CLEAN					425	0
B/initstd-1000-fresh	Std.Internal.List.getValueD_congr	CLEAN	CLEAN					108	0
B/initstd-1000-fresh	Std.Internal.List.getValueD_eraseKey_self	CLEAN	CLEAN					273	0
B/initstd-1000-fresh	Std.Internal.List.getValue_eq_getValueD	CLEAN	CLEAN					96	0
B/initstd-1000-fresh	Std.Internal.List.insertEntry_of_perm	CLEAN	CLEAN					461	0
B/initstd-1000-fresh	Std.Internal.List.maxKey.congr_simp	CLEAN	CLEAN					406	0
B/initstd-1000-fresh	Std.Internal.List.perm_of_beqModel	CLEAN	CLEAN					1795	0
B/initstd-1000-fresh	Std.Internal.List.reverse_keys	CLEAN	CLEAN					55	0
B/initstd-1000-fresh	Std.Internal.Parsec.ParseResult.success.sizeOf_spec	CLEAN	CLEAN					288	0
B/initstd-1000-fresh	Std.Internal.USquash.inner	CLEAN	CLEAN					13	0
B/initstd-1000-fresh	Std.Internal.USquash.mk'.sizeOf_spec	CLEAN	CLEAN					40	0
B/initstd-1000-fresh	Std.Internal.UV.System.osUname	CLEAN	CLEAN					312	0
B/initstd-1000-fresh	Std.Iter.atIdxSlow?_succ_repeat	CLEAN	CLEAN					325	0
B/initstd-1000-fresh	Std.Iter.find?	CLEAN	CLEAN					97	0
B/initstd-1000-fresh	Std.Iter.findM?	CLEAN	CLEAN					93	0
B/initstd-1000-fresh	Std.Iter.fold	CLEAN	CLEAN					77	0
B/initstd-1000-fresh	Std.Iter.forIn_toList	CLEAN	CLEAN					788	0
B/initstd-1000-fresh	Std.Iter.mapWithPostcondition.eq_1	CLEAN	CLEAN					49	0
B/initstd-1000-fresh	Std.IterM.TerminationMeasures.Finite.mk.inj	CLEAN	CLEAN					25	0
B/initstd-1000-fresh	Std.IterM.TerminationMeasures.Finite.rel_of_skip	CLEAN	CLEAN					31	0
B/initstd-1000-fresh	Std.IterM.allM_mapM	CLEAN	CLEAN					424	0
B/initstd-1000-fresh	Std.IterM.anyM_pure	CLEAN	CLEAN					211	0
B/initstd-1000-fresh	Std.IterM.any_filterMap	CLEAN	CLEAN					408	0
B/initstd-1000-fresh	Std.IterM.drain_eq_map_toListRev	CLEAN	CLEAN					772	0
B/initstd-1000-fresh	Std.IterM.find?_eq_match_step	CLEAN	CLEAN					304	0
B/initstd-1000-fresh	Std.IterM.findM?_eq_findSomeM?	CLEAN	CLEAN					82	0
B/initstd-1000-fresh	Std.IterM.forIn_empty	CLEAN	CLEAN					321	0
B/initstd-1000-fresh	Std.IterM.forIn_pure_yield_eq_fold	CLEAN	CLEAN					203	0
B/initstd-1000-fresh	Std.IterM.step_takeWhile._proof_4	CLEAN	CLEAN					61	0
B/initstd-1000-fresh	Std.IterM.step_takeWhileWithPostcondition.match_3	CLEAN	CLEAN					19	0
B/initstd-1000-fresh	Std.IterM.toExtHashSet	CLEAN	CLEAN					3110	0
B/initstd-1000-fresh	Std.IterM.toList_append	CLEAN	CLEAN					719	0
B/initstd-1000-fresh	Std.IterStep._sizeOf_1	CLEAN	CLEAN					24	0
B/initstd-1000-fresh	Std.IteratorLoop.WithWF.acc	CLEAN	CLEAN					28	0
B/initstd-1000-fresh	Std.Iterators.HetT.mk.noConfusion	CLEAN	CLEAN					26	0
B/initstd-1000-fresh	Std.Iterators.HetT.mk.sizeOf_spec	CLEAN	CLEAN					42	0
B/initstd-1000-fresh	Std.Iterators.PostconditionT.bind._proof_1	CLEAN	CLEAN					8	0
B/initstd-1000-fresh	Std.Iterators.Types.Append._sizeOf_1	CLEAN	CLEAN					27	0
B/initstd-1000-fresh	Std.Iterators.Types.ArrayIterator.pos	CLEAN	CLEAN					5	0
B/initstd-1000-fresh	Std.Iterators.Types.Attach.inner	CLEAN	CLEAN					29	0
B/initstd-1000-fresh	Std.Iterators.Types.Drop.casesOn	CLEAN	CLEAN					4	0
B/initstd-1000-fresh	Std.Iterators.Types.Drop.recOn	CLEAN	CLEAN					4	0
B/initstd-1000-fresh	Std.Iterators.Types.FilterMap.recOn	CLEAN	CLEAN					6	0
B/initstd-1000-fresh	Std.Iterators.Types.Map	CLEAN	CLEAN					16	0
B/initstd-1000-fresh	Std.LawfulOrderMax	CLEAN	CLEAN					11	0
B/initstd-1000-fresh	Std.LinearPreorderPackage.noConfusion	CLEAN	CLEAN					336	0
B/initstd-1000-fresh	Std.Net.IPv6Addr.noConfusionType	CLEAN	CLEAN					61	0
B/initstd-1000-fresh	Std.Net.instDecidableEqIPAddr.decEq._proof_5	CLEAN	CLEAN					79	0
B/initstd-1000-fresh	Std.Packages.LinearPreorderOfLEArgs.isLE_compare._autoParam	CLEAN	CLEAN					310	0
B/initstd-1000-fresh	Std.Packages.LinearPreorderOfOrdArgs.lt	CLEAN	CLEAN					486	0
B/initstd-1000-fresh	Std.Rci.ctorIdx	CLEAN	CLEAN					3	0
B/initstd-1000-fresh	Std.Rco.mk.inj	CLEAN	CLEAN					16	0
B/initstd-1000-fresh	Std.Rco.size.eq_1	CLEAN	CLEAN					9	0
B/initstd-1000-fresh	Std.Rco.toArray_eq_if_rco	CLEAN	CLEAN					791	0
B/initstd-1000-fresh	Std.Ric.eq_succMany?_of_toArray_eq_append_append	CLEAN	CLEAN					1250	0
B/initstd-1000-fresh	Std.Ric.mk.noConfusion	CLEAN	CLEAN					14	0
