file	verdict	ms	rc	status
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_16_58_55_174_1583194.smt_in.smt2	unknown	8315	0	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_08_02_969_2287043.smt_in.smt2	sat	209	0	sat
UF/20170428-Barrett/cdt-cade2015/nada/afp/hamming_stream/x2015_09_10_16_47_53_600_1082171.smt_in.smt2	unknown	12020	0	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/sorted_list_operations/x2015_09_10_16_47_45_306_1071226.smt_in.smt2	unknown	10218	0	unsat
UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_53_37_371_1432776.smt_in.smt2	unknown	23128	0	unsat
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_56_17_304_1652193.smt_in.smt2	unknown	16723	0	unknown
UF/grasshopper/instantiated/dl_copy_loop_check_heap_access_31_6.smt2	unsat	1309	0	unsat
UF/sledgehammer/Arrow_Order/uf.558544.smt2	unsat	2711	0	unsat
UF/sledgehammer/FFT/uf.734908.smt2	unknown	24132	0	unknown
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1158058.smt2	unknown	24733	0	unsat
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.658398.smt2	unknown	24130	0	unknown
UF/sledgehammer/Hoare/uf.1001519.smt2	unsat	4513	0	unsat
UF/sledgehammer/NS_Shared/smtlib.599737.smt2	unknown	12921	0	unknown
UF/sledgehammer/QEpres/uf.637819.smt2	unsat	3613	0	unsat
UF/sledgehammer/StrongNorm/uf.648745.smt2	unsat	6215	0	unsat
UF/sledgehammer/TwoSquares/uf.780730.smt2	unknown	23728	0	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/abstract_completeness/x2015_09_10_16_59_33_621_1039748.smt_in.smt2	none	14095	134	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_16_59_50_619_1635445.smt_in.smt2	unsat	4512	0	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_09_02_023_2365793.smt_in.smt2	unsat	19526	0	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/hamming_stream/x2015_09_10_16_49_31_231_1150288.smt_in.smt2	unknown	9118	0	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/splay_tree_analysis/x2015_09_10_16_56_26_954_1077626.smt_in.smt2	unsat	2811	0	unsat
UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_54_32_375_1480522.smt_in.smt2	unsat	3711	0	unsat
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_58_30_303_1827001.smt_in.smt2	unknown	10218	0	unknown
UF/grasshopper/instantiated/dl_remove_postcondition_of_dl_remove_50_4.smt2	unknown	10218	0	unsat
UF/sledgehammer/Arrow_Order/uf.616692.smt2	unsat	12120	0	unsat
UF/sledgehammer/FFT/uf.758281.smt2	sat	109	0	sat
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1198393.smt2	unknown	9717	0	unsat
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.693739.smt2	unknown	7215	0	unknown
UF/sledgehammer/Hoare/uf.1061790.smt2	unknown	20227	0	unknown
UF/sledgehammer/NS_Shared/smtlib.678332.smt2	unknown	4612	0	unsat
UF/sledgehammer/QEpres/uf.678944.smt2	unsat	4913	0	unsat
UF/sledgehammer/StrongNorm/uf.697927.smt2	unsat	10018	0	unsat
UF/sledgehammer/TwoSquares/uf.815613.smt2	sat	208	0	sat
UF/20170428-Barrett/cdt-cade2015/nada/afp/abstract_completeness/x2015_09_10_17_00_22_297_1090463.smt_in.smt2	unsat	5915	0	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_00_37_157_1687977.smt_in.smt2	unknown	25032	0	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_09_42_195_2416479.smt_in.smt2	unsat	5013	0	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/huffman/x2015_09_10_16_46_58_732_1021788.smt_in.smt2	unknown	21428	0	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/tllist/x2015_09_10_16_57_45_684_1164560.smt_in.smt2	unknown	25332	0	sat
UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_55_24_325_1534085.smt_in.smt2	unknown	21729	0	unknown
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_59_12_776_1884727.smt_in.smt2	unknown	20727	0	unknown
UF/grasshopper/instantiated/pull_strands_check_heap_access_77_2.smt2	unsat	909	0	unsat
UF/sledgehammer/Arrow_Order/uf.704291.smt2	unknown	25232	0	unsat
UF/sledgehammer/FFT/uf.783324.smt2	unknown	25129	0	unknown
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1226930.smt2	unsat	2911	0	unsat
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.727280.smt2	unknown	25131	0	unknown
UF/sledgehammer/Hoare/uf.1105286.smt2	unknown	25333	0	unknown
UF/sledgehammer/NS_Shared/smtlib.820464.smt2	unknown	13320	0	unknown
UF/sledgehammer/QEpres/uf.717452.smt2	sat	108	0	sat
UF/sledgehammer/StrongNorm/uf.745770.smt2	unknown	16623	0	unknown
UF/sledgehammer/TypeSafe/smtlib.1098821.smt2	unknown	24233	0	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/abstract_completeness/x2015_09_10_17_01_14_404_1150262.smt_in.smt2	unsat	3511	0	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_01_24_430_1743988.smt_in.smt2	unsat	3713	0	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_10_47_003_2500061.smt_in.smt2	unknown	6215	0	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/huffman/x2015_09_10_16_48_12_933_1099247.smt_in.smt2	unknown	13723	0	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/tllist/x2015_09_10_16_59_31_681_1283677.smt_in.smt2	unsat	10019	0	unsat
UF/20170428-Barrett/cdt-cade2015/nada/distro/koenig/x2015_09_10_16_45_05_341_1010900.smt_in.smt2	unknown	14722	0	unknown
UF/20170428-Barrett/cdt-cade2015/nada/distro/stream/x2015_09_10_16_46_52_587_993366.smt_in.smt2	unknown	17522	0	unknown
UF/grasshopper/instantiated/rec_remove_postcondition_of_rec_remove_20_4.smt2	unsat	12220	0	unsat
UF/sledgehammer/Arrow_Order/uf.774042.smt2	unsat	5813	0	unsat
UF/sledgehammer/FFT/uf.807359.smt2	unknown	25032	0	sat
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1260380.smt2	unknown	13920	0	unknown
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.758943.smt2	unknown	24231	0	unknown
UF/sledgehammer/Hoare/uf.1172268.smt2	unknown	7016	0	unknown
UF/sledgehammer/NS_Shared/uf.573318.smt2	unknown	22730	0	unknown
UF/sledgehammer/QEpres/uf.757404.smt2	sat	709	0	sat
UF/sledgehammer/StrongNorm/uf.788605.smt2	unsat	14319	0	unsat
UF/sledgehammer/TypeSafe/smtlib.1262852.smt2	sat	5113	0	sat
UF/20170428-Barrett/cdt-cade2015/nada/afp/bindag/x2015_09_10_16_53_11_421_1041162.smt_in.smt2	unsat	2111	0	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_02_01_325_1794353.smt_in.smt2	unsat	4314	0	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_11_51_397_2586526.smt_in.smt2	unsat	2713	0	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/huffman/x2015_09_10_16_49_00_867_1155527.smt_in.smt2	unknown	8118	0	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/tllist/x2015_09_10_17_00_58_384_1387951.smt_in.smt2	unknown	20027	0	unknown
UF/20170428-Barrett/cdt-cade2015/nada/distro/parallel/x2015_09_10_16_57_14_271_1048482.smt_in.smt2	unknown	25337	0	unsat
UF/20170428-Barrett/cdt-cade2015/nada/distro/stream/x2015_09_10_16_48_19_087_1086853.smt_in.smt2	unknown	24736	0	unknown
UF/grasshopper/instantiated/split_loop_check_heap_access_79_6.smt2	unsat	1410	0	unsat
UF/sledgehammer/Arrow_Order/uf.813308.smt2	unsat	6216	0	unsat
UF/sledgehammer/FFT/uf.832362.smt2	sat	211	0	sat
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1294868.smt2	unknown	17629	0	unknown
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.790950.smt2	unknown	8819	0	unknown
UF/sledgehammer/Hoare/uf.575042.smt2	sat	111	0	sat
UF/sledgehammer/NS_Shared/uf.640403.smt2	unknown	21534	0	unknown
UF/sledgehammer/QEpres/uf.787833.smt2	sat	110	0	sat
UF/sledgehammer/StrongNorm/uf.838784.smt2	unsat	13125	0	unsat
UF/sledgehammer/TypeSafe/smtlib.1348248.smt2	unknown	7117	0	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/bindag/x2015_09_10_16_53_56_537_1094926.smt_in.smt2	unknown	7619	0	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_02_44_169_1850576.smt_in.smt2	sat	710	0	sat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_12_42_984_2647208.smt_in.smt2	unknown	8019	0	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/huffman/x2015_09_10_16_50_10_583_1232628.smt_in.smt2	unknown	12623	0	unknown
UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_47_09_717_1045403.smt_in.smt2	unsat	2712	0	unsat
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_49_54_437_992499.smt_in.smt2	unknown	9420	0	unsat
UF/20170428-Barrett/cdt-cade2015/nada/distro/stream/x2015_09_10_16_49_15_141_1153946.smt_in.smt2	unknown	14024	0	unknown
UF/grasshopper/uninstantiated/dl_copy_invariant_19_2.smt2	unknown	24636	0	unsat
UF/sledgehammer/Arrow_Order/uf.850780.smt2	unknown	25329	0	unsat
UF/sledgehammer/FFT/uf.863296.smt2	unknown	22528	0	unsat
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1318643.smt2	unsat	5716	0	unsat
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.828004.smt2	unsat	1712	0	unsat
UF/sledgehammer/Hoare/uf.623138.smt2	unknown	13525	0	unknown
UF/sledgehammer/NS_Shared/uf.768897.smt2	unsat	4914	0	unsat
UF/sledgehammer/QEpres/uf.814223.smt2	unknown	24737	0	unknown
UF/sledgehammer/TwoSquares/uf.601168.smt2	unknown	25128	0	unknown
UF/sledgehammer/TypeSafe/smtlib.1468059.smt2	unknown	22934	0	unknown
