file	base	base_s	lane	lane_s	status
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/smtlib.756005.smt2	unknown	0.20	unknown	0.20	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/smtlib.772111.smt2	unknown	13.01	unknown	12.92	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/smtlib.788836.smt2	unknown	0.31	unknown	0.31	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/smtlib.805592.smt2	unknown	0.31	unknown	0.31	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/smtlib.821891.smt2	unknown	0.31	unknown	0.30	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/smtlib.831243.smt2	unknown	0.21	unknown	0.20	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/smtlib.846296.smt2	unknown	0.20	unknown	0.20	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/smtlib.860981.smt2	unknown	22.42	unknown	22.82	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/smtlib.873870.smt2	unknown	0.21	unknown	0.21	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/smtlib.921143.smt2	unknown	0.71	unknown	0.71	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/smtlib.940561.smt2	unknown	1.31	unknown	1.41	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/smtlib.955132.smt2	unknown	0.11	unknown	0.11	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/z3.609741.smt2	unknown	1.61	unknown	1.51	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/z3.618374.smt2	unknown	5.31	unknown	4.91	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/z3.625933.smt2	unknown	20.82	unknown	20.82	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/z3.633926.smt2	unknown	0.20	unknown	0.20	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/z3.636226.smt2	unknown	25.03	unknown	25.02	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/z3.640330.smt2	unknown	24.13	unknown	24.73	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/z3.648629.smt2	unknown	0.41	unknown	0.41	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/z3.658206.smt2	unknown	0.21	unknown	0.21	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/z3.661994.smt2	unknown	23.42	unknown	23.22	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/z3.667943.smt2	unknown	13.92	unknown	14.72	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/z3.675189.smt2	unknown	24.93	unknown	25.12	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/z3.682948.smt2	unknown	0.21	unknown	0.21	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/z3.687448.smt2	unknown	25.02	unknown	25.02	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/z3.695009.smt2	unknown	0.21	unknown	0.20	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/z3.699441.smt2	unknown	25.02	unknown	25.02	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/z3.706191.smt2	unknown	0.20	unknown	0.20	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/z3.713843.smt2	unknown	0.20	unknown	0.20	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/z3.747041.smt2	unknown	0.50	unknown	0.51	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/z3.755420.smt2	unknown	0.51	unknown	0.51	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/z3.763220.smt2	unknown	1.61	unknown	1.61	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/z3.774116.smt2	unknown	0.31	unknown	0.31	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/z3.782459.smt2	unknown	24.12	unknown	24.12	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/z3.788577.smt2	unknown	2.11	unknown	2.41	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/z3.797113.smt2	unknown	0.41	unknown	0.40	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/z3.805315.smt2	unknown	3.11	unknown	3.11	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/z3.816994.smt2	unknown	24.12	unknown	24.12	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/z3.823996.smt2	unknown	0.31	unknown	0.31	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/z3.829846.smt2	unknown	25.32	unknown	25.22	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/z3.838140.smt2	unknown	2.31	unknown	2.31	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/z3.852276.smt2	unknown	24.12	unknown	24.12	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/z3.861289.smt2	unknown	3.01	unknown	2.91	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/z3.868686.smt2	unknown	0.21	unknown	0.21	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/z3.876712.smt2	unknown	0.21	unknown	0.21	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/z3.908122.smt2	unknown	0.21	unknown	0.21	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/z3.914698.smt2	unknown	2.31	unknown	2.21	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/z3.923470.smt2	unknown	2.51	unknown	2.61	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/z3.940390.smt2	unknown	4.62	unknown	5.12	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/z3.950199.smt2	unknown	24.12	unknown	24.13	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/FFT/z3.956070.smt2	unknown	2.01	unknown	1.91	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/aviation/bts0199_why.smt2	unknown	19.12	unknown	18.92	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/aviation/consts_why.smt2	unsat	1.01	unsat	0.91	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/cl5_nebula_norm_0003.fof.smt2	unknown	0.11	unknown	1.81	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/cl5_nebula_norm_0010.fof.smt2	unknown	0.11	unknown	2.31	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0005.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0013.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0020.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0028.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0035.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0043.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0050.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0057.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0065.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0072.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0080.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0087.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0095.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0102.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0109.fof.smt2	unknown	0.11	unsat	0.10	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0117.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0124.fof.smt2	unknown	0.10	unsat	0.10	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0132.fof.smt2	unknown	0.10	unsat	0.10	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0139.fof.smt2	unknown	0.10	unsat	0.10	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0147.fof.smt2	unknown	0.10	unsat	0.10	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0154.fof.smt2	unknown	0.10	unsat	0.10	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0161.fof.smt2	unknown	0.10	unsat	0.10	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0169.fof.smt2	unknown	0.10	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0176.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0184.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0191.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0199.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0206.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0213.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0221.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0228.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0236.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0243.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0251.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0258.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0266.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0273.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0280.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0288.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0295.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0303.fof.smt2	unknown	0.10	unsat	0.10	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0310.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0318.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0325.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0332.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0340.fof.smt2	unknown	0.10	unsat	0.10	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0347.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0355.fof.smt2	unknown	0.10	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0362.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0370.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0377.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/quaternion_ds1_symm_0384.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify/thruster_symm_0158.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify_arithmetics/quaternion_ds1_symm_0001.fof.smt2	unknown	0.11	unknown	1.61	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify_array/cl5_nebula_norm_0016.fof.smt2	unknown	0.11	unknown	10.12	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify_array/thruster_symm_0151.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify_array_only/cl5_nebula_norm_0005.fof.smt2	unknown	0.11	unsat	0.21	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify_array_only/cl5_nebula_norm_0012.fof.smt2	unknown	0.11	unsat	0.31	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify_array_only/cl5_nebula_norm_0019.fof.smt2	unknown	0.11	unsat	0.31	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify_array_only/cl5_nebula_norm_0034.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify_array_only/cl5_nebula_norm_0041.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify_array_only/cl5_nebula_norm_0049.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify_array_only/cl5_nebula_norm_0066.fof.smt2	unknown	0.11	unknown	3.21	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify_array_only/cl5_nebula_norm_0074.fof.smt2	unknown	0.10	unknown	1.61	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify_array_only/cl5_nebula_norm_0081.fof.smt2	unknown	0.11	unknown	1.61	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify_array_only/cl5_nebula_norm_0105.fof.smt2	unknown	0.11	unknown	1.51	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify_array_only/cl5_nebula_norm_0120.fof.smt2	unknown	0.11	unknown	1.61	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify_array_only/cl5_nebula_norm_0130.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0006.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0013.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0021.fof.smt2	unknown	0.11	unsat	0.10	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0028.fof.smt2	unknown	0.10	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0036.fof.smt2	unknown	0.11	unsat	0.10	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0073.fof.smt2	unknown	0.11	unsat	0.10	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0112.fof.smt2	unknown	0.11	unsat	0.10	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0163.fof.smt2	unknown	0.11	unsat	0.10	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0207.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0258.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0266.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0274.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0281.fof.smt2	unknown	0.11	unsat	0.10	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0288.fof.smt2	unknown	0.10	unsat	0.10	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0296.fof.smt2	unknown	0.11	unsat	0.21	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0334.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0385.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0429.fof.smt2	unknown	0.11	unsat	0.11	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFNIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0480.fof.smt2	unknown	0.10	unsat	0.10	unsat
