index	colours	verdict	solve_s	steps	adds	check	check_s
0	1,1,1,1,1,1	unsat	0	1	1	passed	0.084
1	1,1,1,1,1,2	unsat	0	1	1	passed	0.063
2	1,1,1,1,1,3	unsat	0	1	1	passed	0.082
3	1,1,1,1,1,4	unsat	0	1	1	passed	0.064
4	1,1,1,1,2,1	unsat	0	1	1	passed	0.087
5	1,1,1,1,2,2	unsat	0	1	1	passed	0.071
6	1,1,1,1,2,3	unsat	0	1	1	passed	0.079
7	1,1,1,1,2,4	unsat	0	1	1	passed	0.062
8	1,1,1,1,3,1	unsat	0	1	1	passed	0.079
9	1,1,1,1,3,2	unsat	0	1	1	passed	0.082
10	1,1,1,1,3,3	unsat	0	1	1	passed	0.082
11	1,1,1,1,3,4	unsat	0	1	1	passed	0.075
12	1,1,1,1,4,1	unsat	0	1	1	passed	0.050
13	1,1,1,1,4,2	unsat	0	1	1	passed	0.065
14	1,1,1,1,4,3	unsat	0	1	1	passed	0.088
15	1,1,1,1,4,4	unsat	0	1	1	passed	0.064
16	1,1,1,2,1,1	unsat	0	1	1	passed	0.059
17	1,1,1,2,1,2	unsat	0	1	1	passed	0.064
18	1,1,1,2,1,3	unsat	0	1	1	passed	0.060
19	1,1,1,2,1,4	unsat	0	1	1	passed	0.057
20	1,1,1,2,2,1	unsat	0	1	1	passed	0.064
21	1,1,1,2,2,2	unsat	0	1	1	passed	0.084
22	1,1,1,2,2,3	unsat	0	1	1	passed	0.085
23	1,1,1,2,2,4	unsat	0	1	1	passed	0.087
24	1,1,1,2,3,1	unsat	0	1	1	passed	0.086
25	1,1,1,2,3,2	unsat	0	1	1	passed	0.083
26	1,1,1,2,3,3	unsat	0	1	1	passed	0.063
27	1,1,1,2,3,4	unsat	0	1	1	passed	0.062
28	1,1,1,2,4,1	unsat	0	1	1	passed	0.087
29	1,1,1,2,4,2	unsat	0	1	1	passed	0.053
30	1,1,1,2,4,3	unsat	0	1	1	passed	0.083
31	1,1,1,2,4,4	unsat	0	1	1	passed	0.061
32	1,1,1,3,1,1	unsat	0	1	1	passed	0.058
33	1,1,1,3,1,2	unsat	0	1	1	passed	0.060
34	1,1,1,3,1,3	unsat	0	1	1	passed	0.084
35	1,1,1,3,1,4	unsat	0	1	1	passed	0.061
36	1,1,1,3,2,1	unsat	0	1	1	passed	0.077
37	1,1,1,3,2,2	unsat	0	1	1	passed	0.086
38	1,1,1,3,2,3	unsat	0	1	1	passed	0.083
39	1,1,1,3,2,4	unsat	0	1	1	passed	0.078
40	1,1,1,3,3,1	unsat	0	1	1	passed	0.084
41	1,1,1,3,3,2	unsat	0	1	1	passed	0.084
42	1,1,1,3,3,3	unsat	0	1	1	passed	0.084
43	1,1,1,3,3,4	unsat	0	1	1	passed	0.054
44	1,1,1,3,4,1	unsat	0	1	1	passed	0.056
45	1,1,1,3,4,2	unsat	0	1	1	passed	0.062
46	1,1,1,3,4,3	unsat	0	1	1	passed	0.059
47	1,1,1,3,4,4	unsat	0	1	1	passed	0.084
48	1,1,1,4,1,1	unsat	0	1	1	passed	0.058
49	1,1,1,4,1,2	unsat	0	1	1	passed	0.086
50	1,1,1,4,1,3	unsat	0	1	1	passed	0.055
51	1,1,1,4,1,4	unsat	0	1	1	passed	0.058
52	1,1,1,4,2,1	unsat	0	1	1	passed	0.057
53	1,1,1,4,2,2	unsat	0	1	1	passed	0.061
54	1,1,1,4,2,3	unsat	0	1	1	passed	0.088
55	1,1,1,4,2,4	unsat	0	1	1	passed	0.088
56	1,1,1,4,3,1	unsat	0	1	1	passed	0.088
57	1,1,1,4,3,2	unsat	0	1	1	passed	0.087
58	1,1,1,4,3,3	unsat	0	1	1	passed	0.054
59	1,1,1,4,3,4	unsat	0	1	1	passed	0.058
60	1,1,1,4,4,1	unsat	0	1	1	passed	0.088
61	1,1,1,4,4,2	unsat	0	1	1	passed	0.087
62	1,1,1,4,4,3	unsat	0	1	1	passed	0.057
63	1,1,1,4,4,4	unsat	0	1	1	passed	0.055
64	1,1,2,1,1,1	unsat	0	1	1	passed	0.063
65	1,1,2,1,1,2	unsat	0	1	1	passed	0.059
66	1,1,2,1,1,3	unsat	0	1	1	passed	0.063
67	1,1,2,1,1,4	unsat	0	1	1	passed	0.062
68	1,1,2,1,2,1	unsat	0	1	1	passed	0.084
69	1,1,2,1,2,2	unsat	0	1	1	passed	0.083
70	1,1,2,1,2,3	unsat	0	1	1	passed	0.085
71	1,1,2,1,2,4	unsat	0	1	1	passed	0.084
72	1,1,2,1,3,1	unsat	0	1	1	passed	0.085
73	1,1,2,1,3,2	unsat	0	1	1	passed	0.084
74	1,1,2,1,3,3	unsat	0	1	1	passed	0.053
75	1,1,2,1,3,4	unsat	0	1	1	passed	0.083
76	1,1,2,1,4,1	unsat	0	1	1	passed	0.060
77	1,1,2,1,4,2	unsat	0	1	1	passed	0.055
78	1,1,2,1,4,3	unsat	0	1	1	passed	0.058
79	1,1,2,1,4,4	unsat	0	1	1	passed	0.085
80	1,1,2,2,1,1	unsat	0	1	1	passed	0.086
81	1,1,2,2,1,2	unsat	0	1	1	passed	0.059
82	1,1,2,2,1,3	unsat	0	1	1	passed	0.085
83	1,1,2,2,1,4	unsat	0	1	1	passed	0.084
84	1,1,2,2,2,1	unsat	0	1	1	passed	0.058
85	1,1,2,2,2,2	unsat	0	1	1	passed	0.063
86	1,1,2,2,2,3	unsat	0	1	1	passed	0.057
87	1,1,2,2,2,4	unsat	0	1	1	passed	0.087
88	1,1,2,2,3,1	unsat	0	1	1	passed	0.064
89	1,1,2,2,3,2	unsat	0	1	1	passed	0.086
90	1,1,2,2,3,3	unsat	0	1	1	passed	0.089
91	1,1,2,2,3,4	unsat	0	1	1	passed	0.058
92	1,1,2,2,4,1	unsat	0	1	1	passed	0.084
93	1,1,2,2,4,2	unsat	0	1	1	passed	0.056
94	1,1,2,2,4,3	unsat	0	1	1	passed	0.055
95	1,1,2,2,4,4	unsat	0	1	1	passed	0.087
96	1,1,2,3,1,1	unsat	0	1	1	passed	0.062
97	1,1,2,3,1,2	unsat	0	1	1	passed	0.084
98	1,1,2,3,1,3	unsat	0	1	1	passed	0.062
99	1,1,2,3,1,4	unsat	0	1	1	passed	0.086
100	1,1,2,3,2,1	unsat	0	1	1	passed	0.058
101	1,1,2,3,2,2	unsat	0	1	1	passed	0.062
102	1,1,2,3,2,3	unsat	0	1	1	passed	0.087
103	1,1,2,3,2,4	unsat	0	1	1	passed	0.086
104	1,1,2,3,3,1	unsat	0	1	1	passed	0.057
105	1,1,2,3,3,2	unsat	0	1	1	passed	0.084
106	1,1,2,3,3,3	unsat	0	1	1	passed	0.086
107	1,1,2,3,3,4	unsat	0	1	1	passed	0.086
108	1,1,2,3,4,1	unsat	0	1	1	passed	0.060
109	1,1,2,3,4,2	unsat	0	1	1	passed	0.057
110	1,1,2,3,4,3	unsat	0	1	1	passed	0.052
111	1,1,2,3,4,4	unsat	0	1	1	passed	0.057
112	1,1,2,4,1,1	unsat	0	1	1	passed	0.063
113	1,1,2,4,1,2	unsat	0	1	1	passed	0.064
114	1,1,2,4,1,3	unsat	0	1	1	passed	0.058
115	1,1,2,4,1,4	unsat	0	1	1	passed	0.084
116	1,1,2,4,2,1	unsat	0	1	1	passed	0.086
117	1,1,2,4,2,2	unsat	0	1	1	passed	0.055
118	1,1,2,4,2,3	unsat	0	1	1	passed	0.086
119	1,1,2,4,2,4	unsat	0	1	1	passed	0.060
120	1,1,2,4,3,1	unsat	0	1	1	passed	0.086
121	1,1,2,4,3,2	unsat	0	1	1	passed	0.056
122	1,1,2,4,3,3	unsat	0	1	1	passed	0.085
123	1,1,2,4,3,4	unsat	0	1	1	passed	0.084
124	1,1,2,4,4,1	unsat	0	1	1	passed	0.084
