file	base	base_ms	arm	arm_ms	order	status
UFLIA/boogie/BasicMethodology_SubClass..ctor.smt2	unknown	24229	unknown	24129	base-first	unsat
UFLIA/boogie/FormulaTerm_plus-noinfer_2.smt2	unsat	108	unsat	108	arm-first	unsat
UFLIA/boogie/Quantifiers_V1-noinfer.smt2	unsat	107	unsat	108	base-first	unsat
UFLIA/boogie/loopinv1_LoopInv1.Test1a_F_notnull-infer_eh.smt2	unknown	24830	unknown	24830	arm-first	unsat
UFLIA/grasshopper/uninstantiated/merge_loop_check_heap_access_60_6.smt2	unknown	25030	unknown	24831	base-first	unsat
UFLIA/simplify/javafe.ast.GenericBlockStmt.168.smt2	unsat	208	unsat	209	arm-first	unsat
UFLIA/simplify/javafe.filespace.LookAheadEnum.474.smt2	unsat	208	unsat	208	base-first	unsat
UFLIA/simplify/javafe.util.ErrorSet.781.smt2	unsat	308	unsat	308	arm-first	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.CompilationUnit.001.smt2	unknown	25026	unknown	25032	base-first	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.Identifier.010.smt2	unknown	24130	unknown	24131	arm-first	unknown
UFLIA/simplify2/front_end_suite/javafe.ast.RoutineDecl.002.smt2	unsat	408	unsat	409	base-first	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.TypeObjectDesignator.010.smt2	unknown	25029	unknown	25031	arm-first	unsat
UFLIA/simplify2/front_end_suite/javafe.filespace.Resolve.010.smt2	unsat	808	unsat	808	base-first	unsat
UFLIA/simplify2/front_end_suite/javafe.tc.ConstantExpr.001.smt2	unknown	24130	unknown	24130	arm-first	unsat
UFLIA/simplify2/front_end_suite/javafe.tc.Types.035.smt2	unknown	25030	unknown	25030	base-first	unsat
UFLIA/sledgehammer/Arrow_Order/smtlib.650920.smt2	unknown	21828	unknown	21024	arm-first	unsat
UFLIA/sledgehammer/FFT/smtlib.898060.smt2	unknown	11219	unknown	11219	base-first	unsat
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.1282463.smt2	unknown	21329	unknown	21628	arm-first	unsat
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.596470.smt2	unknown	11819	unknown	14522	base-first	unknown
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.932420.smt2	unknown	15722	unknown	16723	arm-first	unknown
UFLIA/sledgehammer/Hoare/smtlib.660667.smt2	unknown	8315	unknown	17123	base-first	unknown
UFLIA/sledgehammer/NS_Shared/smtlib.803649.smt2	unknown	14120	unknown	15421	arm-first	unknown
UFLIA/sledgehammer/QEpres/smtlib.609781.smt2	unknown	2510	unknown	2510	base-first	unknown
UFLIA/sledgehammer/QEpres/smtlib.927783.smt2	unknown	16224	unknown	16025	arm-first	unsat
UFLIA/sledgehammer/StrongNorm/smtlib.889061.smt2	unsat	310	unsat	309	base-first	unsat
UFLIA/sledgehammer/TwoSquares/smtlib.821153.smt2	unknown	13620	unknown	13722	arm-first	unknown
UFLIA/sledgehammer/TypeSafe/smtlib.822202.smt2	unknown	17125	unknown	18925	base-first	unknown
UFLIA/tokeneer/auditlog/init-31.smt2	unknown	25030	unknown	24030	arm-first	unsat
UFLIA/tokeneer/configdata/validatefile/readclearance-1.smt2	unsat	107	unsat	107	base-first	unsat
UFLIA/tokeneer/enclave/startadminactivity-7.smt2	unknown	24629	unknown	25031	arm-first	unknown
UFLIA/tokeneer/keystore/digest-36.smt2	unsat	108	unsat	108	base-first	unsat
UFLIA/tokeneer/screen/writestatsdata-4.smt2	unsat	108	unsat	108	arm-first	unsat
UFLIA/tokeneer/usertoken/addauthcert-19.smt2	unsat	108	unsat	108	base-first	unsat
