file	base	base_ms	arm	arm_ms	order	status
UFLIA/boogie/Arrays_Q3-noinfer.smt2	unknown	24034	unknown	24034	base-first	unsat
UFLIA/boogie/DefaultLoopInv0_A.M-modifiesOnLoop-noinfer.smt2	unknown	22834	unknown	24135	arm-first	unsat
UFLIA/boogie/MultipleErrors_P-showErrorTrace-vc_local_1.smt2	unknown	24034	unknown	24134	base-first	unknown
UFLIA/boogie/StructTests_St.S_System.Int32.ptr_System.Int32.ptr-level_2.smt2	unknown	24133	unknown	24134	arm-first	unknown
UFLIA/grasshopper/instantiated/reverse_loop_check_heap_access_35_4.smt2	unsat	2612	unsat	1612	base-first	unsat
UFLIA/simplify/javafe.SrcTool.15.smt2	unsat	410	unsat	410	arm-first	unsat
UFLIA/simplify/javafe.ast.StandardPrettyPrint.322.smt2	unknown	19130	unknown	18427	base-first	unsat
UFLIA/simplify/javafe.reader.StandardTypeReader.628.smt2	unsat	409	unsat	411	arm-first	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.AmbiguousVariableAccess.004.smt2	unknown	25035	unknown	25037	base-first	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.DelegatingPrettyPrint.010.smt2	unsat	910	unsat	911	arm-first	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.MethodDecl.005.smt2	unknown	25036	unknown	25037	base-first	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.ThrowStmt.004.smt2	unknown	25038	unknown	25029	arm-first	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.VisitorArgResult.016.smt2	unsat	109	unsat	110	base-first	unsat
UFLIA/simplify2/front_end_suite/javafe.parser.TagConstants.001.smt2	unknown	24534	unknown	23435	arm-first	unsat
UFLIA/simplify2/front_end_suite/javafe.tc.OutsideEnv.011.smt2	unsat	2011	unsat	1911	base-first	unsat
UFLIA/simplify2/front_end_suite/javafe.util.LocationManagerCorrelatedReader.011.smt2	unsat	509	unsat	510	arm-first	unsat
UFLIA/sledgehammer/FFT/smtlib.1015458.smt2	unknown	21631	unknown	22032	base-first	unsat
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.1127270.smt2	unknown	16224	unknown	25235	arm-first	unknown
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.1419033.smt2	unknown	2111	unknown	16426	base-first	unsat
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.775573.smt2	unknown	24335	unknown	24937	arm-first	unknown
UFLIA/sledgehammer/Hoare/smtlib.1095947.smt2	unknown	25139	unknown	25238	base-first	unknown
UFLIA/sledgehammer/Hoare/smtlib.894255.smt2	unknown	23133	unknown	23532	arm-first	unsat
UFLIA/sledgehammer/QEpres/smtlib.1120322.smt2	unknown	17125	unknown	23836	base-first	unsat
UFLIA/sledgehammer/QEpres/smtlib.783502.smt2	unknown	9418	unknown	21426	arm-first	unknown
UFLIA/sledgehammer/StrongNorm/smtlib.686273.smt2	unknown	12923	unknown	14026	base-first	unknown
UFLIA/sledgehammer/TwoSquares/smtlib.711545.smt2	unknown	24334	unknown	24735	arm-first	unsat
UFLIA/sledgehammer/TwoSquares/smtlib.916972.smt2	unsat	109	unsat	109	base-first	unsat
UFLIA/tokeneer/auditlog/addelementtofile-16.smt2	unsat	109	unsat	109	arm-first	unsat
UFLIA/tokeneer/certificatestore/updatestore-8.smt2	unsat	110	unsat	110	base-first	unsat
UFLIA/tokeneer/display/updatedevice-1.smt2	unsat	109	unsat	109	arm-first	unsat
UFLIA/tokeneer/keystore/digest-127.smt2	unsat	109	unsat	108	base-first	unsat
UFLIA/tokeneer/keystore/init-8.smt2	unsat	108	unsat	108	arm-first	unsat
UFLIA/tokeneer/tokenreader/poll/checkcardstate-7.smt2	unsat	210	unsat	209	base-first	unsat
