file	base	base_ms	arm	arm_ms	order	status
UFLIA/boogie/Bag2_Bag.Add_System.Int32.smt2	unknown	24133	unknown	24234	base-first	unknown
UFLIA/boogie/ExposeVersion_D..ctor-level_2.smt2	unknown	24233	unknown	24234	arm-first	unsat
UFLIA/boogie/PureAxioms_B.Dummy2-level_2.smt2	unknown	24132	unknown	24132	base-first	unknown
UFLIA/boogie/WhereMotivation_Types.MLoop0.smt2	unknown	23634	unknown	24134	arm-first	unknown
UFLIA/grasshopper/uninstantiated/difference_check_heap_access_41_8.smt2	unsat	11821	unsat	7817	base-first	unsat
UFLIA/simplify/javafe.ast.DelegatingPrettyPrint.117.smt2	unsat	310	unsat	309	arm-first	unsat
UFLIA/simplify/javafe.ast.UnaryExpr.424.smt2	unknown	21531	unknown	23334	base-first	unsat
UFLIA/simplify/javafe.tc.TypeSig.730.smt2	unknown	16827	unknown	17827	arm-first	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.CatchClauseVec.004.smt2	unsat	410	unsat	411	base-first	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.ForStmt.009.smt2	unknown	25036	unknown	25037	arm-first	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.ParenExpr.006.smt2	unknown	25036	unknown	25036	base-first	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.TypeModifierPragmaVec.013.smt2	unknown	24134	unknown	24134	arm-first	unsat
UFLIA/simplify2/front_end_suite/javafe.filespace.HashTree.001.smt2	unknown	24534	unknown	24134	base-first	unsat
UFLIA/simplify2/front_end_suite/javafe.reader.CachedReader.003.smt2	unknown	24135	unknown	24135	arm-first	unsat
UFLIA/simplify2/front_end_suite/javafe.tc.TypeSigVec.005.smt2	unknown	24234	unknown	24236	base-first	unsat
UFLIA/simplify2/small_suite/getRootInterface.smt2	unknown	24136	unknown	24136	arm-first	unsat
UFLIA/sledgehammer/FFT/smtlib.725125.smt2	unknown	610	unknown	610	base-first	unknown
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.1234945.smt2	unsat	109	unsat	111	arm-first	unsat
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.1523261.smt2	unsat	109	unsat	110	base-first	unsat
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.874641.smt2	unsat	410	unsat	410	arm-first	unsat
UFLIA/sledgehammer/Hoare/smtlib.581330.smt2	unknown	1812	unknown	1612	base-first	unsat
UFLIA/sledgehammer/NS_Shared/smtlib.657037.smt2	unsat	12922	unsat	14825	arm-first	unsat
UFLIA/sledgehammer/QEpres/smtlib.1237382.smt2	unknown	20626	unknown	20730	base-first	unsat
UFLIA/sledgehammer/QEpres/smtlib.876524.smt2	unknown	4714	unknown	5314	arm-first	unknown
UFLIA/sledgehammer/StrongNorm/smtlib.812524.smt2	unknown	13724	unknown	14122	base-first	unknown
UFLIA/sledgehammer/TwoSquares/smtlib.788343.smt2	unsat	110	unsat	109	arm-first	unsat
UFLIA/sledgehammer/TypeSafe/smtlib.704617.smt2	unknown	14224	unknown	12619	base-first	unknown
UFLIA/tokeneer/auditlog/clearlogentries-11.smt2	unsat	2211	unsat	2211	arm-first	unsat
UFLIA/tokeneer/configdata/validatefile-11.smt2	unsat	110	unsat	109	base-first	unsat
UFLIA/tokeneer/enclave/enrolop-3.smt2	unsat	110	unsat	110	arm-first	unsat
UFLIA/tokeneer/keystore/digest-219.smt2	unsat	109	unsat	109	base-first	unsat
UFLIA/tokeneer/screen/writealarms-9.smt2	unsat	110	unsat	110	arm-first	unsat
UFLIA/tokeneer/userentry/validateentry-8.smt2	unsat	110	unsat	110	base-first	unsat
