file	base	base_ms	arm	arm_ms	order	status
UFLIA/20230314-Jaroslav-Bendik-Certora/52759_b3ecd2335fd16ec2eee2_9_UFLIA.smt2	unknown	4511	unknown	4411	base-first	unknown
UFLIA/boogie/Cast_Cast.R_System.Object_System.Int32.smt2	unknown	24127	unknown	24130	arm-first	unsat
UFLIA/boogie/Interval_Cell.Shift_System.Int32.smt2	unknown	24130	unknown	24130	base-first	unsat
UFLIA/boogie/Spouse_Person..ctor.smt2	unknown	24230	unknown	24126	arm-first	unsat
UFLIA/grasshopper/instantiated/delete_check_heap_access_53_12.smt2	unknown	23631	unknown	23632	base-first	unsat
UFLIA/grasshopper/uninstantiated/sls_insert_loop_check_heap_access_38_6.smt2	unsat	5814	unsat	5314	arm-first	unsat
UFLIA/simplify/javafe.ast.LexicalPragmaVec.219.smt2	unknown	23824	unknown	23829	base-first	unsat
UFLIA/simplify/javafe.filespace.ZipTree.525.smt2	unsat	908	unsat	809	arm-first	unsat
UFLIA/simplify/tohtml.Java2Html.832.smt2	unknown	25030	unknown	25030	base-first	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.ConstructorDecl.007.smt2	unknown	25031	unknown	25031	arm-first	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.ImportDeclVec.015.smt2	unknown	24129	unknown	24128	base-first	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.StandardPrettyPrint.008.smt2	unknown	25028	unknown	25032	arm-first	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.VariableAccess.001.smt2	unknown	25031	unknown	25031	base-first	unsat
UFLIA/simplify2/front_end_suite/javafe.filespace.ZipTree.005.smt2	unknown	24132	unknown	24230	arm-first	unsat
UFLIA/simplify2/front_end_suite/javafe.tc.EnvForLocals.007.smt2	unknown	24230	unknown	24226	base-first	unsat
UFLIA/simplify2/front_end_suite/javafe.test.SuperlinksTest.004.smt2	unknown	24133	unknown	24131	arm-first	unsat
UFLIA/sledgehammer/Arrow_Order/smtlib.775208.smt2	unknown	19028	unknown	21729	base-first	unknown
UFLIA/sledgehammer/FFT/smtlib.994522.smt2	unsat	108	unsat	109	arm-first	unsat
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.1331541.smt2	unknown	2211	unknown	18827	base-first	unsat
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.651310.smt2	unknown	24130	unknown	24029	arm-first	unknown
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.972059.smt2	unknown	17224	unknown	16923	base-first	unsat
UFLIA/sledgehammer/Hoare/smtlib.755963.smt2	unknown	24030	unknown	23829	arm-first	unknown
UFLIA/sledgehammer/QEpres/smtlib.1005883.smt2	unknown	12020	unknown	14222	base-first	unknown
UFLIA/sledgehammer/QEpres/smtlib.670697.smt2	unknown	24130	unknown	24131	arm-first	unknown
UFLIA/sledgehammer/QEpres/smtlib.990093.smt2	unknown	14021	unknown	15422	base-first	unknown
UFLIA/sledgehammer/TwoSquares/smtlib.618605.smt2	unsat	2510	unsat	2610	arm-first	unsat
UFLIA/sledgehammer/TwoSquares/smtlib.851746.smt2	unsat	108	unsat	108	base-first	unsat
UFLIA/sledgehammer/TypeSafe/smtlib.952809.smt2	unknown	12920	unknown	17624	arm-first	unknown
UFLIA/tokeneer/auditlog/truncatelog-1.smt2	unsat	3410	unsat	3410	base-first	unsat
UFLIA/tokeneer/configdata/validatefile/readworkinghours-4.smt2	unsat	108	unsat	108	arm-first	unsat
UFLIA/tokeneer/enrolment/validate-11.smt2	unsat	108	unsat	107	base-first	unsat
UFLIA/tokeneer/keystore/digest-81.smt2	unsat	107	unsat	108	arm-first	unsat
UFLIA/tokeneer/tokenreader/getcertificate-11.smt2	unsat	2110	unsat	2109	base-first	unsat
UFLIA/tokeneer/usertoken/readandcheck/checkprivcert-2.smt2	unsat	107	unsat	108	arm-first	unsat
