file	A	A_rc	A_ms	A_rss	A2	A2_rc	A2_ms	A2_rss	B	B_rc	B_ms	B_rss	C	C_rc	C_ms	C_rss	D	D_rc	D_ms	D_rss	first	status
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_standard_copy3_ground.i_3_2_2.bpl_7.smt2	unknown	0	24135	62760	unknown	0	24136	62984	unknown	0	24139	62980	unknown	0	24133	63004	unknown	0	24131	62964	A	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2019-ezsmt/blending/1.smt2	unsat	0	6618	37584	unsat	0	6216	37732	unsat	0	6618	37456	unsat	0	6619	37504	unsat	0	6621	37804	A2	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2019-ezsmt/routingMin/SCC_strong/d50.9.smt2	sat	0	213	20660	sat	0	214	20788	sat	0	215	21132	sat	0	214	20772	sat	0	212	20948	B	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/DTP-Scheduling/constraints-cooking14.smt2	sat	0	113	12444	sat	0	114	12540	sat	0	114	12572	sat	0	113	12548	sat	0	114	12484	C	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/DTP-Scheduling/constraints-tempo-width-9.smt2	sat	0	114	14536	sat	0	114	14452	sat	0	113	14460	sat	0	113	14448	sat	0	113	14840	D	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/brp_withassume.t2.c_Iteration8_Loop_6-phaseTemplate.smt2	none	134	20347	7735308	none	134	22123	7735644	none	134	20837	7451116	none	134	21032	7735272	none	134	20724	7787564	A	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/firewire.t2.c_Iteration1_Lasso_4-lexTemplate.smt2	none	134	10118	7795968	none	134	9812	7795972	none	134	10039	7787280	none	134	11021	7795616	none	134	9923	7694432	A2	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/ludcmp.t2.c_Iteration8_Loop_7-phaseTemplate.smt2	none	134	8895	7739240	none	134	8097	7739312	none	134	11600	7700328	none	134	9204	7694540	none	134	8609	7693952	B	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration5_Lasso_6-phaseTemplate.smt2	none	134	7088	7711260	none	134	6988	7711652	none	134	7091	7650480	none	134	7593	7724620	none	134	6895	7702140	C	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/SV-COMP/BradleyMannaSipma-2005CAV-Fig1_true-termination.c_Iteration1_Lasso_7-phaseTemplate.smt2	none	134	7433	7815576	none	134	6791	7813964	none	134	6591	7809848	none	134	8394	7741544	none	134	7257	7741076	D	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/SV-COMP/Masse_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	none	134	5890	7787452	none	134	5892	7787448	none	134	5795	7776840	none	134	6190	7780092	none	134	5914	7771392	A	unsat
