file	A	A_rc	A_ms	A_rss	A2	A2_rc	A2_ms	A2_rss	B	B_rc	B_ms	B_rss	C	C_rc	C_ms	C_rss	D	D_rc	D_ms	D_rss	first	status
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/2019-Jiang/slog/slog_stranger_1727_sink.smt2	unsat	0	109	10292	na	na	na	na	unsat	0	113	10020	na	na	na	na	na	na	na	na	A	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/2019-Jiang/slog/slog_stranger_2732_sink.smt2	unsat	0	111	11232	na	na	na	na	unsat	0	115	11156	na	na	na	na	na	na	na	na	B	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/2019-Jiang/slog/slog_stranger_4645_sink.smt2	unknown	0	311	38664	na	na	na	na	unknown	0	312	37976	na	na	na	na	na	na	na	na	A	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/2020-sygus-qgen/queries-no-ree/query3111.smt2	unknown	0	111	7496	na	na	na	na	unknown	0	112	7708	na	na	na	na	na	na	na	na	B	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance00313.smt2	sat	0	113	10704	na	na	na	na	sat	0	112	10848	na	na	na	na	na	na	na	na	A	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance00877.smt2	sat	0	111	10900	na	na	na	na	sat	0	112	10956	na	na	na	na	na	na	na	na	B	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance01441.smt2	sat	0	112	10816	na	na	na	na	sat	0	111	10920	na	na	na	na	na	na	na	na	A	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance02005.smt2	sat	0	112	10816	na	na	na	na	sat	0	111	11040	na	na	na	na	na	na	na	na	B	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance02569.smt2	sat	0	112	11012	na	na	na	na	sat	0	111	10788	na	na	na	na	na	na	na	na	A	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance03133.smt2	sat	0	111	10952	na	na	na	na	sat	0	113	10868	na	na	na	na	na	na	na	na	B	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance03697.smt2	sat	0	113	10740	na	na	na	na	sat	0	111	10912	na	na	na	na	na	na	na	na	A	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance04261.smt2	sat	0	111	10928	na	na	na	na	sat	0	112	11024	na	na	na	na	na	na	na	na	B	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance04825.smt2	sat	0	111	10904	na	na	na	na	sat	0	111	10748	na	na	na	na	na	na	na	na	A	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance05389.smt2	sat	0	111	10712	na	na	na	na	sat	0	112	10772	na	na	na	na	na	na	na	na	B	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance05953.smt2	sat	0	112	10660	na	na	na	na	sat	0	111	10692	na	na	na	na	na	na	na	na	A	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance06517.smt2	unsat	0	111	10260	na	na	na	na	unsat	0	113	10316	na	na	na	na	na	na	na	na	B	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance07081.smt2	unsat	0	112	10888	na	na	na	na	unsat	0	112	10672	na	na	na	na	na	na	na	na	A	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance07645.smt2	unsat	0	112	10404	na	na	na	na	unsat	0	111	10480	na	na	na	na	na	na	na	na	B	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance08209.smt2	unsat	0	111	10272	na	na	na	na	unsat	0	112	10216	na	na	na	na	na	na	na	na	A	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance08773.smt2	unsat	0	111	9972	na	na	na	na	unsat	0	112	10072	na	na	na	na	na	na	na	na	B	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance09337.smt2	unsat	0	111	11948	na	na	na	na	unsat	0	112	11672	na	na	na	na	na	na	na	na	A	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance09901.smt2	sat	0	112	10472	na	na	na	na	sat	0	112	10604	na	na	na	na	na	na	na	na	B	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance10465.smt2	unsat	0	111	10224	na	na	na	na	unsat	0	111	10368	na	na	na	na	na	na	na	na	A	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance11029.smt2	sat	0	111	11520	na	na	na	na	sat	0	112	11620	na	na	na	na	na	na	na	na	B	sat
