file	A	A_rc	A_ms	A_rss	A2	A2_rc	A2_ms	A2_rss	B	B_rc	B_ms	B_rss	C	C_rc	C_ms	C_rss	D	D_rc	D_ms	D_rss	first	status
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/TM/p7-driverlogNumeric_s8.smt2	unknown	0	24142	239708	unknown	0	24140	239380	unknown	0	24138	205772	none	134	6689	7340932	none	134	7688	7340904	D	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/keymaera/intersection-example-simple.proof-node634.smt2	unsat	0	111	11464	unsat	0	111	10796	unsat	0	111	11324	unsat	0	112	11232	unsat	0	112	11092	A	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/Chua/1/IL/L/Chua-1-IL-L-chunk-0013.smt2	sat	0	111	11028	sat	0	112	11008	sat	0	111	11016	sat	0	112	11352	sat	0	112	11208	A2	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/Chua/1/VC2/L/Chua-1-VC2-L-chunk-0056.smt2	sat	0	111	11048	sat	0	111	11216	sat	0	111	10916	sat	0	112	11384	sat	0	112	11004	B	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/atan/problem/2/weak2/atan-problem-2-weak2-chunk-0034.smt2	sat	0	111	10864	sat	0	112	10220	sat	0	112	10224	sat	0	112	10540	sat	0	111	10920	C	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/bottom-plate-mixer/bottom-plate-mixer-chunk-0051.smt2	sat	0	111	10548	sat	0	111	10616	sat	0	113	11028	sat	0	113	10580	sat	0	113	10628	D	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/cbrt/3/weak/cbrt-problem-3-weak-chunk-0097.smt2	sat	0	112	10260	sat	0	112	10220	sat	0	112	10840	sat	0	112	11040	sat	0	112	11040	A	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/polypaver/bench-exp-3d/polypaver-bench-exp-3d-chunk-0097.smt2	unsat	0	112	11828	unsat	0	112	11716	unsat	0	112	11452	unsat	0	112	11796	unsat	0	113	12120	A2	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/sin/problem/7/sin-problem-7-chunk-0063.smt2	sat	0	112	11576	sat	0	111	12060	sat	0	111	11928	sat	0	111	12032	sat	0	111	11800	B	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/sin/problem/7/weak/sin-problem-7-weak-chunk-0055.smt2	sat	0	114	12324	sat	0	116	11868	sat	0	115	12464	sat	0	113	12200	sat	0	116	12076	C	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/sin/problem/7/weak2/sin-problem-7-weak2-chunk-0037.smt2	sat	0	115	12200	sat	0	115	12272	sat	0	111	11916	sat	0	112	11844	sat	0	116	11916	D	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/sqrt/1mcosq/7/sqrt-1mcosq-7-chunk-0059.smt2	sat	0	112	11864	sat	0	113	12200	sat	0	111	11640	sat	0	115	12072	sat	0	116	12028	A	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/miplib/fixnet-5000.smt2	unknown	0	24140	872056	unknown	0	24134	872140	unknown	0	24139	732888	none	134	6663	6868304	none	134	6092	6868448	A2	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sal/gasburner/gasburner-prop3-12.smt2	unsat	0	6819	51904	unsat	0	6519	52232	unsat	0	7021	51920	unsat	0	6820	52228	unsat	0	6920	52112	B	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sal/tgc/tgc_io-safe-13.smt2	unknown	0	4717	56364	unknown	0	4617	56280	unknown	0	4617	56348	unknown	0	4621	56488	unknown	0	4618	56208	C	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-11.base.cvc.smt2	unknown	0	24040	46248	unknown	0	24133	46164	unknown	0	24139	42304	unknown	0	24039	46340	unknown	0	24037	42608	D	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-23.base.cvc.smt2	unknown	0	24142	134660	unknown	0	24039	134648	unknown	0	24042	119608	unknown	0	24134	134564	unknown	0	24039	119352	A	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-35.base.cvc.smt2	unknown	0	24140	282696	unknown	0	24141	282616	unknown	0	24137	244876	unknown	0	3016	5638952	unknown	0	2915	5638884	A2	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/spider_benchmarks/frame_prop.base.smt2	unsat	0	1112	17652	unsat	0	1112	17624	unsat	0	1114	17624	unsat	0	1113	17872	unsat	0	1113	17880	B	unsat
