file	A	A_rc	A_ms	A_rss	A2	A2_rc	A2_ms	A2_rss	B	B_rc	B_ms	B_rss	C	C_rc	C_ms	C_rss	D	D_rc	D_ms	D_rss	first	status
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/Ultimate/TelAviv-AmirMinimum.bpl_Iteration1_Loop_4-pieceTemplate.smt2	none	134	6894	7791488	none	134	6994	7791792	none	134	6889	7788404	none	134	6994	7791368	none	134	6895	7711784	C	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/Ultimate/yPositive-SIscaled75.bpl_Iteration1_Loop_7-phaseTemplate.smt2	none	134	10907	7764068	none	134	10801	7764456	none	134	10479	7698780	none	134	13311	7612804	none	134	10113	7611888	D	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/clock_synchro/clocksynchro_6clocks.main_invar.base.smt2	unsat	0	3518	35620	unsat	0	3515	35468	unsat	0	3314	33604	unsat	0	3717	35180	unsat	0	3616	33264	A	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/latendresse/ecoliMILPglycerolYices3-50000.smt2	sat	0	13526	1743424	sat	0	14527	1743176	sat	0	16628	1419832	none	134	5890	7819580	none	134	5894	7818812	A2	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/Chua/1/VC1/L/Chua-1-VC1-L-chunk-0028.smt2	sat	0	111	10596	sat	0	110	10568	sat	0	110	10928	sat	0	111	10680	sat	0	111	10624	B	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/Chua/2/VC2/L/Chua-2-VC2-L-chunk-0048.smt2	sat	0	111	11008	sat	0	111	10872	sat	0	111	11212	sat	0	110	11332	sat	0	111	11212	C	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/atan/problem/2/weak2/atan-problem-2-weak2-chunk-0127.smt2	sat	0	110	10284	sat	0	112	10264	sat	0	111	10436	sat	0	110	10236	sat	0	109	10248	D	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/cbrt/3/cbrt-problem-3-chunk-0074.smt2	unsat	0	110	11460	unsat	0	110	11832	unsat	0	111	11440	unsat	0	110	11904	unsat	0	110	11196	A	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/polypaver/bench-exp-3d/polypaver-bench-exp-3d-chunk-0041.smt2	sat	0	110	10916	sat	0	112	10792	sat	0	109	10360	sat	0	110	10748	sat	0	110	10592	A2	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/sin/problem/7/sin-problem-7-chunk-0004.smt2	sat	0	110	10624	sat	0	111	10620	sat	0	110	10716	sat	0	111	11196	sat	0	110	11196	B	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/sin/problem/7/weak/sin-problem-7-weak-chunk-0026.smt2	sat	0	110	12020	sat	0	110	12348	sat	0	110	11544	sat	0	110	11592	sat	0	111	12140	C	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/sin/problem/7/weak2/sin-problem-7-weak2-chunk-0006.smt2	sat	0	109	10352	sat	0	110	10044	sat	0	110	10420	sat	0	112	9992	sat	0	111	10308	D	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/sin/problem/8/weak/sin-problem-8-weak-chunk-0009.smt2	sat	0	111	12208	sat	0	110	11936	sat	0	111	11948	sat	0	111	11684	sat	0	110	12212	A	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0010.smt2	sat	0	111	11792	sat	0	110	12040	sat	0	112	12012	sat	0	111	12116	sat	0	111	12184	A2	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/miplib/pp08a-7349.smt2	unknown	0	24135	147004	unknown	0	24136	148436	unknown	0	24134	153212	unknown	0	24128	154324	unknown	0	24134	155632	B	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sal/pursuit/pursuit-safety-16.smt2	unknown	0	24033	107576	unknown	0	24033	107796	unknown	0	24035	104216	unknown	0	24033	107332	unknown	0	24036	104292	C	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sal/windowreal/windowreal-no_t_deadlock-17.smt2	unsat	0	211	80984	unsat	0	210	81096	unsat	0	211	80776	unsat	0	211	81048	unsat	0	211	80960	D	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-17.base.cvc.smt2	unknown	0	24033	83008	unknown	0	24137	82756	unknown	0	24136	74368	unknown	0	24134	83156	unknown	0	24132	73780	A	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-29.base.cvc.smt2	unknown	0	24131	200968	unknown	0	24136	200908	unknown	0	24136	174920	unknown	0	2211	4002864	unknown	0	2211	4002676	A2	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-5.base.cvc.smt2	unsat	0	14126	22608	unsat	0	13323	22376	unsat	0	13825	21632	unsat	0	13725	22560	unsat	0	13826	22080	B	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/spider_benchmarks/pd_init_op_accs.base.smt2	unsat	0	1413	17048	unsat	0	1413	17400	unsat	0	1413	17236	unsat	0	1413	17280	unsat	0	1413	17248	C	unsat
