file	key	verdict	rc	ms	maxrss_kb	lazy	route
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/afagp-fail.t2.c_Iteration1_Lasso_7-phaseTemplate.smt2	3862d0e6f944	none	134	5885	7755800	none	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/eric.t2.c_Iteration1_Lasso_4-pieceTemplate.smt2	68c09d497429	none	134	6614	7807668	none	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/janne_complex.t2.c_Iteration3_Lasso_4-pieceTemplate.smt2	7c65b7ada34b	none	134	8017	7787916	none	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/queens.t2.c_Iteration19_Loop_7-phaseTemplate.smt2	2f4a9d8f33ff	none	134	7292	7789980	none	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/toeplz.c.i.toeplz.pl.t2.fixed.t2.c_Iteration2_Loop_7-phaseTemplate.smt2	889c21884bf1	none	134	11040	7709016	none	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/SV-COMP/LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Loop_7-phaseTemplate.smt2	2f29a72d1cc2	none	134	6346	7782588	none	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/Ultimate/Canberra.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	b4e301b34ab6	none	134	5786	7779648	none	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/Ultimate/TelAviv-AmirMinimum.bpl_Iteration1_Loop_4-pieceTemplate.smt2	6d30255df9f1	none	134	8447	7791844	none	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/latendresse/ecoliFBAyicesTest-3875-4.smt2	a774f13038d4	unknown	0	24236	1567256	; lazy-smt reading=measured lra_entries=1 lra_rounds=1 nra_entries=0 nra_rounds=0 nia_entries=0 nia_rounds=0 lra_hist=15:1 lra_max_ms=23985 lra_max_round=1 nra_hist=- nra_max_ms=0 nra_max_round=0 nia_hist=- nia_max_ms=0 nia_max_round=0 pending_round_ms=0 skeleton_ms=9 skeleton_sat=1 skeleton_unsat=0 skeleton_unknown=0 theory_ms=23976 theory_sat=0 theory_unsat=0 theory_unknown=1 core_ms=0 blocking_clauses=0 blocking_literals=0 atoms=5411 cores_reused=0 cores_rederived=0 cores_rederived_absent=0 cores_rederived_stale=0 cores_rederived_unverified=0 cores_full_assignment=0 accounted_ms=23985 cube_flips=0 cube_identical=0 cube_decisions=1 cube_collect_ms=51 cube_fm_ms=0 cube_fm_declines=0 cube_simplex_ms=23923 cube_simplex_calls=1 cube_matrices=0 online_probe=admission-screen	; route decided_by=none bound_by=nra last=fd:bounded-completeness-unsat bound_ms=24005 total_ms=24050 attempts=14
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-11.base.cvc.smt2	a9a73e5eaad5	unknown	0	24130	46788	; lazy-smt reading=measured lra_entries=1 lra_rounds=1142 nra_entries=0 nra_rounds=0 nia_entries=0 nia_rounds=0 lra_hist=3:118,4:326,5:486,6:212 lra_max_ms=40 lra_max_round=880 nra_hist=- nra_max_ms=0 nra_max_round=0 nia_hist=- nia_max_ms=0 nia_max_round=0 pending_round_ms=0 skeleton_ms=17159 skeleton_sat=1142 skeleton_unsat=0 skeleton_unknown=0 theory_ms=6578 theory_sat=0 theory_unsat=1141 theory_unknown=1 core_ms=62 blocking_clauses=1141 blocking_literals=34474 atoms=770 cores_reused=1141 cores_rederived=0 cores_rederived_absent=0 cores_rederived_stale=0 cores_rederived_unverified=0 cores_full_assignment=0 accounted_ms=23801 cube_flips=3240 cube_identical=0 cube_decisions=1141 cube_collect_ms=464 cube_fm_ms=0 cube_fm_declines=0 cube_simplex_ms=6080 cube_simplex_calls=1141 cube_matrices=0 online_probe=model-did-not-replay	; route decided_by=none bound_by=nra last=fd:bounded-completeness-unsat bound_ms=24024 total_ms=24032 attempts=14
