file	A	A_rc	A_ms	A_rss	A2	A2_rc	A2_ms	A2_rss	B	B_rc	B_ms	B_rss	C	C_rc	C_ms	C_rss	D	D_rc	D_ms	D_rss	first	status
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/FFT/smtlib.620524.smt2	unknown	0	111	13244	na	na	na	na	unknown	0	109	13016	na	na	na	na	na	na	na	na	A	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--leds--leds-bd2802.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c.smt2	unknown	0	3516	136204	na	na	na	na	unknown	0	3513	132704	na	na	na	na	na	na	na	na	B	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--usb--storage--ums-sddr09.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c.smt2	sat	0	3215	94636	na	na	na	na	sat	0	3216	94804	na	na	na	na	na	na	na	na	A	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--media--dvb--dvb-usb--dvb-usb-vp7045.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c.smt2	sat	0	12328	359996	na	na	na	na	sat	0	11726	359792	na	na	na	na	na	na	na	na	B	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.Problem07_60_false-unreach-call.c.smt2	unknown	0	25530	1205728	na	na	na	na	unknown	0	25131	1205704	na	na	na	na	na	na	na	na	A	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.email_spec3_product18_false-unreach-call.cil.c.smt2	unknown	0	25138	467240	na	na	na	na	unknown	0	25136	467232	na	na	na	na	na	na	na	na	B	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.m0_false-unreach-call_drivers-staging-comedi-drivers-ni_65xx-ko--107_1a--adbbc36-1.c.smt2	sat	0	212	19668	na	na	na	na	sat	0	213	19244	na	na	na	na	na	na	na	na	A	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.minepump_spec2_product38_true-unreach-call.cil.c.smt2	unsat	0	18129	100104	na	na	na	na	unsat	0	18130	100600	na	na	na	na	na	na	na	na	B	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.minepump_spec3_product29_false-unreach-call.cil.c.smt2	unknown	0	24134	450464	na	na	na	na	unknown	0	24135	449656	na	na	na	na	na	na	na	na	A	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.module_get_put-drivers-block-drbd-drbd.ko_false-unreach-call.cil.out.i.pp.i.smt2	sat	0	4216	66148	na	na	na	na	sat	0	4216	65848	na	na	na	na	na	na	na	na	B	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.sum03_true-unreach-call_false-termination.i.smt2	unsat	0	113	17632	na	na	na	na	unsat	0	111	17612	na	na	na	na	na	na	na	na	A	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_10_0100_10_22.smt2	sat	0	7419	398024	na	na	na	na	sat	0	7318	397936	na	na	na	na	na	na	na	na	B	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_10_0200_10_18.smt2	sat	0	3114	16176	na	na	na	na	sat	0	3015	16268	na	na	na	na	na	na	na	na	A	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_10_0300_10_14.smt2	unsat	0	1112	13416	na	na	na	na	unsat	0	1113	13428	na	na	na	na	na	na	na	na	B	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_20_0300_10_10.smt2	sat	0	9218	215484	na	na	na	na	sat	0	9518	215796	na	na	na	na	na	na	na	na	A	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_20_0400_10_26.smt2	sat	0	1511	34648	na	na	na	na	sat	0	1512	34516	na	na	na	na	na	na	na	na	B	sat
