file	A	A_rc	A_ms	A_rss	A2	A2_rc	A2_ms	A2_rss	B	B_rc	B_ms	B_rss	C	C_rc	C_ms	C_rss	D	D_rc	D_ms	D_rss	first	status
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-bmc-svcomp14/cpachecker-bmc.rekcba_ctm_true-unreach-call.1.c.smt2	unknown	0	25540	1548016	na	na	na	na	unknown	0	25242	1547952	na	na	na	na	na	na	na	na	A	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--media--video--gspca--gspca_stv0680.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c.smt2	unsat	0	113	26420	na	na	na	na	unsat	0	111	26580	na	na	na	na	na	na	na	na	B	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--atm--adummy.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c.smt2	unsat	0	114	11136	na	na	na	na	unsat	0	113	10852	na	na	na	na	na	na	na	na	A	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.Problem02_10_true-unreach-call.c.smt2	unsat	0	213	25676	na	na	na	na	unsat	0	214	25292	na	na	na	na	na	na	na	na	B	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.array_false-unreach-call.i.smt2	sat	0	115	14444	na	na	na	na	sat	0	113	14108	na	na	na	na	na	na	na	na	A	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.fo_test.c_false-unreach-call.i.smt2	sat	0	113	13172	na	na	na	na	sat	0	113	13540	na	na	na	na	na	na	na	na	B	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.minepump_spec1_product38_false-unreach-call.cil.c.smt2	unknown	0	24142	117164	na	na	na	na	unknown	0	24141	170372	na	na	na	na	na	na	na	na	A	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.minepump_spec3_product11_false-unreach-call.cil.c.smt2	sat	0	2015	46644	na	na	na	na	sat	0	1916	46624	na	na	na	na	na	na	na	na	B	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.minepump_spec3_product47_false-unreach-call.cil.c.smt2	unknown	0	25141	1605220	na	na	na	na	unknown	0	25140	1605012	na	na	na	na	na	na	na	na	A	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.rule57_ebda_blast.c_false-unreach-call.i.smt2	sat	0	112	14368	na	na	na	na	sat	0	113	14436	na	na	na	na	na	na	na	na	B	sat
