file	key	verdict	rc	ms	maxrss_kb	lazy	route
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/brp_withassume.t2.c_Iteration1_Loop_6-phaseTemplate.smt2	63b673bb2e66	none	134	11323	7785056	none	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/ex11.t2.c_Iteration1_Lasso_7-phaseTemplate.smt2	af9b0e21588b	none	134	8013	7798376	none	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/ludcmp.c.i.ludcmp.pl.t2.fixed.t2.c_Iteration8_Loop_7-phaseTemplate.smt2	cc1ed42b8e93	none	134	5693	7789368	none	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration3_Lasso_5-phaseTemplate.smt2	5fbd66b8c7b0	none	134	5789	7801956	none	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/SV-COMP/Ben-Amram-2010LMCS-Ex2.3_true-termination.c_Iteration1_Lasso_3-pieceTemplate.smt2	6a64dc386689	none	134	6829	7776768	none	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/SV-COMP/Masse_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	90d51870f13a	none	134	6344	7788168	none	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/Ultimate/Collatz.bpl_Iteration1_Loop_6-phaseTemplate.smt2	a97d929f927d	none	134	14255	7767420	none	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/Ultimate/simple-scaled200.bpl_Iteration1_Lasso_3-pieceTemplate.smt2	fd178307a9fa	none	134	16800	7782940	none	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/miplib/danoint-266.smt2	30ee5dcb9c66	unknown	0	24130	666360	; lazy-smt reading=measured lra_entries=1 lra_rounds=64 nra_entries=0 nra_rounds=0 nia_entries=0 nia_rounds=0 lra_hist=8:10,9:46,10:8 lra_max_ms=518 lra_max_round=60 nra_hist=- nra_max_ms=0 nra_max_round=0 nia_hist=- nia_max_ms=0 nia_max_round=0 pending_round_ms=0 skeleton_ms=908 skeleton_sat=64 skeleton_unsat=0 skeleton_unknown=0 theory_ms=23033 theory_sat=0 theory_unsat=63 theory_unknown=1 core_ms=10 blocking_clauses=63 blocking_literals=2126 atoms=3596 cores_reused=63 cores_rederived=0 cores_rederived_absent=0 cores_rederived_stale=0 cores_rederived_unverified=0 cores_full_assignment=0 accounted_ms=23953 cube_flips=215 cube_identical=0 cube_decisions=64 cube_collect_ms=229 cube_fm_ms=0 cube_fm_declines=0 cube_simplex_ms=22794 cube_simplex_calls=64 cube_matrices=0 online_probe=admission-screen	; route decided_by=none bound_by=nra last=fd:bounded-completeness-unsat bound_ms=23988 total_ms=24019 attempts=14
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-13.base.cvc.smt2	3fd2bc41bd1a	unknown	0	24131	57288	; lazy-smt reading=measured lra_entries=1 lra_rounds=1087 nra_entries=0 nra_rounds=0 nia_entries=0 nia_rounds=0 lra_hist=3:31,4:414,5:429,6:213 lra_max_ms=44 lra_max_round=1082 nra_hist=- nra_max_ms=0 nra_max_round=0 nia_hist=- nia_max_ms=0 nia_max_round=0 pending_round_ms=0 skeleton_ms=14314 skeleton_sat=1087 skeleton_unsat=0 skeleton_unknown=0 theory_ms=8320 theory_sat=0 theory_unsat=1086 theory_unknown=1 core_ms=64 blocking_clauses=1086 blocking_literals=22484 atoms=908 cores_reused=1086 cores_rederived=0 cores_rederived_absent=0 cores_rederived_stale=0 cores_rederived_unverified=0 cores_full_assignment=0 accounted_ms=22698 cube_flips=3604 cube_identical=0 cube_decisions=1086 cube_collect_ms=543 cube_fm_ms=0 cube_fm_declines=0 cube_simplex_ms=7737 cube_simplex_calls=1086 cube_matrices=0 online_probe=model-did-not-replay	; route decided_by=none bound_by=nra last=fd:bounded-completeness-unsat bound_ms=24018 total_ms=24026 attempts=14
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-25.base.cvc.smt2	809b23cbc8ae	unknown	0	24133	155016	; lazy-smt reading=measured lra_entries=1 lra_rounds=470 nra_entries=0 nra_rounds=0 nia_entries=0 nia_rounds=0 lra_hist=5:237,6:233 lra_max_ms=47 lra_max_round=467 nra_hist=- nra_max_ms=0 nra_max_round=0 nia_hist=- nia_max_ms=0 nia_max_round=0 pending_round_ms=0 skeleton_ms=5629 skeleton_sat=470 skeleton_unsat=0 skeleton_unknown=0 theory_ms=9326 theory_sat=0 theory_unsat=469 theory_unknown=1 core_ms=53 blocking_clauses=469 blocking_literals=1999 atoms=1736 cores_reused=469 cores_rederived=0 cores_rederived_absent=0 cores_rederived_stale=0 cores_rederived_unverified=0 cores_full_assignment=0 accounted_ms=15009 cube_flips=606 cube_identical=0 cube_decisions=470 cube_collect_ms=483 cube_fm_ms=0 cube_fm_declines=0 cube_simplex_ms=8797 cube_simplex_calls=470 cube_matrices=0 online_probe=model-did-not-replay	; route decided_by=none bound_by=nra last=fd:bounded-completeness-unsat bound_ms=23987 total_ms=24005 attempts=14
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-39.base.cvc.smt2	c5dce3bea1f2	unknown	0	24130	346016	; lazy-smt reading=measured lra_entries=1 lra_rounds=464 nra_entries=0 nra_rounds=0 nia_entries=0 nia_rounds=0 lra_hist=5:1,6:430,7:31,8:2 lra_max_ms=156 lra_max_round=1 nra_hist=- nra_max_ms=0 nra_max_round=0 nia_hist=- nia_max_ms=0 nia_max_round=0 pending_round_ms=0 skeleton_ms=7308 skeleton_sat=464 skeleton_unsat=0 skeleton_unknown=0 theory_ms=16283 theory_sat=0 theory_unsat=463 theory_unknown=1 core_ms=65 blocking_clauses=463 blocking_literals=1544 atoms=2702 cores_reused=463 cores_rederived=0 cores_rederived_absent=0 cores_rederived_stale=0 cores_rederived_unverified=0 cores_full_assignment=0 accounted_ms=23657 cube_flips=578 cube_identical=0 cube_decisions=463 cube_collect_ms=642 cube_fm_ms=0 cube_fm_declines=0 cube_simplex_ms=15571 cube_simplex_calls=463 cube_matrices=0 online_probe=admission-screen	; route decided_by=none bound_by=nra last=fd:bounded-completeness-unsat bound_ms=23976 total_ms=24010 attempts=14
