file	A	A_rc	A_ms	A_rss	A2	A2_rc	A2_ms	A2_rss	B	B_rc	B_ms	B_rss	C	C_rc	C_ms	C_rss	D	D_rc	D_ms	D_rss	first	status
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_standard_init5_ground.i_3_2_2.bpl_7.smt2	unknown	0	24134	147396	unknown	0	24132	147464	unknown	0	24134	137252	unknown	0	24131	147864	unknown	0	24133	137112	A	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2019-ezsmt/blending/17.smt2	sat	0	112	18504	sat	0	112	18416	sat	0	112	18960	sat	0	112	18500	sat	0	112	19132	A2	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2019-ezsmt/travellingSalesperson/rand_70_300_1155482584_12.lp.smt2	sat	0	3318	77420	sat	0	2915	77244	sat	0	2214	77076	sat	0	2315	77136	sat	0	2915	77312	B	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/DTP-Scheduling/constraints-cooking22.smt2	sat	0	112	12936	sat	0	114	12976	sat	0	112	12936	sat	0	113	13024	sat	0	112	13212	C	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/DTP-Scheduling/constraints-temporal-machine-shop-2-3-A10.smt2	sat	0	113	12916	sat	0	114	12788	sat	0	113	12780	sat	0	113	13000	sat	0	111	12696	D	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/collatz.t2.c_Iteration3_Loop_7-phaseTemplate.smt2	unknown	0	25133	5350700	unknown	0	24527	5350720	unknown	0	25431	5193656	none	134	6584	7808116	none	134	6103	7808328	A	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/firewire.t2.c_Iteration3_Loop_4-pieceTemplate.smt2	none	134	7350	7816524	none	134	6605	7816628	none	134	6510	7817224	none	134	8507	7802000	none	134	6602	7801452	A2	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/matrixsqrt.t2.c_Iteration12_Loop_7-phaseTemplate.smt2	unknown	0	25028	4480200	unknown	0	24535	4480780	unknown	0	24335	4308460	none	134	6558	7793724	none	134	6201	7793464	B	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration6_Lasso_6-phaseTemplate.smt2	none	134	7593	7755400	none	134	7194	7754016	none	134	7092	7728316	none	134	7394	7727252	none	134	6991	7692724	C	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/SV-COMP/CookSeeZuleger-2013TACAS-Fig3_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	none	134	9098	7743940	none	134	9468	7743760	none	134	8398	7527416	none	134	8294	7744012	none	134	8294	7791608	D	unsat
