file	A	A_rc	A_ms	A_rss	A2	A2_rc	A2_ms	A2_rss	B	B_rc	B_ms	B_rss	C	C_rc	C_ms	C_rss	D	D_rc	D_ms	D_rss	first	status
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_count_by_k.i_3_3_2.bpl_7.smt2	unknown	0	24032	33832	unknown	0	24033	31768	unknown	0	24033	32764	unknown	0	24034	31132	unknown	0	24036	31256	A	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_standard_two_index_06.i_3_2_2.bpl_7.smt2	unknown	0	24036	33216	unknown	0	24036	33056	unknown	0	24038	32856	unknown	0	24036	33800	unknown	0	24038	32544	A2	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2019-ezsmt/blending/5.smt2	unsat	0	6819	38748	unsat	0	7421	39120	unsat	0	6921	38780	unsat	0	7621	39352	unsat	0	7023	38992	B	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2019-ezsmt/travellingSalesperson/rand_80_340_1159656267_4.lp.smt2	sat	0	13425	89744	sat	0	12024	90048	sat	0	8619	89972	sat	0	17031	89872	sat	0	13525	89992	C	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/DTP-Scheduling/constraints-tempo-depth-9.smt2	sat	0	110	12648	sat	0	111	12716	sat	0	110	12456	sat	0	111	12652	sat	0	111	12540	D	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/DTP-Scheduling/constraints-tms-2-3-light-30.smt2	sat	0	110	15268	sat	0	111	15556	sat	0	111	15208	sat	0	109	15352	sat	0	111	15564	A	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/elmhes.c.i.elmhes.pl.t2.fixed.t2.c_Iteration5_Loop_6-phaseTemplate.smt2	none	134	5888	7818108	none	134	6194	7818348	none	134	6188	7817488	none	134	6595	7764280	none	134	6654	7762776	A2	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/hongyi1.t2.c_Iteration9_Loop_4-lexTemplate.smt2	none	134	7587	7782480	none	134	7489	7782540	none	134	7687	7752224	none	134	8236	7782268	none	134	8190	7697432	B	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/p-46.t2.c_Iteration2_Loop_7-phaseTemplate.smt2	none	134	6788	7748452	none	134	7196	7747868	none	134	7394	7727260	none	134	7189	7801248	none	134	6590	7800668	C	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/sumit.t2.c_Iteration1_Lasso_7-phaseTemplate.smt2	none	134	6590	7778236	none	134	6594	7778300	none	134	6496	7775516	none	134	7189	7797056	none	134	6588	7760448	D	sat
