file	A	A_rc	A_ms	A_rss	A2	A2_rc	A2_ms	A2_rss	B	B_rc	B_ms	B_rss	C	C_rc	C_ms	C_rss	D	D_rc	D_ms	D_rss	first	status
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/2019-Jiang/slog/slog_stranger_1566_sink.smt2	unsat	0	111	11236	na	na	na	na	unsat	0	112	11036	na	na	na	na	na	na	na	na	A	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/2019-Jiang/slog/slog_stranger_2589_sink.smt2	unknown	0	2916	57104	na	na	na	na	unknown	0	2917	57280	na	na	na	na	na	na	na	na	B	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/2019-Jiang/slog/slog_stranger_4267_sink.smt2	sat	0	2216	143432	na	na	na	na	sat	0	2217	133668	na	na	na	na	na	na	na	na	A	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/2019-Jiang/slog/slog_stranger_997_sink.smt2	unknown	0	917	76384	na	na	na	na	unknown	0	917	76808	na	na	na	na	na	na	na	na	B	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance00219.smt2	sat	0	113	10912	na	na	na	na	sat	0	114	10716	na	na	na	na	na	na	na	na	A	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance00783.smt2	sat	0	116	10804	na	na	na	na	sat	0	116	10668	na	na	na	na	na	na	na	na	B	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance01347.smt2	sat	0	114	10796	na	na	na	na	sat	0	114	10816	na	na	na	na	na	na	na	na	A	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance01911.smt2	sat	0	114	10792	na	na	na	na	sat	0	112	10704	na	na	na	na	na	na	na	na	B	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance02475.smt2	sat	0	113	10840	na	na	na	na	sat	0	111	10972	na	na	na	na	na	na	na	na	A	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance03039.smt2	sat	0	114	11508	na	na	na	na	sat	0	111	11248	na	na	na	na	na	na	na	na	B	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance03603.smt2	sat	0	112	10876	na	na	na	na	sat	0	113	10924	na	na	na	na	na	na	na	na	A	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance04167.smt2	sat	0	113	10920	na	na	na	na	sat	0	114	10796	na	na	na	na	na	na	na	na	B	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance04731.smt2	sat	0	113	12024	na	na	na	na	sat	0	113	11544	na	na	na	na	na	na	na	na	A	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance05295.smt2	sat	0	113	10584	na	na	na	na	sat	0	113	10656	na	na	na	na	na	na	na	na	B	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance05859.smt2	sat	0	113	10812	na	na	na	na	sat	0	112	10740	na	na	na	na	na	na	na	na	A	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance06423.smt2	unsat	0	112	10356	na	na	na	na	unsat	0	112	10248	na	na	na	na	na	na	na	na	B	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance06987.smt2	sat	0	112	11048	na	na	na	na	sat	0	113	11036	na	na	na	na	na	na	na	na	A	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance07551.smt2	sat	0	114	12880	na	na	na	na	sat	0	114	12664	na	na	na	na	na	na	na	na	B	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance08115.smt2	sat	0	114	10780	na	na	na	na	sat	0	112	10776	na	na	na	na	na	na	na	na	A	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance08679.smt2	unsat	0	113	10212	na	na	na	na	unsat	0	113	10268	na	na	na	na	na	na	na	na	B	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance09243.smt2	sat	0	112	11140	na	na	na	na	sat	0	112	11120	na	na	na	na	na	na	na	na	A	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance09807.smt2	sat	0	112	11064	na	na	na	na	sat	0	112	11080	na	na	na	na	na	na	na	na	B	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance10371.smt2	sat	0	113	11784	na	na	na	na	sat	0	113	11796	na	na	na	na	na	na	na	na	A	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance10935.smt2	unsat	0	113	11056	na	na	na	na	unsat	0	112	10964	na	na	na	na	na	na	na	na	B	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance11499.smt2	unsat	0	112	9976	na	na	na	na	unsat	0	113	9760	na	na	na	na	na	na	na	na	A	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance12063.smt2	unsat	0	412	20132	na	na	na	na	unsat	0	413	20252	na	na	na	na	na	na	na	na	B	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance12627.smt2	unsat	0	112	10032	na	na	na	na	unsat	0	112	10156	na	na	na	na	na	na	na	na	A	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance13191.smt2	unsat	0	112	12312	na	na	na	na	unsat	0	113	12468	na	na	na	na	na	na	na	na	B	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance13755.smt2	unsat	0	113	10128	na	na	na	na	unsat	0	112	10464	na	na	na	na	na	na	na	na	A	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance14319.smt2	sat	0	112	10996	na	na	na	na	sat	0	112	10744	na	na	na	na	na	na	na	na	B	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance14883.smt2	sat	0	112	11140	na	na	na	na	sat	0	113	11360	na	na	na	na	na	na	na	na	A	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance15447.smt2	sat	0	112	12012	na	na	na	na	sat	0	114	11876	na	na	na	na	na	na	na	na	B	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-woorpje-lu/track01/01_track_113.smt2	sat	0	2517	10352	na	na	na	na	sat	0	2415	10232	na	na	na	na	na	na	na	na	A	sat
