file	A	A_rc	A_ms	A_rss	A2	A2_rc	A2_ms	A2_rss	B	B_rc	B_ms	B_rss	C	C_rc	C_ms	C_rss	D	D_rc	D_ms	D_rss	first	status
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/2019-Jiang/slog/slog_stranger_1420_sink.smt2	unsat	0	113	11016	na	na	na	na	unsat	0	111	10564	na	na	na	na	na	na	na	na	A	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/2019-Jiang/slog/slog_stranger_2409_sink.smt2	unsat	0	112	11432	na	na	na	na	unsat	0	114	11404	na	na	na	na	na	na	na	na	B	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/2019-Jiang/slog/slog_stranger_3947_sink.smt2	unknown	0	25042	27404	na	na	na	na	unknown	0	25039	27744	na	na	na	na	na	na	na	na	A	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/2019-Jiang/slog/slog_stranger_829_sink.smt2	unsat	0	110	10924	na	na	na	na	unsat	0	111	10696	na	na	na	na	na	na	na	na	B	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance00125.smt2	sat	0	112	10700	na	na	na	na	sat	0	111	10684	na	na	na	na	na	na	na	na	A	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance00689.smt2	sat	0	112	10788	na	na	na	na	sat	0	110	11024	na	na	na	na	na	na	na	na	B	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance01253.smt2	sat	0	111	10844	na	na	na	na	sat	0	113	10968	na	na	na	na	na	na	na	na	A	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance01817.smt2	sat	0	111	10772	na	na	na	na	sat	0	113	10732	na	na	na	na	na	na	na	na	B	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance02381.smt2	sat	0	113	10780	na	na	na	na	sat	0	112	11036	na	na	na	na	na	na	na	na	A	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance02945.smt2	sat	0	112	10984	na	na	na	na	sat	0	112	10684	na	na	na	na	na	na	na	na	B	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance03509.smt2	sat	0	112	10808	na	na	na	na	sat	0	113	10440	na	na	na	na	na	na	na	na	A	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance04073.smt2	sat	0	113	11184	na	na	na	na	sat	0	114	11232	na	na	na	na	na	na	na	na	B	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance04637.smt2	sat	0	113	11844	na	na	na	na	sat	0	112	11768	na	na	na	na	na	na	na	na	A	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_S/20230329-automatark-lu/instance05201.smt2	sat	0	113	11164	na	na	na	na	sat	0	112	11144	na	na	na	na	na	na	na	na	B	sat
