file	A	A_rc	A_ms	A_rss	A2	A2_rc	A2_ms	A2_rss	B	B_rc	B_ms	B_rss	C	C_rc	C_ms	C_rss	D	D_rc	D_ms	D_rss	first	status
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/FFT/smtlib.626139.smt2	unknown	0	110	12340	na	na	na	na	unknown	0	110	12752	na	na	na	na	na	na	na	na	A	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--media--common--tuners--mxl5007t.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c.smt2	unknown	0	24235	418096	na	na	na	na	unknown	0	24137	419244	na	na	na	na	na	na	na	na	B	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--watchdog--cpu5wdt.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c.smt2	sat	0	311	35976	na	na	na	na	sat	0	310	36048	na	na	na	na	na	na	na	na	A	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--rtc--rtc-ds1390.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c.smt2	unsat	0	110	10500	na	na	na	na	unsat	0	111	10416	na	na	na	na	na	na	na	na	B	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.Problem13_60_false-unreach-call.c.smt2	unknown	0	25129	155956	na	na	na	na	unknown	0	25033	156344	na	na	na	na	na	na	na	na	A	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.email_spec3_product28_false-unreach-call.cil.c.smt2	unknown	0	25038	362288	na	na	na	na	unknown	0	25039	362284	na	na	na	na	na	na	na	na	B	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.m0_true-unreach-call_drivers-net-slip-ko--108_1a--1b0b0ac.c.smt2	unknown	0	25136	150996	na	na	na	na	unknown	0	25036	151104	na	na	na	na	na	na	na	na	A	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.minepump_spec2_product62_true-unreach-call.cil.c.smt2	unsat	0	18130	237916	na	na	na	na	unsat	0	18132	238068	na	na	na	na	na	na	na	na	B	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.minepump_spec3_product35_false-unreach-call.cil.c.smt2	sat	0	10021	96104	na	na	na	na	sat	0	9220	96356	na	na	na	na	na	na	na	na	A	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.nec20_false-unreach-call.i.smt2	sat	0	109	12284	na	na	na	na	sat	0	112	12284	na	na	na	na	na	na	na	na	B	sat
