file	key	verdict	rc	ms	maxrss_kb	lazy	route
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_sanfoundry_10_ground.i_6_3_3.bpl_13.smt2	de197d0600a7	none	134	6304	7824724	none	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/brp_withassume.t2.c_Iteration8_Loop_6-phaseTemplate.smt2	3d3a42b66926	none	134	14205	7735908	none	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/firewire.t2.c_Iteration1_Lasso_4-lexTemplate.smt2	7bb926a04354	none	134	7288	7796316	none	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/ludcmp.t2.c_Iteration8_Loop_7-phaseTemplate.smt2	6c366385c554	none	134	8196	7741520	none	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration5_Lasso_6-phaseTemplate.smt2	c961d1fed477	none	134	7086	7710464	none	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/SV-COMP/BradleyMannaSipma-2005CAV-Fig1_true-termination.c_Iteration1_Lasso_7-phaseTemplate.smt2	93f5e45cedc4	none	134	6888	7814592	none	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/SV-COMP/TelAviv-Amir-Minimum_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	e649f5f998be	none	134	23165	7427740	none	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/Ultimate/Gcd.bpl_Iteration1_Lasso_7-phaseTemplate.smt2	73274aa691c5	unknown	0	25137	6558332	; lazy-smt reading=measured lra_entries=1 lra_rounds=11 nra_entries=0 nra_rounds=0 nia_entries=0 nia_rounds=0 lra_hist=11:2,12:9 lra_max_ms=2608 lra_max_round=1 nra_hist=- nra_max_ms=0 nra_max_round=0 nia_hist=- nia_max_ms=0 nia_max_round=0 pending_round_ms=0 skeleton_ms=3170 skeleton_sat=11 skeleton_unsat=0 skeleton_unknown=0 theory_ms=20575 theory_sat=0 theory_unsat=10 theory_unknown=1 core_ms=13 blocking_clauses=10 blocking_literals=20 atoms=13365 cores_reused=10 cores_rederived=0 cores_rederived_absent=0 cores_rederived_stale=0 cores_rederived_unverified=0 cores_full_assignment=0 accounted_ms=23759 cube_flips=10 cube_identical=0 cube_decisions=11 cube_collect_ms=796 cube_fm_ms=0 cube_fm_declines=0 cube_simplex_ms=19754 cube_simplex_calls=11 cube_matrices=0 online_probe=admission-screen	; route decided_by=none bound_by=nra last=fd:bounded-completeness-unsat bound_ms=24493 total_ms=24731 attempts=14
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/Ultimate/simple-scaled200.bpl_Iteration1_Lasso_7-nestedTemplate.smt2	0d03f7180f5a	none	134	8802	7771756	none	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/miplib/fixnet-5000.smt2	17d06bdcb533	unknown	0	24137	872400	; lazy-smt reading=measured lra_entries=1 lra_rounds=204 nra_entries=0 nra_rounds=0 nia_entries=0 nia_rounds=0 lra_hist=7:179,8:24,9:1 lra_max_ms=349 lra_max_round=1 nra_hist=- nra_max_ms=0 nra_max_round=0 nia_hist=- nia_max_ms=0 nia_max_round=0 pending_round_ms=0 skeleton_ms=4124 skeleton_sat=204 skeleton_unsat=0 skeleton_unknown=0 theory_ms=19694 theory_sat=0 theory_unsat=203 theory_unknown=1 core_ms=44 blocking_clauses=203 blocking_literals=406 atoms=4225 cores_reused=203 cores_rederived=0 cores_rederived_absent=0 cores_rederived_stale=0 cores_rederived_unverified=0 cores_full_assignment=0 accounted_ms=23863 cube_flips=203 cube_identical=0 cube_decisions=204 cube_collect_ms=3031 cube_fm_ms=0 cube_fm_declines=0 cube_simplex_ms=16603 cube_simplex_calls=204 cube_matrices=0 online_probe=admission-screen	; route decided_by=none bound_by=nra last=fd:bounded-completeness-unsat bound_ms=23974 total_ms=24012 attempts=14
