file	key	verdict	rc	ms	maxrss_kb	lazy	route
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2019-ezsmt/travellingSalesperson/rand_80_340_1159656267_0.lp.smt2	30de734dd0b4	unknown	0	24241	836764	; lazy-smt reading=measured lra_entries=1 lra_rounds=11 nra_entries=0 nra_rounds=0 nia_entries=0 nia_rounds=0 lra_hist=8:8,9:3 lra_max_ms=441 lra_max_round=1 nra_hist=- nra_max_ms=0 nra_max_round=0 nia_hist=- nia_max_ms=0 nia_max_round=0 pending_round_ms=0 skeleton_ms=1231 skeleton_sat=11 skeleton_unsat=0 skeleton_unknown=0 theory_ms=1479 theory_sat=0 theory_unsat=10 theory_unknown=1 core_ms=2 blocking_clauses=10 blocking_literals=20 atoms=4314 cores_reused=10 cores_rederived=0 cores_rederived_absent=0 cores_rederived_stale=0 cores_rederived_unverified=0 cores_full_assignment=0 accounted_ms=2713 cube_flips=10 cube_identical=0 cube_decisions=11 cube_collect_ms=27 cube_fm_ms=0 cube_fm_declines=0 cube_simplex_ms=1447 cube_simplex_calls=11 cube_matrices=0 online_probe=admission-screen	; route decided_by=none bound_by=dl-online last=fd:bounded-completeness-unsat bound_ms=21069 total_ms=24071 attempts=14
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/elmhes.c.i.elmhes.pl.t2.fixed.t2.c_Iteration5_Loop_6-phaseTemplate.smt2	a117021948e6	none	134	5992	7818864	none	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/hongyi1.t2.c_Iteration9_Loop_4-lexTemplate.smt2	c86e243c2cea	none	134	7598	7782720	none	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/p-46.t2.c_Iteration2_Loop_7-phaseTemplate.smt2	2c33c06b5f6a	none	134	6688	7748308	none	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/sumit.t2.c_Iteration1_Lasso_7-phaseTemplate.smt2	3ddfddfd58b0	none	134	6687	7778980	none	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/SV-COMP/LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Lasso_3-pieceTemplate.smt2	4e64837cf2e0	none	134	6434	7807216	none	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/Ultimate/2013POPL-BenAmGen-Ex4.2.bpl_Iteration1_Lasso_4-pieceTemplate.smt2	2c046b86a8a4	unknown	0	24039	141896	; lazy-smt reading=measured lra_entries=1 lra_rounds=735 nra_entries=0 nra_rounds=0 nia_entries=0 nia_rounds=0 lra_hist=5:373,6:362 lra_max_ms=61 lra_max_round=1 nra_hist=- nra_max_ms=0 nra_max_round=0 nia_hist=- nia_max_ms=0 nia_max_round=0 pending_round_ms=0 skeleton_ms=5126 skeleton_sat=735 skeleton_unsat=0 skeleton_unknown=0 theory_ms=18648 theory_sat=0 theory_unsat=734 theory_unknown=1 core_ms=66 blocking_clauses=734 blocking_literals=3695 atoms=1680 cores_reused=734 cores_rederived=0 cores_rederived_absent=0 cores_rederived_stale=0 cores_rederived_unverified=0 cores_full_assignment=0 accounted_ms=23840 cube_flips=3579 cube_identical=0 cube_decisions=735 cube_collect_ms=3506 cube_fm_ms=0 cube_fm_declines=0 cube_simplex_ms=15082 cube_simplex_calls=735 cube_matrices=0 online_probe=admission-screen	; route decided_by=none bound_by=nra last=fd:bounded-completeness-unsat bound_ms=23984 total_ms=24007 attempts=14
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/Ultimate/SyntaxSupportBooleans5.bpl_Iteration1_Loop_4-pieceTemplate.smt2	8d78c799f82e	unknown	0	24339	4904388	; lazy-smt reading=measured lra_entries=1 lra_rounds=15 nra_entries=0 nra_rounds=0 nia_entries=0 nia_rounds=0 lra_hist=9:1,11:14 lra_max_ms=1760 lra_max_round=1 nra_hist=- nra_max_ms=0 nra_max_round=0 nia_hist=- nia_max_ms=0 nia_max_round=0 pending_round_ms=0 skeleton_ms=2042 skeleton_sat=15 skeleton_unsat=0 skeleton_unknown=0 theory_ms=20045 theory_sat=0 theory_unsat=15 theory_unknown=0 core_ms=7 blocking_clauses=15 blocking_literals=41 atoms=10436 cores_reused=15 cores_rederived=0 cores_rederived_absent=0 cores_rederived_stale=0 cores_rederived_unverified=0 cores_full_assignment=0 accounted_ms=22095 cube_flips=15 cube_identical=0 cube_decisions=15 cube_collect_ms=331 cube_fm_ms=0 cube_fm_declines=0 cube_simplex_ms=19702 cube_simplex_calls=15 cube_matrices=0 online_probe=admission-screen	; route decided_by=none bound_by=nra last=fd:bounded-completeness-unsat bound_ms=23852 total_ms=24116 attempts=14
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/TM/p7-driverlogNumeric_s8.smt2	928313717584	unknown	0	24139	240468	; lazy-smt reading=measured lra_entries=1 lra_rounds=289 nra_entries=0 nra_rounds=0 nia_entries=0 nia_rounds=0 lra_hist=7:288,8:1 lra_max_ms=130 lra_max_round=1 nra_hist=- nra_max_ms=0 nra_max_round=0 nia_hist=- nia_max_ms=0 nia_max_round=0 pending_round_ms=0 skeleton_ms=15863 skeleton_sat=289 skeleton_unsat=0 skeleton_unknown=0 theory_ms=7582 theory_sat=0 theory_unsat=288 theory_unknown=1 core_ms=26 blocking_clauses=288 blocking_literals=576 atoms=2097 cores_reused=288 cores_rederived=0 cores_rederived_absent=0 cores_rederived_stale=0 cores_rederived_unverified=0 cores_full_assignment=0 accounted_ms=23471 cube_flips=1433 cube_identical=0 cube_decisions=289 cube_collect_ms=513 cube_fm_ms=0 cube_fm_declines=0 cube_simplex_ms=7042 cube_simplex_calls=289 cube_matrices=0 online_probe=admission-screen	; route decided_by=none bound_by=nra last=fd:bounded-completeness-unsat bound_ms=23909 total_ms=24035 attempts=14
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sal/pursuit/pursuit-safety-16.smt2	23abf1ad0bb2	unknown	0	24040	108028	; lazy-smt reading=measured lra_entries=1 lra_rounds=827 nra_entries=0 nra_rounds=0 nia_entries=0 nia_rounds=0 lra_hist=4:218,5:592,6:17 lra_max_ms=32 lra_max_round=805 nra_hist=- nra_max_ms=0 nra_max_round=0 nia_hist=- nia_max_ms=0 nia_max_round=0 pending_round_ms=0 skeleton_ms=6634 skeleton_sat=827 skeleton_unsat=0 skeleton_unknown=0 theory_ms=11336 theory_sat=0 theory_unsat=826 theory_unknown=1 core_ms=62 blocking_clauses=826 blocking_literals=5422 atoms=1444 cores_reused=826 cores_rederived=0 cores_rederived_absent=0 cores_rederived_stale=0 cores_rederived_unverified=0 cores_full_assignment=0 accounted_ms=18033 cube_flips=1944 cube_identical=0 cube_decisions=826 cube_collect_ms=641 cube_fm_ms=0 cube_fm_declines=0 cube_simplex_ms=10650 cube_simplex_calls=826 cube_matrices=0 online_probe=model-did-not-replay	; route decided_by=none bound_by=nra last=fd:bounded-completeness-unsat bound_ms=23992 total_ms=24009 attempts=15
