run	status	arm	core	verdict	decided_by	elapsed_ms	rc
r2	complete	nested2	UFLIA_simplify2_front_end_suite_javafe.ast.TypeModifierPragmaVec.013.smt2.core.smt2	unknown	decided_by=none	14622	0
r2	complete	nested2	UFLIA_simplify2_front_end_suite_javafe.ast.VariableAccess.001.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	209	0
r2	complete	nested2	UFLIA_simplify2_front_end_suite_javafe.filespace.HashTree.001.smt2.core.smt2	unknown	decided_by=none	14223	0
r2	complete	nested2	UFLIA_simplify2_front_end_suite_javafe.filespace.ZipTree.005.smt2.core.smt2	unknown	decided_by=none	21530	0
r2	complete	nested2	UFLIA_simplify2_front_end_suite_javafe.parser.Parse.005.smt2.core.smt2	unknown	decided_by=none	24133	0
r2	complete	nested2	UFLIA_simplify2_front_end_suite_javafe.parser.TagConstants.001.smt2.core.smt2	unknown	decided_by=none	21532	0
r2	complete	nested2	UFLIA_simplify2_front_end_suite_javafe.reader.CachedReader.003.smt2.core.smt2	unknown	decided_by=none	17222	0
r2	complete	nested2	UFLIA_simplify2_front_end_suite_javafe.tc.EnvForLocals.007.smt2.core.smt2	unknown	decided_by=none	22633	0
r2	complete	nested2	UFLIA_simplify2_front_end_suite_javafe.tc.FlowInsensitiveChecks.017.smt2.core.smt2	unknown	decided_by=none	24133	0
r2	complete	nested2	UFLIA_simplify2_front_end_suite_javafe.tc.TypeSig.001.smt2.core.smt2	unknown	decided_by=none	24635	0
r2	complete	nested2	UFLIA_simplify2_front_end_suite_javafe.tc.TypeSigVec.005.smt2.core.smt2	unknown	decided_by=none	18326	0
r2	complete	nested2	UFLIA_simplify2_front_end_suite_javafe.tc.Types.035.smt2.core.smt2	unknown	decided_by=none	25035	0
r2	complete	nested2	UFLIA_simplify2_front_end_suite_javafe.test.SuperlinksTest.004.smt2.core.smt2	unknown	decided_by=none	15524	0
r2	complete	nested2	UFLIA_simplify2_small_suite_getRootInterface.smt2.core.smt2	unknown	decided_by=none	23834	0
r2	complete	nested2	UFLIA_sledgehammer_FFT_smtlib.898060.smt2.core.smt2	unknown	decided_by=none	109	0
r2	complete	nested2	UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.1057395.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	12121	0
r2	complete	nested2	UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.1462528.smt2.core.smt2	unknown	decided_by=none	109	0
r2	complete	nested2	UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.972059.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	108	0
r2	complete	nested2	UFLIA_sledgehammer_Hoare_smtlib.1175889.smt2.core.smt2	unsat	decided_by=q:egraph	12122	0
r2	complete	nested2	UFLIA_sledgehammer_Hoare_smtlib.581330.smt2.core.smt2	unknown	decided_by=none	13021	0
r2	complete	nested2	UFLIA_sledgehammer_Hoare_smtlib.993567.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	106	0
r2	complete	nested2	UFLIA_sledgehammer_QEpres_smtlib.1065390.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	105	0
r2	complete	nested2	UFLIA_sledgehammer_QEpres_smtlib.1120322.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	107	0
r2	complete	nested2	UFLIA_sledgehammer_QEpres_smtlib.1237382.smt2.core.smt2	unknown	decided_by=none	12819	0
r2	complete	nested2	UFLIA_tokeneer_auditlog_init-31.smt2.core.smt2	unknown	decided_by=none	25033	0
r2	complete	nested2-composed	UFLIA_boogie_AdvancedTypes_InternalSubClass..ctor-orderStrength_1.smt2.core.smt2	unknown	decided_by=none	24432	0
r2	complete	nested2-composed	UFLIA_boogie_Arrays_Q3-noinfer.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	207	0
r2	complete	nested2-composed	UFLIA_boogie_AssignToRepField_AssignToRepField.N.smt2.core.smt2	unknown	decided_by=none	24133	0
r2	complete	nested2-composed	UFLIA_boogie_BasicMethodology_SubClass..ctor.smt2.core.smt2	unknown	decided_by=none	24229	0
r2	complete	nested2-composed	UFLIA_boogie_Cast_Cast.R_System.Object_System.Int32.smt2.core.smt2	unknown	decided_by=none	24032	0
r2	complete	nested2-composed	UFLIA_boogie_Chunker11c_Chunker.SpecSharp.CheckInvariant_System.Boolean.smt2.core.smt2	unknown	decided_by=none	21932	0
r2	complete	nested2-composed	UFLIA_boogie_DefaultLoopInv0_A.M-modifiesOnLoop-noinfer.smt2.core.smt2	unknown	decided_by=none	24133	0
r2	complete	nested2-composed	UFLIA_boogie_ExposeVersion_D..ctor-level_2.smt2.core.smt2	unknown	decided_by=none	24133	0
r2	complete	nested2-composed	UFLIA_boogie_Interval_Cell.Shift_System.Int32.smt2.core.smt2	unknown	decided_by=none	23732	0
r2	complete	nested2-composed	UFLIA_boogie_Spouse_Person..ctor.smt2.core.smt2	unknown	decided_by=none	25034	0
r2	complete	nested2-composed	UFLIA_boogie_loopinv1_LoopInv1.Test1a_F_notnull-infer_eh.smt2.core.smt2	unknown	decided_by=none	24233	0
r2	complete	nested2-composed	UFLIA_grasshopper_instantiated_delete_check_heap_access_53_12.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	107	0
r2	complete	nested2-composed	UFLIA_grasshopper_instantiated_insertion_sort_postcondition_of_insertion_sort_63_1.smt2.core.smt2	unsat	decided_by=q:egraph	2509	0
r2	complete	nested2-composed	UFLIA_grasshopper_uninstantiated_merge_loop_check_heap_access_60_6.smt2.core.smt2	unknown	decided_by=none	4113	0
r2	complete	nested2-composed	UFLIA_simplify_javafe.ast.CatchClauseVec.66.smt2.core.smt2	unknown	decided_by=none	24135	0
r2	complete	nested2-composed	UFLIA_simplify_javafe.ast.LexicalPragmaVec.219.smt2.core.smt2	unknown	decided_by=none	25134	0
r2	complete	nested2-composed	UFLIA_simplify_javafe.ast.NewInstanceExpr.271.smt2.core.smt2	unknown	decided_by=none	22931	0
r2	complete	nested2-composed	UFLIA_simplify_javafe.ast.StandardPrettyPrint.322.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	809	0
r2	complete	nested2-composed	UFLIA_simplify_javafe.ast.TypeDeclElemPragma.373.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	1110	0
r2	complete	nested2-composed	UFLIA_simplify_javafe.ast.UnaryExpr.424.smt2.core.smt2	unknown	decided_by=none	24335	0
r2	complete	nested2-composed	UFLIA_simplify_javafe.parser.TokenQueue.576.smt2.core.smt2	unknown	decided_by=none	24230	0
r2	complete	nested2-composed	UFLIA_simplify_tohtml.Java2Html.832.smt2.core.smt2	unknown	decided_by=none	25034	0
r2	complete	nested2-composed	UFLIA_simplify2_front_end_suite_javafe.PrintSpec.012.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	207	0
r2	complete	nested2-composed	UFLIA_simplify2_front_end_suite_javafe.ast.ImportDeclVec.015.smt2.core.smt2	unknown	decided_by=none	18127	0
r2	complete	nested2-composed	UFLIA_simplify2_front_end_suite_javafe.ast.LabelStmt.011.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	207	0
r2	complete	nested2-composed	UFLIA_simplify2_front_end_suite_javafe.ast.MethodDecl.005.smt2.core.smt2	unknown	decided_by=none	23632	0
r2	complete	nested2-composed	UFLIA_simplify2_front_end_suite_javafe.ast.ParenExpr.006.smt2.core.smt2	unknown	decided_by=none	24127	0
r2	complete	nested2-composed	UFLIA_simplify2_front_end_suite_javafe.ast.StandardPrettyPrint.008.smt2.core.smt2	unsat	decided_by=q:bool-skeleton	108	0
r2	complete	nested2-composed	UFLIA_simplify2_front_end_suite_javafe.ast.TypeModifierPragmaVec.013.smt2.core.smt2	unknown	decided_by=none	17026	0
r2	complete	nested2-composed	UFLIA_simplify2_front_end_suite_javafe.ast.VariableAccess.001.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	509	0
r2	complete	nested2-composed	UFLIA_simplify2_front_end_suite_javafe.filespace.HashTree.001.smt2.core.smt2	unknown	decided_by=none	10017	0
r2	complete	nested2-composed	UFLIA_simplify2_front_end_suite_javafe.filespace.ZipTree.005.smt2.core.smt2	unknown	decided_by=none	18629	0
r2	complete	nested2-composed	UFLIA_simplify2_front_end_suite_javafe.parser.Parse.005.smt2.core.smt2	unknown	decided_by=none	24231	0
r2	complete	nested2-composed	UFLIA_simplify2_front_end_suite_javafe.parser.TagConstants.001.smt2.core.smt2	unknown	decided_by=none	24136	0
r2	complete	nested2-composed	UFLIA_simplify2_front_end_suite_javafe.reader.CachedReader.003.smt2.core.smt2	unsat	decided_by=q:egraph	2110	0
r2	complete	nested2-composed	UFLIA_simplify2_front_end_suite_javafe.tc.EnvForLocals.007.smt2.core.smt2	unknown	decided_by=none	22731	0
r2	complete	nested2-composed	UFLIA_simplify2_front_end_suite_javafe.tc.FlowInsensitiveChecks.017.smt2.core.smt2	unknown	decided_by=none	25034	0
r2	complete	nested2-composed	UFLIA_simplify2_front_end_suite_javafe.tc.TypeSig.001.smt2.core.smt2	unknown	decided_by=none	24536	0
r2	complete	nested2-composed	UFLIA_simplify2_front_end_suite_javafe.tc.TypeSigVec.005.smt2.core.smt2	unknown	decided_by=none	18128	0
r2	complete	nested2-composed	UFLIA_simplify2_front_end_suite_javafe.tc.Types.035.smt2.core.smt2	unknown	decided_by=none	24033	0
r2	complete	nested2-composed	UFLIA_simplify2_front_end_suite_javafe.test.SuperlinksTest.004.smt2.core.smt2	unknown	decided_by=none	16320	0
r2	complete	nested2-composed	UFLIA_simplify2_small_suite_getRootInterface.smt2.core.smt2	unknown	decided_by=none	24134	0
r2	complete	nested2-composed	UFLIA_sledgehammer_FFT_smtlib.898060.smt2.core.smt2	unknown	decided_by=none	106	0
r2	complete	nested2-composed	UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.1057395.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	12119	0
r2	complete	nested2-composed	UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.1462528.smt2.core.smt2	unknown	decided_by=none	109	0
r2	complete	nested2-composed	UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.972059.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	109	0
r2	complete	nested2-composed	UFLIA_sledgehammer_Hoare_smtlib.1175889.smt2.core.smt2	unsat	decided_by=q:egraph	12120	0
r2	complete	nested2-composed	UFLIA_sledgehammer_Hoare_smtlib.581330.smt2.core.smt2	unknown	decided_by=none	13019	0
r2	complete	nested2-composed	UFLIA_sledgehammer_Hoare_smtlib.993567.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	106	0
r2	complete	nested2-composed	UFLIA_sledgehammer_QEpres_smtlib.1065390.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	106	0
r2	complete	nested2-composed	UFLIA_sledgehammer_QEpres_smtlib.1120322.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	107	0
r2	complete	nested2-composed	UFLIA_sledgehammer_QEpres_smtlib.1237382.smt2.core.smt2	unknown	decided_by=none	17624	0
r2	complete	nested2-composed	UFLIA_tokeneer_auditlog_init-31.smt2.core.smt2	unknown	decided_by=none	24233	0
r2	complete	nested2-on	UFLIA_boogie_AdvancedTypes_InternalSubClass..ctor-orderStrength_1.smt2.core.smt2	unknown	decided_by=none	24433	0
r2	complete	nested2-on	UFLIA_boogie_Arrays_Q3-noinfer.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	207	0
r2	complete	nested2-on	UFLIA_boogie_AssignToRepField_AssignToRepField.N.smt2.core.smt2	unknown	decided_by=none	24130	0
r2	complete	nested2-on	UFLIA_boogie_BasicMethodology_SubClass..ctor.smt2.core.smt2	unknown	decided_by=none	24234	0
r2	complete	nested2-on	UFLIA_boogie_Cast_Cast.R_System.Object_System.Int32.smt2.core.smt2	unknown	decided_by=none	23931	0
r2	complete	nested2-on	UFLIA_boogie_Chunker11c_Chunker.SpecSharp.CheckInvariant_System.Boolean.smt2.core.smt2	unknown	decided_by=none	21725	0
r2	complete	nested2-on	UFLIA_boogie_DefaultLoopInv0_A.M-modifiesOnLoop-noinfer.smt2.core.smt2	unknown	decided_by=none	24134	0
r2	complete	nested2-on	UFLIA_boogie_ExposeVersion_D..ctor-level_2.smt2.core.smt2	unknown	decided_by=none	24132	0
r2	complete	nested2-on	UFLIA_boogie_Interval_Cell.Shift_System.Int32.smt2.core.smt2	unknown	decided_by=none	23830	0
r2	complete	nested2-on	UFLIA_boogie_Spouse_Person..ctor.smt2.core.smt2	unknown	decided_by=none	25034	0
r2	complete	nested2-on	UFLIA_boogie_loopinv1_LoopInv1.Test1a_F_notnull-infer_eh.smt2.core.smt2	unknown	decided_by=none	24233	0
r2	complete	nested2-on	UFLIA_grasshopper_instantiated_delete_check_heap_access_53_12.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	107	0
r2	complete	nested2-on	UFLIA_grasshopper_instantiated_insertion_sort_postcondition_of_insertion_sort_63_1.smt2.core.smt2	unsat	decided_by=q:egraph	2511	0
r2	complete	nested2-on	UFLIA_grasshopper_uninstantiated_merge_loop_check_heap_access_60_6.smt2.core.smt2	unknown	decided_by=none	3911	0
r2	complete	nested2-on	UFLIA_simplify_javafe.ast.CatchClauseVec.66.smt2.core.smt2	unknown	decided_by=none	24135	0
r2	complete	nested2-on	UFLIA_simplify_javafe.ast.LexicalPragmaVec.219.smt2.core.smt2	unknown	decided_by=none	25129	0
r2	complete	nested2-on	UFLIA_simplify_javafe.ast.NewInstanceExpr.271.smt2.core.smt2	unknown	decided_by=none	22932	0
r2	complete	nested2-on	UFLIA_simplify_javafe.ast.StandardPrettyPrint.322.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	710	0
r2	complete	nested2-on	UFLIA_simplify_javafe.ast.TypeDeclElemPragma.373.smt2.core.smt2	unknown	decided_by=none	14625	0
r2	complete	nested2-on	UFLIA_simplify_javafe.ast.UnaryExpr.424.smt2.core.smt2	unknown	decided_by=none	24236	0
r2	complete	nested2-on	UFLIA_simplify_javafe.parser.TokenQueue.576.smt2.core.smt2	unknown	decided_by=none	24335	0
r2	complete	nested2-on	UFLIA_simplify_tohtml.Java2Html.832.smt2.core.smt2	unknown	decided_by=none	25033	0
r2	complete	nested2-on	UFLIA_simplify2_front_end_suite_javafe.PrintSpec.012.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	207	0
r2	complete	nested2-on	UFLIA_simplify2_front_end_suite_javafe.ast.ImportDeclVec.015.smt2.core.smt2	unknown	decided_by=none	17820	0
r2	complete	nested2-on	UFLIA_simplify2_front_end_suite_javafe.ast.LabelStmt.011.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	208	0
r2	complete	nested2-on	UFLIA_simplify2_front_end_suite_javafe.ast.MethodDecl.005.smt2.core.smt2	unknown	decided_by=none	23732	0
r2	complete	nested2-on	UFLIA_simplify2_front_end_suite_javafe.ast.ParenExpr.006.smt2.core.smt2	unknown	decided_by=none	24134	0
r2	complete	nested2-on	UFLIA_simplify2_front_end_suite_javafe.ast.StandardPrettyPrint.008.smt2.core.smt2	unsat	decided_by=q:bool-skeleton	108	0
r2	complete	nested2-on	UFLIA_simplify2_front_end_suite_javafe.ast.TypeModifierPragmaVec.013.smt2.core.smt2	unknown	decided_by=none	16825	0
r2	complete	nested2-on	UFLIA_simplify2_front_end_suite_javafe.ast.VariableAccess.001.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	207	0
r2	complete	nested2-on	UFLIA_simplify2_front_end_suite_javafe.filespace.HashTree.001.smt2.core.smt2	unknown	decided_by=none	15824	0
r2	complete	nested2-on	UFLIA_simplify2_front_end_suite_javafe.filespace.ZipTree.005.smt2.core.smt2	unknown	decided_by=none	17926	0
r2	complete	nested2-on	UFLIA_simplify2_front_end_suite_javafe.parser.Parse.005.smt2.core.smt2	unknown	decided_by=none	24334	0
r2	complete	nested2-on	UFLIA_simplify2_front_end_suite_javafe.parser.TagConstants.001.smt2.core.smt2	unknown	decided_by=none	24135	0
r2	complete	nested2-on	UFLIA_simplify2_front_end_suite_javafe.reader.CachedReader.003.smt2.core.smt2	unsat	decided_by=q:egraph	2411	0
r2	complete	nested2-on	UFLIA_simplify2_front_end_suite_javafe.tc.EnvForLocals.007.smt2.core.smt2	unknown	decided_by=none	22934	0
r2	complete	nested2-on	UFLIA_simplify2_front_end_suite_javafe.tc.FlowInsensitiveChecks.017.smt2.core.smt2	unknown	decided_by=none	24236	0
r2	complete	nested2-on	UFLIA_simplify2_front_end_suite_javafe.tc.TypeSig.001.smt2.core.smt2	unknown	decided_by=none	24729	0
r2	complete	nested2-on	UFLIA_simplify2_front_end_suite_javafe.tc.TypeSigVec.005.smt2.core.smt2	unknown	decided_by=none	18028	0
r2	complete	nested2-on	UFLIA_simplify2_front_end_suite_javafe.tc.Types.035.smt2.core.smt2	unknown	decided_by=none	24129	0
r2	complete	nested2-on	UFLIA_simplify2_front_end_suite_javafe.test.SuperlinksTest.004.smt2.core.smt2	unknown	decided_by=none	16326	0
r2	complete	nested2-on	UFLIA_simplify2_small_suite_getRootInterface.smt2.core.smt2	unknown	decided_by=none	24134	0
r2	complete	nested2-on	UFLIA_sledgehammer_FFT_smtlib.898060.smt2.core.smt2	unknown	decided_by=none	108	0
r2	complete	nested2-on	UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.1057395.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	12117	0
r2	complete	nested2-on	UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.1462528.smt2.core.smt2	unknown	decided_by=none	109	0
r2	complete	nested2-on	UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.972059.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	109	0
r2	complete	nested2-on	UFLIA_sledgehammer_Hoare_smtlib.1175889.smt2.core.smt2	unsat	decided_by=q:egraph	12123	0
r2	complete	nested2-on	UFLIA_sledgehammer_Hoare_smtlib.581330.smt2.core.smt2	unknown	decided_by=none	13023	0
r2	complete	nested2-on	UFLIA_sledgehammer_Hoare_smtlib.993567.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	108	0
r2	complete	nested2-on	UFLIA_sledgehammer_QEpres_smtlib.1065390.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	108	0
r2	complete	nested2-on	UFLIA_sledgehammer_QEpres_smtlib.1120322.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	108	0
r2	complete	nested2-on	UFLIA_sledgehammer_QEpres_smtlib.1237382.smt2.core.smt2	unknown	decided_by=none	17723	0
r2	complete	nested2-on	UFLIA_tokeneer_auditlog_init-31.smt2.core.smt2	unknown	decided_by=none	25033	0
r2	complete	off	UFLIA_boogie_AdvancedTypes_InternalSubClass..ctor-orderStrength_1.smt2.core.smt2	unknown	decided_by=none	24427	0
r2	complete	off	UFLIA_boogie_Arrays_Q3-noinfer.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	208	0
r2	complete	off	UFLIA_boogie_AssignToRepField_AssignToRepField.N.smt2.core.smt2	unknown	decided_by=none	24128	0
r2	complete	off	UFLIA_boogie_BasicMethodology_SubClass..ctor.smt2.core.smt2	unknown	decided_by=none	24132	0
r2	complete	off	UFLIA_boogie_Cast_Cast.R_System.Object_System.Int32.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	1610	0
r2	complete	off	UFLIA_boogie_Chunker11c_Chunker.SpecSharp.CheckInvariant_System.Boolean.smt2.core.smt2	unknown	decided_by=none	12721	0
r2	complete	off	UFLIA_boogie_DefaultLoopInv0_A.M-modifiesOnLoop-noinfer.smt2.core.smt2	unknown	decided_by=none	23534	0
r2	complete	off	UFLIA_boogie_ExposeVersion_D..ctor-level_2.smt2.core.smt2	unknown	decided_by=none	24130	0
r2	complete	off	UFLIA_boogie_Interval_Cell.Shift_System.Int32.smt2.core.smt2	unknown	decided_by=none	23028	0
r2	complete	off	UFLIA_boogie_Spouse_Person..ctor.smt2.core.smt2	unknown	decided_by=none	24432	0
r2	complete	off	UFLIA_boogie_loopinv1_LoopInv1.Test1a_F_notnull-infer_eh.smt2.core.smt2	unknown	decided_by=none	25134	0
r2	complete	off	UFLIA_grasshopper_instantiated_delete_check_heap_access_53_12.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	107	0
r2	complete	off	UFLIA_grasshopper_instantiated_insertion_sort_postcondition_of_insertion_sort_63_1.smt2.core.smt2	unsat	decided_by=q:egraph	2510	0
r2	complete	off	UFLIA_grasshopper_uninstantiated_merge_loop_check_heap_access_60_6.smt2.core.smt2	unknown	decided_by=none	4112	0
r2	complete	off	UFLIA_simplify_javafe.ast.CatchClauseVec.66.smt2.core.smt2	unknown	decided_by=none	24133	0
r2	complete	off	UFLIA_simplify_javafe.ast.LexicalPragmaVec.219.smt2.core.smt2	unknown	decided_by=none	25131	0
r2	complete	off	UFLIA_simplify_javafe.ast.NewInstanceExpr.271.smt2.core.smt2	unknown	decided_by=none	15024	0
r2	complete	off	UFLIA_simplify_javafe.ast.StandardPrettyPrint.322.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	709	0
r2	complete	off	UFLIA_simplify_javafe.ast.TypeDeclElemPragma.373.smt2.core.smt2	unknown	decided_by=none	13924	0
r2	complete	off	UFLIA_simplify_javafe.ast.UnaryExpr.424.smt2.core.smt2	unknown	decided_by=none	19325	0
r2	complete	off	UFLIA_simplify_javafe.parser.TokenQueue.576.smt2.core.smt2	unsat	decided_by=q:mbqi	4212	0
r2	complete	off	UFLIA_simplify_tohtml.Java2Html.832.smt2.core.smt2	unknown	decided_by=none	25131	0
r2	complete	off	UFLIA_simplify2_front_end_suite_javafe.PrintSpec.012.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	209	0
r2	complete	off	UFLIA_simplify2_front_end_suite_javafe.ast.ImportDeclVec.015.smt2.core.smt2	unknown	decided_by=none	15224	0
r2	complete	off	UFLIA_simplify2_front_end_suite_javafe.ast.LabelStmt.011.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	208	0
r2	complete	off	UFLIA_simplify2_front_end_suite_javafe.ast.MethodDecl.005.smt2.core.smt2	unknown	decided_by=none	25126	0
r2	complete	off	UFLIA_simplify2_front_end_suite_javafe.ast.ParenExpr.006.smt2.core.smt2	unknown	decided_by=none	18528	0
r2	complete	off	UFLIA_simplify2_front_end_suite_javafe.ast.StandardPrettyPrint.008.smt2.core.smt2	unsat	decided_by=q:bool-skeleton	107	0
r2	complete	off	UFLIA_simplify2_front_end_suite_javafe.ast.TypeModifierPragmaVec.013.smt2.core.smt2	unknown	decided_by=none	14122	0
r2	complete	off	UFLIA_simplify2_front_end_suite_javafe.ast.VariableAccess.001.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	208	0
r2	complete	off	UFLIA_simplify2_front_end_suite_javafe.filespace.HashTree.001.smt2.core.smt2	unknown	decided_by=none	14323	0
r2	complete	off	UFLIA_simplify2_front_end_suite_javafe.filespace.ZipTree.005.smt2.core.smt2	unknown	decided_by=none	21525	0
r2	complete	off	UFLIA_simplify2_front_end_suite_javafe.parser.Parse.005.smt2.core.smt2	unknown	decided_by=none	24334	0
r2	complete	off	UFLIA_simplify2_front_end_suite_javafe.parser.TagConstants.001.smt2.core.smt2	unknown	decided_by=none	20427	0
r2	complete	off	UFLIA_simplify2_front_end_suite_javafe.reader.CachedReader.003.smt2.core.smt2	unknown	decided_by=none	17428	0
r2	complete	off	UFLIA_simplify2_front_end_suite_javafe.tc.EnvForLocals.007.smt2.core.smt2	unknown	decided_by=none	22934	0
r2	complete	off	UFLIA_simplify2_front_end_suite_javafe.tc.FlowInsensitiveChecks.017.smt2.core.smt2	unknown	decided_by=none	24135	0
r2	complete	off	UFLIA_simplify2_front_end_suite_javafe.tc.TypeSig.001.smt2.core.smt2	unknown	decided_by=none	24733	0
r2	complete	off	UFLIA_simplify2_front_end_suite_javafe.tc.TypeSigVec.005.smt2.core.smt2	unknown	decided_by=none	17227	0
r2	complete	off	UFLIA_simplify2_front_end_suite_javafe.tc.Types.035.smt2.core.smt2	unknown	decided_by=none	25032	0
r2	complete	off	UFLIA_simplify2_front_end_suite_javafe.test.SuperlinksTest.004.smt2.core.smt2	unknown	decided_by=none	15323	0
r2	complete	off	UFLIA_simplify2_small_suite_getRootInterface.smt2.core.smt2	unknown	decided_by=none	24134	0
r2	complete	off	UFLIA_sledgehammer_FFT_smtlib.898060.smt2.core.smt2	unknown	decided_by=none	108	0
r2	complete	off	UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.1057395.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	12121	0
r2	complete	off	UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.1462528.smt2.core.smt2	unknown	decided_by=none	108	0
r2	complete	off	UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.972059.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	107	0
r2	complete	off	UFLIA_sledgehammer_Hoare_smtlib.1175889.smt2.core.smt2	unsat	decided_by=q:egraph	12121	0
r2	complete	off	UFLIA_sledgehammer_Hoare_smtlib.581330.smt2.core.smt2	unknown	decided_by=none	1409	0
r2	complete	off	UFLIA_sledgehammer_Hoare_smtlib.993567.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	109	0
r2	complete	off	UFLIA_sledgehammer_QEpres_smtlib.1065390.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	109	0
r2	complete	off	UFLIA_sledgehammer_QEpres_smtlib.1120322.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	107	0
r2	complete	off	UFLIA_sledgehammer_QEpres_smtlib.1237382.smt2.core.smt2	unknown	decided_by=none	12821	0
r2	complete	off	UFLIA_tokeneer_auditlog_init-31.smt2.core.smt2	unknown	decided_by=none	24133	0
r2	complete	on	UFLIA_boogie_AdvancedTypes_InternalSubClass..ctor-orderStrength_1.smt2.core.smt2	unknown	decided_by=none	24431	0
r2	complete	on	UFLIA_boogie_Arrays_Q3-noinfer.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	206	0
r2	complete	on	UFLIA_boogie_AssignToRepField_AssignToRepField.N.smt2.core.smt2	unknown	decided_by=none	24129	0
r2	complete	on	UFLIA_boogie_BasicMethodology_SubClass..ctor.smt2.core.smt2	unknown	decided_by=none	25034	0
r2	complete	on	UFLIA_boogie_Cast_Cast.R_System.Object_System.Int32.smt2.core.smt2	unknown	decided_by=none	23833	0
r2	complete	on	UFLIA_boogie_Chunker11c_Chunker.SpecSharp.CheckInvariant_System.Boolean.smt2.core.smt2	unknown	decided_by=none	17126	0
r2	complete	on	UFLIA_boogie_DefaultLoopInv0_A.M-modifiesOnLoop-noinfer.smt2.core.smt2	unknown	decided_by=none	24234	0
r2	complete	on	UFLIA_boogie_ExposeVersion_D..ctor-level_2.smt2.core.smt2	unknown	decided_by=none	24130	0
r2	complete	on	UFLIA_boogie_Interval_Cell.Shift_System.Int32.smt2.core.smt2	unknown	decided_by=none	24032	0
r2	complete	on	UFLIA_boogie_Spouse_Person..ctor.smt2.core.smt2	unknown	decided_by=none	24733	0
r2	complete	on	UFLIA_boogie_loopinv1_LoopInv1.Test1a_F_notnull-infer_eh.smt2.core.smt2	unknown	decided_by=none	24133	0
r2	complete	on	UFLIA_grasshopper_instantiated_delete_check_heap_access_53_12.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	109	0
r2	complete	on	UFLIA_grasshopper_instantiated_insertion_sort_postcondition_of_insertion_sort_63_1.smt2.core.smt2	unsat	decided_by=q:egraph	2409	0
r2	complete	on	UFLIA_grasshopper_uninstantiated_merge_loop_check_heap_access_60_6.smt2.core.smt2	unknown	decided_by=none	4113	0
r2	complete	on	UFLIA_simplify_javafe.ast.CatchClauseVec.66.smt2.core.smt2	unknown	decided_by=none	25035	0
