sweep_id	arm	corpus_path	binary_sha	features	verdict	exit_status	decided_by	bound_by	attempts	attempt_trail	elapsed_ms	elapsed_ms_per_attempt	partial	decline_reasons	decline_details	host	core	load
ab-movers-20260915	A	AUFLIRA/nasa/fol_simplify_array_only/gauss_array_0390.fof.smt2	2611e14b0		unknown	0	none	q:mbqi	19	fd:parse:probe\pq:ground-subset:declined\pq:forall-exists-witness:declined\pq:finite-expansion:declined\pq:uf-fmf-probe:declined\pq:mbqi-quick:declined\pq:egraph:declined\pq:uf-fmf-full:declined\pq:mbqi:declined\pq:nat-induction:declined\pfd:string-gate:declined\pfd:source-string-semantic-unsat:declined\pfd:word-route:declined\pfd:online-string:declined\pfd:membership:declined\pfd:lex-order:declined\pfd:length-lia:declined\pfd:source-string-sat-probe:declined\pfd:bounded-completeness-unsat:declined	5512	0\p0\p12\p0\p0\p1791\p1498\p3\p2185\p0\p0\p0\p0\p0\p0\p0\p0\p0\p0	no	q:ground-subset=not-applicable\pq:forall-exists-witness=not-applicable\pq:finite-expansion=unsupported\pq:uf-fmf-probe=not-applicable\pq:mbqi-quick=incomplete\pq:egraph=incomplete\pq:uf-fmf-full=incomplete\pq:mbqi=incomplete\pq:nat-induction=not-applicable\pfd:string-gate=incomplete\pfd:source-string-semantic-unsat=incomplete\pfd:word-route=incomplete\pfd:online-string=incomplete\pfd:membership=incomplete\pfd:lex-order=incomplete\pfd:length-lia=incomplete\pfd:source-string-sat-probe=incomplete\pfd:bounded-completeness-unsat=incomplete	\p\pquantifier over non-enumerable domain Int\p\pe-matching instantiation reached fixpoint without refuting after 36 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\p\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)	server5	1,9	1.30
ab-movers-20260915	B	AUFLIRA/nasa/fol_simplify_array_only/gauss_array_0390.fof.smt2	cb460e737	Real\pInt\pFunction\pArray\pNonBvArray\pNonBoolBvArray	unsat	0	q:bool-skeleton	q:bool-skeleton	3	fd:parse:probe\pq:ground-subset:declined\pq:bool-skeleton:decided	109	0\p0\p0	no	q:ground-subset=not-applicable		server5	1,9	1.71
ab-movers-20260915	B	AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_inuse_0322.fof.smt2	cb460e737	Real\pInt\pArray\pNonBvArray\pNonBoolBvArray\pNestedArray	unsat	0	q:mbqi-quick	q:mbqi-quick	7	fd:parse:probe\pq:ground-subset:declined\pq:bool-skeleton:declined\pq:forall-exists-witness:declined\pq:finite-expansion:declined\pq:uf-fmf-probe:declined\pq:mbqi-quick:decided	409	0\p0\p15\p17\p0\p0\p275	no	q:ground-subset=not-applicable\pq:bool-skeleton=not-applicable\pq:forall-exists-witness=not-applicable\pq:finite-expansion=unsupported\pq:uf-fmf-probe=not-applicable	\p\p\pquantifier over non-enumerable domain Int\p	server5	1,9	1.71
ab-movers-20260915	A	AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_inuse_0322.fof.smt2	2611e14b0		unknown	0	none	q:mbqi	19	fd:parse:probe\pq:ground-subset:declined\pq:forall-exists-witness:declined\pq:finite-expansion:declined\pq:uf-fmf-probe:declined\pq:mbqi-quick:declined\pq:egraph:declined\pq:uf-fmf-full:declined\pq:mbqi:declined\pq:nat-induction:declined\pfd:string-gate:declined\pfd:source-string-semantic-unsat:declined\pfd:word-route:declined\pfd:online-string:declined\pfd:membership:declined\pfd:lex-order:declined\pfd:length-lia:declined\pfd:source-string-sat-probe:declined\pfd:bounded-completeness-unsat:declined	1310	0\p0\p13\p0\p0\p470\p203\p14\p493\p0\p0\p0\p0\p0\p0\p0\p0\p0\p0	no	q:ground-subset=not-applicable\pq:forall-exists-witness=not-applicable\pq:finite-expansion=unsupported\pq:uf-fmf-probe=not-applicable\pq:mbqi-quick=incomplete\pq:egraph=incomplete\pq:uf-fmf-full=incomplete\pq:mbqi=incomplete\pq:nat-induction=not-applicable\pfd:string-gate=incomplete\pfd:source-string-semantic-unsat=incomplete\pfd:word-route=incomplete\pfd:online-string=incomplete\pfd:membership=incomplete\pfd:lex-order=incomplete\pfd:length-lia=incomplete\pfd:source-string-sat-probe=incomplete\pfd:bounded-completeness-unsat=incomplete	\p\pquantifier over non-enumerable domain Int\p\pe-matching instantiation reached fixpoint without refuting after 44 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 44 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 44 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 44 rounds (no further instance to admit; more rounds cannot help)\p\pe-matching instantiation reached fixpoint without refuting after 44 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 44 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 44 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 44 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 44 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 44 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 44 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 44 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 44 rounds (no further instance to admit; more rounds cannot help)	server5	1,9	1.71
ab-movers-20260915	A	AUFLIRA/nasa/fol_simplify_structure_forall/thruster_inuse_0362.fof.smt2	2611e14b0		unknown	0	none	q:egraph	19	fd:parse:probe\pq:ground-subset:declined\pq:forall-exists-witness:declined\pq:finite-expansion:declined\pq:uf-fmf-probe:declined\pq:mbqi-quick:declined\pq:egraph:declined\pq:uf-fmf-full:declined\pq:mbqi:declined\pq:nat-induction:declined\pfd:string-gate:declined\pfd:source-string-semantic-unsat:declined\pfd:word-route:declined\pfd:online-string:declined\pfd:membership:declined\pfd:lex-order:declined\pfd:length-lia:declined\pfd:source-string-sat-probe:declined\pfd:bounded-completeness-unsat:declined	10217	0\p0\p13\p0\p0\p254\p9579\p2\p277\p0\p0\p0\p0\p0\p0\p0\p0\p0\p0	no	q:ground-subset=not-applicable\pq:forall-exists-witness=not-applicable\pq:finite-expansion=unsupported\pq:uf-fmf-probe=not-applicable\pq:mbqi-quick=incomplete\pq:egraph=incomplete\pq:uf-fmf-full=incomplete\pq:mbqi=incomplete\pq:nat-induction=not-applicable\pfd:string-gate=incomplete\pfd:source-string-semantic-unsat=incomplete\pfd:word-route=incomplete\pfd:online-string=incomplete\pfd:membership=incomplete\pfd:lex-order=incomplete\pfd:length-lia=incomplete\pfd:source-string-sat-probe=incomplete\pfd:bounded-completeness-unsat=incomplete	\p\pquantifier over non-enumerable domain Int\p\pe-matching instantiation reached fixpoint without refuting after 45 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 37 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 45 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 45 rounds (no further instance to admit; more rounds cannot help)\p\pe-matching instantiation reached fixpoint without refuting after 45 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 45 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 45 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 45 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 45 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 45 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 45 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 45 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 45 rounds (no further instance to admit; more rounds cannot help)	server5	1,9	1.90
ab-movers-20260915	B	AUFLIRA/nasa/fol_simplify_structure_forall/thruster_inuse_0362.fof.smt2	cb460e737	none	unsat	0	q:mbqi-quick	q:forall-exists-witness	7	fd:parse:probe\pq:ground-subset:declined\pq:bool-skeleton:declined\pq:forall-exists-witness:declined\pq:finite-expansion:declined\pq:uf-fmf-probe:declined\pq:mbqi-quick:decided	109	0\p0\p0\p16\p0\p0\p6	no	q:ground-subset=not-applicable\pq:bool-skeleton=not-applicable\pq:forall-exists-witness=not-applicable\pq:finite-expansion=unsupported\pq:uf-fmf-probe=not-applicable	\p\p\pquantifier over non-enumerable domain Int\p	server5	1,9	2.49
ab-movers-20260915	B	AUFLIRA/nasa/fol_simplify_structure_prop/gauss_array_0013.fof.smt2	cb460e737	Real\pInt\pArray\pNonBvArray\pNonBoolBvArray	unsat	0	q:bool-skeleton	q:bool-skeleton	3	fd:parse:probe\pq:ground-subset:declined\pq:bool-skeleton:decided	108	0\p0\p0	no	q:ground-subset=not-applicable		server5	1,9	2.49
ab-movers-20260915	A	AUFLIRA/nasa/fol_simplify_structure_prop/gauss_array_0013.fof.smt2	2611e14b0		unknown	0	none	q:mbqi	19	fd:parse:probe\pq:ground-subset:declined\pq:forall-exists-witness:declined\pq:finite-expansion:declined\pq:uf-fmf-probe:declined\pq:mbqi-quick:declined\pq:egraph:declined\pq:uf-fmf-full:declined\pq:mbqi:declined\pq:nat-induction:declined\pfd:string-gate:declined\pfd:source-string-semantic-unsat:declined\pfd:word-route:declined\pfd:online-string:declined\pfd:membership:declined\pfd:lex-order:declined\pfd:length-lia:declined\pfd:source-string-sat-probe:declined\pfd:bounded-completeness-unsat:declined	1609	0\p0\p12\p0\p0\p559\p206\p5\p721\p0\p0\p0\p0\p0\p0\p0\p0\p0\p0	no	q:ground-subset=not-applicable\pq:forall-exists-witness=not-applicable\pq:finite-expansion=unsupported\pq:uf-fmf-probe=not-applicable\pq:mbqi-quick=incomplete\pq:egraph=incomplete\pq:uf-fmf-full=incomplete\pq:mbqi=incomplete\pq:nat-induction=not-applicable\pfd:string-gate=incomplete\pfd:source-string-semantic-unsat=incomplete\pfd:word-route=incomplete\pfd:online-string=incomplete\pfd:membership=incomplete\pfd:lex-order=incomplete\pfd:length-lia=incomplete\pfd:source-string-sat-probe=incomplete\pfd:bounded-completeness-unsat=incomplete	\p\pquantifier over non-enumerable domain Int\p\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\p\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)	server5	1,9	2.49
ab-movers-20260915	A	AUFLIRA/nasa/fol_simplify/gauss_init_0292.fof.smt2	2611e14b0		unknown	0	none	q:egraph	19	fd:parse:probe\pq:ground-subset:declined\pq:forall-exists-witness:declined\pq:finite-expansion:declined\pq:uf-fmf-probe:declined\pq:mbqi-quick:declined\pq:egraph:declined\pq:uf-fmf-full:declined\pq:mbqi:declined\pq:nat-induction:declined\pfd:string-gate:declined\pfd:source-string-semantic-unsat:declined\pfd:word-route:declined\pfd:online-string:declined\pfd:membership:declined\pfd:lex-order:declined\pfd:length-lia:declined\pfd:source-string-sat-probe:declined\pfd:bounded-completeness-unsat:declined	23029	0\p0\p12\p0\p0\p1594\p19880\p8\p1457\p0\p0\p0\p0\p0\p0\p0\p0\p0\p0	no	q:ground-subset=not-applicable\pq:forall-exists-witness=not-applicable\pq:finite-expansion=unsupported\pq:uf-fmf-probe=not-applicable\pq:mbqi-quick=budget\pq:egraph=incomplete\pq:uf-fmf-full=budget\pq:mbqi=budget\pq:nat-induction=not-applicable\pfd:string-gate=budget\pfd:source-string-semantic-unsat=budget\pfd:word-route=budget\pfd:online-string=budget\pfd:membership=budget\pfd:lex-order=budget\pfd:length-lia=budget\pfd:source-string-sat-probe=budget\pfd:bounded-completeness-unsat=budget	\p\pquantifier over non-enumerable domain Int\p\pe-matching: instantiation time budget exhausted\pe-matching instantiation reached fixpoint without refuting after 37 rounds (no further instance to admit; more rounds cannot help)\pe-matching: instantiation time budget exhausted\pe-matching: instantiation time budget exhausted\p\pe-matching: instantiation time budget exhausted\pe-matching: instantiation time budget exhausted\pe-matching: instantiation time budget exhausted\pe-matching: instantiation time budget exhausted\pe-matching: instantiation time budget exhausted\pe-matching: instantiation time budget exhausted\pe-matching: instantiation time budget exhausted\pe-matching: instantiation time budget exhausted\pe-matching: instantiation time budget exhausted	server5	1,9	2.62
ab-movers-20260915	B	AUFLIRA/nasa/fol_simplify/gauss_init_0292.fof.smt2	cb460e737	Real\pInt\pArray\pNonBvArray\pNonBoolBvArray	unsat	0	q:bool-skeleton	q:bool-skeleton	3	fd:parse:probe\pq:ground-subset:declined\pq:bool-skeleton:decided	108	0\p0\p1	no	q:ground-subset=not-applicable		server5	1,9	3.35
ab-movers-20260915	B	AUFLIRA/nasa/fol_simplify_array_only/gauss_array_0289.fof.smt2	cb460e737	Real\pInt\pArray\pNonBvArray\pNonBoolBvArray	unsat	0	q:bool-skeleton	q:bool-skeleton	3	fd:parse:probe\pq:ground-subset:declined\pq:bool-skeleton:decided	107	0\p0\p0	no	q:ground-subset=not-applicable		server5	1,9	3.35
ab-movers-20260915	A	AUFLIRA/nasa/fol_simplify_array_only/gauss_array_0289.fof.smt2	2611e14b0		unknown	0	none	q:mbqi	19	fd:parse:probe\pq:ground-subset:declined\pq:forall-exists-witness:declined\pq:finite-expansion:declined\pq:uf-fmf-probe:declined\pq:mbqi-quick:declined\pq:egraph:declined\pq:uf-fmf-full:declined\pq:mbqi:declined\pq:nat-induction:declined\pfd:string-gate:declined\pfd:source-string-semantic-unsat:declined\pfd:word-route:declined\pfd:online-string:declined\pfd:membership:declined\pfd:lex-order:declined\pfd:length-lia:declined\pfd:source-string-sat-probe:declined\pfd:bounded-completeness-unsat:declined	1409	0\p0\p10\p0\p0\p487\p181\p4\p653\p0\p0\p0\p0\p0\p0\p0\p0\p0\p0	no	q:ground-subset=not-applicable\pq:forall-exists-witness=not-applicable\pq:finite-expansion=unsupported\pq:uf-fmf-probe=not-applicable\pq:mbqi-quick=incomplete\pq:egraph=incomplete\pq:uf-fmf-full=incomplete\pq:mbqi=incomplete\pq:nat-induction=not-applicable\pfd:string-gate=incomplete\pfd:source-string-semantic-unsat=incomplete\pfd:word-route=incomplete\pfd:online-string=incomplete\pfd:membership=incomplete\pfd:lex-order=incomplete\pfd:length-lia=incomplete\pfd:source-string-sat-probe=incomplete\pfd:bounded-completeness-unsat=incomplete	\p\pquantifier over non-enumerable domain Int\p\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\p\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)	server5	1,9	3.35
ab-movers-20260915	A	AUFLIRA/nasa/fol_simplify_array_only/gauss_array_0490.fof.smt2	2611e14b0		unknown	0	none	q:mbqi	19	fd:parse:probe\pq:ground-subset:declined\pq:forall-exists-witness:declined\pq:finite-expansion:declined\pq:uf-fmf-probe:declined\pq:mbqi-quick:declined\pq:egraph:declined\pq:uf-fmf-full:declined\pq:mbqi:declined\pq:nat-induction:declined\pfd:string-gate:declined\pfd:source-string-semantic-unsat:declined\pfd:word-route:declined\pfd:online-string:declined\pfd:membership:declined\pfd:lex-order:declined\pfd:length-lia:declined\pfd:source-string-sat-probe:declined\pfd:bounded-completeness-unsat:declined	2110	0\p0\p10\p0\p0\p715\p360\p5\p913\p0\p0\p0\p0\p0\p0\p0\p0\p0\p0	no	q:ground-subset=not-applicable\pq:forall-exists-witness=not-applicable\pq:finite-expansion=unsupported\pq:uf-fmf-probe=not-applicable\pq:mbqi-quick=incomplete\pq:egraph=incomplete\pq:uf-fmf-full=incomplete\pq:mbqi=incomplete\pq:nat-induction=not-applicable\pfd:string-gate=incomplete\pfd:source-string-semantic-unsat=incomplete\pfd:word-route=incomplete\pfd:online-string=incomplete\pfd:membership=incomplete\pfd:lex-order=incomplete\pfd:length-lia=incomplete\pfd:source-string-sat-probe=incomplete\pfd:bounded-completeness-unsat=incomplete	\p\pquantifier over non-enumerable domain Int\p\pe-matching instantiation reached fixpoint without refuting after 36 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\p\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 35 rounds (no further instance to admit; more rounds cannot help)	server5	1,9	3.35
ab-movers-20260915	B	AUFLIRA/nasa/fol_simplify_array_only/gauss_array_0490.fof.smt2	cb460e737	Real\pInt\pFunction\pArray\pNonBvArray\pNonBoolBvArray	unsat	0	q:bool-skeleton	q:bool-skeleton	3	fd:parse:probe\pq:ground-subset:declined\pq:bool-skeleton:decided	109	0\p0\p0	no	q:ground-subset=not-applicable		server5	1,9	3.40
ab-movers-20260915	B	AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_init_0082.fof.smt2	cb460e737	Int	unsat	0	q:mbqi-quick	q:mbqi-quick	7	fd:parse:probe\pq:ground-subset:declined\pq:bool-skeleton:declined\pq:forall-exists-witness:declined\pq:finite-expansion:declined\pq:uf-fmf-probe:declined\pq:mbqi-quick:decided	408	0\p0\p0\p17\p0\p0\p304	no	q:ground-subset=not-applicable\pq:bool-skeleton=not-applicable\pq:forall-exists-witness=not-applicable\pq:finite-expansion=unsupported\pq:uf-fmf-probe=not-applicable	\p\p\pquantifier over non-enumerable domain Int\p	server5	1,9	3.40
ab-movers-20260915	A	AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_init_0082.fof.smt2	2611e14b0		unknown	0	none	q:egraph	19	fd:parse:probe\pq:ground-subset:declined\pq:forall-exists-witness:declined\pq:finite-expansion:declined\pq:uf-fmf-probe:declined\pq:mbqi-quick:declined\pq:egraph:declined\pq:uf-fmf-full:declined\pq:mbqi:declined\pq:nat-induction:declined\pfd:string-gate:declined\pfd:source-string-semantic-unsat:declined\pfd:word-route:declined\pfd:online-string:declined\pfd:membership:declined\pfd:lex-order:declined\pfd:length-lia:declined\pfd:source-string-sat-probe:declined\pfd:bounded-completeness-unsat:declined	21129	0\p0\p13\p0\p0\p1609\p15775\p9\p3626\p0\p0\p0\p0\p0\p0\p0\p0\p0\p0	no	q:ground-subset=not-applicable\pq:forall-exists-witness=not-applicable\pq:finite-expansion=unsupported\pq:uf-fmf-probe=not-applicable\pq:mbqi-quick=budget\pq:egraph=incomplete\pq:uf-fmf-full=budget\pq:mbqi=budget\pq:nat-induction=not-applicable\pfd:string-gate=budget\pfd:source-string-semantic-unsat=budget\pfd:word-route=budget\pfd:online-string=budget\pfd:membership=budget\pfd:lex-order=budget\pfd:length-lia=budget\pfd:source-string-sat-probe=budget\pfd:bounded-completeness-unsat=budget	\p\pquantifier over non-enumerable domain Int\p\pe-matching: instantiation time budget exhausted\pe-matching instantiation reached fixpoint without refuting after 52 rounds (no further instance to admit; more rounds cannot help)\pe-matching: instantiation time budget exhausted\pe-matching: instantiation time budget exhausted\p\pe-matching: instantiation time budget exhausted\pe-matching: instantiation time budget exhausted\pe-matching: instantiation time budget exhausted\pe-matching: instantiation time budget exhausted\pe-matching: instantiation time budget exhausted\pe-matching: instantiation time budget exhausted\pe-matching: instantiation time budget exhausted\pe-matching: instantiation time budget exhausted\pe-matching: instantiation time budget exhausted	server5	1,9	3.40
ab-movers-20260915	A	AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_init_0361.fof.smt2	2611e14b0		unknown	0	none	q:mbqi	19	fd:parse:probe\pq:ground-subset:declined\pq:forall-exists-witness:declined\pq:finite-expansion:declined\pq:uf-fmf-probe:declined\pq:mbqi-quick:declined\pq:egraph:declined\pq:uf-fmf-full:declined\pq:mbqi:declined\pq:nat-induction:declined\pfd:string-gate:declined\pfd:source-string-semantic-unsat:declined\pfd:word-route:declined\pfd:online-string:declined\pfd:membership:declined\pfd:lex-order:declined\pfd:length-lia:declined\pfd:source-string-sat-probe:declined\pfd:bounded-completeness-unsat:declined	1212	0\p0\p9\p0\p0\p455\p198\p8\p470\p0\p0\p0\p0\p0\p0\p0\p0\p0\p0	no	q:ground-subset=not-applicable\pq:forall-exists-witness=not-applicable\pq:finite-expansion=unsupported\pq:uf-fmf-probe=not-applicable\pq:mbqi-quick=incomplete\pq:egraph=incomplete\pq:uf-fmf-full=incomplete\pq:mbqi=incomplete\pq:nat-induction=not-applicable\pfd:string-gate=incomplete\pfd:source-string-semantic-unsat=incomplete\pfd:word-route=incomplete\pfd:online-string=incomplete\pfd:membership=incomplete\pfd:lex-order=incomplete\pfd:length-lia=incomplete\pfd:source-string-sat-probe=incomplete\pfd:bounded-completeness-unsat=incomplete	\p\pquantifier over non-enumerable domain Int\p\pe-matching instantiation reached fixpoint without refuting after 52 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 52 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 52 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 52 rounds (no further instance to admit; more rounds cannot help)\p\pe-matching instantiation reached fixpoint without refuting after 52 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 52 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 52 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 52 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 52 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 52 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 52 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 52 rounds (no further instance to admit; more rounds cannot help)\pe-matching instantiation reached fixpoint without refuting after 52 rounds (no further instance to admit; more rounds cannot help)	server5	1,9	3.64
