file	axeyum	ax_s	ax_k	z3	z3_s	z3_k	cvc5	cvc5_s	cvc5_k	status
FP/20170501-Heizmann-UltimateAutomizer/float-to-double1_true-unreach-call.i_270.smt2	unknown	25.03	ok	sat	4.11	ok	unknown	26.24	rc134	unknown
FP/2019-Preiner/11_53_RNA_fp.abs_fp.lt.smt2	unknown	0.11	ok	unsat	0.11	ok	unsat	0.11	ok	unknown
FP/2019-Preiner/11_53_RNA_fp.div_=0.smt2	unknown	1.11	ok	unknown	0.11	ok	unknown	26.32	rc134	unknown
FP/2019-Preiner/11_53_RNA_fp.div_fp.isNegative1.smt2	unknown	0.11	ok	unknown	24.03	ok	unsat	0.11	ok	unknown
FP/2019-Preiner/11_53_RNA_fp.fma_fp.isInfinite2.smt2	unknown	0.11	ok	unknown	24.03	ok	unsat	0.61	ok	unknown
FP/2019-Preiner/11_53_RNA_fp.mul_fp.geq.smt2	unknown	0.11	ok	unknown	24.03	ok	unsat	0.71	ok	unknown
FP/2019-Preiner/11_53_RNA_fp.neg_fp.geq.smt2	unknown	0.11	ok	unsat	0.31	ok	unsat	0.11	ok	unknown
FP/2019-Preiner/11_53_RNA_fp.rem_fp.geq0.smt2	unknown	1.51	ok	unknown	10.72	ok	unknown	26.52	rc134	unknown
FP/2019-Preiner/11_53_RNA_fp.rem_fp.isZero0.smt2	unknown	1.21	ok	unknown	10.92	ok	unknown	26.52	rc134	unknown
FP/2019-Preiner/11_53_RNA_fp.roundToIntegral_fp.leq.smt2	unknown	0.11	ok	unsat	0.21	ok	unsat	0.11	ok	unknown
FP/2019-Preiner/11_53_RNA_fp.sqrt_fp.leq.smt2	unknown	0.11	ok	unknown	24.13	ok	unsat	6.01	ok	unknown
FP/2019-Preiner/11_53_RNA_fp.sub_fp.isNaN1.smt2	unknown	0.11	ok	unsat	0.11	ok	unsat	0.11	ok	unknown
FP/2019-Preiner/11_53_RNA_fp.sub_fp.lt1.smt2	unknown	0.11	ok	unsat	13.32	ok	unsat	0.21	ok	unknown
FP/2019-Preiner/11_53_RNE_fp.abs_fp.lt.smt2	unknown	0.11	ok	unsat	0.11	ok	unsat	0.11	ok	unknown
FP/2019-Preiner/11_53_RNE_fp.div_=0.smt2	unknown	1.11	ok	unknown	0.11	ok	unknown	26.33	rc134	unknown
FP/2019-Preiner/11_53_RNE_fp.div_fp.isNegative1.smt2	unknown	0.11	ok	unknown	24.13	ok	unsat	0.11	ok	unknown
FP/2019-Preiner/11_53_RNE_fp.fma_fp.isInfinite2.smt2	unknown	0.11	ok	unknown	24.03	ok	unsat	1.21	ok	unknown
FP/2019-Preiner/11_53_RNE_fp.mul_fp.geq.smt2	unknown	0.11	ok	unknown	24.03	ok	unsat	3.21	ok	unknown
FP/2019-Preiner/11_53_RNE_fp.neg_fp.geq.smt2	unknown	0.11	ok	unsat	0.21	ok	unsat	0.11	ok	unknown
FP/2019-Preiner/11_53_RNE_fp.rem_fp.geq0.smt2	unknown	1.51	ok	unknown	11.02	ok	unknown	26.53	rc134	unknown
FP/2019-Preiner/11_53_RNE_fp.rem_fp.isZero0.smt2	unknown	1.31	ok	unknown	10.92	ok	unknown	26.82	rc134	unknown
FP/2019-Preiner/11_53_RNE_fp.roundToIntegral_fp.leq.smt2	unknown	0.11	ok	unsat	0.81	ok	unsat	0.11	ok	unknown
FP/2019-Preiner/11_53_RNE_fp.sqrt_fp.leq.smt2	unknown	0.11	ok	unknown	24.13	ok	unsat	6.11	ok	unknown
FP/2019-Preiner/11_53_RNE_fp.sub_fp.isNaN1.smt2	unknown	0.11	ok	unsat	0.11	ok	unsat	0.11	ok	unknown
FP/2019-Preiner/11_53_RNE_fp.sub_fp.lt1.smt2	unknown	0.11	ok	unsat	15.42	ok	unsat	0.21	ok	unknown
FP/2019-Preiner/11_53_RTN_fp.abs_fp.lt.smt2	unknown	0.11	ok	unsat	0.11	ok	unsat	0.11	ok	unknown
FP/2019-Preiner/11_53_RTN_fp.div_=0.smt2	unknown	1.11	ok	unknown	0.11	ok	unknown	26.32	rc134	unknown
FP/2019-Preiner/11_53_RTN_fp.div_fp.isNegative1.smt2	unknown	0.11	ok	unknown	24.13	ok	unsat	0.11	ok	unknown
FP/2019-Preiner/11_53_RTN_fp.fma_fp.isInfinite0.smt2	unknown	0.11	ok	unknown	24.03	ok	unsat	5.01	ok	unknown
