file	declared	before_verdict	before_ms	after_verdict	after_ms
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/parity/10.500.graph.smt2	sat	sat	1410	sat	1212
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/parity/13.500.graph.smt2	unsat	unsat	1012	unsat	1012
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/parity/16.500.graph.smt2	sat	sat	2113	sat	1110
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/parity/22.500.graph.smt2	sat	sat	1712	sat	1313
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/parity/19.500.graph.smt2	sat	sat	2013	sat	1211
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/planning/plan-30.cvc.smt2	unsat	unsat	309	unsat	313
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/parity/25.500.graph.smt2	sat	sat	3212	sat	1910
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/planning/plan-42.cvc.smt2	unsat	unsat	812	unsat	613
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/qlock/qlock-4-10-15.induction.cvc.smt2	sat	sat	4113	sat	2011
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/parity/28.500.graph.smt2	unsat	unsat	1313	unsat	1312
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/qlock/qlock-4-10-21.induction.cvc.smt2	sat	sat	11724	sat	7919
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/parity/31.500.graph.smt2	sat	sat	1613	sat	1310
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/qlock/qlock-4-10-27.induction.cvc.smt2	sat	unknown	21331	sat	11123
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/qlock/qlock-4-10-33.induction.cvc.smt2	sat	unknown	21430	sat	19231
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/qlock/qlock-4-10-39.induction.cvc.smt2	sat	unknown	21533	unknown	21530
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/queens_bench/n_queen/queen31-1.smt2	sat	unknown	21132	sat	15226
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/queens_bench/n_queen/queen42-1.smt2	sat	unknown	21132	unknown	21131
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/queens_bench/n_queen/queen86-1.smt2	sat	unknown	21432	unknown	21432
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/queens_bench/n_queen/queen53-1.smt2	sat	unknown	21131	unknown	21130
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/queens_bench/super_queen/super_queen29-1.smt2	sat	unknown	21133	sat	14024
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/queens_bench/super_queen/super_queen50-1.smt2	sat	unknown	21129	unknown	21130
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/queens_bench/super_queen/super_queen61-1.smt2	sat	unknown	21231	unknown	21230
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/queens_bench/super_queen/super_queen72-1.smt2	sat	unknown	21229	unknown	21229
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/queens_bench/n_queen/queen97-1.smt2	sat	unknown	21530	unknown	21530
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/schedulingIDL/gp10_03_mkspan1079.smt2	unsat	unknown	18129	unknown	18129
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/schedulingIDL/tai_10x10_1_mkspan639.smt2	sat	unknown	18130	unknown	18129
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/schedulingIDL/tai_10x10_7_mkspan617.smt2	sat	unknown	18130	unknown	18130
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/schedulingIDL/tai_15x15_1_mkspan1140.smt2	sat	unknown	18128	unknown	18128
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/schedulingIDL/tai_15x15_2_mkspan933.smt2	sat	unknown	18127	unknown	18127
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/schedulingIDL/tai_15x15_5_mkspan1174.smt2	sat	unknown	18126	unknown	18127
