file	axeyum	ax_s	z3	z3_s	cvc5	cvc5_s
instance10935.smt2	unsat	0.11	unsat	0.11	unsat	0.11
instance11029.smt2	sat	0.11	sat	0.11	sat	0.11
instance11123.smt2	unsat	0.11	unsat	0.11	unsat	0.11
instance11217.smt2	unsat	0.31	unknown	24.03	unsat	0.11
instance11311.smt2	sat	0.11	sat	0.11	sat	0.11
instance11405.smt2	unsat	0.11	unsat	0.11	unsat	0.11
instance11499.smt2	unsat	0.11	unsat	0.11	unsat	0.11
instance11593.smt2	sat	0.11	sat	0.11	sat	0.11
instance11687.smt2	unsat	0.11	unsat	0.11	unsat	0.11
instance11781.smt2	unsat	0.11	unsat	0.21	unsat	0.11
instance11875.smt2	unsat	0.11	unsat	0.11	unsat	0.11
instance11969.smt2	sat	0.11	sat	0.11	sat	0.11
instance12063.smt2	unsat	0.31	unsat	0.11	unsat	0.11
instance12157.smt2	unsat	0.11	unsat	0.11	unsat	2.71
instance12251.smt2	unsat	0.11	unsat	0.11	unsat	0.11
instance12345.smt2	unsat	0.11	unsat	0.11	unsat	0.11
instance12439.smt2	unsat	0.21	unknown	24.03	unsat	0.91
instance12533.smt2	unsat	0.11	unsat	0.11	unsat	0.11
instance12627.smt2	unsat	0.11	unsat	0.11	unsat	0.11
instance12721.smt2	unsat	0.11	unsat	0.11	unsat	0.11
instance12815.smt2	sat	0.11	sat	0.11	sat	0.11
instance12909.smt2	sat	0.11	sat	0.11	sat	0.11
instance13003.smt2	sat	0.11	sat	0.31	sat	0.11
instance13097.smt2	sat	0.11	sat	0.11	sat	0.11
instance13191.smt2	unsat	0.11	unsat	0.21	unsat	0.11
instance13285.smt2	unsat	0.11	unsat	0.11	unsat	0.11
instance13379.smt2	unsat	0.11	unsat	0.11	unsat	0.11
instance13473.smt2	unsat	0.11	unsat	0.31	unsat	0.11
instance13567.smt2	sat	0.11	sat	0.11	sat	0.11
instance13661.smt2	unsat	0.11	unsat	0.11	unsat	0.11
instance13755.smt2	unsat	0.11	unsat	0.11	unsat	0.11
instance13849.smt2	sat	0.11	sat	0.11	sat	0.11
instance13943.smt2	unsat	0.11	unsat	0.11	unsat	0.11
instance14037.smt2	unsat	0.11	unsat	0.11	unsat	0.11
instance14131.smt2	sat	0.11	sat	0.11	sat	0.11
instance14225.smt2	sat	0.11	sat	0.11	sat	0.11
instance14319.smt2	sat	0.11	sat	0.11	sat	0.11
instance14413.smt2	unsat	0.11	unsat	0.11	unsat	0.11
instance14507.smt2	unsat	0.11	unsat	1.31	unsat	0.11
instance14601.smt2	unsat	0.11	unsat	0.11	unsat	0.11
instance14695.smt2	unsat	0.11	unsat	0.11	unsat	0.11
instance14789.smt2	unsat	0.11	unknown	24.03	unsat	0.11
instance14883.smt2	sat	0.11	sat	0.11	sat	0.11
instance14977.smt2	unsat	0.11	unsat	0.11	unknown	26.21
instance15071.smt2	unsat	0.11	unsat	0.11	unsat	0.11
instance15165.smt2	unsat	0.11	unsat	0.11	unsat	0.11
instance15259.smt2	sat	0.11	sat	0.11	sat	0.11
instance15353.smt2	unsat	0.11	unsat	0.11	unsat	0.11
instance15447.smt2	sat	0.11	sat	0.11	sat	0.11
instance15541.smt2	unsat	0.11	unsat	0.11	unsat	0.11
instance15635.smt2	unsat	0.11	unsat	0.11	unsat	0.11
instance15729.smt2	unsat	0.11	unsat	0.11	unsat	0.11
instance15823.smt2	sat	0.11	sat	0.11	sat	0.11
instance15917.smt2	sat	0.11	sat	0.11	sat	0.11
01_track_113.smt2	sat	2.21	sat	0.11	sat	0.11
01_track_199.smt2	sat	0.11	sat	0.11	sat	0.11
02_track_5.smt2	sat	6.32	sat	0.11	unknown	26.21
03_track_18.smt2	unknown	1.71	unsat	0.11	unsat	0.11
03_track_84.smt2	sat	5.51	sat	0.11	sat	0.11
