file	axeyum	ax_s	z3	z3_s	cvc5	cvc5_s
hash_uns_04_11.smt2	unknown	25.03	unsat	0.11	unsat	0.11
hash_uns_04_14.smt2	unknown	25.03	unsat	0.11	unsat	0.11
hash_uns_04_17.smt2	unsat	6.22	unsat	0.11	unsat	0.11
hash_uns_04_20.smt2	unsat	8.62	unsat	0.11	unsat	0.11
hash_uns_05_05.smt2	unsat	3.31	unsat	0.11	unsat	0.11
hash_uns_05_08.smt2	unknown	25.03	unsat	0.11	unsat	0.11
hash_uns_05_11.smt2	unknown	25.03	unsat	0.11	unsat	0.11
hash_uns_05_14.smt2	unsat	7.72	unsat	0.11	unsat	0.11
hash_uns_05_17.smt2	unsat	12.12	unsat	0.11	unsat	0.11
hash_uns_05_20.smt2	unsat	18.03	unsat	0.11	unsat	0.11
xs-05-08-4-2-5-4.smt2	unsat	0.11	unsat	0.11	unsat	0.11
xs-05-12-1-4-2-1.smt2	unsat	0.11	unsat	0.11	unsat	0.11
xs-05-16-1-5-4-3.smt2	unsat	0.11	unsat	0.11	unsat	0.11
xs-05-19-1-4-2-1.smt2	unsat	0.11	unsat	0.11	unsat	0.11
xs-06-07-4-5-4-2.smt2	sat	0.11	sat	0.11	sat	0.11
xs-06-10-1-4-2-5.smt2	unsat	0.11	unsat	0.11	unsat	0.11
xs-06-14-3-1-5-2.smt2	unsat	0.11	unsat	0.11	unsat	0.11
xs-06-18-1-2-1-5.smt2	unsat	0.11	unsat	0.11	unsat	0.11
xs-07-05-5-2-3-5.smt2	unsat	0.11	unsat	0.11	unsat	0.11
xs-07-09-3-4-4-3.smt2	unsat	0.11	unsat	0.11	unsat	0.11
xs-07-13-5-3-2-1.smt2	unsat	0.11	unsat	0.11	unsat	0.11
xs-07-16-2-4-3-5.smt2	unsat	0.21	unsat	0.11	unsat	0.11
xs-07-20-2-5-1-4.smt2	unsat	0.21	unsat	0.11	unsat	0.11
xs-08-07-3-2-3-1.smt2	sat	0.21	sat	0.11	sat	0.11
xs-08-11-4-3-2-2.smt2	sat	0.61	sat	0.11	sat	0.11
xs-08-15-4-2-1-4.smt2	unsat	0.71	unsat	0.11	unsat	0.21
xs-08-19-2-2-3-1.smt2	unsat	0.71	unsat	0.11	unsat	0.21
xs-09-06-1-5-3-2.smt2	sat	0.21	sat	0.11	sat	0.11
xs-09-10-5-1-5-2.smt2	sat	0.21	sat	0.11	sat	0.11
xs-09-13-2-3-1-3.smt2	unsat	1.01	unsat	0.11	unsat	0.21
xs-09-17-2-1-4-1.smt2	unsat	1.01	unsat	0.11	unsat	0.21
xs-10-05-5-2-1-5.smt2	sat	0.21	sat	0.11	sat	0.11
xs-10-08-2-2-4-5.smt2	sat	0.31	sat	0.11	sat	0.11
xs-10-12-4-1-1-4.smt2	sat	0.31	sat	0.11	sat	0.11
xs-10-16-3-5-2-4.smt2	sat	0.91	sat	0.11	sat	0.11
xs-10-19-3-4-2-4.smt2	unsat	2.01	unsat	0.11	unsat	0.41
xs-11-07-3-4-2-3.smt2	sat	0.31	sat	0.11	sat	0.11
xs-11-10-2-5-3-2.smt2	sat	0.31	sat	0.11	sat	0.11
xs-11-14-5-3-1-2.smt2	sat	0.31	sat	0.11	sat	0.11
xs-11-18-3-3-4-1.smt2	unsat	3.81	unsat	0.11	unsat	0.81
xs-12-05-3-3-5-4.smt2	sat	0.61	sat	0.11	sat	0.11
xs-12-08-5-2-5-3.smt2	sat	0.61	sat	0.11	sat	0.11
xs-12-11-1-4-4-3.smt2	sat	0.61	sat	0.11	sat	0.11
xs-12-15-3-2-1-5.smt2	sat	0.61	sat	0.11	sat	0.11
xs-12-19-1-4-1-2.smt2	sat	1.01	sat	0.11	sat	0.31
xs-13-06-1-1-2-4.smt2	sat	0.71	sat	0.11	sat	0.11
xs-13-09-3-2-3-2.smt2	sat	0.71	sat	0.11	sat	0.11
xs-13-12-5-3-4-4.smt2	sat	0.71	sat	0.11	sat	0.11
xs-13-16-3-1-4-1.smt2	sat	0.71	sat	0.11	sat	0.11
xs-13-20-2-2-4-4.smt2	sat	0.71	sat	0.11	sat	0.11
xs-14-07-1-4-1-3.smt2	sat	0.71	sat	0.11	sat	0.11
xs-14-10-3-4-2-2.smt2	sat	0.81	sat	0.11	sat	0.11
xs-14-13-4-2-1-3.smt2	sat	0.71	sat	0.11	sat	0.11
xs-14-17-5-4-3-1.smt2	sat	0.81	sat	0.11	sat	0.11
xs-15-05-2-1-2-3.smt2	sat	0.81	sat	0.11	sat	0.11
xs-15-08-4-5-4-1.smt2	sat	0.81	sat	0.11	sat	0.11
xs-15-11-5-2-2-2.smt2	sat	0.81	sat	0.11	sat	0.11
xs-15-14-5-5-5-1.smt2	sat	0.81	sat	0.11	sat	0.11
xs-15-18-4-1-3-5.smt2	sat	0.81	sat	0.11	sat	0.11
xs-16-06-4-1-3-5.smt2	sat	0.81	sat	0.11	sat	0.11
xs-16-09-4-2-1-5.smt2	sat	0.81	sat	0.11	sat	0.11
xs-16-12-2-5-3-4.smt2	sat	0.91	sat	0.11	sat	0.11
xs-16-15-2-3-4-4.smt2	sat	0.91	sat	0.11	sat	0.11
xs-16-19-3-4-4-1.smt2	sat	0.91	sat	0.11	sat	0.11
xs-17-06-5-5-4-1.smt2	sat	1.01	sat	0.11	sat	0.11
xs-17-09-4-3-5-5.smt2	sat	0.91	sat	0.11	sat	0.11
xs-17-12-3-4-4-1.smt2	sat	0.91	sat	0.11	sat	0.11
xs-17-15-2-2-2-4.smt2	sat	1.01	sat	0.11	sat	0.11
xs-17-19-3-3-3-4.smt2	sat	1.11	sat	0.11	sat	0.11
xs-18-06-4-2-1-1.smt2	sat	1.11	sat	0.11	sat	0.11
xs-18-09-1-5-4-4.smt2	sat	1.11	sat	0.11	sat	0.11
xs-18-12-3-4-4-3.smt2	sat	1.11	sat	0.11	sat	0.11
xs-18-15-4-1-3-1.smt2	sat	1.01	sat	0.11	sat	0.11
xs-18-19-4-1-1-5.smt2	sat	1.01	sat	0.11	sat	0.11
xs-19-06-4-3-2-1.smt2	sat	1.01	sat	0.11	sat	0.11
xs-19-09-4-2-3-5.smt2	sat	1.21	sat	0.11	sat	0.11
xs-19-12-4-2-4-5.smt2	sat	1.21	sat	0.11	sat	0.11
xs-19-15-3-1-3-4.smt2	sat	1.11	sat	0.11	sat	0.11
xs-19-18-2-2-2-5.smt2	sat	1.11	sat	0.11	sat	0.11
xs-20-06-2-3-1-3.smt2	sat	1.21	sat	0.11	sat	0.11
xs-20-09-1-5-4-2.smt2	sat	1.11	sat	0.11	sat	0.11
xs-20-12-3-1-5-2.smt2	sat	1.31	sat	0.11	sat	0.11
xs-20-15-2-2-4-2.smt2	sat	1.31	sat	0.11	sat	0.11
xs-20-18-3-4-5-4.smt2	sat	1.31	sat	0.11	sat	0.11
xs_10_15.smt2	sat	1.31	sat	0.11	sat	0.21
xs_11_16.smt2	sat	1.31	sat	0.11	sat	0.11
xs_12_17.smt2	sat	2.61	sat	0.11	sat	0.61
xs_13_18.smt2	sat	1.21	sat	0.11	sat	0.11
xs_14_19.smt2	sat	1.31	sat	0.11	sat	0.11
xs_15_20.smt2	sat	1.51	sat	0.11	sat	0.11
xs_16_26.smt2	unknown	25.03	sat	0.11	sat	0.91
xs_17_27.smt2	unknown	25.03	sat	0.21	sat	0.21
xs_18_28.smt2	sat	4.51	sat	0.11	sat	0.21
xs_19_29.smt2	unknown	25.03	sat	0.11	sat	0.11
xs_20_30.smt2	unknown	25.03	sat	0.11	sat	0.41
xs_21_31.smt2	unknown	25.03	sat	0.11	sat	0.51
xs_22_32.smt2	sat	8.62	sat	0.11	sat	0.21
xs_23_33.smt2	sat	12.42	sat	0.11	sat	1.51
xs_24_34.smt2	sat	12.72	sat	0.11	sat	0.11
xs_25_35.smt2	sat	7.12	sat	0.11	sat	0.11
