file	axeyum	ax_s	z3	z3_s	cvc5	cvc5_s
countbitsrotate128.smt2	unknown	25.03	unknown	24.03	unknown	26.22
ext_con_008_001_0064.smt2	unknown	24.13	unsat	0.11	unsat	0.11
ext_con_028_008_0064.smt2	unknown	24.13	unsat	0.11	unsat	0.21
ext_con_052_001_0016.smt2	unsat	0.11	unsat	0.11	unsat	0.31
lfsr_002_127_112.smt2	unsat	1.21	unsat	1.91	unsat	0.71
simple_processors_008_006_0004.smt2	unknown	24.24	unsat	4.01	unsat	20.33
try5_small_noof_functions_dwp_sum.quoting_options_from_style.il.dwp.smt2	unsat	0.11	unsat	0.11	unsat	0.11
div3.c.50.smt2	sat	14.33	unknown	24.14	unknown	26.31
bvashr_0687.smt2	unknown	24.13	unknown	24.03	unknown	26.22
148.smt2	unknown	24.33	unknown	24.14	unknown	26.21
bench_1009.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_1216.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_1423.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_1630.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_1838.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_2044.smt2	unsat	0.21	unsat	0.11	unsat	0.11
bench_2251.smt2	unsat	0.41	unsat	0.41	unsat	0.41
bench_2459.smt2	unsat	0.21	unsat	0.11	unsat	0.11
bench_2666.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_464.smt2	unsat	0.11	unsat	0.11	unsat	0.21
bench_671.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_879.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_14.smt2	unsat	1.81	unsat	0.11	unsat	0.81
bench_347.smt2	unsat	1.91	unsat	0.31	unsat	0.71
bench_554.smt2	unsat	1.81	unsat	0.31	unsat	0.71
bench_111.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_1317.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_1524.smt2	sat	0.11	sat	0.51	sat	0.11
bench_1731.smt2	sat	0.11	sat	0.11	sat	0.11
bench_1939.smt2	sat	0.11	sat	0.11	sat	0.11
bench_2145.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_2352.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_256.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_2767.smt2	sat	0.11	sat	0.11	sat	0.11
bench_2974.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_3180.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_3388.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_3595.smt2	sat	0.11	sat	0.51	sat	0.11
bench_3801.smt2	unsat	0.21	unsat	0.21	unsat	0.11
bench_4008.smt2	sat	0.11	sat	0.11	sat	0.11
bench_4215.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_4422.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_463.smt2	sat	0.11	sat	0.11	sat	0.11
bench_4837.smt2	sat	0.11	sat	0.11	sat	0.11
bench_5043.smt2	sat	0.11	sat	0.11	sat	0.11
bench_5250.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_5458.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_5665.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_666.smt2	sat	0.11	sat	0.51	sat	0.11
bench_873.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_108.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_1287.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_218.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_425.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_632.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_84.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_1046.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_126.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_468.smt2	sat	0.11	sat	0.11	sat	0.11
bench_675.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_882.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_190.smt2	sat	0.11	sat	0.11	sat	0.11
bench_1075.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_1282.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_149.smt2	unsat	6.62	unsat	0.21	unsat	0.51
bench_1697.smt2	unsat	1.81	unsat	0.11	unsat	0.31
bench_1903.smt2	unsat	10.62	unsat	0.31	unsat	0.61
bench_211.smt2	unsat	6.52	unsat	0.21	unsat	0.51
bench_2317.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_2524.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_2731.smt2	unsat	0.81	unsat	0.11	unsat	0.21
bench_2939.smt2	sat	0.11	sat	0.11	sat	0.11
bench_3145.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_3352.smt2	unsat	0.61	unsat	0.11	unsat	0.21
bench_356.smt2	unsat	5.82	unsat	0.31	unsat	0.91
bench_3767.smt2	unsat	0.61	unsat	0.11	unsat	0.11
bench_3974.smt2	unsat	0.51	unsat	0.11	unsat	0.21
bench_4180.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_4388.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_4595.smt2	sat	0.11	sat	0.11	sat	0.21
bench_4801.smt2	unsat	0.51	unsat	0.11	unsat	0.11
bench_5008.smt2	unsat	0.31	unsat	0.11	unsat	0.11
bench_5215.smt2	unsat	0.21	unsat	0.11	unsat	0.11
bench_5422.smt2	unsat	0.21	unsat	0.11	unsat	0.11
bench_563.smt2	unsat	6.12	unsat	0.21	unsat	0.81
bench_5837.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_6043.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_6250.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_6458.smt2	unsat	7.12	unsat	0.21	unsat	0.61
bench_6665.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_6872.smt2	sat	0.11	sat	0.11	sat	0.11
bench_7079.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_7286.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_7493.smt2	sat	0.11	sat	0.11	sat	0.11
bench_770.smt2	unsat	5.52	unsat	0.21	unsat	0.51
bench_7908.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_8114.smt2	unsat	6.82	unsat	0.31	unsat	0.51
bench_8321.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_8529.smt2	unsat	6.92	unsat	0.21	unsat	0.51
bench_938.smt2	sat	0.11	sat	0.11	sat	0.11
bench_1468.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_1815.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_2050.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_2274.smt2	sat	0.11	sat	0.11	sat	0.11
bench_2778.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_3050.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_3293.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_350.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_3708.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_460.smt2	unsat	0.11	unsat	0.11	unsat	0.31
bench_7.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_940.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_1148.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_1355.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_1562.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_177.smt2	unsat	0.11	unsat	0.31	unsat	0.31
bench_1977.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_2183.smt2	unsat	0.11	unsat	0.21	unsat	0.11
bench_2390.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_2598.smt2	unsat	0.21	unsat	0.11	unsat	0.11
bench_2804.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_3010.smt2	sat	0.21	sat	0.51	sat	0.91
bench_3218.smt2	sat	0.21	sat	0.41	sat	0.41
bench_454.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_661.smt2	unsat	0.11	unsat	0.11	unsat	0.11
bench_869.smt2	unsat	0.21	unsat	0.11	unsat	0.11
innd_innd_vc33562.smt2	sat	0.51	sat	6.02	sat	1.21
bin_eventlogadm_vc331099.smt2	sat	1.31	sat	1.61	sat	1.41
bin_eventlogadm_vc352379.smt2	sat	4.92	sat	2.41	sat	5.01
bin_libmsrpc_vc1225899.smt2	sat	2.11	sat	3.11	sat	2.01
bin_libsmbclient_vc1225764.smt2	sat	1.81	sat	3.81	sat	1.91
bin_libsmbsharemodes_vc5714.smt2	sat	0.91	sat	0.71	sat	3.51
bin_libsmbsharemodes_vc6315.smt2	sat	1.21	sat	1.71	sat	6.92
testcase15.stp.smt2	unknown	25.44	sat	6.22	sat	16.23
run_03230.trace.cond_026599_0x41821d_00.smt2	unsat	0.11	unsat	0.11	unsat	0.11
convert-jpg2gif-query-1166.smt2	sat	1.41	sat	0.21	sat	0.51
