file	axeyum	ax_s	z3	z3_s	cvc5	cvc5_s
norn-benchmark-0.smt2	sat	0.11	sat	0.11	sat	0.11
norn-benchmark-402.smt2	unsat	0.11	unsat	0.11	unsat	0.11
norn-benchmark-10.smt2	unknown	0.21	unsat	0.11	unsat	0.11
quad-243-4-3-sat.smt2	sat	0.11	sat	0.11	sat	0.11
392.corecstrs.readable.smt2	sat	0.91	sat	0.11	sat	0.11
new.8618.corecstrs.readable.smt2	unknown	25.14	sat	0.11	sat	0.11
10454.corecstrs.readable.smt2	sat	0.11	sat	0.11	sat	0.11
11458.corecstrs.readable.smt2	sat	0.11	sat	0.11	sat	0.11
12293.corecstrs.readable.smt2	sat	0.11	sat	0.11	sat	0.11
12682.corecstrs.readable.smt2	sat	0.11	sat	0.11	sat	0.11
13150.corecstrs.readable.smt2	sat	0.11	sat	0.11	sat	0.11
13565.corecstrs.readable.smt2	sat	0.11	sat	0.11	sat	0.11
14037.corecstrs.readable.smt2	sat	0.11	sat	0.11	sat	0.11
14746.corecstrs.readable.smt2	sat	0.11	sat	0.11	sat	0.11
15255.corecstrs.readable.smt2	sat	0.11	sat	0.11	sat	0.11
16245.corecstrs.readable.smt2	sat	0.11	sat	0.11	sat	0.11
17102.corecstrs.readable.smt2	sat	0.11	sat	0.11	sat	0.11
17683.corecstrs.readable.smt2	sat	0.11	sat	0.11	sat	0.11
18462.corecstrs.readable.smt2	sat	0.11	sat	0.11	sat	0.11
1932.corecstrs.readable.smt2	sat	0.11	sat	0.11	sat	0.11
2854.corecstrs.readable.smt2	sat	0.11	sat	0.11	sat	0.11
3299.corecstrs.readable.smt2	sat	0.11	sat	0.11	sat	0.11
3829.corecstrs.readable.smt2	sat	0.11	sat	0.11	sat	0.11
4408.corecstrs.readable.smt2	sat	0.11	sat	0.11	sat	0.11
5122.corecstrs.readable.smt2	sat	0.11	sat	0.11	sat	0.11
5714.corecstrs.readable.smt2	sat	0.11	sat	0.11	sat	0.11
6604.corecstrs.readable.smt2	sat	0.11	sat	0.11	sat	0.11
7571.corecstrs.readable.smt2	sat	0.11	sat	0.11	sat	0.11
8062.corecstrs.readable.smt2	sat	0.11	sat	0.11	sat	0.11
8567.corecstrs.readable.smt2	sat	0.11	sat	0.11	sat	0.11
8988.corecstrs.readable.smt2	sat	0.11	sat	0.11	sat	0.11
9517.corecstrs.readable.smt2	sat	0.11	sat	0.11	sat	0.11
new.33227.corecstrs.readable.smt2	sat	0.11	sat	0.11	sat	0.11
12358.corecstrs.readable.smt2	unsat	0.31	unsat	0.11	unsat	0.11
14857.corecstrs.readable.smt2	unsat	0.31	unsat	0.11	unsat	0.11
17020.corecstrs.readable.smt2	unsat	0.31	unsat	0.11	unsat	0.11
18340.corecstrs.readable.smt2	unsat	0.31	unsat	0.11	unsat	0.11
19226.corecstrs.readable.smt2	unsat	0.21	unsat	0.11	unsat	0.11
20314.corecstrs.readable.smt2	sat	0.11	sat	0.11	sat	0.11
22110.corecstrs.readable.smt2	unsat	0.21	unsat	0.11	unsat	0.11
5843.corecstrs.readable.smt2	unsat	1.41	unsat	0.11	unsat	0.11
22354.corecstrs.readable.smt2	unsat	0.21	unsat	0.11	unsat	0.11
23217.corecstrs.readable.smt2	sat	0.11	sat	0.11	sat	0.11
24149.corecstrs.readable.smt2	sat	0.11	sat	0.11	sat	0.11
25335.corecstrs.readable.smt2	sat	0.11	sat	0.11	sat	0.11
27694.corecstrs.readable.smt2	unsat	0.11	unsat	0.11	unsat	0.11
29837.corecstrs.readable.smt2	sat	0.11	sat	0.11	sat	0.11
30260.corecstrs.readable.smt2	sat	0.11	sat	0.11	sat	0.11
30903.corecstrs.readable.smt2	sat	0.11	sat	0.11	sat	0.11
32037.corecstrs.readable.smt2	sat	0.11	sat	0.11	sat	0.11
206147393c360e18b6ba0c34cb47d4c65482e1a961a0a1bd0fc94172.smt2	sat	0.11	sat	0.11	sat	0.11
13be2c248c8524bc34daae4b8eafd335c02975ab69068446d5b78993.smt2	sat	0.51	sat	0.11	sat	0.11
2d31f2826acc01ab999b28d82068cb5e0fd67192984caa8209253972.smt2	sat	0.11	sat	0.21	sat	0.11
4539fadfb1209165a954a544a05bc56639f113d24703a008c646838d.smt2	sat	0.31	sat	0.21	sat	0.21
5d178227230e504ec950205977cff0efdfe8510e88665a9aa5cc3ee5.smt2	sat	0.41	sat	0.11	sat	0.11
767ab08289fd60fea92a35479348c204b943a21bf0930f6aad017a73.smt2	unsat	0.11	unsat	0.11	unsat	0.11
8f413cf0efb303d41ed21ea0ae8bd0c9573dd84b3855615476fd0baf.smt2	unsat	0.41	unsat	0.11	unsat	0.11
ade85bd160b0d459b768cedd94bc656acd5eef0e438b73ade363269a.smt2	sat	0.41	sat	0.11	sat	0.11
ca501e915c9c07603faf7e2e5289172471a7a862eb2a27fe35c6dabf.smt2	sat	0.41	sat	0.11	sat	0.11
e7c2fb7ca741530e7a2a635c0c3471aa4ed5d0a2c59ff70a34de3066.smt2	sat	0.41	sat	0.21	sat	0.11
b978f0877e71219badcfae2450864ca7425c01f1b9b1d833c2f2b460.smt2	sat	0.81	sat	0.21	sat	0.11
a9084609afedfd52db78645284503193967a82878c01b33e9c0ce2e3.smt2	sat	0.31	unknown	24.03	sat	0.11
06cb442f5deb35a5d8d6f9c91636908d643a811d4da4d8979c2ce21a.smt2	sat	0.21	sat	0.21	sat	0.21
1b27fc4278ef729d870bf8efc713007e555404c9594c75b5307d98fb.smt2	sat	0.31	sat	0.31	sat	0.21
3098c3e21c83b8a06ed22c06aa534ee0c727220d7f0ba180cd4c03a9.smt2	sat	0.41	sat	0.11	sat	0.11
451ef6b1f1a8a37514b3fd22fb02e69cc8ede671f4435784a85a7308.smt2	sat	0.31	sat	0.11	sat	0.11
598961dd37999d0e41e4039f4be9eecd640e2f08e95f5ccc95aba542.smt2	sat	0.41	sat	0.11	sat	0.11
