file	axeyum	ax_s	z3	z3_s	cvc5	cvc5_s
mbo_E1.smt2	unknown	6.59	unknown	24.03	unsat	0.21
mbo_E13E18.smt2	unknown	25.04	unknown	24.03	unsat	11.92
mbo_E17E24.smt2	unknown	25.14	unknown	24.03	unknown	26.21
mbo_E20E26.smt2	unknown	2.41	unknown	24.03	unsat	0.11
mbo_E2E5.smt2	unknown	25.03	unknown	24.03	unsat	15.82
mbo_E5E13.smt2	unknown	25.14	unknown	24.03	unsat	14.52
mbo_E7E27.smt2	unsat	0.11	unsat	0.11	unsat	0.11
avg60.i_5_5_4.bpl_3.smt2	unknown	24.13	unknown	24.03	unknown	26.21
standard_two_index_06.i_3_2_2.bpl_5.smt2	unknown	8.82	unknown	24.03	unknown	26.21
MulliganEconomicsModel0051a.smt2	unknown	4.22	sat	0.11	sat	0.11
MulliganEconomicsModel0082a.smt2	unknown	12.42	sat	0.11	sat	0.11
30-reverse_folding-0-0.smt2	unknown	12.60	sat	1.31	unknown	26.21
1599121863243316000.smt2	unknown	2.71	sat	0.11	sat	0.11
1599121905450496000.smt2	unknown	12.62	sat	0.11	unknown	26.21
1599122159626470000.smt2	sat	2.71	sat	0.11	sat	0.11
1599122164633784000.smt2	unknown	3.62	sat	0.11	sat	0.11
IsoRightTriangle-Bottema6_1b.smt2	unknown	24.14	sat	0.11	sat	0.11
Triangle-Bottema1_17.smt2	unknown	21.63	sat	0.11	sat	0.11
ProveIneq_ISSAC05_SignPattern_Lemma2.smt2	unknown	4.81	unsat	0.11	unknown	26.22
BDC_ProveIneq_ISSAC10_ex1d.smt2	sat	0.11	sat	0.11	sat	0.11
DDC_ProveIneq_ISSAC05_Bessack_5_m4.smt2	unknown	11.62	unsat	0.11	unsat	0.11
DDC_ProveIneq_Mitrinovic_8_3.smt2	unknown	2.41	unsat	0.11	unsat	0.11
byron-2.t2.c_Iteration2_Loop_4-pieceTemplate.smt2	unknown	24.84	sat	15.13	unknown	26.22
eric2.t2.c_Iteration9_Loop_3-pieceTemplate.smt2	unknown	24.13	unsat	4.11	unsat	4.01
heidy7.t2.c_Iteration2_Lasso_2-pieceTemplate.smt2	unknown	24.24	unsat	0.61	unsat	0.71
p-46.t2.c_Iteration2_Loop_4-pieceTemplate.smt2	unknown	24.74	unknown	24.03	unknown	26.22
polyrank4.t2.c_Iteration9_Loop_2-pieceTemplate.smt2	unknown	24.14	unsat	14.83	unsat	0.71
spiral.t2.c_Iteration22_Loop_4-pieceTemplate.smt2	unknown	24.24	sat	0.91	sat	5.02
BrockschmidtCookFuhs-2013CAV-Fig1_true-termination.c_Iteration2_Loop_4-pieceTemplate.smt2	unknown	24.14	sat	14.12	sat	1.21
KroeningSharyginaTsitovichWintersteiger-2010CAV-Fig1_true-termination.c_Iteration1_Lasso_6-phaseTemplate.smt2	unknown	25.13	unsat	9.82	unknown	26.21
NoriSharma-2013FSE-Fig7_true-termination.c_Iteration1_Loop_6-phaseTemplate.smt2	unknown	24.24	sat	0.41	sat	0.71
min_rf_true-termination.c_Iteration1_Lasso_2-pieceTemplate.smt2	unknown	24.34	unknown	24.03	unknown	26.22
Canberra.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	unknown	24.43	unsat	8.62	unsat	5.51
FourPhase.bpl_Iteration1_Lasso_7-phaseTemplate.smt2	unknown	24.13	sat	0.11	sat	0.41
SantaBarbara01.bpl_Iteration1_Lasso_3-pieceTemplate.smt2	unknown	24.14	unsat	14.72	unsat	0.31
yPositive-SIscaled75.bpl_Iteration1_Loop_2-pieceTemplate.smt2	unknown	24.24	unsat	0.81	unknown	26.21
InVarSynth_pcatest1.bpl_Iteration1_1.smt2	unknown	24.14	sat	0.11	sat	0.31
ball_count_1d_plain.01.seq_lazy_global_11.smt2	unsat	1.11	unsat	0.11	unsat	0.11
ball_count_1d_plain.01.seq_lazy_linear_enc_lemmas_global_9.smt2	unsat	1.71	unsat	0.11	unsat	0.11
ball_count_1d_plain.02.seq_lazy_lemmas_global_5.smt2	unsat	0.61	unsat	0.11	unsat	0.11
ball_count_1d_plain.03.redlog_global_15.smt2	unsat	0.11	unsat	0.31	unsat	0.11
ball_count_1d_plain.03.seq_lazy_linear_enc_lemmas_global_11.smt2	unsat	2.51	unsat	0.11	unsat	0.11
ball_count_1d_plain.04.seq_lazy_global_9.smt2	unsat	0.81	unsat	0.11	unsat	0.11
ball_count_1d_plain.05.qfree_global_5.smt2	unsat	0.21	unsat	0.11	unsat	0.11
ball_count_1d_plain.05.seq_lazy_linear_enc_global_15.smt2	unsat	0.11	unsat	0.31	unsat	0.11
ball_count_1d_plain.10.seq_lazy_global_11.smt2	unsat	1.11	unsat	0.11	unsat	0.11
ball_count_1d_plain.10.seq_lazy_linear_enc_lemmas_global_9.smt2	unsat	1.71	unsat	0.11	unsat	0.11
ball_count_2d_hill.01.seq_lazy_linear_enc_global_5.smt2	unsat	0.71	unsat	0.11	unsat	0.11
ball_count_2d_hill.02.seq_lazy_lemmas_global_15.smt2	unsat	0.11	unsat	0.11	unsat	0.11
ball_count_2d_hill.03.seq_lazy_global_11.smt2	unsat	0.11	unsat	0.11	unsat	0.11
ball_count_2d_hill.03.seq_lazy_linear_enc_lemmas_global_9.smt2	unsat	5.62	unsat	0.11	unsat	0.11
ball_count_2d_hill.04.seq_lazy_linear_enc_global_5.smt2	unsat	0.71	unsat	0.11	unsat	0.11
ball_count_2d_hill.05.seq_lazy_lemmas_global_15.smt2	unsat	0.11	unsat	0.21	unsat	0.11
ball_count_2d_hill.10.seq_lazy_global_11.smt2	unsat	0.11	unsat	0.11	unsat	0.11
ball_count_2d_hill.10.seq_lazy_linear_enc_lemmas_global_9.smt2	unsat	5.61	unsat	0.11	unsat	0.11
ball_count_2d_hill_simple.01.seq_lazy_lemmas_global_5.smt2	unsat	0.81	unsat	0.11	unsat	0.11
ball_count_2d_hill_simple.02.redlog_global_15.smt2	unsat	0.11	unsat	0.11	unsat	0.11
ball_count_2d_hill_simple.02.seq_lazy_linear_enc_lemmas_global_11.smt2	unsat	3.51	unsat	0.11	unsat	0.11
ball_count_2d_hill_simple.03.seq_lazy_global_9.smt2	unsat	1.11	unsat	0.11	unsat	0.11
ball_count_2d_hill_simple.04.qfree_global_5.smt2	unsat	0.21	unsat	0.11	unsat	0.11
ball_count_2d_hill_simple.04.seq_lazy_linear_enc_global_15.smt2	unsat	0.11	unsat	0.11	unsat	0.11
ball_count_2d_hill_simple.05.seq_lazy_global_11.smt2	unsat	1.51	unsat	0.11	unsat	0.11
ball_count_2d_hill_simple.05.seq_lazy_linear_enc_lemmas_global_9.smt2	unsat	2.41	unsat	0.11	unsat	0.11
ball_count_2d_hill_simple.10.seq_lazy_lemmas_global_5.smt2	unsat	0.91	unsat	0.11	unsat	0.11
ball_count_2d_plain.01.redlog_global_15.smt2	unsat	0.11	unsat	0.11	unsat	0.11
ball_count_2d_plain.01.seq_lazy_linear_enc_lemmas_global_11.smt2	unsat	0.11	unsat	0.11	unsat	0.11
ball_count_2d_plain.02.seq_lazy_global_9.smt2	unsat	1.31	unsat	0.11	unsat	0.11
ball_count_2d_plain.03.qfree_global_5.smt2	unsat	0.21	unsat	0.11	unsat	0.11
ball_count_2d_plain.03.seq_lazy_linear_enc_global_15.smt2	unsat	0.11	unsat	0.11	unsat	0.11
ball_count_2d_plain.04.seq_lazy_global_11.smt2	unsat	0.11	unsat	0.11	unsat	0.11
ball_count_2d_plain.04.seq_lazy_linear_enc_lemmas_global_9.smt2	unsat	2.91	unsat	0.11	unsat	0.11
ball_count_2d_plain.05.seq_lazy_lemmas_global_5.smt2	unsat	1.01	unsat	0.11	unsat	0.11
ball_count_2d_plain.10.redlog_global_15.smt2	unsat	0.11	unsat	0.11	unsat	0.11
