file	axeyum	ax_s	z3	z3_s	cvc5	cvc5_s
ball_count_2d_plain.10.seq_lazy_linear_enc_lemmas_global_11.smt2	unsat	0.11	unsat	0.11	unsat	0.11
ball_count_2d_slope.01.seq_lazy_linear_enc_global_9.smt2	unsat	3.21	unsat	0.11	unsat	0.11
ball_count_2d_slope.02.seq_lazy_linear_enc_global_5.smt2	unsat	1.21	unsat	0.11	unsat	0.11
ball_count_2d_slope.03.seq_lazy_linear_enc_global_15.smt2	unsat	0.11	unsat	9.52	unsat	0.11
ball_count_2d_slope.04.seq_lazy_linear_enc_global_11.smt2	unsat	0.11	unsat	1.01	unsat	0.11
ball_count_2d_slope.05.seq_lazy_lemmas_global_9.smt2	unsat	7.72	unsat	1.01	unsat	0.11
ball_count_2d_slope.10.seq_lazy_lemmas_global_5.smt2	unsat	2.81	unsat	0.11	unsat	0.11
etcs_braking_2.01.redlog_global_15.smt2	unknown	24.44	unknown	24.03	unsat	0.21
etcs_braking_2.01.seq_lazy_linear_enc_lemmas_global_11.smt2	unsat	23.34	unsat	0.81	unsat	0.11
simple_ballistics_reach.01.seq_lazy_linear_enc_global_9.smt2	unknown	16.23	unknown	24.03	unknown	26.22
kissing_4_8.smt2	unknown	24.44	unknown	24.03	sat	0.31
CMOS-opamp-chunk-0071.smt2	unknown	0.71	unsat	0.11	unsat	0.11
CMOS-opamp-chunk-0146.smt2	unknown	1.81	unsat	0.11	unsat	0.11
CMOS-opamp-chunk-0211.smt2	sat	0.11	sat	0.11	sat	0.11
CMOS-opamp-chunk-0295.smt2	unknown	3.41	unsat	0.11	unsat	0.11
CONVOI2-chunk-0028.smt2	sat	0.11	sat	0.11	sat	0.11
Chua-1-IL-L-chunk-0065.smt2	unsat	0.11	unsat	0.11	unsat	0.11
Chua-1-IL-L-chunk-0141.smt2	unsat	0.11	unsat	0.11	unsat	0.11
Chua-1-IL-U-chunk-0075.smt2	unknown	0.11	sat	0.11	sat	0.11
Chua-1-VC1-L-chunk-0080.smt2	unknown	0.71	unsat	0.11	unsat	0.11
Chua-1-VC1-L-chunk-0158.smt2	unsat	0.11	unsat	0.11	unsat	0.11
Chua-1-VC2-L-chunk-0025.smt2	sat	0.11	sat	0.11	sat	0.11
Chua-1-VC2-U-chunk-0037.smt2	sat	0.11	sat	0.11	sat	0.11
Chua-1-VC2-U-chunk-0110.smt2	sat	0.11	sat	0.11	sat	0.11
Chua-2-IL-L-chunk-0036.smt2	sat	0.11	sat	0.11	sat	0.11
Chua-2-IL-L-chunk-0103.smt2	sat	0.11	sat	0.11	sat	0.11
Chua-2-IL-U-chunk-0064.smt2	sat	0.11	sat	0.11	sat	0.11
Chua-2-VC1-L-chunk-0050.smt2	sat	0.11	sat	0.11	sat	0.11
Chua-2-VC1-L-chunk-0118.smt2	sat	0.11	sat	0.11	sat	0.11
Chua-2-VC1-U-chunk-0070.smt2	sat	0.11	sat	0.11	sat	0.11
Chua-2-VC2-L-chunk-0039.smt2	unsat	0.11	unsat	0.11	unsat	0.11
Chua-2-VC2-U-chunk-0049.smt2	unsat	0.11	unsat	0.11	unsat	0.11
Lyapunov1a-chunk-0004.smt2	sat	0.11	sat	0.11	sat	0.11
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0040.smt2	unknown	1.61	sat	0.11	sat	0.11
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0160.smt2	unknown	1.61	unsat	0.11	unsat	0.11
RL-high-pass-circuit-gain-chunk-0012.smt2	unknown	2.41	unsat	0.11	unsat	0.11
asin-8-vars4-chunk-0049.smt2	sat	0.11	sat	0.11	sat	0.11
atan-problem-1-chunk-0073.smt2	sat	0.11	sat	0.11	sat	0.11
atan-problem-2-chunk-0014.smt2	unknown	4.02	sat	0.11	sat	0.11
atan-problem-2-chunk-0083.smt2	sat	0.11	sat	0.11	sat	0.11
atan-problem-2-sqrt-weak-chunk-0024.smt2	unsat	0.11	unsat	0.11	unsat	0.11
atan-problem-2-weak-chunk-0018.smt2	unknown	4.11	sat	0.11	sat	0.11
atan-problem-2-weak-chunk-0089.smt2	unknown	3.82	sat	0.11	sat	0.11
atan-problem-2-weak-chunk-0159.smt2	unknown	6.52	sat	0.11	sat	0.11
atan-problem-2-weak-chunk-0224.smt2	unsat	0.11	unsat	0.11	unsat	0.11
atan-problem-2-weak2-chunk-0085.smt2	unsat	0.11	unsat	0.11	unsat	0.11
atan-problem-2-weakT-chunk-0032.smt2	sat	0.11	sat	0.11	sat	0.11
atan-vega-3-chunk-0059.smt2	unsat	0.11	unsat	0.11	unsat	0.11
atan-vega-3-chunk-0121.smt2	sat	0.11	sat	0.11	sat	0.11
atan-vega-3-chunk-0181.smt2	sat	0.11	sat	0.11	sat	0.11
atan-vega-3-chunk-0242.smt2	unknown	2.31	unsat	0.11	unsat	0.11
atan-vega-3-chunk-0302.smt2	sat	0.11	sat	0.11	sat	0.11
atan-vega-3-chunk-0362.smt2	sat	0.11	sat	0.11	sat	0.11
atan-vega-3-chunk-0425.smt2	sat	0.11	sat	0.11	sat	0.11
atan-vega-3-chunk-0485.smt2	sat	0.11	sat	0.11	sat	0.11
atan-vega-3-chunk-0545.smt2	unknown	4.52	unsat	0.11	unsat	0.11
atan-vega-3-chunk-0605.smt2	unsat	0.11	unsat	0.11	unsat	0.11
atan-vega-3-weak-chunk-0104.smt2	unsat	0.11	unsat	0.11	unsat	0.11
atan-vega-3-weak-chunk-0174.smt2	unsat	0.11	unsat	0.11	unsat	0.11
atan-vega-3-weak-chunk-0243.smt2	unknown	1.61	sat	0.11	sat	0.11
atan-vega-3-weak-chunk-0314.smt2	sat	0.11	sat	0.11	unknown	26.21
atan-vega-3-weak-chunk-0388.smt2	unknown	11.32	unsat	0.11	unsat	0.11
atan-vega-3-weak-chunk-0459.smt2	sat	0.11	sat	0.11	sat	0.11
atan-vega-3-weak-chunk-0525.smt2	sat	0.11	sat	0.11	sat	0.11
atan-vega-3-weak-chunk-0588.smt2	sat	0.11	sat	0.11	sat	0.11
atan-vega-3-weak-chunk-0653.smt2	unknown	2.71	sat	0.11	sat	0.11
atan-vega-3-weak-chunk-0713.smt2	sat	0.11	sat	0.11	sat	0.11
cbrt-problem-3-chunk-0076.smt2	sat	0.11	sat	0.11	sat	0.11
cbrt-problem-3-weak-chunk-0110.smt2	sat	0.11	sat	0.11	sat	0.11
exp-problem-10-2-chunk-0017.smt2	unknown	4.32	sat	0.11	sat	0.11
exp-problem-10-2-chunk-0081.smt2	unsat	0.11	unsat	0.11	unsat	0.11
exp-problem-10-2-chunk-0145.smt2	unsat	0.11	unsat	0.11	unsat	0.11
exp-problem-10-2-chunk-0205.smt2	sat	0.11	sat	0.11	sat	0.11
exp-problem-10-2-chunk-0266.smt2	unknown	2.71	unsat	0.11	unsat	0.11
exp-problem-10-2-chunk-0326.smt2	unsat	0.11	unsat	0.11	unsat	0.11
exp-problem-10-3-chunk-0011.smt2	sat	0.11	sat	0.11	sat	0.11
exp-problem-10-3-chunk-0074.smt2	unsat	0.51	unsat	0.11	unsat	0.11
exp-problem-10-3-chunk-0139.smt2	unknown	24.04	sat	0.11	sat	0.11
exp-problem-10-3-weak-chunk-0016.smt2	unknown	25.03	unsat	0.11	unsat	0.11
exp-problem-10-3-weak-chunk-0081.smt2	unknown	1.11	unsat	0.11	unsat	0.11
exp-problem-10-3-weak-chunk-0142.smt2	unknown	23.33	sat	0.11	sat	0.11
exp-problem-10-3-weak-chunk-0204.smt2	unknown	12.52	unsat	0.11	unsat	0.11
polypaver-bench-exp-3d-chunk-0105.smt2	unknown	7.42	unsat	0.11	unsat	0.41
polypaver-bench-sqrt-3d-chunk-0097.smt2	sat	0.11	sat	0.11	sat	0.11
polypaver-bench-sqrt-3d-chunk-0213.smt2	sat	0.11	sat	0.11	sat	0.11
polypaver-bench-sqrt-3d-chunk-0285.smt2	sat	0.11	sat	0.11	sat	0.11
polypaver-bench-sqrt-3d-chunk-0349.smt2	sat	0.11	sat	0.11	sat	0.11
polypaver-bench-sqrt-3d-chunk-0422.smt2	sat	0.11	sat	0.11	sat	0.11
polypaver-bench-sqrt-3d-chunk-0490.smt2	sat	0.11	sat	0.11	sat	0.11
polypaver-sqrt43-int-3vars-chunk-0046.smt2	unknown	18.53	sat	0.11	sat	0.11
sin-344-3-chunk-0018.smt2	sat	3.31	sat	0.11	sat	0.11
sin-344-4-chunk-0045.smt2	unsat	0.21	unsat	0.11	unsat	0.11
sin-cos-346-b-chunk-0073.smt2	sat	0.11	sat	0.11	sat	0.11
sin-cos-346-b-chunk-0147.smt2	unknown	15.93	unsat	0.11	unsat	0.11
sin-cos-346-b-chunk-0227.smt2	unknown	4.31	sat	0.11	sat	0.11
sin-cos-346-b-chunk-0291.smt2	unknown	3.62	sat	0.11	sat	0.11
sin-cos-346-b-chunk-0353.smt2	unknown	4.62	sat	0.11	sat	0.11
sin-cos-346-b-chunk-0419.smt2	unknown	0.71	unsat	0.11	unsat	0.11
sin-cos-346-b-chunk-0479.smt2	unknown	1.11	sat	0.11	sat	0.11
sin-cos-346-b-chunk-0543.smt2	unknown	12.42	sat	0.11	sat	0.11
sin-cos-346-b-chunk-0612.smt2	sat	0.11	sat	0.11	sat	0.11
sin-problem-10-3-chunk-0028.smt2	sat	0.11	sat	0.11	sat	0.11
sin-problem-7-chunk-0124.smt2	unknown	1.21	sat	0.11	sat	0.11
sin-problem-7-chunk-0203.smt2	unknown	3.91	sat	0.11	sat	0.11
sin-problem-7-chunk-0278.smt2	unsat	0.11	unsat	0.11	unsat	0.11
sin-problem-7-chunk-0353.smt2	sat	1.81	sat	0.11	sat	0.11
sin-problem-7-weak-chunk-0131.smt2	unknown	6.62	sat	0.11	sat	0.11
sin-problem-7-weak2-chunk-0051.smt2	sat	0.41	sat	0.11	sat	0.11
sin-problem-7-weak2-chunk-0129.smt2	unknown	2.41	unsat	0.11	unknown	26.22
sin-problem-8-weak-chunk-0050.smt2	unknown	0.21	sat	0.11	sat	0.11
sqrt-1mcosq-7-chunk-0070.smt2	sat	0.41	sat	0.11	sat	0.11
sqrt-1mcosq-7-chunk-0160.smt2	sat	0.11	sat	0.11	sat	0.11
sqrt-1mcosq-8-chunk-0014.smt2	unsat	0.11	unsat	0.11	unsat	0.11
sqrt-1mcosq-8-chunk-0094.smt2	sat	1.31	sat	0.11	sat	0.11
sqrt-1mcosq-8-chunk-0160.smt2	sat	16.23	sat	0.11	sat	0.11
sqrt-1mcosq-8-chunk-0228.smt2	unknown	12.52	sat	0.11	sat	0.11
sqrt-1mcosq-8-chunk-0291.smt2	unknown	1.71	unsat	0.11	unsat	0.11
sqrt-1mcosq-8-chunk-0354.smt2	unknown	0.11	unsat	0.11	unsat	0.11
sqrt-1mcosq-8-chunk-0421.smt2	unknown	0.21	sat	0.11	sat	0.11
sqrt-1mcosq-8-chunk-0485.smt2	unsat	0.11	unsat	0.11	unsat	0.11
sqrt-1mcosq-8-chunk-0562.smt2	unknown	3.11	sat	0.11	sat	0.11
sqrt-1mcosq-8-chunk-0627.smt2	sat	0.21	sat	0.11	sat	0.11
sqrt-1mcosq-8-chunk-0695.smt2	unknown	1.61	sat	0.11	sat	0.11
sqrt-circles-3-chunk-0021.smt2	unknown	12.42	unsat	0.11	unsat	0.11
sqrt-problem-12vars3-chunk-0089.smt2	unknown	9.32	unsat	0.11	unsat	0.11
sqrt-problem-13-sqrt1-chunk-0073.smt2	unsat	0.11	unsat	0.11	unsat	0.11
sqrt-problem-Melquiond2-chunk-0063.smt2	sat	0.11	sat	0.11	sat	0.11
