file	axeyum	ax_s	z3	z3_s	cvc5	cvc5_s
c10_problem__001.smt2.slack.smt2	sat	0.11	sat	0.11	sat	0.11
v10_problem_2__016.smt2.slack.smt2	unsat	0.11	unsat	0.11	unsat	0.11
v15_problem_2__015.smt2.slack.smt2	sat	0.51	sat	1.32	sat	0.11
v20_problem_2__031.smt2.slack.smt2	unsat	0.11	unsat	0.21	unsat	0.11
v25_problem_2__027.smt2.slack.smt2	unknown	24.54	sat	0.31	unknown	26.21
v30_problem_2__023.smt2.slack.smt2	unknown	24.24	sat	0.11	sat	4.12
v35_problem_2__019.smt2.slack.smt2	sat	4.21	sat	0.11	sat	6.21
v40_problem_2__015.smt2.slack.smt2	sat	6.62	sat	0.11	sat	1.61
v45_problem_2__011.smt2.slack.smt2	sat	8.92	sat	0.11	sat	2.31
cut_lemma_02_010.smt2.slack.smt2	unsat	0.11	unsat	0.11	unsat	0.11
cut_lemma_02_016.smt2.slack.smt2	unknown	24.33	unsat	23.73	unknown	26.22
unbd-sage5.smt2	unknown	24.13	unknown	24.03	unknown	26.21
unbd-sage19.smt2	unknown	0.41	unknown	24.03	unknown	26.21
49.lp.smt2	sat	0.21	sat	0.11	sat	0.11
0006-still_live-11-1.smt2	sat	1.41	sat	0.61	sat	1.01
182-incremental_scheduling-17280-0.smt2	unknown	24.13	sat	0.61	sat	6.21
09-treeWeight-729-8leaves.smt2	sat	8.42	sat	0.51	sat	0.31
apache-get-tag-O0.smt2	unknown	25.14	unsat	0.61	unsat	4.42
jm2006_variant-O0.smt2	unknown	25.03	unsat	0.51	unsat	2.61
RF-07.smt2	sat	0.11	sat	0.11	sat	0.11
RF-11.smt2	sat	0.31	sat	0.21	sat	0.11
RF-13.smt2	sat	8.82	sat	0.31	sat	0.31
RF-15.smt2	sat	1.21	sat	0.51	sat	0.61
RC-01.smt2	sat	0.11	sat	0.11	sat	0.11
RC-03.smt2	unsat	0.11	unsat	0.11	unsat	0.11
RC-06.smt2	unsat	0.11	unsat	0.11	unsat	0.11
RC-10.smt2	sat	0.11	sat	0.11	sat	0.11
RF-00.smt2	sat	0.11	sat	0.11	sat	0.11
RF-07.smt2	sat	0.11	sat	0.11	sat	0.11
RF-14.smt2	sat	0.11	sat	0.11	sat	0.11
RC-02.smt2	sat	0.11	sat	0.11	sat	0.11
RC-04.smt2	sat	0.11	sat	0.11	sat	0.11
RC-06.smt2	sat	0.11	sat	0.11	sat	0.11
RC-08.smt2	sat	0.21	sat	0.11	sat	0.11
RC-10.smt2	sat	0.51	sat	0.11	sat	0.11
RC-12.smt2	sat	1.41	sat	0.11	sat	0.11
RC-14.smt2	sat	0.61	sat	0.11	sat	0.21
RF-00.smt2	sat	0.61	sat	0.11	sat	0.21
RF-02.smt2	sat	8.72	sat	0.21	sat	0.31
RF-04.smt2	sat	8.72	sat	0.21	sat	0.31
RF-07.smt2	sat	0.11	sat	0.11	sat	0.11
RF-12.smt2	sat	0.11	sat	0.11	sat	0.11
RC-05.smt2	sat	0.11	sat	0.11	sat	0.11
RC-08.smt2	unsat	0.11	unsat	0.11	unsat	0.11
RC-10.smt2	unsat	0.11	unsat	0.11	unsat	0.11
RC-12.smt2	sat	0.11	sat	0.11	sat	0.11
RC-14.smt2	sat	0.11	sat	0.11	sat	0.11
RF-03.smt2	sat	0.11	sat	0.11	sat	0.11
RF-07.smt2	sat	0.11	sat	0.11	sat	0.11
RF-13.smt2	sat	0.11	sat	0.11	sat	0.11
RC-00.smt2	unsat	0.11	unsat	0.11	unsat	0.11
RC-03.smt2	sat	0.11	sat	0.11	sat	0.11
RC-07.smt2	unknown	18.53	unknown	24.23	sat	12.92
RC-10.smt2	unsat	0.11	unsat	0.11	unsat	0.11
RC-12.smt2	sat	0.11	sat	0.11	sat	0.11
RF-08.smt2	sat	0.11	sat	0.11	sat	0.11
RF-13.smt2	sat	0.11	sat	0.11	sat	0.11
RC-00.smt2	sat	0.11	sat	0.11	sat	0.11
RC-04.smt2	sat	0.11	sat	0.11	sat	0.11
RC-06.smt2	unsat	0.11	unsat	0.11	unsat	0.11
RC-08.smt2	sat	0.11	sat	0.11	sat	0.11
RC-10.smt2	sat	0.11	sat	0.11	sat	0.11
RC-12.smt2	sat	0.11	sat	0.11	sat	0.11
RC-14.smt2	sat	0.11	sat	0.11	sat	0.11
RF-01.smt2	sat	0.11	sat	0.11	sat	0.11
RF-04.smt2	sat	0.11	sat	0.11	sat	0.11
RF-11.smt2	unsat	0.11	unsat	0.11	unsat	0.11
RF-14.smt2	unsat	0.11	unsat	0.11	unsat	0.11
RC-02.smt2	sat	0.11	sat	0.11	sat	0.11
RC-04.smt2	sat	0.11	sat	0.11	sat	0.11
RC-06.smt2	sat	0.11	sat	0.11	sat	0.11
RC-10.smt2	sat	0.11	sat	0.11	sat	0.11
RC-14.smt2	sat	0.11	sat	0.11	sat	0.11
RF-03.smt2	sat	0.11	sat	0.11	sat	0.11
RF-05.smt2	sat	0.11	sat	0.11	sat	0.11
RF-08.smt2	sat	0.51	sat	0.11	sat	0.21
RF-10.smt2	unsat	0.11	unsat	0.11	unsat	0.11
RF-12.smt2	unsat	0.11	unsat	0.11	unsat	0.11
RF-14.smt2	sat	0.31	sat	0.11	sat	0.11
RC-00.smt2	sat	0.11	sat	0.11	sat	0.11
RC-03.smt2	sat	0.11	sat	0.11	sat	0.11
RC-09.smt2	unsat	0.11	unsat	0.11	unsat	0.11
RC-12.smt2	sat	0.11	sat	0.11	sat	0.11
RF-03.smt2	unsat	0.11	unsat	0.11	unsat	0.11
RF-11.smt2	unsat	0.11	unsat	0.11	unsat	0.11
RC-03.smt2	sat	0.11	sat	0.11	sat	0.11
RC-06.smt2	sat	0.31	sat	0.11	sat	0.11
RC-09.smt2	unknown	25.03	sat	1.11	sat	2.31
RC-11.smt2	unknown	25.03	unknown	24.03	unsat	3.51
RC-13.smt2	sat	0.51	sat	0.11	sat	0.21
RC-15.smt2	unknown	25.14	sat	0.31	sat	2.11
RF-01.smt2	sat	0.11	sat	0.11	sat	0.11
RF-06.smt2	sat	1.11	sat	0.41	sat	1.11
RF-09.smt2	unknown	25.03	unknown	24.03	unknown	22.41
RF-11.smt2	unsat	0.11	unsat	0.11	unsat	0.11
RF-13.smt2	unsat	0.11	unsat	0.11	unsat	0.11
RC-03.smt2	sat	0.11	sat	0.11	sat	0.11
RC-13.smt2	sat	0.11	sat	0.11	sat	0.11
RF-11.smt2	sat	0.11	sat	0.11	sat	0.11
RC-02.smt2	sat	0.11	sat	0.11	sat	0.11
RC-09.smt2	sat	0.11	sat	0.11	sat	0.11
RF-01.smt2	sat	0.11	sat	0.11	sat	0.11
RF-10.smt2	unsat	0.11	unsat	0.11	unsat	0.11
RC-04.smt2	sat	0.11	sat	0.11	sat	0.11
RC-12.smt2	sat	0.11	sat	0.11	sat	0.11
RF-05.smt2	sat	0.11	sat	0.11	sat	0.11
RC-02.smt2	sat	0.11	sat	0.11	sat	0.11
RC-11.smt2	sat	0.11	sat	0.11	sat	0.11
60_60_46_20_sat.smt2	unknown	10.52	unknown	24.03	unknown	26.22
problem__006.smt2	unknown	0.11	unsat	0.11	unsat	0.11
problem_2__026.smt2	unsat	0.11	unsat	0.11	unsat	0.11
problem_2__022.smt2	unsat	0.11	unsat	0.11	unsat	0.11
problem__003.smt2	sat	0.11	sat	0.11	sat	0.11
problem_2__034.smt2	unknown	24.03	sat	0.21	sat	0.11
problem_2__030.smt2	sat	2.01	sat	0.11	sat	0.41
problem_2__026.smt2	unknown	24.23	sat	0.31	sat	1.21
problem_2__022.smt2	sat	1.21	sat	0.11	sat	0.41
problem_2__018.smt2	sat	1.81	sat	0.11	sat	0.51
MULTIPLIER_64.msat.smt2	sat	0.41	sat	0.11	sat	0.11
constraint-1107622.smt2	unknown	0.51	unknown	24.14	unknown	26.21
constraint-654327.smt2	unknown	0.41	unknown	24.04	unknown	26.22
ex13800_2600_100.smt2	unknown	24.13	unsat	0.41	unsat	2.21
ex20400_2600_100.smt2	unknown	24.13	sat	0.31	sat	0.31
ex27000_2600_100.smt2	unknown	24.13	sat	0.31	sat	0.31
ex8500_2600_100.smt2	unknown	24.23	unsat	0.11	unsat	0.21
ex3000_2400_100.smt2	unsat	8.12	unsat	0.11	unsat	0.21
ex4320_2400_100.smt2	unsat	8.12	unsat	0.11	unsat	0.21
ex5640_2400_100.smt2	unknown	24.13	sat	1.31	sat	0.91
ex6960_2400_100.smt2	sat	19.93	sat	0.31	sat	0.31
ex8280_2400_100.smt2	sat	16.43	sat	0.21	sat	0.41
ex9600_2400_100.smt2	sat	14.72	sat	0.21	sat	0.31
convert-jpg2gif-query-1143.smt2	sat	8.72	sat	0.11	sat	0.61
convert-jpg2gif-query-1214.smt2	unsat	0.11	unsat	0.11	unsat	0.11
convert-jpg2gif-query-1423.smt2	unknown	24.13	sat	0.11	sat	9.82
convert-jpg2gif-query-1501.smt2	unknown	8.52	sat	0.21	unknown	26.21
convert-jpg2gif-query-1586.smt2	unknown	8.72	sat	0.11	unknown	26.22
cut_lemma_01_009.smt2	unsat	0.11	unsat	0.11	unsat	0.11
cut_lemma_03_009.smt2	unknown	24.03	unsat	22.13	unknown	26.21
20-30.smt2	sat	9.82	sat	0.31	sat	0.81
30-34.smt2	sat	0.81	sat	0.21	sat	0.31
40-30.smt2	sat	10.82	sat	0.41	unknown	26.21
FISCHER10-13-fair.smt2	unknown	24.33	unsat	3.92	unsat	6.11
FISCHER6-4-fair.smt2	unsat	0.41	unsat	0.11	unsat	0.11
prp-10-47.smt2	unknown	25.03	unknown	24.14	unknown	26.21
prp-22-48.smt2	unknown	25.03	unknown	24.14	unknown	26.22
prp-34-50.smt2	unknown	25.14	unknown	24.14	unknown	26.22
prp-48-49.smt2	unknown	25.03	unknown	24.14	unknown	26.21
prp-60-49.smt2	unknown	25.03	unknown	24.14	unknown	26.21
prp-76-49.smt2	unknown	18.83	unknown	24.14	unknown	26.21
prp-17-46.smt2	unknown	25.03	unknown	24.03	unknown	26.21
prp-29-47.smt2	unknown	25.04	unknown	24.14	unknown	26.21
prp-40-50.smt2	unknown	25.14	unknown	24.14	unknown	26.21
prp-9-47.smt2	unknown	25.03	unknown	24.14	unknown	26.21
prp-17-34.smt2	unknown	25.03	sat	1.31	unknown	26.21
prp-20-49.smt2	unknown	25.14	sat	9.02	unknown	26.22
prp-26-37.smt2	unknown	25.03	sat	1.51	unknown	26.22
prp-30-44.smt2	unknown	25.03	sat	4.81	unknown	26.22
prp-35-43.smt2	unknown	25.14	unknown	24.03	unknown	26.22
prp-4-38.smt2	unknown	25.03	sat	1.91	unknown	26.21
prp-44-39.smt2	unknown	16.73	unsat	13.52	unknown	26.21
prp-49-49.smt2	unknown	25.14	unknown	24.03	unknown	26.21
prp-57-48.smt2	unknown	25.03	unsat	12.52	unknown	26.21
prp-2-200.smt2	unknown	25.04	sat	15.13	unknown	26.21
prp-9-46.smt2	unknown	25.14	sat	2.81	unknown	26.21
prp-2-47.smt2	unknown	25.04	sat	3.41	unknown	26.22
prp-31-50.smt2	unknown	25.03	sat	7.72	unknown	26.21
prp-44-46.smt2	unknown	25.14	unsat	4.01	unknown	26.22
prp-56-47.smt2	unknown	25.03	unsat	3.91	unknown	26.21
prp-70-49.smt2	unknown	16.93	unsat	14.42	unknown	26.21
prp-15-46.smt2	unknown	25.14	sat	8.72	unknown	26.21
prp-27-47.smt2	unknown	25.03	unknown	24.03	unknown	26.21
prp-39-48.smt2	unknown	25.03	unknown	24.03	unknown	26.22
prp-50-49.smt2	unknown	25.14	unknown	24.03	unknown	26.21
prp-16-46.smt2	unknown	25.04	unsat	1.11	unknown	26.21
prp-5-47.smt2	unknown	25.03	unsat	2.71	unknown	26.21
prp-35-43.smt2	unknown	25.14	unsat	1.41	unknown	26.21
prp-52-50.smt2	unknown	25.03	unsat	6.32	unknown	26.22
prp-0-48.smt2	unknown	25.04	sat	0.71	unknown	26.21
prp-19-50.smt2	unknown	25.14	unknown	24.03	unknown	26.21
prp-0-19.smt2	unknown	24.13	sat	0.21	sat	1.61
prp-18-31.smt2	unknown	25.04	sat	0.71	unknown	26.21
prp-3-29.smt2	unknown	25.14	unsat	1.11	unknown	26.21
prp-8-22.smt2	unknown	25.03	sat	0.31	sat	6.62
prp-15-38.smt2	unknown	25.03	unsat	0.41	unknown	26.21
prp-36-31.smt2	unknown	16.23	unsat	0.61	unknown	26.21
prp-0-47.smt2	unknown	25.03	sat	0.21	sat	1.11
normalized-j606_1-unsat.smt2	unsat	0.11	unsat	0.21	unsat	0.81
prime_cone_unsat_20.smt2	unsat	0.11	unsat	0.21	unsat	0.11
ring_2exp12_6vars_4ite_unsat.smt2	unknown	24.03	unknown	24.03	unknown	26.21
ring_2exp14_9vars_7ite_unsat.smt2	unknown	24.13	unknown	24.03	unknown	26.21
ring_2exp4_7vars_4ite_unsat.smt2	unknown	24.14	unknown	24.03	unknown	26.21
ring_2exp8_4vars_1ite_unsat.smt2	unknown	24.23	unsat	0.31	unsat	0.61
ring_2exp10_8vars_3ite_unsat.smt2	unknown	24.23	unsat	0.11	unknown	26.21
ring_2exp14_5vars_3ite_unsat.smt2	unknown	24.13	unsat	1.01	unknown	26.21
ring_2exp16_9vars_1ite_unsat.smt2	unknown	24.14	unsat	0.11	unknown	26.21
ring_2exp6_6vars_4ite_unsat.smt2	unknown	24.23	unsat	0.21	unknown	26.21
ring_2exp8_9vars_7ite_unsat.smt2	unknown	24.13	unknown	24.03	unknown	26.21
25-12.slack.smt2	sat	2.11	sat	0.11	unknown	26.21
35-11.slack.smt2	sat	4.02	sat	0.11	sat	0.21
40-8.slack.smt2	sat	5.71	sat	0.11	sat	1.41
