file	axeyum	ax_s	z3	z3_s	cvc5	cvc5_s
v1l20001.cvc.smt2	sat	0.11	sat	0.11	sat	0.11
v1l20044.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
v1l20087.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
v1l30030.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
v1l30073.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
v1l40016.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
v1l40059.cvc.smt2	unknown	0.11	unsat	0.11	unsat	0.11
v1l50002.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
v1l50045.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
v1l50088.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
v1l60031.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
v1l60074.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
v1l70017.cvc.smt2	unknown	0.11	unsat	0.11	unsat	0.11
v1l70060.cvc.smt2	unknown	0.11	unsat	0.11	unsat	0.11
v1l80003.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
v1l80046.cvc.smt2	unknown	0.11	unsat	0.11	unsat	0.11
v1l80089.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
v1l90032.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
v1l90075.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
v10l20018.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
v10l20061.cvc.smt2	sat	0.11	sat	0.11	sat	0.11
v10l30004.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
v10l30047.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
v10l30090.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
v10l40033.cvc.smt2	sat	0.11	sat	0.11	sat	0.11
v10l40076.cvc.smt2	sat	0.11	sat	0.11	sat	0.11
v10l50019.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
v10l50062.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
v10l60005.cvc.smt2	sat	0.11	sat	0.11	sat	0.11
v10l60048.cvc.smt2	sat	0.11	sat	0.11	sat	0.11
v10l60091.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
v10l70034.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
v10l70077.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
v10l80020.cvc.smt2	sat	0.11	sat	0.11	sat	0.11
v10l80063.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
v10l90006.cvc.smt2	sat	0.11	sat	0.11	sat	0.11
v10l90049.cvc.smt2	sat	0.11	sat	0.11	sat	0.11
v10l90092.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
v2l20035.cvc.smt2	sat	0.11	sat	0.11	sat	0.11
v2l20078.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
v2l30021.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
v2l30064.cvc.smt2	sat	0.11	sat	0.11	sat	0.11
v2l40007.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
v2l40050.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
v2l40093.cvc.smt2	unknown	0.11	unsat	0.11	unsat	0.11
v2l50036.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
v2l50079.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
v2l60022.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
v2l60065.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
v2l70008.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
v2l70051.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
v2l70094.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
v2l80037.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
v2l80080.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
v2l90023.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
v2l90066.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
v3l20009.cvc.smt2	sat	0.11	sat	0.11	sat	0.11
v3l20052.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
v3l20095.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
v3l30038.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
v3l30081.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
v3l40024.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
v3l40067.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
v3l50010.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
v3l50053.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
v3l50096.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
v3l60039.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
v3l60082.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
v3l70025.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
v3l70068.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
v3l80011.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
v3l80054.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
v3l80097.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
v3l90040.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
v3l90083.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
v5l20026.cvc.smt2	sat	0.11	sat	0.11	sat	0.11
v5l20069.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
v5l30012.cvc.smt2	sat	0.11	sat	0.11	sat	0.11
v5l30055.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
v5l30098.cvc.smt2	sat	0.11	sat	0.11	sat	0.11
v5l40041.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
v5l40084.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
v5l50027.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
v5l50070.cvc.smt2	sat	0.11	sat	0.11	sat	0.11
v5l60013.cvc.smt2	sat	0.11	sat	0.11	sat	0.11
v5l60056.cvc.smt2	sat	0.11	sat	0.11	sat	0.11
v5l60099.cvc.smt2	unknown	0.11	unsat	0.11	unsat	0.11
v5l70042.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
v5l70085.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
