file	axeyum	ax_s	z3	z3_s	cvc5	cvc5_s
v5l80028.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
v5l80071.cvc.smt2	unknown	0.11	unsat	0.11	unsat	0.11
v5l90014.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
v5l90057.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
v5l90100.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
typed_v1l20043.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
typed_v1l20086.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
typed_v1l30029.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
typed_v1l30072.cvc.smt2	unknown	0.11	unsat	0.11	unsat	0.11
typed_v1l40015.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
typed_v1l40058.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
typed_v1l50001.cvc.smt2	unknown	0.11	unsat	0.11	unsat	0.11
typed_v1l50044.cvc.smt2	unknown	0.11	unsat	0.11	unsat	0.11
typed_v1l50087.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
typed_v1l60030.cvc.smt2	unknown	0.11	unsat	0.11	unsat	0.11
typed_v1l60073.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
typed_v1l70016.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
typed_v1l70059.cvc.smt2	unknown	0.11	unsat	0.11	unsat	0.11
typed_v1l80002.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
typed_v1l80045.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
typed_v1l80088.cvc.smt2	unknown	0.11	unsat	0.11	unsat	0.11
typed_v1l90031.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
typed_v1l90074.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
typed_v10l20017.cvc.smt2	sat	0.11	sat	0.11	sat	0.11
typed_v10l20060.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
typed_v10l30003.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
typed_v10l30046.cvc.smt2	sat	0.11	sat	0.11	sat	0.11
typed_v10l30089.cvc.smt2	sat	0.11	sat	0.11	sat	0.11
typed_v10l40032.cvc.smt2	unknown	0.11	unsat	0.11	unsat	0.11
typed_v10l40075.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
typed_v10l50018.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
typed_v10l50061.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
typed_v10l60004.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
typed_v10l60047.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
typed_v10l60090.cvc.smt2	sat	0.11	sat	0.11	sat	0.11
typed_v10l70033.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
typed_v10l70076.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
typed_v10l80019.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
typed_v10l80062.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
typed_v10l90005.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
typed_v10l90048.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
typed_v10l90091.cvc.smt2	sat	0.11	sat	0.11	sat	0.11
typed_v2l20034.cvc.smt2	sat	0.11	sat	0.11	sat	0.11
typed_v2l20077.cvc.smt2	sat	0.11	sat	0.11	sat	0.11
typed_v2l30020.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
typed_v2l30063.cvc.smt2	unknown	0.11	unsat	0.11	unsat	0.11
typed_v2l40006.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
typed_v2l40049.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
typed_v2l40092.cvc.smt2	unknown	0.11	unsat	0.11	unsat	0.11
typed_v2l50035.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
typed_v2l50078.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
typed_v2l60021.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
typed_v2l60064.cvc.smt2	unknown	0.11	unsat	0.11	unsat	0.11
typed_v2l70007.cvc.smt2	unknown	0.11	unsat	0.11	unsat	0.11
typed_v2l70050.cvc.smt2	unknown	0.11	unsat	0.11	unsat	0.11
typed_v2l70093.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
typed_v2l80036.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
typed_v2l80079.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
typed_v2l90022.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
typed_v2l90065.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
typed_v3l20008.cvc.smt2	sat	0.11	sat	0.11	sat	0.11
typed_v3l20051.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
typed_v3l20094.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
typed_v3l30037.cvc.smt2	sat	0.11	sat	0.11	sat	0.11
typed_v3l30080.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
typed_v3l40023.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
typed_v3l40066.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
typed_v3l50009.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
typed_v3l50052.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
typed_v3l50095.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
typed_v3l60038.cvc.smt2	unknown	0.11	unsat	0.11	unsat	0.11
typed_v3l60081.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
typed_v3l70024.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
typed_v3l70067.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
typed_v3l80010.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
typed_v3l80053.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
typed_v3l80096.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
typed_v3l90039.cvc.smt2	unknown	0.11	unsat	0.11	unsat	0.11
typed_v3l90082.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
typed_v5l20025.cvc.smt2	sat	0.11	sat	0.11	sat	0.11
typed_v5l20068.cvc.smt2	unknown	0.11	unsat	0.11	unsat	0.11
typed_v5l30011.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
typed_v5l30054.cvc.smt2	sat	0.11	sat	0.11	sat	0.11
typed_v5l30097.cvc.smt2	sat	0.11	sat	0.11	sat	0.11
typed_v5l40040.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
typed_v5l40083.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
typed_v5l50026.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
typed_v5l50069.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
typed_v5l60012.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
typed_v5l60055.cvc.smt2	unknown	0.11	unsat	0.11	unsat	0.11
typed_v5l60098.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
typed_v5l70041.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
typed_v5l70084.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
typed_v5l80027.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
typed_v5l80070.cvc.smt2	unknown	0.11	sat	0.11	sat	0.11
typed_v5l90013.cvc.smt2	unknown	0.11	unsat	0.11	unsat	0.11
typed_v5l90056.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
typed_v5l90099.cvc.smt2	unknown	0.11	unsat	0.11	unsat	0.11
vlsat3_b41.smt2	unsat	7.62	unsat	7.32	unknown	26.21
vlsat3_b84.smt2	unsat	16.63	unknown	24.13	unsat	10.82
vlsat3_h27.smt2	sat	3.21	unknown	24.03	unknown	26.22
vlsat3_h70.smt2	sat	2.11	unknown	24.03	unknown	26.22
blocksworld_from_0_18_1_to_17_2_0_negated_goal_bmc_5.smt2	unknown	0.11	unsat	0.11	unsat	0.11
blocksworld_from_10_7_1_to_8_0_10_negated_goal_bmc_18.smt2	unknown	0.11	unknown	24.03	unknown	26.21
blocksworld_from_12_7_0_to_14_5_0_negated_goal_bmc_36.smt2	unknown	0.11	unknown	24.03	unknown	26.21
blocksworld_from_15_6_4_to_10_2_13_negated_goal_bmc_7.smt2	unknown	0.11	unsat	0.31	unsat	1.11
blocksworld_from_1_14_5_to_17_3_0_negated_goal_bmc_21.smt2	unknown	0.11	unknown	24.03	unknown	26.21
blocksworld_from_20_2_0_to_8_7_7_negated_goal_bmc_6.smt2	unknown	0.11	unsat	0.11	unsat	0.21
blocksworld_from_25_0_0_to_9_6_10_negated_goal_bmc_20.smt2	unknown	0.11	unknown	24.03	unknown	26.21
blocksworld_from_3_1_20_to_23_0_1_negated_goal_bmc_6.smt2	unknown	0.11	unsat	0.11	unsat	0.31
blocksworld_from_5_10_6_to_18_1_2_negated_goal_bmc_39.smt2	unknown	0.11	unknown	24.03	unknown	26.21
