file	axeyum	ax_s	z3	z3_s	cvc5	cvc5_s
windowreal-no_t_deadlock-6.smt2	unsat	0.11	unsat	0.11	unsat	0.11
windowreal-safe2-1.smt2	unsat	0.11	unsat	0.11	unsat	0.11
sc-11.base.cvc.smt2	unknown	24.14	unsat	0.31	unsat	0.91
sc-13.base.cvc.smt2	unknown	24.14	unsat	0.41	unsat	1.31
sc-15.base.cvc.smt2	unknown	24.14	unsat	0.51	unsat	2.71
sc-17.base.cvc.smt2	unknown	24.14	unsat	1.41	unsat	3.91
sc-19.base.cvc.smt2	unknown	24.14	unsat	1.81	unsat	6.82
sc-21.base.cvc.smt2	unknown	24.14	unsat	2.01	unsat	6.52
sc-23.base.cvc.smt2	unknown	24.14	unsat	1.91	unsat	10.72
sc-25.base.cvc.smt2	unknown	24.14	unsat	2.61	unsat	14.82
sc-27.base.cvc.smt2	unknown	24.14	unsat	2.71	unsat	17.83
sc-29.base.cvc.smt2	unknown	24.14	unsat	3.21	unsat	17.33
sc-31.base.cvc.smt2	unknown	24.14	unsat	4.11	unknown	26.21
sc-33.base.cvc.smt2	unknown	24.14	unsat	4.82	unknown	26.21
sc-35.base.cvc.smt2	unknown	24.14	unsat	5.71	unknown	26.21
sc-37.base.cvc.smt2	unknown	24.14	unsat	6.72	unknown	26.21
sc-39.base.cvc.smt2	unknown	24.14	unsat	10.22	unknown	26.22
sc-5.base.cvc.smt2	unsat	11.02	unsat	0.11	unsat	0.11
sc-7.base.cvc.smt2	unknown	24.03	unsat	0.11	unsat	0.21
sc-9.base.cvc.smt2	unknown	24.14	unsat	0.11	unsat	0.61
frame_prop.base.smt2	unsat	1.11	unsat	0.11	unsat	0.11
fs_not_sc_seen.base.smt2	unsat	1.21	unsat	0.11	unsat	0.11
no_op_accs.base.smt2	unsat	1.21	unsat	0.11	unsat	0.11
pd_init_op_accs.base.smt2	unsat	1.21	unsat	0.11	unsat	0.11
reint_to_least.base.smt2	unsat	0.21	unsat	0.11	unsat	0.11
