file	axeyum	ax_s	z3	z3_s	cvc5	cvc5_s
_array1.i_3_2_2.bpl_11.smt2	unknown	24.03	unknown	24.03	unknown	26.21
_count_by_k.i_3_3_2.bpl_7.smt2	unknown	24.03	unsat	1.11	unsat	1.01
_half_2.i_3_6_2.bpl_7.smt2	unknown	24.03	unsat	11.32	unsat	9.92
_sanfoundry_10_ground.i_6_3_3.bpl_13.smt2	unknown	5.79	unknown	24.03	unknown	26.21
_standard_copy3_ground.i_3_2_2.bpl_7.smt2	unknown	24.03	unknown	24.03	unsat	22.33
_standard_init5_ground.i_3_2_2.bpl_7.smt2	unknown	24.14	unknown	24.03	unknown	26.21
_standard_strcmp_ground.i_4_2_2.bpl_11.smt2	unknown	24.44	unknown	24.03	unknown	26.21
_standard_two_index_06.i_3_2_2.bpl_7.smt2	unknown	24.03	unsat	0.71	unsat	1.21
0051-labyrinth-12-0.smt2	unknown	25.14	sat	2.21	sat	12.82
0132-labyrinth-12-0.smt2	unknown	25.14	sat	4.41	sat	17.13
1.smt2	unsat	3.91	unsat	2.11	unsat	1.81
17.smt2	sat	0.11	sat	0.11	sat	0.11
24.smt2	sat	2.51	sat	0.11	sat	0.61
5.smt2	unsat	3.91	unsat	2.11	unsat	1.71
1_4.smt2	unsat	0.11	unsat	0.11	unsat	0.11
4_3.smt2	unsat	0.11	unsat	0.11	unsat	0.11
d50.9.smt2	sat	0.11	sat	0.11	sat	0.31
rand_70_300_1155482584_12.lp.smt2	sat	1.91	sat	0.71	sat	9.82
rand_80_340_1159656267_0.lp.smt2	unknown	24.24	sat	4.12	sat	4.21
rand_80_340_1159656267_4.lp.smt2	sat	3.91	sat	0.51	sat	2.61
tsp_rand_70_300_1155482584_7.lp.smt2	sat	3.51	unknown	24.03	unknown	26.22
constraints-cooking06.smt2	sat	0.11	sat	0.11	sat	0.11
constraints-cooking14.smt2	sat	0.11	sat	0.11	sat	0.11
constraints-cooking22.smt2	sat	0.11	sat	0.11	sat	0.11
constraints-tempo-depth-30.smt2	sat	0.11	sat	0.11	sat	0.11
constraints-tempo-depth-9.smt2	sat	0.11	sat	0.11	sat	0.11
constraints-tempo-matrix8x8.pddl.smt2	sat	1.11	sat	0.21	sat	0.91
constraints-tempo-width-40.smt2	sat	1.01	sat	0.71	sat	6.32
constraints-tempo-width-9.smt2	sat	0.11	sat	0.11	sat	0.11
constraints-temporal-machine-shop-2-3-A10.smt2	sat	0.11	sat	0.11	sat	0.11
constraints-tms-2-3-light-04.smt2	sat	0.11	sat	0.11	sat	0.11
constraints-tms-2-3-light-30.smt2	sat	0.11	sat	0.11	sat	0.11
afagp-fail.t2.c_Iteration1_Lasso_7-phaseTemplate.smt2	unknown	5.59	unsat	4.52	unsat	9.92
brp_withassume.t2.c_Iteration1_Loop_6-phaseTemplate.smt2	unknown	10.10	unknown	24.14	unknown	26.21
brp_withassume.t2.c_Iteration8_Loop_6-phaseTemplate.smt2	unknown	12.50	unknown	24.14	unknown	26.21
collatz.t2.c_Iteration3_Loop_7-phaseTemplate.smt2	unknown	24.64	unsat	2.01	unsat	11.12
disj_nightmare.t2.c_Iteration2_Loop_7-phaseTemplate.smt2	unknown	9.09	unsat	1.41	unknown	26.21
elmhes.c.i.elmhes.pl.t2.fixed.t2.c_Iteration5_Loop_6-phaseTemplate.smt2	unknown	5.79	sat	3.01	unknown	26.22
eric.t2.c_Iteration1_Lasso_4-pieceTemplate.smt2	unknown	5.59	unknown	24.03	unknown	26.22
ex11.t2.c_Iteration1_Lasso_7-phaseTemplate.smt2	unknown	7.10	unknown	24.03	unknown	26.21
firewire.t2.c_Iteration1_Lasso_4-lexTemplate.smt2	unknown	6.59	unknown	24.03	unknown	26.21
firewire.t2.c_Iteration3_Loop_4-pieceTemplate.smt2	unknown	5.90	sat	5.52	unknown	26.22
hongyi1.t2.c_Iteration1_Loop_4-lexTemplate.smt2	unknown	7.09	sat	14.03	unknown	26.21
hongyi1.t2.c_Iteration9_Loop_4-lexTemplate.smt2	unknown	7.29	sat	12.83	unknown	26.21
janne_complex.t2.c_Iteration3_Lasso_4-pieceTemplate.smt2	unknown	6.69	unknown	24.03	unknown	26.21
ludcmp.c.i.ludcmp.pl.t2.fixed.t2.c_Iteration8_Loop_7-phaseTemplate.smt2	unknown	5.49	sat	1.31	sat	7.02
ludcmp.t2.c_Iteration8_Loop_7-phaseTemplate.smt2	unknown	7.59	unknown	24.03	unknown	26.21
matrixsqrt.t2.c_Iteration12_Loop_7-phaseTemplate.smt2	unknown	24.64	sat	0.71	sat	7.52
p-43.t2.c_Iteration4_Loop_4-pieceTemplate.smt2	unknown	5.49	sat	4.91	sat	16.93
p-46.t2.c_Iteration2_Loop_7-phaseTemplate.smt2	unknown	6.39	unknown	24.03	unknown	26.21
queens.t2.c_Iteration19_Loop_7-phaseTemplate.smt2	unknown	6.19	sat	1.31	sat	15.03
sas2.t2.c_Iteration3_Lasso_5-phaseTemplate.smt2	unknown	5.59	sat	2.91	sat	7.32
sas2.t2.c_Iteration5_Lasso_6-phaseTemplate.smt2	unknown	6.59	unknown	24.03	unknown	26.22
sas2.t2.c_Iteration6_Lasso_6-phaseTemplate.smt2	unknown	6.69	unknown	24.03	unknown	26.21
sas2.t2.c_Iteration7_Loop_7-phaseTemplate.smt2	unknown	10.60	unknown	24.13	unknown	26.22
sumit.t2.c_Iteration1_Lasso_7-phaseTemplate.smt2	unknown	6.49	unknown	24.03	unknown	26.21
toeplz.c.i.toeplz.pl.t2.fixed.t2.c_Iteration2_Loop_7-phaseTemplate.smt2	unknown	9.29	sat	13.43	unknown	26.22
Ben-Amram-2010LMCS-Ex2.3_true-termination.c_Iteration1_Lasso_3-pieceTemplate.smt2	unknown	5.99	unsat	6.22	unknown	26.21
BradleyMannaSipma-2005CAV-Fig1_true-termination.c_Iteration1_Lasso_7-phaseTemplate.smt2	unknown	6.39	unknown	24.03	unknown	26.22
CookSeeZuleger-2013TACAS-Fig3_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	unknown	7.69	unsat	19.23	unknown	26.21
GulwaniJainKoskinen-2009PLDI-Fig1_true-termination.c_Iteration1_Lasso_4-pieceTemplate.smt2	unknown	25.11	unknown	24.14	unknown	26.31
KroeningSharyginaTsitovichWintersteiger-2010CAV-Fig1_true-termination.c_Iteration1_Lasso_3-pieceTemplate.smt2	unknown	18.41	unsat	12.72	unknown	26.21
LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Lasso_3-pieceTemplate.smt2	unknown	5.39	unknown	24.03	unknown	26.21
LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Loop_7-phaseTemplate.smt2	unknown	5.39	unknown	24.03	unknown	26.21
Masse_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	unknown	5.49	unsat	10.02	unknown	26.21
NoriSharma-2013FSE-Fig8_true-termination.c_Iteration1_Loop_5-phaseTemplate.smt2	unknown	24.54	unsat	3.31	unsat	15.53
TelAviv-Amir-Minimum_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	unknown	21.51	unknown	24.14	unknown	26.32
aviad_true-termination.c_Iteration1_Loop_4-nestedTemplate.smt2	unknown	9.70	sat	10.42	unknown	26.21
joey_false-termination.c_Iteration1_Loop_7-phaseTemplate.smt2	unknown	25.24	sat	0.81	sat	10.92
2013POPL-BenAmGen-Ex4.2.bpl_Iteration1_Lasso_4-pieceTemplate.smt2	unknown	24.14	unknown	24.03	unknown	26.21
Braverman-2006CAV-Ex1-int.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	unknown	24.03	unknown	24.03	unknown	26.21
Canberra.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	unknown	5.49	unsat	2.31	unsat	15.83
Collatz.bpl_Iteration1_Loop_6-phaseTemplate.smt2	unknown	12.70	unsat	16.33	unknown	26.31
Gcd.bpl_Iteration1_Lasso_7-phaseTemplate.smt2	unknown	24.94	sat	18.13	unknown	26.22
Gcd_havoc.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	unknown	24.24	sat	1.21	sat	3.11
Lobnya-Boolean-Reordered.bpl_Iteration1_Lasso_7-phaseTemplate.smt2	unknown	25.34	unsat	7.42	unknown	26.21
OpposedDisjuncts.bpl_Iteration1_Lasso_2-pieceTemplate.smt2	unknown	24.44	unsat	3.21	unsat	12.42
SyntaxSupportBooleans5.bpl_Iteration1_Loop_4-pieceTemplate.smt2	unknown	24.44	sat	2.11	sat	8.62
TelAviv-AmirMinimum.bpl_Iteration1_Loop_4-pieceTemplate.smt2	unknown	6.49	unknown	24.03	unknown	26.22
bound-scaled600.bpl_Iteration1_Loop_7-phaseTemplate.smt2	unknown	25.13	unknown	24.14	unknown	26.31
simple-scaled200.bpl_Iteration1_Lasso_3-pieceTemplate.smt2	unknown	15.50	unknown	24.24	unknown	26.21
simple-scaled200.bpl_Iteration1_Lasso_7-nestedTemplate.smt2	unknown	7.10	sat	13.22	unknown	26.21
simple-scaled250.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	unknown	25.13	unknown	24.14	unknown	26.31
yPositive-SIscaled50.bpl_Iteration1_Loop_4-pieceTemplate.smt2	unknown	5.99	unknown	24.13	unknown	26.21
yPositive-SIscaled75.bpl_Iteration1_Loop_7-phaseTemplate.smt2	unknown	9.40	sat	22.73	unknown	26.21
p-driverlogNumeric_s7.smt2	sat	0.11	sat	0.11	sat	0.11
p5-driverlogNumeric_s9.smt2	unsat	0.21	unsat	0.11	unsat	0.31
p7-driverlogNumeric_s8.smt2	unknown	24.13	sat	1.21	sat	6.32
clocksynchro_2clocks.main_invar.base.smt2	unsat	2.51	unsat	0.11	unsat	0.11
clocksynchro_4clocks.main_invar.base.smt2	unsat	0.91	unsat	0.11	unsat	0.11
clocksynchro_6clocks.main_invar.base.smt2	unsat	2.71	unsat	0.11	unsat	0.11
clocksynchro_8clocks.main_invar.base.smt2	unsat	6.72	unsat	0.11	unsat	0.11
bouncing-ball-inv-node1886.smt2	unsat	0.11	unsat	0.11	unsat	0.11
intersection-example-simple.proof-node634.smt2	unsat	0.11	unsat	0.11	unsat	0.11
water_tank-node23593.smt2	unsat	0.11	unsat	0.11	unsat	0.11
ecoliFBAyicesTest-3875-4.smt2	unknown	25.14	sat	0.31	unknown	26.21
ecoliMILPglycerolYices3-50000.smt2	sat	9.82	unknown	24.03	unknown	26.21
Arthan1A-chunk-0016.smt2	sat	0.11	sat	0.11	sat	0.11
CMOS-opamp-chunk-0016.smt2	sat	0.11	sat	0.11	sat	0.11
Chua-1-IL-L-chunk-0013.smt2	sat	0.11	sat	0.11	sat	0.11
Chua-1-IL-L-chunk-0142.smt2	sat	0.11	sat	0.11	sat	0.11
Chua-1-VC1-L-chunk-0005.smt2	sat	0.11	sat	0.11	sat	0.11
Chua-1-VC1-L-chunk-0028.smt2	sat	0.11	sat	0.11	sat	0.11
Chua-1-VC1-L-chunk-0156.smt2	unsat	0.11	unsat	0.11	unsat	0.11
Chua-1-VC2-L-chunk-0008.smt2	sat	0.11	sat	0.11	sat	0.11
Chua-1-VC2-L-chunk-0056.smt2	sat	0.11	sat	0.11	sat	0.11
Chua-1-VC2-U-chunk-0128.smt2	sat	0.11	sat	0.11	sat	0.11
Chua-2-IL-L-chunk-0071.smt2	sat	0.11	sat	0.11	sat	0.11
Chua-2-VC2-L-chunk-0048.smt2	sat	0.11	sat	0.11	sat	0.11
atan-problem-1-chunk-0031.smt2	sat	0.11	sat	0.11	sat	0.11
atan-problem-2-weak2-chunk-0014.smt2	sat	0.11	sat	0.11	sat	0.11
atan-problem-2-weak2-chunk-0034.smt2	sat	0.11	sat	0.11	sat	0.11
atan-problem-2-weak2-chunk-0054.smt2	sat	0.11	sat	0.11	sat	0.11
atan-problem-2-weak2-chunk-0106.smt2	unsat	0.11	unsat	0.11	unsat	0.11
atan-problem-2-weak2-chunk-0127.smt2	sat	0.11	sat	0.11	sat	0.11
bottom-plate-mixer-chunk-0011.smt2	sat	0.11	sat	0.11	sat	0.11
bottom-plate-mixer-chunk-0019.smt2	sat	0.11	sat	0.11	sat	0.11
bottom-plate-mixer-chunk-0051.smt2	sat	0.11	sat	0.11	sat	0.11
cbrt-problem-3-chunk-0040.smt2	unsat	0.11	unsat	0.11	unsat	0.11
cbrt-problem-3-chunk-0048.smt2	unsat	0.11	unsat	0.11	unsat	0.11
cbrt-problem-3-chunk-0074.smt2	unsat	0.11	unsat	0.11	unsat	0.11
cbrt-problem-3-weak-chunk-0049.smt2	unsat	0.11	unsat	0.11	unsat	0.11
cbrt-problem-3-weak-chunk-0065.smt2	sat	0.11	sat	0.11	sat	0.11
cbrt-problem-3-weak-chunk-0097.smt2	sat	0.11	sat	0.11	sat	0.11
polypaver-bench-exp-3d-chunk-0019.smt2	unsat	0.11	unsat	0.11	unsat	0.11
polypaver-bench-exp-3d-chunk-0033.smt2	unsat	0.11	unsat	0.11	unsat	0.11
polypaver-bench-exp-3d-chunk-0041.smt2	sat	0.11	sat	0.11	sat	0.11
polypaver-bench-exp-3d-chunk-0050.smt2	sat	0.11	sat	0.11	sat	0.11
polypaver-bench-exp-3d-chunk-0060.smt2	sat	0.11	sat	0.11	sat	0.11
polypaver-bench-exp-3d-chunk-0097.smt2	unsat	0.11	unsat	0.11	unsat	0.11
polypaver-bench-exp-3d-chunk-0144.smt2	sat	0.11	sat	0.11	sat	0.11
sin-344-3-weak-chunk-0016.smt2	unsat	0.11	unsat	0.11	unsat	0.11
sin-problem-7-chunk-0004.smt2	sat	0.11	sat	0.11	sat	0.11
sin-problem-7-chunk-0014.smt2	sat	0.11	sat	0.11	sat	0.11
sin-problem-7-chunk-0037.smt2	sat	0.11	sat	0.11	sat	0.11
sin-problem-7-chunk-0063.smt2	sat	0.11	sat	0.11	sat	0.11
sin-problem-7-weak-chunk-0007.smt2	sat	0.11	sat	0.11	sat	0.11
sin-problem-7-weak-chunk-0016.smt2	sat	0.11	sat	0.11	sat	0.11
sin-problem-7-weak-chunk-0026.smt2	sat	0.11	sat	0.11	sat	0.11
sin-problem-7-weak-chunk-0037.smt2	sat	0.11	sat	0.11	sat	0.11
sin-problem-7-weak-chunk-0046.smt2	sat	0.11	sat	0.11	sat	0.11
sin-problem-7-weak-chunk-0055.smt2	sat	0.11	sat	0.11	sat	0.11
sin-problem-7-weak-chunk-0065.smt2	sat	0.11	sat	0.11	sat	0.11
sin-problem-7-weak-chunk-0089.smt2	unsat	0.11	unsat	0.11	unsat	0.11
sin-problem-7-weak2-chunk-0006.smt2	sat	0.11	sat	0.11	sat	0.11
sin-problem-7-weak2-chunk-0014.smt2	unsat	0.11	unsat	0.11	unsat	0.11
sin-problem-7-weak2-chunk-0028.smt2	sat	0.11	sat	0.11	sat	0.11
sin-problem-7-weak2-chunk-0037.smt2	sat	0.11	sat	0.11	sat	0.11
sin-problem-7-weak2-chunk-0048.smt2	unsat	0.11	unsat	0.11	unsat	0.11
sin-problem-8-chunk-0011.smt2	sat	0.11	sat	0.11	sat	0.11
sin-problem-8-weak-chunk-0009.smt2	sat	0.11	sat	0.11	sat	0.11
sin-problem-8-weak-chunk-0023.smt2	unsat	0.11	unsat	0.11	unsat	0.11
sqrt-1mcosq-7-chunk-0008.smt2	sat	0.11	sat	0.11	sat	0.11
sqrt-1mcosq-7-chunk-0059.smt2	sat	0.11	sat	0.11	sat	0.11
sqrt-1mcosq-7-chunk-0069.smt2	sat	0.11	sat	0.11	sat	0.11
sqrt-1mcosq-7-chunk-0103.smt2	sat	0.11	sat	0.11	sat	0.11
sqrt-1mcosq-8-chunk-0010.smt2	sat	0.11	sat	0.11	sat	0.11
sqrt-1mcosq-8-chunk-0417.smt2	sat	0.11	sat	0.11	sat	0.11
danoint-266.smt2	unknown	24.24	sat	2.21	sat	14.62
fixnet-5000.smt2	unknown	24.14	unknown	24.03	unknown	26.21
opt1217--57.smt2	unknown	24.24	unknown	24.03	unknown	26.21
pp08a-1000.smt2	unknown	24.13	unsat	0.61	unsat	1.01
pp08a-7349.smt2	unknown	24.14	unknown	24.03	unknown	26.21
vpm2-5.smt2	unknown	24.14	unsat	0.71	unsat	2.01
Carpark2-ausgabe-8.smt2	unknown	0.21	sat	0.11	sat	0.11
gasburner-prop3-12.smt2	unsat	5.62	unsat	0.11	unsat	0.11
gasburner-prop3-2.smt2	unsat	0.11	unsat	0.11	unsat	0.11
gasburner-prop3-9.smt2	unsat	0.51	unsat	0.11	unsat	0.11
pursuit-safety-16.smt2	unknown	24.14	unsat	0.11	unsat	0.11
pursuit-safety-5.smt2	unsat	0.21	unsat	0.11	unsat	0.11
tgc_io-nosafe-4.smt2	unsat	0.11	unsat	0.11	unsat	0.11
tgc_io-safe-13.smt2	unknown	4.11	unsat	0.11	unsat	0.11
tgc_io-safe-20.smt2	unknown	4.72	sat	0.11	sat	0.21
windowreal-no_t_deadlock-1.smt2	unsat	0.11	unsat	0.11	unsat	0.11
windowreal-no_t_deadlock-17.smt2	unsat	0.21	unsat	0.11	unsat	0.11
