file	axeyum	ax_s	z3	z3_s	cvc5	cvc5_s
SortingNetwork8_live_blmc003.smt2	sat	0.51	sat	0.11	sat	0.11
SortingNetwork8_safe_blmc000.smt2	unsat	0.11	unsat	0.11	unsat	0.11
DTP_k2_n35_c175_s10.smt2	sat	0.21	sat	0.11	sat	0.31
DTP_k2_n35_c175_s3.smt2	sat	0.21	sat	0.11	sat	1.01
DTP_k2_n35_c210_s14.smt2	unsat	0.31	unsat	0.11	unsat	1.51
DTP_k2_n35_c210_s7.smt2	sat	0.31	sat	0.11	sat	1.91
DTP_k2_n35_c245_s18.smt2	unsat	0.51	unsat	0.11	unsat	1.91
ckt_PROP0_tf_20.smt2	unsat	0.11	unsat	0.11	unsat	0.11
ckt_PROP3_tf_15.smt2	unsat	0.11	unsat	0.11	unsat	0.11
ckt_PROP8_tf_25.smt2	unsat	0.11	unsat	0.11	unsat	0.11
15-puzzle.init14.smt2	unknown	21.73	sat	8.52	unknown	26.21
156.48.1960.36.1721259656.dat.smt2	unknown	21.23	sat	13.32	unknown	26.21
156.48.1960.36.1721325133.dat.smt2	unsat	2.91	unsat	1.21	unsat	6.12
156.48.1960.36.1721347806.dat.smt2	unknown	21.23	sat	13.12	unknown	26.22
channelRoute.in9.smt2	sat	5.11	sat	1.21	sat	12.12
rand_55_250_1235855873_0_k=8_sat.gph.smt2	unknown	25.04	unknown	0.11	unknown	26.21
disjunctiveScheduling.in7.smt2	unknown	25.34	unknown	24.13	unknown	26.31
edge-matching-width=7-height=7-colours=11.smt2	unknown	22.63	unknown	0.11	unknown	26.21
edge-matching-width=9-height=9-colours=12.smt2	unknown	25.14	unknown	0.11	unknown	26.31
a7.3.0.tweaked.3.asp.smt2	unknown	22.54	sat	0.81	unknown	26.21
a9.8.11.asp.smt2	unsat	5.62	unsat	0.31	unsat	1.71
penrose.34.asp.smt2	sat	1.11	sat	0.31	sat	1.11
trisquares.41.asp.smt2	sat	2.92	sat	0.81	sat	2.71
graph-colouring-nodes=130-density=0.1-instance=10.smt2	unknown	21.23	unknown	0.11	sat	10.02
graph-colouring-nodes=140-density=0.1-instance=9.smt2	unknown	21.23	unknown	0.11	unknown	26.22
rand_15_75_1235849326_0_k=3_v=7_e=30_sat.gph.smt2	sat	0.21	unknown	0.11	sat	0.41
gryzzles.12.lp.smt2	sat	0.61	sat	0.21	sat	0.81
gryzzles.31.lp.smt2	sat	1.31	sat	0.31	sat	2.21
gryzzles.7.lp.smt2	sat	1.11	sat	0.41	sat	2.11
mgs_towers-hanoi.73_7.smt2	unknown	22.23	sat	9.62	unknown	26.21
xy.12.x.12.r.3.274440616.806497.data_k=3_l=4_sat.gph.smt2	sat	7.52	unknown	0.11	sat	2.71
knightTour.in05.smt2	unknown	21.73	unknown	24.03	unknown	26.21
laby_18_18_14.lp.smt2	unknown	25.24	unknown	24.14	unknown	26.31
laby_21_21_12.lp.smt2	unknown	25.34	unknown	24.14	unknown	26.31
maze-generation-width=10-height=10-density=0.01-run=2.smt2	unsat	0.11	unknown	0.11	unsat	0.11
maze-generation-width=16-height=16-density=0.01-run=1.smt2	unsat	3.01	unknown	0.11	unsat	0.91
maze-generation-width=19-height=19-density=0.01-run=5.smt2	sat	0.61	unknown	0.11	sat	0.31
15.3.schur.lp.smt2	unknown	21.33	sat	4.71	sat	5.72
20.18.schur.lp.smt2	unsat	3.61	unsat	1.21	unsat	4.11
dimitri_yorick.59.steps.8.asp.smt2	unsat	1.01	unsat	0.51	unsat	1.21
duthen-990602.51.steps.12.asp.smt2	unsat	1.21	unsat	0.51	unsat	1.51
duthen-990602.77.steps.9.asp.smt2	unsat	0.41	unsat	0.21	unsat	1.01
solitaire-center-time=26.smt2	sat	10.02	unknown	0.11	sat	5.72
solitaire-edge-time=29.smt2	sat	19.23	unknown	0.11	sat	19.03
sudoku.in8.smt2	unknown	22.33	unknown	24.03	unknown	26.21
rand_80_340_1159656267_0.lp.smt2	sat	13.42	unknown	24.03	unknown	26.21
tsp_rand_70_300_1155482584_12.lp.smt2	unknown	21.33	unknown	24.03	unknown	26.21
rand_100_400_1159666138_5.lp.smt2	unknown	25.03	sat	1.91	unknown	26.21
rand_150_600_1159731678_6.lp.smt2	unknown	21.23	unknown	24.03	unknown	26.21
wire.10.x.10.b.5.a.20_unsat.data.smt2	unsat	15.13	unsat	9.02	unsat	11.72
wire.14.x.14.b.8.a.40_unsat.data.smt2	unknown	22.63	unknown	24.03	unknown	26.21
bcnscheduling105.smt2	unknown	25.03	unsat	3.31	unknown	26.21
CELAR6_SUB0.smt2	unsat	0.11	unsat	0.11	unsat	0.31
scen09.smt2	unsat	4.11	unsat	0.41	unsat	1.91
diamonds.12.2.i.a.u.smt2	unsat	0.31	unsat	0.51	unsat	1.51
diamonds.15.2.i.a.u.smt2	unsat	2.41	unknown	24.03	unsat	20.83
diamonds.18.2.i.a.u.smt2	unsat	4.52	unsat	3.71	unknown	26.22
Zantema_z053.srs_slice-8_constraint-227740.smt2	unknown	21.13	unknown	24.03	unknown	26.22
jobshop12-2-6-6-4-4-11.smt2	unsat	0.31	unsat	0.11	unsat	1.01
jobshop18-2-9-9-4-4-11.smt2	unknown	25.03	unknown	24.03	unknown	26.21
jobshop22-2-11-11-4-4-11.smt2	unknown	25.03	unknown	24.03	unknown	26.21
jobshop28-2-14-14-4-4-11.smt2	unknown	25.03	unknown	24.03	unknown	26.21
jobshop34-2-17-17-4-4-11.smt2	unknown	25.03	unknown	24.03	unknown	26.21
jobshop4-2-2-2-4-4-11.smt2	unsat	0.11	unsat	0.11	unsat	0.11
jobshop44-2-22-22-4-4-11.smt2	unknown	25.03	unknown	24.03	unknown	26.21
jobshop50-2-25-25-4-4-11.smt2	unknown	21.23	unknown	24.03	unknown	26.21
jobshop56-2-28-28-4-4-11.smt2	unknown	21.33	unknown	24.03	unknown	26.21
jobshop60-2-30-30-4-4-11.smt2	unknown	21.33	unknown	24.03	unknown	26.21
FISCHER10-3-ninc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
FISCHER11-3-ninc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
FISCHER12-2-ninc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
FISCHER13-13-ninc.smt2	unknown	25.03	unknown	24.03	unknown	26.21
FISCHER14-11-ninc.smt2	unknown	25.03	unknown	24.03	unknown	26.21
FISCHER14-9-ninc.smt2	unsat	4.92	unsat	1.51	unsat	1.61
FISCHER4-5-ninc.smt2	sat	0.11	sat	0.11	sat	0.11
FISCHER6-6-ninc.smt2	unsat	0.21	unsat	0.11	unsat	0.11
FISCHER8-3-ninc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
FISCHER9-5-ninc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
PO3-10-PO3.smt2	sat	0.21	sat	0.11	sat	0.11
PO4-3-PO4.smt2	unsat	0.21	unsat	0.11	unsat	0.11
01.500.graph.smt2	unsat	2.11	unsat	2.11	unsat	3.21
03.100.graph.smt2	unsat	0.11	unsat	0.11	unsat	0.11
04.500.graph.smt2	sat	2.41	sat	1.91	sat	8.32
06.100.graph.smt2	sat	0.11	sat	0.11	sat	0.21
07.500.graph.smt2	sat	2.11	sat	1.91	sat	10.12
09.100.graph.smt2	sat	0.11	sat	0.11	sat	0.21
10.500.graph.smt2	sat	2.21	sat	1.71	sat	4.01
12.100.graph.smt2	sat	0.11	sat	0.11	sat	0.21
13.500.graph.smt2	unsat	2.21	unsat	2.41	unsat	3.31
15.100.graph.smt2	unsat	0.11	unsat	0.11	unsat	0.21
16.500.graph.smt2	sat	2.21	sat	1.81	sat	20.63
18.100.graph.smt2	unsat	0.11	unsat	0.11	unsat	0.11
19.500.graph.smt2	sat	2.21	sat	1.91	sat	8.32
21.100.graph.smt2	sat	0.11	sat	0.11	sat	0.21
22.500.graph.smt2	sat	2.21	sat	1.61	sat	11.92
24.100.graph.smt2	unsat	0.11	unsat	0.11	unsat	0.21
25.500.graph.smt2	sat	3.12	sat	2.31	unknown	26.21
27.100.graph.smt2	unsat	0.11	unsat	0.11	unsat	0.11
28.500.graph.smt2	unsat	2.41	unsat	2.11	unsat	9.02
30.100.graph.smt2	unsat	0.11	unsat	0.11	unsat	0.11
31.500.graph.smt2	sat	2.51	sat	2.31	sat	5.01
plan-18.cvc.smt2	unsat	0.21	unsat	0.11	unsat	0.21
plan-30.cvc.smt2	unsat	0.31	unsat	0.11	unsat	0.61
plan-42.cvc.smt2	unsat	0.51	unsat	0.31	unsat	1.41
plan-9.cvc.smt2	unsat	0.11	unsat	0.11	unsat	0.11
qlock-4-10-15.induction.cvc.smt2	sat	2.72	sat	0.11	sat	0.61
qlock-4-10-21.induction.cvc.smt2	sat	7.32	sat	0.21	sat	1.01
qlock-4-10-27.induction.cvc.smt2	sat	8.92	sat	0.31	sat	1.31
qlock-4-10-33.induction.cvc.smt2	unknown	21.43	sat	0.31	sat	5.82
qlock-4-10-39.induction.cvc.smt2	unknown	21.53	sat	0.71	sat	6.42
qlock-4-10-9.induction.cvc.smt2	sat	2.31	sat	0.11	sat	0.21
queen20-1.smt2	sat	0.51	sat	0.11	sat	2.01
queen31-1.smt2	sat	12.92	sat	0.41	sat	5.01
queen42-1.smt2	unknown	25.03	sat	0.81	sat	6.72
queen53-1.smt2	unknown	21.13	sat	4.82	unknown	26.21
queen64-1.smt2	unknown	21.23	unknown	24.03	unknown	26.22
queen75-1.smt2	unknown	21.33	unknown	24.03	unknown	26.21
queen86-1.smt2	unknown	21.43	sat	0.81	unknown	26.22
queen97-1.smt2	unknown	21.53	sat	5.32	unknown	26.21
super_queen18-1.smt2	sat	0.61	sat	0.11	sat	0.21
super_queen29-1.smt2	sat	19.13	sat	0.11	sat	0.21
super_queen4-1.smt2	unsat	0.11	unsat	0.11	unsat	0.11
super_queen50-1.smt2	unknown	21.13	sat	0.11	unknown	26.21
super_queen61-1.smt2	unknown	21.23	sat	0.21	unknown	26.22
super_queen72-1.smt2	unknown	21.23	sat	0.21	unknown	26.21
super_queen83-1.smt2	unknown	21.43	unknown	24.03	sat	5.82
super_queen94-1.smt2	unknown	21.53	sat	11.92	unknown	26.21
toroidal_queen15-1.smt2	unknown	25.03	unsat	1.21	unknown	26.21
toroidal_queen26-1.smt2	unknown	25.03	unknown	24.03	unknown	26.22
toroidal_queen37-1.smt2	unknown	21.13	unknown	24.03	unknown	26.21
toroidal_queen48-1.smt2	unknown	21.23	unknown	24.03	unknown	26.21
toroidal_queen59-1.smt2	unknown	21.33	unknown	24.03	unknown	26.22
toroidal_queen7-1.smt2	sat	0.11	sat	0.11	sat	0.11
toroidal_queen80-1.smt2	unknown	21.63	unknown	24.03	unknown	26.21
toroidal_queen91-1.smt2	unknown	21.93	unknown	24.03	unknown	26.21
inf-bakery-invalid-3.smt2	sat	0.11	sat	0.11	sat	0.11
inf-bakery-mutex-14.smt2	unsat	0.11	unsat	0.11	unsat	0.11
inf-bakery-mutex-7.smt2	unsat	0.11	unsat	0.11	unsat	0.11
lpsat-goal-18.smt2	unsat	4.51	unsat	0.41	unsat	0.51
gp10_03_mkspan1079.smt2	unknown	25.04	unsat	0.41	unsat	13.92
j6_per0_0_mkspan1057.smt2	sat	1.41	sat	1.41	sat	12.52
j7_per0_1_mkspan1055.smt2	sat	9.22	sat	0.71	unknown	26.21
j7_per10_0_mkspan1013.smt2	sat	3.71	sat	0.91	sat	17.83
j7_per10_2_mkspan1013.smt2	unknown	25.03	sat	1.81	unknown	26.21
j8_per0_1_mkspan1053.smt2	unknown	25.03	sat	1.31	unknown	26.21
j8_per0_2_mkspan1054.smt2	unknown	25.03	sat	1.31	sat	11.02
j8_per10_1_mkspan1036.smt2	sat	13.22	sat	0.11	sat	7.92
j8_per20_0_mkspan1008.smt2	unknown	25.03	sat	0.11	sat	3.21
tai_10x10_1_mkspan639.smt2	unknown	25.04	sat	0.31	sat	18.93
tai_10x10_7_mkspan617.smt2	unknown	25.04	sat	0.21	sat	8.42
tai_15x15_1_mkspan1140.smt2	unknown	25.03	sat	0.41	unknown	26.21
tai_15x15_2_mkspan933.smt2	unknown	25.03	sat	0.51	unknown	26.21
tai_15x15_5_mkspan1174.smt2	unknown	25.03	sat	0.31	unknown	26.21
