file	axeyum	ax_s	z3	z3_s	cvc5	cvc5_s
cpachecker-induction.Problem04_60_false-unreach-call.c.smt2	unknown	25.14	sat	1.31	sat	0.71
cpachecker-induction.Problem07_60_false-unreach-call.c.smt2	unknown	25.13	sat	10.52	unknown	26.30
cpachecker-induction.Problem13_60_false-unreach-call.c.smt2	unknown	25.03	sat	0.71	sat	0.61
cpachecker-induction.Problem16_50_true-unreach-call.c.smt2	unknown	25.14	unsat	0.61	unsat	0.11
cpachecker-induction.array_false-unreach-call.i.smt2	sat	0.11	sat	0.11	sat	0.11
cpachecker-induction.cs_fib_longer_false-unreach-call.i.smt2	unknown	25.23	unknown	24.24	unknown	26.41
cpachecker-induction.ddv_machzwd_outb_false-unreach-call.i.smt2	unknown	25.14	sat	0.71	sat	0.61
cpachecker-induction.email_spec3_product18_false-unreach-call.cil.c.smt2	unknown	25.04	sat	0.11	sat	0.11
cpachecker-induction.email_spec3_product28_false-unreach-call.cil.c.smt2	unknown	25.04	sat	0.11	sat	0.11
cpachecker-induction.email_spec3_product34_false-unreach-call.cil.c.smt2	unknown	25.14	sat	0.11	sat	0.11
cpachecker-induction.fo_test.c_false-unreach-call.i.smt2	sat	0.11	sat	0.11	sat	0.11
cpachecker-induction.jain_2_true-unreach-call.i.smt2	sat	0.11	sat	0.11	sat	0.11
cpachecker-induction.linear_sea.ch_true-unreach-call.i.smt2	sat	0.31	sat	0.11	sat	0.11
cpachecker-induction.m0_false-unreach-call_drivers-staging-comedi-drivers-ni_65xx-ko--107_1a--adbbc36-1.c.smt2	sat	0.11	sat	0.11	sat	0.11
cpachecker-induction.m0_true-unreach-call_drivers-net-slip-ko--108_1a--1b0b0ac.c.smt2	unknown	25.03	unsat	1.81	unsat	1.31
cpachecker-induction.main3_true-unreach-call_drivers-staging-usbip-vhci-hcd-ko--132_1a--927c3fa-1.c.smt2	unknown	25.14	sat	0.61	sat	0.31
cpachecker-induction.minepump_spec1_product38_false-unreach-call.cil.c.smt2	unknown	25.04	sat	0.21	sat	0.11
cpachecker-induction.minepump_spec1_product50_false-unreach-call.cil.c.smt2	unknown	25.03	sat	0.21	sat	0.11
cpachecker-induction.minepump_spec1_product56_false-unreach-call.cil.c.smt2	unknown	25.14	sat	0.21	sat	0.11
cpachecker-induction.minepump_spec2_product38_true-unreach-call.cil.c.smt2	unknown	25.03	unsat	0.21	unsat	0.11
cpachecker-induction.minepump_spec2_product62_true-unreach-call.cil.c.smt2	unknown	25.04	unsat	0.31	unsat	0.11
cpachecker-induction.minepump_spec3_product05_false-unreach-call.cil.c.smt2	sat	19.23	sat	0.21	sat	0.11
cpachecker-induction.minepump_spec3_product11_false-unreach-call.cil.c.smt2	sat	3.71	sat	0.31	sat	0.11
cpachecker-induction.minepump_spec3_product17_false-unreach-call.cil.c.smt2	unknown	25.04	sat	0.21	sat	0.11
cpachecker-induction.minepump_spec3_product23_false-unreach-call.cil.c.smt2	unknown	25.14	sat	0.31	sat	0.11
cpachecker-induction.minepump_spec3_product29_false-unreach-call.cil.c.smt2	unknown	25.03	sat	0.21	sat	0.11
cpachecker-induction.minepump_spec3_product35_false-unreach-call.cil.c.smt2	unknown	25.03	sat	0.21	sat	0.11
cpachecker-induction.minepump_spec3_product41_true-unreach-call.cil.c.smt2	unknown	25.14	unsat	0.21	unsat	0.11
cpachecker-induction.minepump_spec3_product47_false-unreach-call.cil.c.smt2	unknown	25.03	sat	0.51	sat	0.11
cpachecker-induction.minepump_spec3_product59_false-unreach-call.cil.c.smt2	unknown	25.03	sat	0.51	sat	0.11
cpachecker-induction.minepump_spec4_product53_true-unreach-call.cil.c.smt2	unknown	25.14	unsat	0.21	unsat	0.11
cpachecker-induction.module_get_put-drivers-block-drbd-drbd.ko_false-unreach-call.cil.out.i.pp.i.smt2	sat	3.21	sat	0.21	sat	0.11
cpachecker-induction.nec20_false-unreach-call.i.smt2	sat	0.11	sat	0.11	sat	0.11
cpachecker-induction.pointer_extension_false-unreach-call.i.smt2	sat	0.11	sat	0.11	sat	0.11
cpachecker-induction.rule57_ebda_blast.c_false-unreach-call.i.smt2	sat	0.11	sat	0.11	sat	0.11
cpachecker-induction.s3_srvr.blast.14_false-unreach-call.i.cil.c.smt2	sat	0.41	sat	0.21	sat	0.11
cpachecker-induction.sll_to_dll_rev_false-unreach-call.i.smt2	sat	1.11	sat	0.21	sat	0.11
cpachecker-induction.sum03_true-unreach-call_false-termination.i.smt2	unsat	0.11	unsat	0.11	unsat	0.11
cpachecker-induction.test_locks_12_true-unreach-call_false-termination.c.smt2	unsat	0.11	unsat	0.11	unsat	0.11
cpachecker-induction.test_locks_5_true-unreach-call_false-termination.c.smt2	unsat	0.11	unsat	0.11	unsat	0.11
cpachecker-induction.trex01_true-unreach-call.i.smt2	sat	0.11	sat	0.11	sat	0.11
pb_real_10_0100_10_10.smt2	sat	1.31	sat	0.11	sat	0.11
pb_real_10_0100_10_16.smt2	sat	1.91	sat	0.11	sat	0.11
pb_real_10_0100_10_22.smt2	sat	6.82	sat	0.11	sat	0.11
pb_real_10_0100_10_28.smt2	sat	1.01	sat	0.11	sat	0.11
pb_real_10_0150_10_14.smt2	sat	5.31	sat	0.11	sat	0.11
pb_real_10_0150_10_20.smt2	sat	1.91	sat	0.11	sat	0.11
pb_real_10_0150_10_26.smt2	sat	2.41	sat	0.11	sat	0.11
pb_real_10_0200_10_12.smt2	sat	2.91	sat	0.11	sat	0.11
pb_real_10_0200_10_18.smt2	sat	2.91	sat	0.11	sat	0.11
pb_real_10_0200_10_24.smt2	sat	3.41	sat	0.11	sat	0.11
pb_real_10_0250_10_10.smt2	unsat	0.31	unsat	0.11	unsat	0.11
pb_real_10_0250_10_16.smt2	unsat	0.31	unsat	0.11	unsat	0.11
pb_real_10_0250_10_22.smt2	unsat	0.71	unsat	0.11	unsat	0.11
pb_real_10_0250_10_28.smt2	unsat	0.71	unsat	0.11	unsat	0.11
pb_real_10_0300_10_14.smt2	unsat	1.01	unsat	0.11	unsat	0.11
pb_real_10_0300_10_20.smt2	unsat	0.41	unsat	0.11	unsat	0.11
pb_real_10_0300_10_26.smt2	unsat	0.31	unsat	0.11	unsat	0.11
pb_real_20_0200_10_12.smt2	sat	7.32	sat	0.11	sat	0.11
pb_real_20_0200_10_18.smt2	sat	1.11	sat	0.11	sat	0.11
pb_real_20_0200_10_24.smt2	sat	1.01	sat	0.11	sat	0.11
pb_real_20_0300_10_10.smt2	sat	8.52	sat	0.11	sat	0.11
pb_real_20_0300_10_16.smt2	sat	1.71	sat	0.11	sat	0.11
pb_real_20_0300_10_22.smt2	sat	16.53	sat	0.11	sat	0.11
pb_real_20_0300_10_28.smt2	unknown	25.04	sat	0.11	sat	0.11
pb_real_20_0400_10_14.smt2	unknown	25.04	sat	0.11	sat	0.11
pb_real_20_0400_10_20.smt2	sat	12.42	sat	0.11	sat	0.11
pb_real_20_0400_10_26.smt2	sat	1.41	sat	0.11	sat	0.11
pb_real_20_0500_10_12.smt2	unsat	2.81	unsat	0.11	unsat	0.11
pb_real_20_0500_10_18.smt2	unsat	2.71	unsat	0.11	unsat	0.11
pb_real_20_0500_10_24.smt2	unsat	2.21	unsat	0.11	unsat	0.11
pb_real_20_0600_10_10.smt2	unsat	1.61	unsat	0.11	unsat	0.11
pb_real_20_0600_10_16.smt2	unsat	2.01	unsat	0.11	unsat	0.11
pb_real_20_0600_10_22.smt2	unsat	2.51	unsat	0.11	unsat	0.11
pb_real_20_0600_10_28.smt2	unsat	3.01	unsat	0.11	unsat	0.11
pb_real_30_0300_10_14.smt2	sat	5.92	sat	0.11	sat	0.11
pb_real_30_0300_10_20.smt2	sat	3.52	sat	0.11	sat	0.11
pb_real_30_0300_10_26.smt2	sat	2.21	sat	0.11	sat	0.11
pb_real_30_0450_10_12.smt2	unknown	25.04	sat	0.11	sat	0.11
pb_real_30_0450_10_18.smt2	unknown	25.04	sat	0.11	sat	0.11
pb_real_30_0450_10_24.smt2	unknown	25.04	sat	0.11	sat	0.11
pb_real_30_0600_10_10.smt2	unknown	25.14	sat	0.11	sat	0.11
pb_real_30_0600_10_16.smt2	sat	19.83	sat	0.11	sat	0.11
pb_real_30_0600_10_22.smt2	unknown	25.14	sat	0.11	sat	0.11
pb_real_30_0600_10_28.smt2	unknown	25.14	sat	0.11	sat	0.11
pb_real_30_0750_10_14.smt2	unsat	4.41	unsat	0.11	unsat	0.11
pb_real_30_0750_10_20.smt2	unknown	25.14	unsat	0.11	unsat	0.11
pb_real_30_0750_10_26.smt2	unsat	3.81	unsat	0.11	unsat	0.11
pb_real_30_0900_10_12.smt2	unsat	8.52	unsat	0.11	unsat	0.11
pb_real_30_0900_10_18.smt2	unsat	4.62	unsat	0.11	unsat	0.11
pb_real_30_0900_10_24.smt2	unsat	4.82	unsat	0.11	unsat	0.11
pb_real_40_0400_10_10.smt2	sat	18.23	sat	0.11	sat	0.11
pb_real_40_0400_10_16.smt2	unknown	25.04	sat	0.11	sat	0.11
pb_real_40_0400_10_22.smt2	sat	19.13	sat	0.11	sat	0.11
pb_real_40_0400_10_28.smt2	sat	4.91	sat	0.11	sat	0.11
pb_real_40_0600_10_14.smt2	unknown	25.14	sat	0.91	sat	0.11
pb_real_40_0600_10_20.smt2	unknown	25.14	sat	0.11	sat	0.11
pb_real_40_0600_10_26.smt2	unknown	25.04	sat	0.11	sat	0.11
pb_real_40_0800_10_12.smt2	unknown	25.14	sat	0.11	sat	0.11
pb_real_40_0800_10_18.smt2	unknown	25.14	unsat	0.31	unsat	0.61
pb_real_40_0800_10_24.smt2	unknown	25.14	sat	0.11	sat	0.31
pb_real_40_1000_10_10.smt2	unsat	9.42	unsat	0.11	unsat	0.11
pb_real_40_1000_10_16.smt2	unsat	7.62	unsat	0.11	unsat	0.11
pb_real_40_1000_10_22.smt2	unsat	9.22	unsat	0.11	unsat	0.11
pb_real_40_1000_10_28.smt2	unsat	9.02	unsat	0.11	unsat	0.21
pb_real_40_1200_10_14.smt2	unsat	15.93	unsat	0.11	unsat	0.11
pb_real_40_1200_10_20.smt2	unsat	12.32	unsat	0.11	unsat	0.11
pb_real_40_1200_10_26.smt2	unsat	4.41	unsat	0.11	unsat	0.11
pb_real_30_60_45_02.smt2	sat	3.01	sat	0.11	sat	0.11
pb_real_30_60_45_08.smt2	sat	2.41	sat	0.11	sat	0.11
pb_real_30_60_45_14.smt2	sat	1.71	sat	0.11	sat	0.11
pb_real_30_60_45_20.smt2	sat	2.61	sat	0.11	sat	0.11
pb_real_30_60_45_26.smt2	sat	2.41	sat	0.11	sat	0.11
pb_real_30_60_45_32.smt2	sat	2.61	sat	0.11	sat	0.11
pb_real_30_60_45_38.smt2	sat	2.51	sat	0.11	sat	0.11
pb_real_30_60_45_44.smt2	sat	1.71	sat	0.11	sat	0.11
pb_real_30_60_45_50.smt2	unsat	2.21	unsat	0.11	unsat	0.11
pb_real_30_60_45_56.smt2	sat	2.81	sat	0.11	sat	0.11
pb_real_30_60_45_62.smt2	sat	2.01	sat	0.11	sat	0.11
pb_real_30_60_45_68.smt2	sat	3.11	sat	0.11	sat	0.11
pb_real_30_60_45_74.smt2	sat	1.61	sat	0.11	sat	0.11
pb_real_30_60_45_80.smt2	sat	2.51	sat	0.11	sat	0.11
pb_real_30_60_45_86.smt2	sat	3.11	sat	0.11	sat	0.11
pb_real_30_60_45_92.smt2	sat	2.41	sat	0.11	sat	0.11
pb_real_30_60_45_98.smt2	sat	2.81	sat	0.11	sat	0.11
pb_real_30_75_45_04.smt2	unsat	2.71	unsat	0.11	unsat	0.11
pb_real_30_75_45_10.smt2	unsat	3.61	unsat	0.11	unsat	0.11
pb_real_30_75_45_16.smt2	unsat	3.01	unsat	0.11	unsat	0.11
pb_real_30_75_45_22.smt2	unsat	3.41	unsat	0.11	unsat	0.11
pb_real_30_75_45_28.smt2	unsat	2.61	unsat	0.11	unsat	0.11
pb_real_30_75_45_34.smt2	unsat	3.42	unsat	0.11	unsat	0.11
pb_real_30_75_45_40.smt2	unsat	3.21	unsat	0.11	unsat	0.11
pb_real_30_75_45_46.smt2	unsat	3.11	unsat	0.11	unsat	0.11
pb_real_30_75_45_52.smt2	unsat	3.41	unsat	0.11	unsat	0.11
pb_real_30_75_45_58.smt2	unsat	3.11	unsat	0.11	unsat	0.11
pb_real_30_75_45_64.smt2	unsat	2.81	unsat	0.11	unsat	0.11
pb_real_30_75_45_70.smt2	unsat	3.11	unsat	0.11	unsat	0.11
pb_real_30_75_45_76.smt2	unsat	3.11	unsat	0.11	unsat	0.11
pb_real_30_75_45_82.smt2	unsat	3.11	unsat	0.11	unsat	0.11
pb_real_30_75_45_88.smt2	unsat	3.11	unsat	0.11	unsat	0.11
pb_real_30_75_45_94.smt2	unsat	2.41	unsat	0.11	unsat	0.11
pb_real_40_80_60_00.smt2	sat	5.61	sat	0.11	sat	0.11
pb_real_40_80_60_06.smt2	sat	4.01	sat	0.11	sat	0.11
pb_real_40_80_60_12.smt2	sat	4.51	sat	0.11	sat	0.11
pb_real_40_80_60_18.smt2	sat	7.82	sat	0.11	sat	0.11
pb_real_40_80_60_24.smt2	unsat	4.41	unsat	0.11	unsat	0.11
pb_real_40_80_60_30.smt2	sat	7.02	sat	0.11	sat	0.11
pb_real_40_80_60_36.smt2	sat	5.42	sat	0.11	sat	0.11
pb_real_40_80_60_42.smt2	sat	5.12	sat	0.11	sat	0.11
pb_real_40_80_60_48.smt2	sat	5.62	sat	0.11	sat	0.11
pb_real_40_80_60_54.smt2	sat	4.52	sat	0.11	sat	0.11
pb_real_40_80_60_60.smt2	sat	5.12	sat	0.11	sat	0.11
pb_real_40_80_60_66.smt2	sat	4.71	sat	0.11	sat	0.11
pb_real_40_80_60_72.smt2	sat	4.62	sat	0.11	sat	0.11
pb_real_40_80_60_78.smt2	sat	4.72	sat	0.11	sat	0.11
pb_real_40_80_60_84.smt2	sat	4.72	sat	0.11	sat	0.11
pb_real_40_80_60_90.smt2	sat	4.51	sat	0.11	sat	0.11
pb_real_40_80_60_96.smt2	sat	4.91	sat	0.11	sat	0.11
pb_real_50_100_30_02.smt2	sat	6.92	sat	0.11	sat	0.11
pb_real_50_100_30_08.smt2	sat	8.22	sat	0.11	sat	0.11
pb_real_50_100_30_14.smt2	sat	9.32	sat	0.11	sat	0.11
pb_real_50_100_30_20.smt2	unknown	25.14	sat	0.11	sat	0.11
pb_real_50_100_30_26.smt2	sat	7.62	sat	0.11	sat	0.11
pb_real_50_100_30_32.smt2	sat	7.22	sat	0.11	sat	0.11
pb_real_50_100_30_38.smt2	sat	6.52	sat	0.11	sat	0.11
pb_real_50_100_30_44.smt2	sat	5.72	sat	0.11	sat	0.11
pb_real_50_100_30_50.smt2	sat	13.43	sat	0.11	sat	0.11
pb_real_50_100_30_56.smt2	sat	8.32	sat	0.11	sat	0.11
pb_real_50_100_30_62.smt2	sat	11.02	sat	0.11	sat	0.11
pb_real_50_100_30_68.smt2	unsat	7.32	unsat	0.11	unsat	0.11
pb_real_50_100_30_74.smt2	unknown	25.14	sat	0.11	sat	0.11
pb_real_50_100_30_80.smt2	sat	8.92	sat	0.11	sat	0.11
pb_real_50_100_30_86.smt2	sat	7.22	sat	0.11	sat	0.11
pb_real_50_100_30_92.smt2	sat	6.22	sat	0.11	sat	0.11
pb_real_50_100_30_98.smt2	sat	7.22	sat	0.11	sat	0.11
pb_real_50_150_30_04.smt2	unsat	10.22	unsat	0.11	unsat	0.11
pb_real_50_150_30_10.smt2	unsat	10.92	unsat	0.11	unsat	0.11
