file	axeyum	ax_s	z3	z3_s	cvc5	cvc5_s
x2015_09_10_16_59_33_621_1039748.smt_in.smt2	unknown	12.69	unknown	24.33	unknown	26.22
x2015_09_10_17_00_22_297_1090463.smt_in.smt2	unsat	4.72	unsat	0.11	unsat	0.11
x2015_09_10_17_01_14_404_1150262.smt_in.smt2	unsat	2.91	unsat	0.11	unsat	0.11
x2015_09_10_16_53_11_421_1041162.smt_in.smt2	unsat	1.91	unsat	0.11	unsat	0.11
x2015_09_10_16_53_56_537_1094926.smt_in.smt2	unknown	6.42	unsat	0.11	unsat	0.11
x2015_09_10_16_51_06_177_1165813.smt_in.smt2	unknown	9.82	unknown	24.13	unknown	26.21
x2015_09_10_16_52_38_347_1246149.smt_in.smt2	unsat	2.71	unsat	0.11	unsat	0.11
x2015_09_10_16_54_53_962_1372467.smt_in.smt2	unknown	7.02	unknown	24.13	unknown	26.22
x2015_09_10_16_55_51_081_1423271.smt_in.smt2	unsat	0.61	unsat	0.11	unsat	0.11
x2015_09_10_16_56_49_581_1468798.smt_in.smt2	unsat	0.51	unsat	0.11	unsat	0.11
x2015_09_10_16_57_47_544_1522663.smt_in.smt2	unknown	25.24	unknown	24.23	unsat	0.21
x2015_09_10_16_58_55_174_1583194.smt_in.smt2	unknown	7.52	unknown	24.13	unknown	26.21
x2015_09_10_16_59_50_619_1635445.smt_in.smt2	unsat	4.01	unsat	0.11	unsat	0.11
x2015_09_10_17_00_37_157_1687977.smt_in.smt2	unknown	25.03	unknown	24.13	unsat	0.11
x2015_09_10_17_01_24_430_1743988.smt_in.smt2	unsat	2.91	unsat	0.11	unsat	0.11
x2015_09_10_17_02_01_325_1794353.smt_in.smt2	unsat	3.01	unsat	0.11	unsat	0.11
x2015_09_10_17_02_44_169_1850576.smt_in.smt2	sat	0.61	unknown	24.33	unknown	26.21
x2015_09_10_17_03_24_482_1905427.smt_in.smt2	unsat	3.81	unsat	0.11	unsat	0.11
x2015_09_10_17_04_05_259_1960786.smt_in.smt2	unknown	5.91	unknown	24.43	unsat	0.11
x2015_09_10_17_05_03_974_2039882.smt_in.smt2	unsat	1.31	unsat	0.51	unsat	0.11
x2015_09_10_17_05_53_248_2106236.smt_in.smt2	unknown	24.74	unknown	24.14	unknown	26.21
x2015_09_10_17_06_31_491_2161158.smt_in.smt2	unknown	20.43	unknown	24.34	unknown	26.21
x2015_09_10_17_07_15_208_2222772.smt_in.smt2	unsat	2.31	unsat	0.11	unsat	0.11
x2015_09_10_17_08_02_969_2287043.smt_in.smt2	sat	0.21	unknown	24.23	unknown	26.21
x2015_09_10_17_09_02_023_2365793.smt_in.smt2	unsat	17.33	unknown	24.24	unsat	0.21
x2015_09_10_17_09_42_195_2416479.smt_in.smt2	unsat	4.42	unsat	0.11	unsat	0.11
x2015_09_10_17_10_47_003_2500061.smt_in.smt2	unknown	5.12	unsat	0.11	unsat	0.11
x2015_09_10_17_11_51_397_2586526.smt_in.smt2	unsat	2.41	unsat	0.11	unsat	0.11
x2015_09_10_17_12_42_984_2647208.smt_in.smt2	unknown	7.02	unknown	24.24	unknown	26.21
x2015_09_10_17_14_27_814_2704160.smt_in.smt2	unsat	1.71	unsat	0.11	unsat	0.11
x2015_09_10_17_16_38_492_2773691.smt_in.smt2	unknown	25.14	unknown	24.24	unknown	26.22
x2015_09_10_17_18_11_407_2828424.smt_in.smt2	unsat	0.11	unsat	0.11	unsat	0.11
x2015_09_10_17_20_02_499_2906170.smt_in.smt2	unknown	24.81	unsat	0.11	unsat	0.11
x2015_09_10_17_23_15_283_1135882.smt_in.smt2	unknown	10.32	unknown	24.34	unknown	26.21
x2015_09_10_17_25_01_009_1227491.smt_in.smt2	unknown	8.52	unknown	21.73	unsat	0.11
x2015_09_10_16_47_53_600_1082171.smt_in.smt2	unknown	10.42	unknown	24.24	unknown	26.22
x2015_09_10_16_49_31_231_1150288.smt_in.smt2	unknown	7.82	unknown	24.24	unknown	26.22
x2015_09_10_16_46_58_732_1021788.smt_in.smt2	unknown	20.73	unknown	24.34	unsat	1.51
x2015_09_10_16_48_12_933_1099247.smt_in.smt2	unknown	12.02	unknown	24.14	unknown	26.22
x2015_09_10_16_49_00_867_1155527.smt_in.smt2	unknown	7.12	unknown	24.13	unknown	26.22
x2015_09_10_16_50_10_583_1232628.smt_in.smt2	unknown	12.72	unknown	24.23	unknown	26.21
x2015_09_10_16_50_58_676_1284981.smt_in.smt2	unknown	10.62	unknown	24.24	unknown	26.21
