file	axeyum	ax_s	z3	z3_s	cvc5	cvc5_s
x2015_09_10_16_51_47_018_1336429.smt_in.smt2	unsat	6.22	unsat	0.11	unsat	0.11
x2015_09_10_16_53_46_012_1142719.smt_in.smt2	unsat	3.71	unsat	0.11	unsat	0.11
x2015_09_10_16_51_00_862_1095417.smt_in.smt2	unknown	24.94	unknown	24.44	unknown	26.21
x2015_09_10_16_55_07_530_1265987.smt_in.smt2	unsat	2.61	unsat	0.11	unsat	0.11
x2015_09_10_16_48_05_804_1088878.smt_in.smt2	unsat	4.02	unsat	0.11	unsat	0.11
x2015_09_10_16_47_45_306_1071226.smt_in.smt2	unknown	8.82	unknown	24.13	unknown	26.21
x2015_09_10_16_56_26_954_1077626.smt_in.smt2	unsat	2.41	unsat	0.21	unsat	0.11
x2015_09_10_16_57_45_684_1164560.smt_in.smt2	unknown	25.23	unknown	24.13	unknown	26.21
x2015_09_10_16_59_31_681_1283677.smt_in.smt2	unsat	8.32	unsat	0.11	unsat	0.11
x2015_09_10_17_00_58_384_1387951.smt_in.smt2	unknown	16.83	unknown	24.03	unknown	26.21
x2015_09_10_16_47_09_717_1045403.smt_in.smt2	unsat	2.31	unsat	0.11	unsat	0.11
x2015_09_10_16_48_16_393_1116135.smt_in.smt2	unknown	14.02	unknown	24.34	unknown	26.21
x2015_09_10_16_49_03_424_1170927.smt_in.smt2	unknown	17.63	unknown	24.34	unknown	26.22
x2015_09_10_16_49_56_787_1224974.smt_in.smt2	unsat	4.12	unsat	0.11	unsat	0.11
x2015_09_10_16_50_56_024_1276224.smt_in.smt2	unsat	3.21	unsat	0.11	unsat	0.11
x2015_09_10_16_51_51_841_1328720.smt_in.smt2	unknown	16.22	unknown	24.13	unknown	26.22
x2015_09_10_16_52_38_709_1379263.smt_in.smt2	unknown	8.32	unknown	22.63	unknown	26.21
x2015_09_10_16_53_37_371_1432776.smt_in.smt2	unknown	19.53	unsat	0.11	unsat	0.11
x2015_09_10_16_54_32_375_1480522.smt_in.smt2	unsat	3.21	unsat	0.11	unsat	0.11
x2015_09_10_16_55_24_325_1534085.smt_in.smt2	unknown	20.43	unknown	24.24	unknown	26.21
x2015_09_10_16_45_05_341_1010900.smt_in.smt2	unknown	13.02	unknown	24.23	unknown	26.21
x2015_09_10_16_57_14_271_1048482.smt_in.smt2	unknown	25.34	unknown	24.24	unsat	0.11
x2015_09_10_16_49_54_437_992499.smt_in.smt2	unknown	8.22	unsat	0.11	unsat	0.11
x2015_09_10_16_50_41_894_1052743.smt_in.smt2	unsat	2.11	unsat	0.11	unsat	0.11
x2015_09_10_16_51_42_659_1137578.smt_in.smt2	unsat	1.51	unknown	24.24	unsat	0.11
x2015_09_10_16_52_32_920_1212907.smt_in.smt2	unknown	24.13	unknown	24.33	unknown	26.21
x2015_09_10_16_53_32_038_1322967.smt_in.smt2	unknown	16.23	unknown	24.23	unknown	26.21
x2015_09_10_16_54_34_841_1436021.smt_in.smt2	unknown	18.43	unknown	24.14	unknown	0.21
x2015_09_10_16_55_27_693_1550802.smt_in.smt2	unknown	17.63	unknown	24.14	unknown	26.21
x2015_09_10_16_56_17_304_1652193.smt_in.smt2	unknown	15.22	unknown	24.13	unknown	26.22
x2015_09_10_16_58_30_303_1827001.smt_in.smt2	unknown	9.02	unknown	24.13	unknown	26.22
x2015_09_10_16_59_12_776_1884727.smt_in.smt2	unknown	19.63	unknown	24.14	unknown	26.21
x2015_09_10_16_46_52_587_993366.smt_in.smt2	unknown	16.13	unknown	24.24	unknown	0.11
x2015_09_10_16_48_19_087_1086853.smt_in.smt2	unknown	22.43	unknown	24.33	unknown	26.21
x2015_09_10_16_49_15_141_1153946.smt_in.smt2	unknown	12.02	unknown	24.23	unknown	26.21
x2015_09_10_16_54_37_804_1017588.smt_in.smt2	unsat	7.52	unsat	0.11	unsat	0.11
x2015_09_10_16_50_45_438_1077294.smt_in.smt2	unknown	24.74	unknown	24.44	unknown	26.21
x2015_09_10_16_51_44_982_1071529.smt_in.smt2	unknown	16.83	unknown	24.44	unsat	2.01
x2015_09_10_16_53_52_641_1189730.smt_in.smt2	unsat	0.11	unsat	0.11	unsat	0.11
00980.smt2	unsat	0.31	unsat	0.11	unsat	0.11
distr-0.smt2	unknown	14.92	unknown	24.13	unknown	0.11
dl_copy_loop_check_heap_access_31_6.smt2	unsat	1.11	unsat	0.11	unsat	0.11
dl_remove_postcondition_of_dl_remove_50_4.smt2	unknown	8.52	unsat	0.21	unsat	0.81
pull_strands_check_heap_access_77_2.smt2	unsat	0.71	unsat	0.11	unsat	0.11
rec_remove_postcondition_of_rec_remove_20_4.smt2	unsat	12.22	unsat	0.11	unsat	0.11
split_loop_check_heap_access_79_6.smt2	unsat	1.11	unsat	0.11	unsat	0.11
dl_copy_invariant_19_2.smt2	unknown	24.63	unsat	0.11	unsat	0.11
dl_remove_loop_invariant_35_5.smt2	unknown	7.72	unknown	24.13	unsat	4.11
insert_postcondition_of_insert_27_4.smt2	unknown	10.02	unsat	3.61	unknown	0.91
rec_remove_check_heap_access_23_4.smt2	unsat	1.21	unsat	0.11	unsat	0.11
split_invariant_73_2.smt2	unsat	12.42	unsat	0.11	unsat	0.11
smtlib.573364.smt2	sat	0.11	unknown	24.44	unknown	0.11
smtlib.663965.smt2	unknown	10.50	unsat	0.11	unsat	0.21
uf.558544.smt2	unsat	2.41	unknown	24.34	unknown	0.11
uf.616692.smt2	unsat	12.12	unsat	0.11	unsat	0.11
uf.704291.smt2	unknown	25.24	unsat	0.11	unsat	0.11
uf.774042.smt2	unsat	4.82	unsat	0.11	unsat	0.11
uf.813308.smt2	unsat	5.32	unsat	0.11	unsat	0.21
uf.850780.smt2	unknown	25.34	unknown	21.93	unsat	1.21
uf.573210.smt2	unknown	24.23	unknown	24.34	unsat	1.31
uf.599118.smt2	sat	0.11	unknown	24.44	unknown	26.21
uf.628947.smt2	sat	1.01	unknown	24.33	unknown	26.22
uf.652299.smt2	sat	0.41	unknown	24.14	unknown	0.11
uf.681247.smt2	sat	0.11	unknown	24.13	unknown	26.21
uf.711424.smt2	unknown	12.93	unknown	24.13	unknown	26.21
uf.734908.smt2	unknown	24.13	unknown	24.34	unknown	26.22
uf.758281.smt2	sat	0.11	unknown	24.44	unknown	26.21
uf.783324.smt2	unknown	25.13	unknown	24.44	unknown	26.20
uf.807359.smt2	unknown	25.03	unknown	24.14	unknown	26.21
uf.832362.smt2	sat	0.21	unknown	24.13	unknown	26.21
uf.863296.smt2	unknown	20.83	unsat	0.11	unsat	0.11
uf.888460.smt2	unknown	10.02	unknown	24.34	unknown	26.21
uf.915673.smt2	unsat	12.12	unsat	0.11	unsat	0.11
smtlib.723818.smt2	sat	0.21	unknown	24.03	unknown	26.22
uf.1018623.smt2	unknown	13.22	unknown	24.44	unknown	26.21
uf.1065126.smt2	unknown	19.53	unsat	0.11	unsat	0.11
uf.1115480.smt2	unknown	20.33	unknown	20.33	unknown	26.22
uf.1158058.smt2	unknown	24.53	unknown	24.33	unsat	0.11
uf.1198393.smt2	unknown	8.52	unknown	24.44	unsat	0.11
uf.1226930.smt2	unsat	2.51	unsat	14.93	unsat	0.11
uf.1260380.smt2	unknown	11.92	unknown	24.34	unknown	26.21
uf.1294868.smt2	unknown	15.02	unknown	24.33	unknown	26.21
uf.1318643.smt2	unsat	4.61	unsat	0.11	unsat	0.11
uf.1344532.smt2	unsat	3.71	unsat	0.11	unsat	0.11
uf.1382574.smt2	unsat	7.02	unknown	24.24	unsat	0.11
uf.1421601.smt2	unknown	13.12	unknown	24.34	unknown	26.21
uf.558133.smt2	unknown	5.82	unknown	24.34	unknown	26.22
uf.590503.smt2	unsat	4.11	unknown	14.53	unknown	26.22
uf.624285.smt2	sat	0.11	unknown	24.03	unknown	0.11
uf.658398.smt2	unknown	24.54	unknown	22.84	unknown	26.22
uf.693739.smt2	unknown	6.62	unknown	24.44	unknown	26.22
uf.727280.smt2	unknown	25.14	unknown	24.34	unknown	26.21
uf.758943.smt2	unknown	24.23	unknown	24.44	unknown	26.21
uf.790950.smt2	unknown	7.82	unknown	24.44	unknown	26.21
uf.828004.smt2	unsat	1.41	unsat	0.11	unsat	0.11
uf.870785.smt2	unsat	4.51	unsat	0.11	unsat	0.11
uf.908739.smt2	sat	0.11	unknown	20.23	unknown	26.22
uf.937758.smt2	sat	0.11	unknown	24.24	unknown	26.21
uf.974621.smt2	unsat	3.81	unsat	0.11	unsat	0.11
smtlib.1116374.smt2	unsat	12.22	unsat	0.11	unsat	0.11
smtlib.631037.smt2	unsat	12.12	unsat	0.11	unsat	0.11
uf.1001519.smt2	unsat	3.91	unknown	24.43	unsat	0.21
uf.1061790.smt2	unknown	17.23	unknown	20.93	unknown	26.21
uf.1105286.smt2	unknown	24.74	unknown	17.43	unknown	26.21
uf.1172268.smt2	unknown	5.92	unknown	24.14	unknown	0.21
uf.575042.smt2	sat	0.11	unknown	24.03	unknown	0.11
uf.623138.smt2	unknown	11.62	unknown	24.23	unknown	26.21
uf.685581.smt2	unknown	7.52	unknown	24.23	unknown	26.21
uf.733610.smt2	unknown	5.82	unknown	21.83	unknown	26.21
uf.780982.smt2	sat	0.11	unknown	24.44	unknown	26.21
uf.834137.smt2	unknown	4.71	unsat	0.11	unsat	0.11
uf.899895.smt2	unknown	14.83	unknown	24.24	unknown	26.22
uf.966336.smt2	unknown	24.13	unsat	0.11	unsat	0.11
smtlib.599737.smt2	unknown	10.52	unknown	24.14	unknown	26.21
smtlib.678332.smt2	unknown	4.12	unknown	13.62	unsat	0.11
smtlib.820464.smt2	unknown	12.02	unknown	20.93	unknown	1.51
uf.573318.smt2	unknown	19.23	unknown	22.74	unknown	26.21
uf.640403.smt2	unknown	18.23	unknown	24.33	unknown	26.21
uf.768897.smt2	unsat	4.12	unsat	0.11	unsat	0.11
uf.828518.smt2	unknown	24.54	unknown	24.44	unknown	26.21
uf.1001076.smt2	unsat	10.32	unsat	0.11	unsat	0.11
uf.1050663.smt2	unsat	10.12	unsat	0.51	unsat	0.11
uf.1089524.smt2	unsat	12.72	unsat	0.11	unsat	0.11
uf.1132540.smt2	unknown	24.94	unknown	24.34	unknown	26.21
uf.595470.smt2	unknown	21.73	unknown	17.43	unknown	26.21
uf.637819.smt2	unsat	3.11	unknown	24.13	unknown	26.21
uf.678944.smt2	unsat	3.81	unsat	0.11	unsat	0.11
uf.717452.smt2	sat	0.11	sat	0.11	unknown	0.11
uf.757404.smt2	sat	0.61	unknown	24.13	unknown	0.11
uf.787833.smt2	sat	0.11	sat	0.11	unknown	0.11
uf.814223.smt2	unknown	24.63	unknown	24.13	unknown	0.11
uf.850857.smt2	unknown	20.13	unknown	22.33	unknown	26.21
uf.883950.smt2	unknown	21.93	unknown	19.73	unknown	26.21
uf.924249.smt2	unknown	12.10	unknown	19.73	unknown	26.21
uf.967803.smt2	unknown	21.43	unknown	20.63	unknown	26.21
uf.560863.smt2	unknown	19.23	unknown	16.63	unknown	26.22
uf.599383.smt2	unknown	9.52	unknown	24.13	unknown	26.21
uf.648745.smt2	unsat	5.02	unsat	0.11	unsat	0.11
uf.697927.smt2	unsat	8.22	unsat	0.11	unsat	0.11
uf.745770.smt2	unknown	16.23	unknown	24.24	unknown	26.21
uf.788605.smt2	unsat	11.72	unsat	0.11	unsat	0.11
uf.838784.smt2	unsat	10.62	unsat	0.11	unsat	0.11
uf.601168.smt2	unknown	25.13	unknown	24.33	unknown	26.21
uf.626615.smt2	unsat	0.11	unsat	0.11	unsat	0.11
uf.651233.smt2	unsat	1.81	unsat	1.01	unsat	0.21
uf.673275.smt2	unsat	0.91	unsat	0.11	unsat	0.11
uf.703271.smt2	unknown	13.12	unknown	24.44	unknown	26.22
uf.728413.smt2	sat	0.21	unknown	24.43	unknown	26.21
uf.752244.smt2	sat	0.21	unknown	24.33	unknown	26.21
uf.780730.smt2	unknown	19.13	unknown	24.33	unknown	26.22
uf.815613.smt2	sat	0.21	unknown	24.33	unknown	26.21
smtlib.1098821.smt2	unknown	24.13	unsat	0.11	unsat	0.11
smtlib.1262852.smt2	sat	3.91	unknown	24.13	unknown	26.22
smtlib.1348248.smt2	unknown	5.62	unknown	24.14	unknown	26.21
smtlib.1468059.smt2	unknown	19.73	unknown	24.03	unknown	26.21
smtlib.655487.smt2	unsat	7.42	unsat	0.11	unsat	0.21
smtlib.765771.smt2	unknown	10.02	unknown	24.03	unknown	26.22
uf.1008626.smt2	unknown	25.34	unknown	18.93	unsat	0.21
