division	file	route	verdict	wall_ms	detail
QF_BV	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_BV/2017-BuchwaldFried/counterexample.dump.ia32_Mul_base_disp--Add32.load32.Mul32.Mulh_u32.0005.smt2	dl-online	error	0	unsupported by backend: dl-online: not the difference-logic fragment
QF_BV	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_BV/2017-BuchwaldFried/counterexample.dump.ia32_Mul_base_disp--Add32.load32.Mul32.Mulh_u32.0005.smt2	qf-bv	unknown	24116	UnknownReason { kind: Timeout, detail: "combined-theory timeout after scalar backend" }
QF_BV	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_BV/Sage2/bench_13795.smt2	dl-online	error	0	unsupported by backend: dl-online: not the difference-logic fragment
QF_BV	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_BV/Sage2/bench_13795.smt2	qf-bv	unknown	24409	UnknownReason { kind: Timeout, detail: "combined-theory timeout after scalar backend" }
QF_BV	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_BV/asp/TravellingSalesperson/tsp_rand_70_300_1155482584_12.lp.smt2	dl-online	error	0	unsupported by backend: dl-online: not the difference-logic fragment
QF_BV	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_BV/asp/TravellingSalesperson/tsp_rand_70_300_1155482584_12.lp.smt2	qf-bv	unknown	24130	UnknownReason { kind: Timeout, detail: "combined-theory timeout after scalar backend" }
QF_BV	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_BV/bruttomesso/core/ext_con_028_008_0064.smt2	dl-online	error	0	unsupported by backend: dl-online: not the difference-logic fragment
QF_BV	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_BV/bruttomesso/core/ext_con_028_008_0064.smt2	qf-bv	unknown	24075	UnknownReason { kind: Timeout, detail: "combined-theory timeout after scalar backend" }
QF_BV	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_BV/bruttomesso/simple_processor/simple_processors_008_006_0004.smt2	dl-online	error	0	unsupported by backend: dl-online: not the difference-logic fragment
QF_BV	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_BV/bruttomesso/simple_processor/simple_processors_008_006_0004.smt2	qf-bv	unknown	24099	UnknownReason { kind: Timeout, detail: "combined-theory timeout after scalar backend" }
QF_BV	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_BV/stp/testcase15.stp.smt2	dl-online	error	0	unsupported by backend: dl-online: not the difference-logic fragment
QF_BV	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_BV/stp/testcase15.stp.smt2	qf-bv	aborted	24000	exit=-6
# division=QF_BV files=6 routes=2 budget_ms=24000 cores=12-15
