division	file	route	verdict	wall_ms	detail
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/bindag/x2015_09_10_16_53_56_537_1094926.smt_in.smt2	dl-online	error	0	unsupported by backend: dl-online: not the difference-logic fragment
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/bindag/x2015_09_10_16_53_56_537_1094926.smt_in.smt2	qf-bv	unknown	0	UnknownReason { kind: ResourceLimit, detail: "combined theories: eager Ackermann elimination would emit 62176 congruence constraints, exceeding the deterministic admission bound of 64 (the O(k²) expansion and its downstream solve run unbounded; this needs a lazy/CEGAR route)" }
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_16_57_47_544_1522663.smt_in.smt2	dl-online	error	0	unsupported by backend: dl-online: not the difference-logic fragment
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_16_57_47_544_1522663.smt_in.smt2	qf-bv	unknown	0	UnknownReason { kind: ResourceLimit, detail: "combined theories: eager Ackermann elimination would emit 51511 congruence constraints, exceeding the deterministic admission bound of 64 (the O(k²) expansion and its downstream solve run unbounded; this needs a lazy/CEGAR route)" }
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_00_37_157_1687977.smt_in.smt2	dl-online	error	0	unsupported by backend: dl-online: not the difference-logic fragment
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_00_37_157_1687977.smt_in.smt2	qf-bv	unknown	0	UnknownReason { kind: ResourceLimit, detail: "combined theories: eager Ackermann elimination would emit 251551 congruence constraints, exceeding the deterministic admission bound of 64 (the O(k²) expansion and its downstream solve run unbounded; this needs a lazy/CEGAR route)" }
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_04_05_259_1960786.smt_in.smt2	dl-online	error	0	unsupported by backend: dl-online: not the difference-logic fragment
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_04_05_259_1960786.smt_in.smt2	qf-bv	unknown	0	UnknownReason { kind: ResourceLimit, detail: "combined theories: eager Ackermann elimination would emit 86673 congruence constraints, exceeding the deterministic admission bound of 64 (the O(k²) expansion and its downstream solve run unbounded; this needs a lazy/CEGAR route)" }
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_09_42_195_2416479.smt_in.smt2	dl-online	error	0	unsupported by backend: dl-online: not the difference-logic fragment
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_09_42_195_2416479.smt_in.smt2	qf-bv	unknown	0	UnknownReason { kind: ResourceLimit, detail: "combined theories: eager Ackermann elimination would emit 44537 congruence constraints, exceeding the deterministic admission bound of 64 (the O(k²) expansion and its downstream solve run unbounded; this needs a lazy/CEGAR route)" }
