file	verdict	ms	preflight	solve	rescue_ran	out_sat	out_unsat	out_declined	out_unknown	first_lines
QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/20-vars/v20_problem_2__031.smt2.slack.smt2	unsat	108	0	0	0	0	0	0	0	
QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/40-vars/v40_problem_2__015.smt2.slack.smt2	sat	6815	0	0	0	0	0	0	0	
QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage5.smt2	unknown	24131	0	0	0	0	0	0	0	
QF_LIA/2019-ezsmt/incrementalScheduling/182-incremental_scheduling-17280-0.smt2	unknown	24134	0	0	0	0	0	0	0	
QF_LIA/20220307-SMPT/2PhLockVParam/RF-07.smt2	sat	109	0	0	0	0	0	0	0	
QF_LIA/20220307-SMPT/CircularTrains-PT-012/RC-01.smt2	sat	109	0	0	0	0	0	0	0	
QF_LIA/20220307-SMPT/Diffusion2D-PT-D05N100/RF-00.smt2	sat	109	0	0	0	0	0	0	0	
QF_LIA/20220307-SMPT/Diffusion2D-PT-D10N150/RC-04.smt2	sat	109	0	0	0	0	0	0	0	
QF_LIA/20220307-SMPT/Diffusion2D-PT-D30N100/RC-12.smt2	sat	1611	0	0	0	0	0	0	0	
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N100/RF-04.smt2	sat	8715	0	0	0	0	0	0	0	
QF_LIA/20220307-SMPT/Eratosthenes-PT-020/RC-08.smt2	unsat	109	0	0	0	0	0	0	0	
QF_LIA/20220307-SMPT/FMS-PT-00020/RF-03.smt2	sat	109	0	0	0	0	0	0	0	
QF_LIA/20220307-SMPT/FMS-PT-20000/RC-03.smt2	sat	110	0	0	0	0	0	0	0	
QF_LIA/20220307-SMPT/HouseConstruction-PT-00100/RF-08.smt2	sat	109	0	0	0	0	0	0	0	
QF_LIA/20220307-SMPT/HypertorusGrid-PT-d2k1p8b00/RC-06.smt2	unsat	108	0	0	0	0	0	0	0	
QF_LIA/20220307-SMPT/Kanban-PT-00050/RC-14.smt2	sat	111	0	0	0	0	0	0	0	
QF_LIA/20220307-SMPT/Kanban-PT-20000/RF-14.smt2	unsat	108	0	0	0	0	0	0	0	
QF_LIA/20220307-SMPT/MAPK-PT-01280/RC-10.smt2	sat	110	0	0	0	0	0	0	0	
QF_LIA/20220307-SMPT/NeighborGrid-PT-d5n4m1t35/RF-08.smt2	sat	609	0	0	0	0	0	0	0	
