file	verdict	ms	preflight	solve	rescue_ran	out_sat	out_unsat	out_declined	out_unknown	first_lines
QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/10-vars/v10_problem_2__016.smt2.slack.smt2	unsat	109	0	0	0	0	0	0	0	
QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/30-vars/v30_problem_2__023.smt2.slack.smt2	unknown	24624	0	0	0	0	0	0	0	
QF_LIA/20180326-Bromberger/more_slacked/cut_lemmas/10-vars/cut_lemma_02_010.smt2.slack.smt2	unsat	109	0	0	0	0	0	0	0	
QF_LIA/2019-cmodelsdiff/hamiltonianCircuit/49.lp.smt2	sat	108	0	0	0	0	0	0	0	
QF_LIA/20210219-Dartagnan/ReachSafety-Loops/apache-get-tag-O0.smt2	unknown	25134	0	0	0	0	0	0	0	
QF_LIA/20220307-SMPT/BART-PT-020/RF-13.smt2	sat	9017	0	0	0	0	0	0	0	
QF_LIA/20220307-SMPT/CircularTrains-PT-192/RC-06.smt2	unsat	110	0	0	0	0	0	0	0	
QF_LIA/20220307-SMPT/Diffusion2D-PT-D05N300/RF-14.smt2	sat	111	0	0	0	0	0	0	0	
QF_LIA/20220307-SMPT/Diffusion2D-PT-D20N100/RC-08.smt2	sat	209	0	0	0	0	0	0	0	
QF_LIA/20220307-SMPT/Diffusion2D-PT-D40N100/RF-00.smt2	sat	609	0	0	0	0	0	0	0	
QF_LIA/20220307-SMPT/ERK-PT-000100/RF-12.smt2	sat	110	0	0	0	0	0	0	0	
QF_LIA/20220307-SMPT/Eratosthenes-PT-500/RC-12.smt2	sat	110	0	0	0	0	0	0	0	
QF_LIA/20220307-SMPT/FMS-PT-00500/RF-13.smt2	sat	110	0	0	0	0	0	0	0	
QF_LIA/20220307-SMPT/HouseConstruction-PT-00005/RC-10.smt2	unsat	109	0	0	0	0	0	0	0	
QF_LIA/20220307-SMPT/HouseConstruction-PT-04000/RC-00.smt2	sat	110	0	0	0	0	0	0	0	
QF_LIA/20220307-SMPT/IOTPpurchase-PT-C12M10P15D17/RC-10.smt2	sat	110	0	0	0	0	0	0	0	
QF_LIA/20220307-SMPT/Kanban-PT-01000/RF-04.smt2	sat	109	0	0	0	0	0	0	0	
QF_LIA/20220307-SMPT/MAPK-PT-00080/RC-04.smt2	sat	109	0	0	0	0	0	0	0	
QF_LIA/20220307-SMPT/NeighborGrid-PT-d2n3m1c12/RF-03.smt2	sat	109	0	0	0	0	0	0	0	
QF_LIA/20220307-SMPT/Referendum-PT-015/RF-12.smt2	unsat	109	0	0	0	0	0	0	0	
QF_LIA/20220307-SMPT/RobotManipulation-PT-00020/RC-09.smt2	unsat	109	0	0	0	0	0	0	0	
QF_LIA/20220307-SMPT/RwMutex-PT-r0010w0010/RC-03.smt2	sat	109	0	0	0	0	0	0	0	
QF_LIA/20220307-SMPT/RwMutex-PT-r0100w0010/RC-13.smt2	sat	610	0	0	0	0	0	0	0	
QF_LIA/20220307-SMPT/SharedMemory-PT-000100/RF-09.smt2	unknown	25035	0	0	0	0	0	0	0	
QF_LIA/20220307-SMPT/SmallOperatingSystem-PT-MT0256DC0064/RC-13.smt2	sat	109	0	0	0	0	0	0	0	
QF_LIA/20220307-SMPT/SmallOperatingSystem-PT-MT4096DC2048/RF-01.smt2	sat	109	0	0	0	0	0	0	0	
QF_LIA/20220307-SMPT/SwimmingPool-PT-05/RF-05.smt2	sat	109	0	0	0	0	0	0	0	
QF_LIA/CAV_2009_benchmarks/coef-size/smt/size-100/problem__006.smt2	unknown	109	0	0	0	0	0	0	0	
QF_LIA/CAV_2009_benchmarks/smt/25-vars/problem_2__034.smt2	unknown	24132	0	0	0	0	0	0	0	
