file	verdict	ms	preflight	solve	rescue_ran	out_sat	out_unsat	out_declined	out_unknown	first_lines
QF_LIA/CAV_2009_benchmarks/smt/45-vars/problem_2__018.smt2	sat	2010	0	0	0	0	0	0	0	
QF_LIA/bofill-scheduling/SMT_random_LIA/ex13800_2600_100.smt2	unknown	24233	0	0	0	0	0	0	0	
QF_LIA/bofill-scheduling/SMT_real_LIA/ex3000_2400_100.smt2	unsat	8116	0	0	0	0	0	0	0	
QF_LIA/bofill-scheduling/SMT_real_LIA/ex8280_2400_100.smt2	sat	17125	0	0	0	0	0	0	0	
QF_LIA/convert/convert-jpg2gif-query-1423.smt2	unknown	24134	0	0	0	0	0	0	0	
QF_LIA/cut_lemmas/20-vars/cut_lemma_03_009.smt2	unknown	24037	0	0	0	0	0	0	0	
QF_LIA/mathsat/FISCHER10-13-fair.smt2	unknown	25038	0	0	0	0	0	0	0	
QF_LIA/nec-smt/large/bftpd_login/prp-34-50.smt2	unknown	25140	8	0	0	0	0	0	0	PRESATPROBE site=preflight atoms=106133 cnf_vars=209686 rescue=shipped outcome=pending|PRESATPROBE site=preflight atoms=22791 cnf_vars=51329 rescue=shipped outcome=pending|
QF_LIA/nec-smt/large/checkpass/prp-17-46.smt2	unknown	24433	12	0	0	0	0	0	0	PRESATPROBE site=preflight atoms=47557 cnf_vars=98395 rescue=shipped outcome=pending|PRESATPROBE site=preflight atoms=6451 cnf_vars=20365 rescue=shipped outcome=pending|
QF_LIA/nec-smt/large/checkpass_pwd/prp-17-34.smt2	unknown	22537	9	0	0	0	0	0	0	PRESATPROBE site=preflight atoms=19409 cnf_vars=44982 rescue=shipped outcome=pending|PRESATPROBE site=preflight atoms=8379 cnf_vars=24062 rescue=shipped outcome=pending|
QF_LIA/nec-smt/large/checkpass_pwd/prp-35-43.smt2	unknown	22438	6	0	0	0	0	0	0	PRESATPROBE site=preflight atoms=36010 cnf_vars=76428 rescue=shipped outcome=pending|PRESATPROBE site=preflight atoms=19409 cnf_vars=44975 rescue=shipped outcome=pending|
QF_LIA/nec-smt/large/checkpass_pwd/prp-57-48.smt2	unknown	19934	3	0	0	0	0	0	0	PRESATPROBE site=preflight atoms=46663 cnf_vars=96592 rescue=shipped outcome=pending|PRESATPROBE site=preflight atoms=44464 cnf_vars=92428 rescue=shipped outcome=pending|
QF_LIA/nec-smt/large/getoption_group/prp-31-50.smt2	unknown	24839	15	0	0	0	0	0	0	PRESATPROBE site=preflight atoms=45601 cnf_vars=94771 rescue=shipped outcome=pending|PRESATPROBE site=preflight atoms=6657 cnf_vars=20838 rescue=shipped outcome=pending|
QF_LIA/nec-smt/large/getoption_user/prp-15-46.smt2	unknown	24438	16	0	0	0	0	0	0	PRESATPROBE site=preflight atoms=55725 cnf_vars=113997 rescue=shipped outcome=pending|PRESATPROBE site=preflight atoms=4698 cnf_vars=17103 rescue=shipped outcome=pending|
QF_LIA/nec-smt/large/handler_sigchld/prp-16-46.smt2	unknown	22233	9	0	0	0	0	0	0	PRESATPROBE site=preflight atoms=19952 cnf_vars=46198 rescue=shipped outcome=pending|PRESATPROBE site=preflight atoms=11256 cnf_vars=29624 rescue=shipped outcome=pending|
QF_LIA/nec-smt/large/mygetpwnam/prp-0-48.smt2	unknown	24236	6	0	0	0	0	0	0	PRESATPROBE site=preflight atoms=20169 cnf_vars=46270 rescue=shipped outcome=pending|PRESATPROBE site=preflight atoms=5771 cnf_vars=19092 rescue=shipped outcome=pending|
QF_LIA/nec-smt/med/checkpass_pwd/prp-3-29.smt2	unknown	21430	6	0	0	0	0	0	0	PRESATPROBE site=preflight atoms=12008 cnf_vars=30947 rescue=shipped outcome=pending|PRESATPROBE site=preflight atoms=6504 cnf_vars=20520 rescue=shipped outcome=pending|
QF_LIA/nec-smt/small/print_file/prp-0-47.smt2	sat	409	0	0	0	0	0	0	0	
QF_LIA/rings/ring_2exp14_9vars_7ite_unsat.smt2	unknown	24131	0	0	0	0	0	0	0	
QF_LIA/rings_preprocessed/ring_2exp14_5vars_3ite_unsat.smt2	unknown	24133	0	0	0	0	0	0	0	
QF_LIA/slacks/25-12.slack.smt2	sat	2113	0	0	0	0	0	0	0	
