file	order	off_verdict	off_ms	on_verdict	on_ms
QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/10-vars/v10_problem_2__016.smt2.slack.smt2	off-on	unsat	111	unsat	111
QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/20-vars/v20_problem_2__031.smt2.slack.smt2	on-off	unsat	109	unsat	109
QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/30-vars/v30_problem_2__023.smt2.slack.smt2	off-on	unknown	24332	unknown	24330
QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/40-vars/v40_problem_2__015.smt2.slack.smt2	on-off	sat	6715	sat	6715
QF_LIA/20180326-Bromberger/more_slacked/cut_lemmas/10-vars/cut_lemma_02_010.smt2.slack.smt2	off-on	unsat	109	unsat	109
QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage5.smt2	on-off	unknown	24133	unknown	24033
QF_LIA/2019-cmodelsdiff/hamiltonianCircuit/49.lp.smt2	off-on	sat	109	sat	109
QF_LIA/2019-ezsmt/incrementalScheduling/182-incremental_scheduling-17280-0.smt2	on-off	unknown	24131	unknown	24132
QF_LIA/20210219-Dartagnan/ReachSafety-Loops/apache-get-tag-O0.smt2	off-on	unknown	25132	unknown	25134
QF_LIA/20220307-SMPT/2PhLockVParam/RF-07.smt2	on-off	sat	110	sat	110
QF_LIA/20220307-SMPT/BART-PT-020/RF-13.smt2	off-on	sat	8919	sat	8918
QF_LIA/20220307-SMPT/CircularTrains-PT-012/RC-01.smt2	on-off	sat	110	sat	110
QF_LIA/20220307-SMPT/CircularTrains-PT-192/RC-06.smt2	off-on	unsat	109	unsat	109
QF_LIA/20220307-SMPT/Diffusion2D-PT-D05N100/RF-00.smt2	on-off	sat	109	sat	109
QF_LIA/20220307-SMPT/Diffusion2D-PT-D05N300/RF-14.smt2	off-on	sat	109	sat	109
QF_LIA/20220307-SMPT/Diffusion2D-PT-D10N150/RC-04.smt2	on-off	sat	109	sat	109
QF_LIA/20220307-SMPT/Diffusion2D-PT-D20N100/RC-08.smt2	off-on	sat	209	sat	209
QF_LIA/20220307-SMPT/Diffusion2D-PT-D30N100/RC-12.smt2	on-off	sat	1510	sat	1510
QF_LIA/20220307-SMPT/Diffusion2D-PT-D40N100/RF-00.smt2	off-on	sat	610	sat	609
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N100/RF-04.smt2	on-off	sat	8719	sat	8717
QF_LIA/20220307-SMPT/ERK-PT-000100/RF-12.smt2	off-on	sat	109	sat	110
QF_LIA/20220307-SMPT/Eratosthenes-PT-020/RC-08.smt2	on-off	unsat	109	unsat	110
QF_LIA/20220307-SMPT/Eratosthenes-PT-500/RC-12.smt2	off-on	sat	111	sat	109
QF_LIA/20220307-SMPT/FMS-PT-00020/RF-03.smt2	on-off	sat	110	sat	110
QF_LIA/20220307-SMPT/FMS-PT-00500/RF-13.smt2	off-on	sat	109	sat	110
QF_LIA/20220307-SMPT/FMS-PT-20000/RC-03.smt2	on-off	sat	110	sat	110
QF_LIA/20220307-SMPT/HouseConstruction-PT-00005/RC-10.smt2	off-on	unsat	109	unsat	110
QF_LIA/20220307-SMPT/HouseConstruction-PT-00100/RF-08.smt2	on-off	sat	110	sat	110
QF_LIA/20220307-SMPT/HouseConstruction-PT-04000/RC-00.smt2	off-on	sat	109	sat	110
QF_LIA/20220307-SMPT/HypertorusGrid-PT-d2k1p8b00/RC-06.smt2	on-off	unsat	109	unsat	110
QF_LIA/20220307-SMPT/IOTPpurchase-PT-C12M10P15D17/RC-10.smt2	off-on	sat	109	sat	109
QF_LIA/20220307-SMPT/Kanban-PT-00050/RC-14.smt2	on-off	sat	109	sat	109
QF_LIA/20220307-SMPT/Kanban-PT-01000/RF-04.smt2	off-on	sat	109	sat	109
QF_LIA/20220307-SMPT/Kanban-PT-20000/RF-14.smt2	on-off	unsat	109	unsat	109
QF_LIA/20220307-SMPT/MAPK-PT-00080/RC-04.smt2	off-on	sat	110	sat	109
QF_LIA/20220307-SMPT/MAPK-PT-01280/RC-10.smt2	on-off	sat	109	sat	109
QF_LIA/20220307-SMPT/NeighborGrid-PT-d2n3m1c12/RF-03.smt2	off-on	sat	110	sat	109
QF_LIA/20220307-SMPT/NeighborGrid-PT-d5n4m1t35/RF-08.smt2	on-off	sat	510	sat	509
QF_LIA/20220307-SMPT/Referendum-PT-015/RF-12.smt2	off-on	unsat	108	unsat	109
QF_LIA/20220307-SMPT/RobotManipulation-PT-00001/RC-00.smt2	on-off	sat	109	sat	109
QF_LIA/20220307-SMPT/RobotManipulation-PT-00020/RC-09.smt2	off-on	unsat	109	unsat	109
QF_LIA/20220307-SMPT/RobotManipulation-PT-00500/RF-03.smt2	on-off	unsat	110	unsat	109
QF_LIA/20220307-SMPT/RwMutex-PT-r0010w0010/RC-03.smt2	off-on	sat	110	sat	109
QF_LIA/20220307-SMPT/RwMutex-PT-r0010w0500/RC-09.smt2	on-off	unknown	25032	unknown	25034
QF_LIA/20220307-SMPT/RwMutex-PT-r0100w0010/RC-13.smt2	off-on	sat	510	sat	509
QF_LIA/20220307-SMPT/SharedMemory-PT-000005/RF-01.smt2	on-off	sat	109	sat	109
QF_LIA/20220307-SMPT/SharedMemory-PT-000100/RF-09.smt2	off-on	unknown	25034	unknown	25036
QF_LIA/20220307-SMPT/SmallOperatingSystem-PT-MT0032DC0016/RF-13.smt2	on-off	unsat	109	unsat	109
QF_LIA/20220307-SMPT/SmallOperatingSystem-PT-MT0256DC0064/RC-13.smt2	off-on	sat	109	sat	109
QF_LIA/20220307-SMPT/SmallOperatingSystem-PT-MT1024DC0512/RC-02.smt2	on-off	sat	109	sat	109
QF_LIA/20220307-SMPT/SmallOperatingSystem-PT-MT4096DC2048/RF-01.smt2	off-on	sat	109	sat	109
QF_LIA/20220307-SMPT/SwimmingPool-PT-01/RC-04.smt2	on-off	sat	108	sat	109
QF_LIA/20220307-SMPT/SwimmingPool-PT-05/RF-05.smt2	off-on	sat	109	sat	109
QF_LIA/20220307-SMPT/SwimmingPool-PT-10/RC-11.smt2	on-off	sat	109	sat	110
QF_LIA/CAV_2009_benchmarks/coef-size/smt/size-100/problem__006.smt2	off-on	unknown	108	unknown	109
QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem_2__022.smt2	on-off	unsat	109	unsat	109
QF_LIA/CAV_2009_benchmarks/smt/25-vars/problem_2__034.smt2	off-on	unknown	24133	unknown	24132
QF_LIA/CAV_2009_benchmarks/smt/35-vars/problem_2__026.smt2	on-off	unknown	24231	unknown	24232
QF_LIA/CAV_2009_benchmarks/smt/45-vars/problem_2__018.smt2	off-on	sat	1911	sat	1911
QF_LIA/arctic-matrix/constraint-1107622.smt2	on-off	unknown	510	unknown	509
QF_LIA/bofill-scheduling/SMT_random_LIA/ex13800_2600_100.smt2	off-on	unknown	24132	unknown	24131
QF_LIA/bofill-scheduling/SMT_random_LIA/ex27000_2600_100.smt2	on-off	unknown	24232	unknown	24131
QF_LIA/bofill-scheduling/SMT_real_LIA/ex3000_2400_100.smt2	off-on	unsat	8116	unsat	8117
QF_LIA/bofill-scheduling/SMT_real_LIA/ex5640_2400_100.smt2	on-off	unknown	24132	unknown	24232
QF_LIA/bofill-scheduling/SMT_real_LIA/ex8280_2400_100.smt2	off-on	sat	16625	sat	16624
QF_LIA/convert/convert-jpg2gif-query-1143.smt2	on-off	sat	8819	sat	8818
QF_LIA/convert/convert-jpg2gif-query-1423.smt2	off-on	unknown	24136	unknown	24134
QF_LIA/convert/convert-jpg2gif-query-1586.smt2	on-off	unknown	8818	unknown	8819
QF_LIA/cut_lemmas/20-vars/cut_lemma_03_009.smt2	off-on	unknown	24035	unknown	24135
QF_LIA/dillig/30-34.smt2	on-off	sat	811	sat	810
QF_LIA/mathsat/FISCHER10-13-fair.smt2	off-on	unknown	25036	unknown	25036
QF_LIA/nec-smt/large/bftpd_login/prp-10-47.smt2	on-off	unknown	25136	unknown	25136
QF_LIA/nec-smt/large/bftpd_login/prp-34-50.smt2	off-on	unknown	25137	unknown	25137
QF_LIA/nec-smt/large/bftpd_login/prp-60-49.smt2	on-off	unknown	25136	unknown	25139
QF_LIA/nec-smt/large/checkpass/prp-17-46.smt2	off-on	unknown	24736	unknown	24736
QF_LIA/nec-smt/large/checkpass/prp-40-50.smt2	on-off	unknown	25138	unknown	25137
QF_LIA/nec-smt/large/checkpass_pwd/prp-17-34.smt2	off-on	unknown	22234	unknown	22234
QF_LIA/nec-smt/large/checkpass_pwd/prp-26-37.smt2	on-off	unknown	21334	unknown	21334
QF_LIA/nec-smt/large/checkpass_pwd/prp-35-43.smt2	off-on	unknown	22135	unknown	22134
QF_LIA/nec-smt/large/checkpass_pwd/prp-44-39.smt2	on-off	unknown	16729	unknown	16729
QF_LIA/nec-smt/large/checkpass_pwd/prp-57-48.smt2	off-on	unknown	19632	unknown	19631
QF_LIA/nec-smt/large/getoption_directories/prp-9-46.smt2	on-off	unknown	24335	unknown	24337
QF_LIA/nec-smt/large/getoption_group/prp-31-50.smt2	off-on	unknown	24537	unknown	24435
QF_LIA/nec-smt/large/getoption_group/prp-56-47.smt2	on-off	unknown	20532	unknown	20431
QF_LIA/nec-smt/large/getoption_user/prp-15-46.smt2	off-on	unknown	24337	unknown	24334
QF_LIA/nec-smt/large/getoption_user/prp-39-48.smt2	on-off	unknown	24835	unknown	24835
QF_LIA/nec-smt/large/handler_sigchld/prp-16-46.smt2	off-on	unknown	22334	unknown	22233
QF_LIA/nec-smt/large/int_from_list/prp-35-43.smt2	on-off	unknown	23533	unknown	23635
QF_LIA/nec-smt/large/mygetpwnam/prp-0-48.smt2	off-on	unknown	18627	unknown	18927
QF_LIA/nec-smt/med/checkpass_pwd/prp-0-19.smt2	on-off	unknown	24132	unknown	24132
QF_LIA/nec-smt/med/checkpass_pwd/prp-3-29.smt2	off-on	unknown	21428	unknown	21431
QF_LIA/nec-smt/med/int_from_list/prp-15-38.smt2	on-off	unknown	23033	unknown	23033
QF_LIA/nec-smt/small/print_file/prp-0-47.smt2	off-on	sat	409	sat	409
QF_LIA/prime-cone/prime_cone_unsat_20.smt2	on-off	unsat	109	unsat	108
QF_LIA/rings/ring_2exp14_9vars_7ite_unsat.smt2	off-on	unknown	24130	unknown	24133
QF_LIA/rings/ring_2exp8_4vars_1ite_unsat.smt2	on-off	unknown	24135	unknown	24235
QF_LIA/rings_preprocessed/ring_2exp14_5vars_3ite_unsat.smt2	off-on	unknown	24134	unknown	24133
QF_LIA/rings_preprocessed/ring_2exp6_6vars_4ite_unsat.smt2	on-off	unknown	24136	unknown	24235
QF_LIA/slacks/25-12.slack.smt2	off-on	sat	2113	sat	2114
QF_LIA/slacks/40-8.slack.smt2	on-off	sat	5817	sat	5818
