file	status	order	c_verdict	c_rc	c_ms	c_bound_by	c_last	c_bound_ms	c_total_ms	c_attempts	c_open_ms	c_open_after	r1_verdict	r1_ms	r1_n	r1_unsat	r2_verdict	r2_ms	r2_n	r2_unsat	c_exits	c_rung	c_giveup	r1_lines	r2_lines
UFNIA/2019-Preiner/combined/f2_rw160.smt2	unknown	c-r1-r2	unknown	0	24230	q:egraph	fd:bounded-completeness-unsat	22565	24108	17	na	na	unknown	25130	1	0	SKIPPED	0	0	0	QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=1 ground=11;QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=5 ground=1643	QPROBE skolemized-egraph(residual) budget=Some(1.496998758s) elapsed=1.508425946s result=e-matching: instantiation time budget exhausted mid-round (the interleaved ground check did not decide the set inside the deadline)	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching	QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=1 ground=11;QPROBE held-set-replay exit=timeout-mid-round ground=11 rounds=1 verdict=unknown ms=1590 budget_ms=10000 why=Incomplete|no_model_within_the_bounded_integer_width_32;_widen_the_bound;QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=5 ground=1643	SKIPPED
UFNIA/2019-Preiner/combined/t3_rw96.smt2	unknown	r1-r2-c	unknown	0	24229	q:egraph	fd:bounded-completeness-unsat	22573	24079	17	na	na	unknown	25129	1	0	SKIPPED	0	0	0	QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=2 ground=82;QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=4 ground=2373	QPROBE skolemized-egraph(residual) budget=Some(1.499687126s) elapsed=1.503344495s result=e-matching: instantiation time budget exhausted mid-round (the interleaved ground check did not decide the set inside the deadline)	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching	QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=2 ground=82;QPROBE held-set-replay exit=timeout-mid-round ground=82 rounds=2 verdict=unknown ms=10007 budget_ms=10000 why=Timeout|preprocessed_dispatch_timeout_after_reduced_solve;_the_reduced_solve's_own_reason_was_[Timeout]_auto-dispatch_timeout_after_nonlinear_integer_real_relaxation;QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=4 ground=2373	SKIPPED
UFNIA/2019-Preiner/full/t3_rw25.smt2	unknown	r2-c-r1	unknown	0	15323	q:mbqi	fd:bounded-completeness-unsat	8780	15258	19	na	na	unknown	25028	2	0	SKIPPED	0	0	0	QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=1 ground=5;QPROBE loop-exit kind=SHAPE exit=Fixpoint rounds=37 ground=14;QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=1 ground=5	QPROBE skolemized-egraph(residual) budget=Some(1.499873528s) elapsed=1.508074449s result=e-matching: instantiation time budget exhausted mid-round (the interleaved ground check did not decide the set inside the deadline);QPROBE skolemized-egraph(residual) budget=Some(8.76121112s) elapsed=8.780172781s result=e-matching: instantiation time budget exhausted mid-round (the interleaved ground check did not decide the set inside the deadline)	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted mid-round (the interleaved ground check did not decide the set inside the deadline)	QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=1 ground=5;QPROBE held-set-replay exit=timeout-mid-round ground=5 rounds=1 verdict=unknown ms=10019 budget_ms=10000 why=Timeout|preprocessed_dispatch_timeout_after_reduced_solve;_the_reduced_solve's_own_reason_was_[Timeout]_combined-theory_timeout_after_scalar_backend;QPROBE loop-exit kind=SHAPE exit=Fixpoint rounds=37 ground=14;QPROBE held-set-replay exit=SHAPE ground=14 rounds=37 verdict=sat ms=534 budget_ms=10000;QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=1 ground=5	SKIPPED
UFNIA/2019-Preiner/partial/t3_rw21.smt2	unknown	c-r1-r2	unknown	0	24230	q:egraph	fd:bounded-completeness-unsat	22593	24099	17	na	na	unknown	25030	1	0	SKIPPED	0	0	0	QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=1 ground=8;QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=5 ground=583	QPROBE skolemized-egraph(residual) budget=Some(1.499745981s) elapsed=1.503864763s result=e-matching: instantiation time budget exhausted mid-round (the interleaved ground check did not decide the set inside the deadline)	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching	QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=1 ground=8;QPROBE held-set-replay exit=timeout-mid-round ground=8 rounds=1 verdict=unknown ms=6244 budget_ms=10000 why=Incomplete|no_model_within_the_bounded_integer_width_32;_widen_the_bound;QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=5 ground=583	SKIPPED
UFNIA/2019-Preiner/partial/t3_rw940.smt2	unknown	r1-r2-c	unknown	0	24731	q:egraph	fd:bounded-completeness-unsat	23059	24564	17	na	na	unknown	25126	1	0	SKIPPED	0	0	0	QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=2 ground=96;QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=4 ground=1413	QPROBE skolemized-egraph(residual) budget=Some(1.499735708s) elapsed=1.502559451s result=e-matching: instantiation time budget exhausted mid-round (the interleaved ground check did not decide the set inside the deadline)	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching	QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=2 ground=96;QPROBE held-set-replay exit=timeout-mid-round ground=96 rounds=2 verdict=unknown ms=10003 budget_ms=10000 why=Timeout|preprocessed_dispatch_timeout_after_reduced_solve;_the_reduced_solve's_own_reason_was_[Timeout]_auto-dispatch_timeout_after_nonlinear_integer_real_relaxation;QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=4 ground=1413	SKIPPED
UFNIA/2019-Zohar-ic/combined/int_check_bvugt_bvashr0_ltr_inv_g.smt2	unknown	r2-c-r1	unknown	0	24328	q:egraph	fd:bounded-completeness-unsat	22738	24286	17	na	na	unknown	25029	1	0	SKIPPED	0	0	0	QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=2 ground=131;QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=2 ground=131	QPROBE skolemized-egraph(residual) budget=Some(1.499881732s) elapsed=1.546889155s result=e-matching: instantiation time budget exhausted mid-round (the interleaved ground check did not decide the set inside the deadline)	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching	QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=2 ground=131;QPROBE held-set-replay exit=timeout-mid-round ground=131 rounds=2 verdict=unknown ms=10268 budget_ms=10000 why=Timeout|preprocessed_dispatch_timeout_after_reduced_solve;_the_reduced_solve's_own_reason_was_[ResourceLimit]_lazy_function-consistency_CEGAR_inconclusive_(applications=13,_function_groups=1,_potential_pairs=78,_solve_rounds=1,_elapsed_ms=2493,_sat_candidates=0,_first_candidate_ms=none,_last_candidate_ms=none,_pair_checks=0,_equal_arg_pairs=0,_violated_pairs=0,_preseeded_lemmas=0,_sibling_lemmas=0,_lemmas_added=0,_last_new_lemmas=0):_integer_bit-blast_width_ladder:_wall-clock_timeout_reached;QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=2 ground=131	SKIPPED
UFNIA/2019-Zohar-ic/partial/int_check_bvsgt_bvlshr0_ltr_no_inv.smt2	unknown	c-r1-r2	unknown	0	24129	q:egraph	fd:bounded-completeness-unsat	22283	24014	17	na	na	unknown	25029	1	0	SKIPPED	0	0	0	QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=2 ground=122;QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=5 ground=418	QPROBE skolemized-egraph(residual) budget=Some(1.484763079s) elapsed=1.488067242s result=e-matching: instantiation time budget exhausted mid-round (the interleaved ground check did not decide the set inside the deadline)	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching	QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=2 ground=122;QPROBE held-set-replay exit=timeout-mid-round ground=122 rounds=2 verdict=sat ms=5875 budget_ms=10000;QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=5 ground=418	SKIPPED
UFNIA/2019-Zohar-ic/qf/int_check_bvuge_bvor_ltr_no_inv.smt2	unknown	r1-r2-c	unknown	0	2410	q:mbqi	fd:bounded-completeness-unsat	883	2370	19	na	na	unknown	2510	1	0	SKIPPED	0	0	0	QPROBE loop-exit kind=SHAPE exit=Fixpoint rounds=3 ground=23	none	give-up kind=Incomplete detail=instantiation is satisfiable; the universal may still be violated outside the instantiated terms	QPROBE loop-exit kind=SHAPE exit=Fixpoint rounds=3 ground=23;QPROBE held-set-replay exit=SHAPE ground=23 rounds=3 verdict=sat ms=3 budget_ms=10000	SKIPPED
UFNIA/lahiri-cav09-storm-queries/mqueue_example_cegar_2_3_10.smt2	unsat	r2-c-r1	unknown	0	25031	q:ground-subset	q:uf-fmf-probe	2516	3720	5	21279	q:uf-fmf-probe	unknown	25031	0	0	SKIPPED	0	0	0	none	none	give-up kind=Watchdog detail=watchdog fired before the worker thread returned	none	SKIPPED
UFNIA/sledgehammer/Fundamental_Theorem_Algebra/z3.1031223.smt2	unsat	c-r1-r2	unknown	0	18125	q:egraph	fd:bounded-completeness-unsat	9438	17998	20	na	na	unknown	25131	2	0	SKIPPED	0	0	0	QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=1 ground=31;QPROBE loop-exit kind=SHAPE exit=Fixpoint rounds=7 ground=8192;QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=2 ground=214	QPROBE skolemized-egraph(residual) budget=Some(1.2401416s) elapsed=1.253830551s result=e-matching: instantiation time budget exhausted mid-round (the interleaved ground check did not decide the set inside the deadline);QPROBE skolemized-egraph(residual) budget=Some(6.10435807s) elapsed=6.117162815s result=e-matching: instantiation time budget exhausted mid-round (the interleaved ground check did not decide the set inside the deadline)	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted mid-round (the interleaved ground check did not decide the set inside the deadline)	QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=1 ground=31;QPROBE held-set-replay exit=timeout-mid-round ground=31 rounds=1 verdict=sat ms=3324 budget_ms=10000;QPROBE loop-exit kind=SHAPE exit=Fixpoint rounds=7 ground=8192;QPROBE held-set-replay exit=SHAPE ground=8192 rounds=7 verdict=unknown ms=1649 budget_ms=10000 why=ResourceLimit|combined_theories:_eager_Ackermann_elimination_would_emit_57219_congruence_constraints,_exceeding_the_deterministic_admission_bound_of_64_(the_O(k²)_expansion_and_its_downstream_solve_run_unbounded;_this_needs_a_lazy/CEGAR_route);QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=1 ground=31	SKIPPED
