file	A	A_ms	A_rc	B	B_ms	B_rc	first
AUFDTLIRA/20200306-Kanig/spark2014bench/M301-012__array_of_iter__iter_array.adb_21_19_assert___00.smt2	unknown	22933	0	unknown	23735	0	A
UFLIA/grasshopper/uninstantiated/difference_check_heap_access_41_8.smt2	unsat	12923	0	unsat	13123	0	B
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_14_27_814_2704160.smt_in.smt2	unsat	2011	0	unsat	2011	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/M503-001__typinv__aggregates.ads_21_9_invariant_check_on_default_value___00.smt2	unsat	110	0	unsat	109	0	B
UFLIA/grasshopper/uninstantiated/sls_insert_loop_check_heap_access_38_6.smt2	unsat	6113	0	unsat	6216	0	A
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_18_11_407_2828424.smt_in.smt2	unsat	110	0	unsat	108	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/M613-039__expr_actions__list.adb_25_35_overflow_check___00.smt2	unsat	209	0	unsat	108	0	A
UFLIA/simplify2/front_end_suite/javafe.ast.AmbiguousVariableAccess.004.smt2	unsat	709	0	unsat	709	0	B
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_stream/x2015_09_10_17_23_15_283_1135882.smt_in.smt2	unknown	11421	0	unknown	11216	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/M806-034__array_logical_op__array_logical_ops.adb_22_37_length_check___00.smt2	unsat	4915	0	unsat	4912	0	B
UFLIA/simplify2/front_end_suite/javafe.ast.CatchClauseVec.004.smt2	unsat	109	0	unsat	109	0	A
UF/20170428-Barrett/cdt-cade2015/nada/afp/hamming_stream/x2015_09_10_16_47_53_600_1082171.smt_in.smt2	unknown	12123	0	unknown	12120	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/M830-004__checks__do_checks.adb_23_24_range_check___00.smt2	unsat	110	0	unsat	108	0	A
UFLIA/simplify2/front_end_suite/javafe.ast.ConstructorDecl.007.smt2	unsat	810	0	unsat	808	0	B
UF/20170428-Barrett/cdt-cade2015/nada/afp/huffman/x2015_09_10_16_46_58_732_1021788.smt_in.smt2	unknown	21832	0	unknown	21831	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/MA11-009__invariant__kmp.adb_16_17_loop_invariant_preserv___00.smt2	unknown	25037	0	unknown	25035	0	B
UFLIA/simplify2/front_end_suite/javafe.ast.DelegatingPrettyPrint.010.smt2	unsat	1010	0	unsat	1009	0	A
UF/20170428-Barrett/cdt-cade2015/nada/afp/huffman/x2015_09_10_16_49_00_867_1155527.smt_in.smt2	unknown	8119	0	unknown	8216	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/MC06-031__dynamic_discrete__dynamic_ranges.adb_50_17_range_check___00.smt2	unsat	110	0	unsat	108	0	A
UFLIA/simplify2/front_end_suite/javafe.ast.ForStmt.009.smt2	unsat	810	0	unsat	809	0	B
UF/20170428-Barrett/cdt-cade2015/nada/afp/huffman/x2015_09_10_16_50_58_676_1284981.smt_in.smt2	unknown	11222	0	unknown	11420	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/N217-028__update_checks__ar.adb_55_45_range_check___00.smt2	unknown	15929	0	unknown	17327	0	B
UFLIA/simplify2/front_end_suite/javafe.ast.ImportDeclVec.015.smt2	unknown	24135	0	unknown	24133	0	A
UF/20170428-Barrett/cdt-cade2015/nada/afp/koenigslemma/x2015_09_10_16_53_46_012_1142719.smt_in.smt2	unsat	4315	0	unsat	4413	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/N325-022__volatile_slices__vs.adb_24_16_range_check___00.smt2	unsat	110	0	unsat	108	0	A
UFLIA/simplify2/front_end_suite/javafe.ast.MethodDecl.005.smt2	unknown	24137	0	unknown	25035	0	B
UF/20170428-Barrett/cdt-cade2015/nada/afp/llist2/x2015_09_10_16_55_07_530_1265987.smt_in.smt2	unsat	3113	0	unsat	3112	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/N523-032__hello__hello.adb_30_23_index_check___00.smt2	unsat	110	0	unsat	108	0	B
UFLIA/simplify2/front_end_suite/javafe.ast.ParenExpr.006.smt2	unknown	25036	0	unknown	25034	0	A
UF/20170428-Barrett/cdt-cade2015/nada/afp/sorted_list_operations/x2015_09_10_16_47_45_306_1071226.smt_in.smt2	unknown	10521	0	unknown	10317	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/N602-053__update__sorters.adb_39_13_loop_invariant_init___00.smt2	unsat	109	0	unsat	108	0	A
UFLIA/simplify2/front_end_suite/javafe.ast.StandardPrettyPrint.008.smt2	unknown	25036	0	unknown	25036	0	B
UF/20170428-Barrett/cdt-cade2015/nada/afp/tllist/x2015_09_10_16_57_45_684_1164560.smt_in.smt2	unknown	25337	0	unknown	25329	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/N611-014__static_discr__static_discr.adb_78_30_index_check___00.smt2	unsat	109	0	unsat	109	0	B
UFLIA/simplify2/front_end_suite/javafe.ast.ThrowStmt.004.smt2	unsat	709	0	unsat	709	0	A
UF/20170428-Barrett/cdt-cade2015/nada/afp/tllist/x2015_09_10_17_00_58_384_1387951.smt_in.smt2	unknown	20730	0	unknown	19929	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/N617-013__vscomp2014__p.adb_9_36_loop_invariant_init___00.smt2	unknown	23932	0	unknown	23935	0	A
UFLIA/simplify2/front_end_suite/javafe.ast.TypeModifierPragmaVec.013.smt2	unknown	24137	0	unknown	24135	0	B
UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_48_16_393_1116135.smt_in.smt2	unknown	17529	0	unknown	17127	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_occ__sort.adb_36_39_index_check___00.smt2	unknown	25039	0	unknown	25036	0	B
UFLIA/simplify2/front_end_suite/javafe.ast.VariableAccess.001.smt2	unknown	24135	0	unknown	24132	0	A
UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_49_56_787_1224974.smt_in.smt2	unsat	5617	0	unsat	5014	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__perm.adb_130_45_index_check2___00.smt2	unsat	410	0	unsat	409	0	A
UFLIA/simplify2/front_end_suite/javafe.ast.VisitorArgResult.016.smt2	unsat	111	0	unsat	108	0	B
UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_51_51_841_1328720.smt_in.smt2	unknown	18631	0	unknown	18529	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__perm.adb_187_22_precondition3___00.smt2	unsat	110	0	unsat	108	0	B
UFLIA/simplify2/front_end_suite/javafe.filespace.HashTree.001.smt2	unknown	24137	0	unknown	24135	0	A
UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_53_37_371_1432776.smt_in.smt2	unknown	25138	0	unknown	25136	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__perm.adb_228_50_precondition4___00.smt2	unsat	410	0	unsat	409	0	A
UFLIA/simplify2/front_end_suite/javafe.filespace.ZipTree.005.smt2	unknown	24136	0	unknown	24136	0	B
UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_55_24_325_1534085.smt_in.smt2	unknown	22433	0	unknown	22533	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__perm.adb_244_63_range_check2___00.smt2	unsat	510	0	unsat	508	0	B
UFLIA/simplify2/front_end_suite/javafe.parser.TagConstants.001.smt2	unknown	24338	0	unsat	4213	0	A
UF/20170428-Barrett/cdt-cade2015/nada/distro/parallel/x2015_09_10_16_57_14_271_1048482.smt_in.smt2	unknown	25339	0	unknown	25337	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__perm.adb_261_42_precondition4___00.smt2	unsat	410	0	unsat	408	0	A
UFLIA/simplify2/front_end_suite/javafe.PrintSpec.012.smt2	unknown	24128	0	unknown	24134	0	B
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_50_41_894_1052743.smt_in.smt2	unsat	2512	0	unsat	2510	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__perm.adb_278_25_precondition4___00.smt2	unsat	509	0	unsat	508	0	B
UFLIA/simplify2/front_end_suite/javafe.tc.ConstantExpr.001.smt2	unsat	910	0	unsat	908	0	A
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_52_32_920_1212907.smt_in.smt2	unknown	24135	0	unknown	24134	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__perm.adb_31_15_precondition3___00.smt2	unsat	209	0	unsat	209	0	A
UFLIA/simplify2/front_end_suite/javafe.tc.FlowInsensitiveChecks.017.smt2	unknown	25037	0	unknown	25035	0	B
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_54_34_841_1436021.smt_in.smt2	unknown	18928	0	unknown	18927	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__perm.adb_46_29_index_check___00.smt2	unsat	709	0	unsat	707	0	B
UFLIA/simplify2/front_end_suite/javafe.tc.Types.035.smt2	unknown	24128	0	unknown	25134	0	A
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_56_17_304_1652193.smt_in.smt2	unknown	16221	0	unknown	16325	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__perm.ads_12_6_postcondition3___00.smt2	unsat	109	0	unsat	108	0	A
UFLIA/simplify2/front_end_suite/javafe.tc.TypeSigVec.005.smt2	unknown	24133	0	unknown	24132	0	B
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_59_12_776_1884727.smt_in.smt2	unknown	20831	0	unknown	21031	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__sort.adb_135_33_precondition3___00.smt2	unknown	25038	0	unknown	24234	0	B
UFLIA/simplify2/front_end_suite/javafe.util.ErrorSet.009.smt2	unsat	110	0	unsat	108	0	A
UF/20170428-Barrett/cdt-cade2015/nada/distro/stream/x2015_09_10_16_48_19_087_1086853.smt_in.smt2	unknown	25036	0	unknown	24533	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__sort.adb_47_19_precondition3___00.smt2	unsat	110	0	unsat	108	0	A
UFLIA/simplify2/front_end_suite/tohtml.DeclLinks.009.smt2	unsat	1011	0	unsat	908	0	B
UF/20170428-Barrett/cdt-cade2015/nada/gandl/bird_tree/x2015_09_10_16_54_37_804_1017588.smt_in.smt2	unsat	8919	0	unsat	8516	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__sort.adb_59_48_precondition___00.smt2	unknown	25036	0	unknown	25033	0	B
UFLIA/simplify/javafe.ast.CatchClauseVec.66.smt2	unknown	25032	0	unknown	25032	0	A
UF/20170428-Barrett/cdt-cade2015/nada/gandl/stern_brocot_tree/x2015_09_10_16_51_44_982_1071529.smt_in.smt2	unknown	18128	0	unknown	18328	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__sort.adb_75_44_precondition___00.smt2	unknown	25035	0	unknown	25024	0	A
UFLIA/simplify/javafe.ast.GenericBlockStmt.168.smt2	unsat	310	0	unsat	309	0	B
UF/20190906-CLEARSY/0016/00980.smt2	unsat	110	0	unsat	109	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__sort.ads_9_16_precondition2___00.smt2	unknown	25037	0	unknown	25035	0	B
UFLIA/simplify/javafe.ast.NewInstanceExpr.271.smt2	unknown	23033	0	unknown	24334	0	A
UF/grasshopper/instantiated/dl_copy_loop_check_heap_access_31_6.smt2	unsat	1312	0	unsat	1310	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/N902-010__a_stack_no_spark_contracts_with_body.adb_25_18_index_check___00.smt2	unsat	111	0	unsat	109	0	A
UFLIA/simplify/javafe.ast.TypeDeclElemPragma.373.smt2	unknown	25039	0	unknown	25037	0	B
UF/grasshopper/instantiated/pull_strands_check_heap_access_77_2.smt2	unsat	910	0	unsat	908	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/NA06-051__loop__indexbis.ads_5_72_index_check___00.smt2	unsat	109	0	unsat	108	0	B
UFLIA/simplify/javafe.filespace.LookAheadEnum.474.smt2	unsat	311	0	unsat	208	0	A
UF/grasshopper/instantiated/split_loop_check_heap_access_79_6.smt2	unsat	1512	0	unsat	1509	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_35_16_index_check4___00.smt2	unsat	110	0	unsat	108	0	A
UFLIA/simplify/javafe.parser.TokenQueue.576.smt2	unsat	21233	0	unsat	21231	0	B
UF/grasshopper/uninstantiated/dl_remove_loop_invariant_35_5.smt2	unknown	9321	0	unknown	9115	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_87_33_overflow_check___00.smt2	unsat	111	0	unsat	108	0	B
UFLIA/simplify/javafe.SrcTool.15.smt2	unsat	611	0	unsat	609	0	A
UF/grasshopper/uninstantiated/rec_remove_check_heap_access_23_4.smt2	unsat	1311	0	unsat	1410	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/n_queens__queen.ads_53_44_index_check___00.smt2	unsat	110	0	unsat	108	0	A
UFLIA/simplify/javafe.tc.TypeSig.730.smt2	unknown	17528	0	unknown	19328	0	B
UF/sledgehammer/Arrow_Order/smtlib.573364.smt2	sat	109	0	sat	108	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/O205-003__dynamic_arrays__dynamic_array.adb_52_19_discriminant_check___00.smt2	unsat	110	0	unsat	107	0	B
UFLIA/simplify/tohtml.Java2Html.832.smt2	unknown	24735	0	unknown	25036	0	A
UF/sledgehammer/Arrow_Order/uf.558544.smt2	unsat	3215	0	unsat	3213	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/O512-022__demo_not_fixed_yet__generic_stack.adb_27_25_use_stacks.adb_47_7_index_check___00.smt2	unsat	111	0	unsat	110	0	A
UFLIA/sledgehammer/Arrow_Order/smtlib.775208.smt2	unknown	18929	0	unknown	19231	0	B
UF/sledgehammer/Arrow_Order/uf.704291.smt2	unknown	25238	0	unknown	25336	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/O512-022__infoflow__infoflow.ads_136_24_contract_case___00.smt2	unknown	24137	0	unknown	24135	0	B
UFLIA/sledgehammer/FFT/smtlib.1015458.smt2	unsat	2211	0	unsat	2110	0	A
UF/sledgehammer/Arrow_Order/uf.813308.smt2	unsat	6518	0	unsat	6416	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/O512-022__stacks__stacks.ads_84_58_index_check___00.smt2	unknown	24135	0	unknown	25135	0	A
UFLIA/sledgehammer/FFT/smtlib.725125.smt2	unknown	711	0	unknown	609	0	B
UF/sledgehammer/FFT/uf.573210.smt2	unknown	24236	0	unknown	24234	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/O512-022__vscomp2014_partition_rte__partition_refinement.adb_180_10_precondition6___00.smt2	unknown	24331	0	unknown	25038	0	B
UFLIA/sledgehammer/FFT/smtlib.994522.smt2	unsat	112	0	unsat	109	0	A
UF/sledgehammer/FFT/uf.628947.smt2	sat	1412	0	sat	1410	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/O512-022__while_loop_invariant__s.adb_14_9_loop_variant___00.smt2	unsat	109	0	unsat	108	0	A
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.1127270.smt2	unknown	16930	0	unknown	16827	0	B
UF/sledgehammer/FFT/uf.681247.smt2	sat	111	0	sat	110	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/OA20-032__refinement__patris.adb_121_63_index_check___00.smt2	unknown	24137	0	unknown	24136	0	B
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.1234945.smt2	unsat	110	0	unsat	109	0	A
UF/sledgehammer/FFT/uf.734908.smt2	unknown	24237	0	unknown	24235	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/P412-021__conc_discr_dyn__p.adb_6_19_range_check___00.smt2	unknown	25037	0	unknown	25036	0	A
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.1331541.smt2	unknown	2313	0	unknown	2311	0	B
UF/sledgehammer/FFT/uf.783324.smt2	unknown	25139	0	unknown	25135	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/P518-021__frame_for_max__frame_condition.adb_11_13_range_check___00.smt2	unsat	109	0	unsat	109	0	B
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.1419033.smt2	unknown	2211	0	unknown	2211	0	A
UF/sledgehammer/FFT/uf.832362.smt2	sat	211	0	sat	208	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/P518-021__frame_for_max__frame_condition.adb_86_39_frame_condition.adb_150_10_loop_invariant_preserv___00.smt2	unsat	109	0	unsat	109	0	A
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.1523261.smt2	unsat	110	0	unsat	108	0	B
UF/sledgehammer/FFT/uf.888460.smt2	unknown	11122	0	unknown	10719	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/P607-055__for_loops_on_function_calls__for_loop_iterable.adb_42_11_precondition___01.smt2	unsat	109	0	unsat	108	0	B
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.651310.smt2	unknown	24135	0	unknown	24133	0	A
UF/sledgehammer/Fundamental_Theorem_Algebra/smtlib.723818.smt2	sat	211	0	sat	208	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/P720-007__replay__harness.adb_13_19_assert___00.smt2	unknown	2412	0	unknown	1910	0	A
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.775573.smt2	unknown	24938	0	unknown	24835	0	B
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1065126.smt2	unknown	21733	0	unknown	21434	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/PA14-032__dic__bounded_strings.adb_8_19_length_check___00.smt2	unknown	25039	0	unknown	25037	0	B
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.874641.smt2	unsat	410	0	unsat	408	0	A
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1158058.smt2	unknown	24838	0	unknown	24736	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/patience__patience.adb_86_45_index_check___00.smt2	unsat	111	0	unsat	109	0	A
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.972059.smt2	unknown	17629	0	unknown	17627	0	B
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1226930.smt2	unsat	2913	0	unsat	3012	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/prime_numbers__prime_and_coprime_numbers.ads_100_27_test_prime_and_coprime_numbers.adb_6_4_index_check___00.smt2	unsat	210	0	unsat	209	0	B
UFLIA/sledgehammer/Hoare/smtlib.1095947.smt2	unknown	25237	0	unknown	25137	0	A
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1294868.smt2	unknown	18531	0	unknown	20430	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/Q328-034__mut_discr__screen_output.adb_70_10_dead_code___00.smt2	unknown	24136	0	unknown	25037	0	A
UFLIA/sledgehammer/Hoare/smtlib.581330.smt2	unknown	2014	0	unknown	2010	0	B
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1344532.smt2	unsat	4715	0	unsat	4814	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/Q519-015__array_cast__cast_array.ads_10_14_postcondition___00.smt2	unknown	14026	0	unknown	14123	0	B
UFLIA/sledgehammer/Hoare/smtlib.755963.smt2	unknown	24036	0	unknown	24034	0	A
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1421601.smt2	unknown	14224	0	unknown	14323	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/Q529-038__predicate__bounded_stacks.ads_18_20_integer_stacks.ads_4_1_postcondition___00.smt2	unknown	609	0	unknown	708	0	A
UFLIA/sledgehammer/Hoare/smtlib.894255.smt2	unknown	23034	0	unknown	23131	0	B
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.590503.smt2	unsat	4414	0	unsat	4413	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/Q713-033__loop_unroll__lcp.ads_17_54_overflow_check___00.smt2	unsat	510	0	unsat	509	0	B
UFLIA/sledgehammer/NS_Shared/smtlib.657037.smt2	unsat	13022	0	unsat	12619	0	A
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.658398.smt2	unknown	24234	0	unknown	24532	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/Q912-021__codepeer_by_example__assign_arr_unk.adb_4_18_overflow_check___00.smt2	unknown	24134	0	unknown	24133	0	A
UFLIA/sledgehammer/QEpres/smtlib.1005883.smt2	unknown	12222	0	unknown	11420	0	B
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.727280.smt2	unknown	25135	0	unknown	25134	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/Q930-002__itp__bounded_dynamic_arrays.adb_191_42_bounded_dynamic_strings.ads_5_1_range_check___00.smt2	unsat	109	0	unsat	109	0	B
UFLIA/sledgehammer/QEpres/smtlib.1120322.smt2	unknown	17227	0	unknown	17326	0	A
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.790950.smt2	unknown	8419	0	unknown	8216	0	B
