file	A	B	A_ms	B_ms	first
QF_LRA/2019-ezsmt/robotics/4_3.smt2	unsat	unsat	109	110	A
QF_LRA/DTP-Scheduling/constraints-tms-2-3-light-30.smt2	sat	sat	110	109	B
QF_LRA/LassoRanker/CooperatingT2/matrixsqrt.t2.c_Iteration12_Loop_7-phaseTemplate.smt2	unknown	unknown	24229	24229	A
QF_LRA/LassoRanker/SV-COMP/LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Loop_7-phaseTemplate.smt2	unknown	unknown	24429	24228	B
QF_LRA/LassoRanker/Ultimate/bound-scaled600.bpl_Iteration1_Loop_7-phaseTemplate.smt2	unknown	unknown	25129	25130	A
QF_LRA/latendresse/ecoliFBAyicesTest-3875-4.smt2	unknown	unknown	24231	24231	B
QF_LRA/meti-tarski/atan/problem/2/weak2/atan-problem-2-weak2-chunk-0034.smt2	sat	sat	110	110	A
QF_LRA/meti-tarski/polypaver/bench-exp-3d/polypaver-bench-exp-3d-chunk-0050.smt2	sat	sat	110	110	B
QF_LRA/meti-tarski/sin/problem/7/weak/sin-problem-7-weak-chunk-0089.smt2	unsat	unsat	110	110	A
QF_LRA/miplib/fixnet-5000.smt2	unknown	unknown	24131	24131	B
QF_LRA/sal/windowreal/windowreal-no_t_deadlock-6.smt2	unsat	unsat	211	211	A
QF_LRA/sc/sc-39.base.cvc.smt2	unknown	unknown	24128	24132	B
QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_standard_copy3_ground.i_3_2_2.bpl_7.smt2	unknown	unknown	24129	24129	A
QF_LRA/2019-ezsmt/travellingSalesperson/tsp_rand_70_300_1155482584_7.lp.smt2	sat	sat	9117	8718	B
QF_LRA/LassoRanker/CooperatingT2/disj_nightmare.t2.c_Iteration2_Loop_7-phaseTemplate.smt2	unknown	unknown	25131	25132	A
QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration5_Lasso_6-phaseTemplate.smt2	unknown	unknown	25032	24631	B
QF_LRA/LassoRanker/SV-COMP/joey_false-termination.c_Iteration1_Loop_7-phaseTemplate.smt2	unknown	unknown	24131	24231	A
QF_LRA/LassoRanker/Ultimate/yPositive-SIscaled75.bpl_Iteration1_Loop_7-phaseTemplate.smt2	unknown	unknown	25133	25132	B
QF_LRA/meti-tarski/Chua/1/IL/L/Chua-1-IL-L-chunk-0142.smt2	sat	sat	110	110	A
QF_LRA/meti-tarski/bottom-plate-mixer/bottom-plate-mixer-chunk-0019.smt2	sat	sat	110	110	B
QF_LRA/meti-tarski/sin/problem/7/sin-problem-7-chunk-0004.smt2	sat	sat	111	110	A
QF_LRA/meti-tarski/sin/problem/7/weak2/sin-problem-7-weak2-chunk-0048.smt2	unsat	unsat	110	110	B
QF_LRA/sal/carpark/Carpark2-ausgabe-8.smt2	unknown	unknown	211	210	A
QF_LRA/sc/sc-17.base.cvc.smt2	unknown	unknown	24132	24132	B
QF_LRA/spider_benchmarks/fs_not_sc_seen.base.smt2	unsat	unsat	1713	1712	A
QF_LRA/2019-ezsmt/blending/5.smt2	unsat	unsat	7517	7317	B
QF_LRA/DTP-Scheduling/constraints-temporal-machine-shop-2-3-A10.smt2	sat	sat	110	110	A
QF_LRA/LassoRanker/CooperatingT2/ludcmp.c.i.ludcmp.pl.t2.fixed.t2.c_Iteration8_Loop_7-phaseTemplate.smt2	unknown	unknown	24229	24229	B
