file	A	B	A_ms	B_ms	first
QF_NRA/20161105-Sturm-MBO/mbo_E17E24.smt2	unknown	unknown	24429	24430	A
QF_NRA/20161105-Sturm-MBO/mbo_E5E13.smt2	unknown	unknown	24634	24633	B
QF_NRA/20180501-Economics-Mulligan/MulliganEconomicsModel0051a.smt2	unknown	unknown	7916	8016	A
QF_NRA/20200911-Pine/1599121905450496000.smt2	unknown	unknown	12721	12719	B
QF_NRA/20211101-Geogebra/Triangle-Bottema1_17.smt2	unknown	unknown	25030	25030	A
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_Mitrinovic_8_3.smt2	unknown	unknown	15723	15625	B
QF_NRA/hycomp/ball_count_1d_plain.03.redlog_global_15.smt2	unsat	unsat	110	109	A
QF_NRA/hycomp/ball_count_1d_plain.05.seq_lazy_linear_enc_global_15.smt2	unsat	unsat	109	110	B
QF_NRA/hycomp/ball_count_2d_hill.02.seq_lazy_lemmas_global_15.smt2	unsat	unsat	209	209	A
QF_NRA/hycomp/ball_count_2d_hill.05.seq_lazy_lemmas_global_15.smt2	unsat	unsat	209	210	B
QF_NRA/hycomp/ball_count_2d_hill_simple.02.redlog_global_15.smt2	unsat	unsat	109	109	A
QF_NRA/hycomp/ball_count_2d_hill_simple.04.seq_lazy_linear_enc_global_15.smt2	unsat	unsat	109	109	B
QF_NRA/hycomp/ball_count_2d_plain.01.redlog_global_15.smt2	unsat	unsat	210	209	A
QF_NRA/hycomp/ball_count_2d_plain.03.seq_lazy_linear_enc_global_15.smt2	unsat	unsat	110	109	B
QF_NRA/hycomp/ball_count_2d_plain.10.redlog_global_15.smt2	unsat	unsat	209	209	A
QF_NRA/hycomp/ball_count_2d_slope.03.seq_lazy_linear_enc_global_15.smt2	unsat	unsat	210	210	B
QF_NRA/hycomp/etcs_braking_2.01.redlog_global_15.smt2	unsat	unknown	23628	24630	A
QF_NRA/LassoRanker/CooperatingT2/byron-2.t2.c_Iteration2_Loop_4-pieceTemplate.smt2	unknown	unknown	24830	24831	B
QF_NRA/LassoRanker/CooperatingT2/polyrank4.t2.c_Iteration9_Loop_2-pieceTemplate.smt2	unknown	unknown	24131	24130	A
QF_NRA/LassoRanker/SV-COMP/min_rf_true-termination.c_Iteration1_Lasso_2-pieceTemplate.smt2	unknown	unknown	24830	24530	B
QF_NRA/LassoRanker/Ultimate/SantaBarbara01.bpl_Iteration1_Lasso_3-pieceTemplate.smt2	unknown	unknown	24130	24133	A
QF_NRA/meti-tarski/atan/problem/2/atan-problem-2-chunk-0014.smt2	unknown	unknown	12421	12423	B
QF_NRA/meti-tarski/atan/problem/2/weak/atan-problem-2-weak-chunk-0018.smt2	unknown	unknown	18926	18926	A
QF_NRA/meti-tarski/atan/problem/2/weakT/atan-problem-2-weakT-chunk-0032.smt2	sat	sat	109	109	B
QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0242.smt2	unknown	unknown	11719	12121	A
QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0485.smt2	sat	sat	110	110	B
QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0174.smt2	unsat	unsat	112	110	A
QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0459.smt2	sat	sat	111	111	B
QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0713.smt2	sat	sat	111	113	A
QF_NRA/meti-tarski/Chua/1/IL/L/Chua-1-IL-L-chunk-0141.smt2	unsat	unsat	111	113	B
QF_NRA/meti-tarski/Chua/1/VC2/L/Chua-1-VC2-L-chunk-0025.smt2	sat	sat	110	110	A
QF_NRA/meti-tarski/Chua/2/IL/L/Chua-2-IL-L-chunk-0103.smt2	sat	sat	111	111	B
QF_NRA/meti-tarski/Chua/2/VC1/U/Chua-2-VC1-U-chunk-0070.smt2	sat	sat	111	112	A
QF_NRA/meti-tarski/CMOS/CMOS-opamp-chunk-0146.smt2	unknown	unknown	1712	1713	B
QF_NRA/meti-tarski/exp/problem/10/2/exp-problem-10-2-chunk-0017.smt2	unknown	unknown	7418	7116	A
QF_NRA/meti-tarski/exp/problem/10/2/exp-problem-10-2-chunk-0266.smt2	unknown	unknown	6114	6418	B
QF_NRA/meti-tarski/exp/problem/10/3/exp-problem-10-3-chunk-0139.smt2	unknown	unknown	24132	24130	A
QF_NRA/meti-tarski/exp/problem/10/3/weak/exp-problem-10-3-weak-chunk-0204.smt2	unknown	unknown	12519	12520	B
QF_NRA/meti-tarski/polypaver/bench-exp-3d/polypaver-bench-exp-3d-chunk-0105.smt2	unknown	unknown	11419	10017	A
QF_NRA/meti-tarski/polypaver/bench-sqrt-3d/polypaver-bench-sqrt-3d-chunk-0349.smt2	sat	sat	108	108	B
QF_NRA/meti-tarski/RL-high-pass-circuit/RL-high-pass-circuit-gain-chunk-0012.smt2	unknown	unknown	3611	3714	A
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0147.smt2	unknown	unsat	16423	110	B
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0419.smt2	unknown	unknown	710	710	A
QF_NRA/meti-tarski/sin/problem/10/sin-problem-10-3-chunk-0028.smt2	sat	sat	109	108	B
QF_NRA/meti-tarski/sin/problem/7/sin-problem-7-chunk-0353.smt2	sat	sat	1810	1811	A
QF_NRA/meti-tarski/sin/problem/8/weak/sin-problem-8-weak-chunk-0050.smt2	unknown	unknown	209	209	B
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0094.smt2	sat	sat	1410	1310	A
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0354.smt2	unknown	unknown	109	110	B
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0627.smt2	sat	sat	210	209	A
QF_NRA/meti-tarski/sqrt/problem/13/sqrt1/sqrt-problem-13-sqrt1-chunk-0073.smt2	unsat	unsat	110	109	B
