file	base	base_ms	base_rc	arm	arm_ms	arm_rc	first	status
UFLIA/20230314-Jaroslav-Bendik-Certora/52759_b3ecd2335fd16ec2eee2_9_UFLIA.smt2	unknown	4511	0	unknown	4510	0	base	unknown
UFLIA/boogie/AdvancedTypes_InternalSubClass..ctor-orderStrength_1.smt2	unknown	24128	0	unknown	20125	0	base	unsat
UFLIA/boogie/Arrays_Q3-noinfer.smt2	unknown	24129	0	unknown	13018	0	base	unsat
UFLIA/boogie/AssignToRepField_AssignToRepField.N.smt2	unknown	24134	0	unknown	16225	0	base	unsat
UFLIA/boogie/Bag2_Bag.Add_System.Int32.smt2	unknown	24435	0	unknown	14824	0	base	unknown
UFLIA/boogie/BasicMethodology_SubClass..ctor.smt2	unknown	24235	0	unknown	19223	0	base	unsat
UFLIA/boogie/Cast_Cast.R_System.Object_System.Int32.smt2	unknown	24134	0	unknown	14023	0	base	unsat
UFLIA/boogie/Chunker11c_Chunker.SpecSharp.CheckInvariant_System.Boolean.smt2	unknown	24129	0	unknown	22628	0	base	unsat
UFLIA/boogie/DefaultLoopInv0_A.M-modifiesOnLoop-noinfer.smt2	unknown	23328	0	unknown	14119	0	base	unsat
UFLIA/boogie/Ensures_Q-noinfer_8.smt2	unknown	24029	0	unknown	12917	0	base	unknown
UFLIA/boogie/ExposeVersion_D..ctor-level_2.smt2	unknown	24129	0	unknown	16422	0	base	unsat
UFLIA/boogie/FormulaTerm_plus-noinfer_2.smt2	unsat	107	0	unsat	106	0	base	unsat
UFLIA/boogie/Interval_Cell.Shift_System.Int32.smt2	unknown	24131	0	unknown	14220	0	arm	unsat
UFLIA/boogie/LocalExpose_T.V1.smt2	unknown	24130	0	unknown	15720	0	arm	unknown
UFLIA/boogie/MultipleErrors_P-showErrorTrace-vc_local_1.smt2	unknown	24129	0	unknown	12818	0	arm	unknown
UFLIA/boogie/Passification_good1-noinfer.smt2	unsat	109	0	unsat	109	0	arm	unsat
UFLIA/boogie/PureAxioms_B.Dummy2-level_2.smt2	unknown	24137	0	unknown	14423	0	arm	unknown
UFLIA/boogie/Quantifiers_V1-noinfer.smt2	unsat	211	0	unsat	208	0	arm	unsat
UFLIA/boogie/Spouse_Person..ctor.smt2	unknown	24236	0	unknown	14723	0	arm	unsat
UFLIA/boogie/StrictReadOnly_C1.Z1.smt2	unknown	24230	0	unknown	14618	0	arm	unknown
UFLIA/boogie/StructTests_St.S_System.Int32.ptr_System.Int32.ptr-level_2.smt2	unknown	24130	0	unknown	14618	0	arm	unknown
UFLIA/boogie/Unsigned_test.Conversions_System.UInt32_System.Double.smt2	unknown	24130	0	unknown	14120	0	arm	unknown
UFLIA/boogie/WhereMotivation_Types.MLoop0.smt2	unknown	24031	0	unknown	17423	0	arm	unknown
UFLIA/boogie/loopinv1_LoopInv1.Test1a_F_notnull-infer_eh.smt2	unknown	24931	0	unknown	25029	0	arm	unsat
UFLIA/grasshopper/instantiated/delete_check_heap_access_53_12.smt2	unknown	23730	0	unknown	14520	0	base	unsat
UFLIA/grasshopper/instantiated/insertion_sort_postcondition_of_insertion_sort_63_1.smt2	unknown	24230	0	unknown	14921	0	base	unsat
UFLIA/grasshopper/instantiated/reverse_loop_check_heap_access_35_4.smt2	unsat	2711	0	unsat	5412	0	base	unsat
UFLIA/grasshopper/instantiated/union_check_heap_access_38_21.smt2	unsat	110	0	unsat	108	0	base	unsat
UFLIA/grasshopper/uninstantiated/difference_check_heap_access_41_8.smt2	unsat	14126	0	unknown	13925	0	base	unsat
UFLIA/grasshopper/uninstantiated/merge_loop_check_heap_access_60_6.smt2	unknown	24232	0	unknown	13122	0	base	unsat
UFLIA/grasshopper/uninstantiated/sls_insert_loop_check_heap_access_38_6.smt2	unsat	6416	0	unknown	13023	0	base	unsat
UFLIA/misc/list4.smt2	unknown	18722	0	unknown	108	0	base	sat
UFLIA/simplify/javafe.SrcTool.15.smt2	unsat	410	0	unsat	409	0	base	unsat
UFLIA/simplify/javafe.ast.CatchClauseVec.66.smt2	unknown	25030	0	unknown	14115	0	base	unsat
UFLIA/simplify/javafe.ast.DelegatingPrettyPrint.117.smt2	unsat	310	0	unsat	309	0	base	unsat
UFLIA/simplify/javafe.ast.GenericBlockStmt.168.smt2	unsat	209	0	unsat	207	0	base	unsat
UFLIA/simplify/javafe.ast.LexicalPragmaVec.219.smt2	unknown	23930	0	unknown	13520	0	arm	unsat
UFLIA/simplify/javafe.ast.NewInstanceExpr.271.smt2	unknown	22927	0	unknown	25131	0	arm	unsat
UFLIA/simplify/javafe.ast.StandardPrettyPrint.322.smt2	unknown	22025	0	unknown	17123	0	arm	unsat
UFLIA/simplify/javafe.ast.TypeDeclElemPragma.373.smt2	unknown	25037	0	unknown	13023	0	arm	unsat
UFLIA/simplify/javafe.ast.UnaryExpr.424.smt2	unknown	22529	0	unknown	25036	0	arm	unsat
UFLIA/simplify/javafe.filespace.LookAheadEnum.474.smt2	unsat	210	0	unsat	209	0	arm	unsat
UFLIA/simplify/javafe.filespace.ZipTree.525.smt2	unsat	912	0	unsat	910	0	arm	unsat
UFLIA/simplify/javafe.parser.TokenQueue.576.smt2	unknown	21527	0	unknown	25030	0	arm	unsat
UFLIA/simplify/javafe.reader.StandardTypeReader.628.smt2	unsat	409	0	unsat	408	0	arm	unsat
UFLIA/simplify/javafe.tc.FlowInsensitiveChecks.679.smt2	unknown	25132	0	unknown	21222	0	arm	unsat
UFLIA/simplify/javafe.tc.TypeSig.730.smt2	unknown	17025	0	unknown	16120	0	arm	unsat
UFLIA/simplify/javafe.util.ErrorSet.781.smt2	unsat	408	0	unsat	407	0	arm	unsat
UFLIA/simplify/tohtml.Java2Html.832.smt2	unknown	25032	0	unknown	25025	0	base	unsat
UFLIA/simplify2/front_end_suite/javafe.PrintSpec.012.smt2	unknown	24231	0	unknown	14320	0	base	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.AmbiguousVariableAccess.004.smt2	unknown	25031	0	unknown	24129	0	base	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.BinaryExpr.010.smt2	unknown	24133	0	unknown	25030	0	base	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.CatchClauseVec.004.smt2	unsat	510	0	unsat	509	0	base	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.CompilationUnit.001.smt2	unknown	24133	0	unknown	25036	0	base	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.ConstructorDecl.007.smt2	unknown	25038	0	unknown	25034	0	base	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.DefaultVisitor.028.smt2	unknown	24131	0	unknown	25033	0	base	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.DelegatingPrettyPrint.010.smt2	unsat	911	0	unsat	908	0	base	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.ExprVec.004.smt2	unsat	410	0	unsat	408	0	base	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.ForStmt.009.smt2	unknown	25033	0	unknown	25027	0	base	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.Identifier.010.smt2	unknown	24128	0	unknown	13320	0	base	unknown
UFLIA/simplify2/front_end_suite/javafe.ast.ImportDeclVec.015.smt2	unknown	24130	0	unknown	13921	0	arm	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.LabelStmt.011.smt2	unknown	25033	0	unknown	25030	0	arm	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.MethodDecl.005.smt2	unknown	25032	0	unknown	25030	0	arm	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.Modifiers.012.smt2	unsat	110	0	unsat	109	0	arm	unsat
