file	order	off_verdict	off_ms	on_verdict	on_ms
QF_BV/2017-BuchwaldFried/counterexample.dump.ia32_Mul_base_disp--Add32.load32.Mul32.Mulh_u32.0005.smt2	off-on	unknown	24335	unknown	24134
QF_BV/20170501-Heizmann-UltimateAutomizer/modulus_true-unreach-call_true-no-overflow.i_242.smt2	on-off	unknown	24136	unknown	24236
QF_BV/20170531-Hansen-Check/division_by_zero1.smt2	off-on	unsat	110	unsat	110
QF_BV/2018-Goel-hwbench/QF_BV_eq_sdp_v1_cc_ref_max.smt2	on-off	sat	110	sat	210
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_1348.smt2	off-on	unsat	110	unsat	110
QF_BV/20190429-UltimateAutomizerSvcomp2019/byte_add_1_true-unreach-call_true-no-overflow_true-termination.i_14.smt2	on-off	unsat	111	unsat	111
QF_BV/20200328-Favaro/mul_mba_synthesis.smt2	off-on	unknown	24438	unknown	24536
QF_BV/20210219-Sydr/master/readelf/predicate_495.smt2	on-off	sat	510	sat	511
QF_BV/20210312-Bouvier/vlsat3_a17.smt2	off-on	unknown	24234	unknown	24134
QF_BV/20220315-ecrw/rw_rule_candidate_vmcai_2022_bw512_1.smt2	on-off	unknown	26639	unknown	28241
QF_BV/20221012-MCMPC/mean_buckets/mean_buckets.t1.i8.114293d8.smt2	off-on	sat	310	sat	310
QF_BV/20221214-p4dfa-XiaoqiChen/Composition/simple_bit8_na1_nr1_twocond.smt2	on-off	sat	109	sat	110
QF_BV/20230221-oisc-gurtner/SRAI-SAFE-12-12.smt2	off-on	unsat	10521	unsat	10521
QF_BV/20230224-grsbits-truby/grs-32-32.smt2	on-off	unknown	24136	unknown	24235
QF_BV/20230321-UltimateAutomizerSvcomp2023/cohencu.c_2.smt2	off-on	unknown	24135	unknown	24235
QF_BV/RWS/Example_4.txt.smt2	on-off	sat	109	sat	209
QF_BV/Sage2/bench_10012.smt2	off-on	unsat	310	unsat	110
QF_BV/VS3/VS3-benchmark-A6.smt2	on-off	unknown	24134	unknown	24234
QF_BV/asp/MazeGeneration/maze-generation-width=10-height=10-density=0.01-run=3.smt2	off-on	unsat	210	unsat	209
QF_BV/bench_ab/a619test0065.smt2	on-off	sat	110	sat	110
QF_BV/bmc-bv-svcomp14/gcd_3_true.c.21.smt2	off-on	unknown	25336	unknown	25237
QF_BV/bmc-bv/inf8.smt2	on-off	unsat	110	unsat	110
QF_BV/brummayerbiere/countbits032.smt2	off-on	unsat	5516	unsat	4915
QF_BV/brummayerbiere2/smulov2bw160.smt2	on-off	unknown	24136	unknown	24136
QF_BV/brummayerbiere3/isqrtnoifinvalidvc.smt2	off-on	unknown	24135	unknown	24135
QF_BV/brummayerbiere4/unconstrained01.smt2	on-off	unknown	29141	unknown	38050
QF_BV/bruttomesso/core/ext_con_004_008_0128.smt2	off-on	unsat	110	unsat	109
QF_BV/calypto/problem_10.smt2	on-off	unknown	24234	unknown	24134
QF_BV/challenge/integerOverflow.smt2	off-on	unknown	24134	unknown	24135
QF_BV/check2/bigHex.smt2	on-off	sat	110	sat	109
QF_BV/crafted/bb.smt2	off-on	unsat	109	unsat	109
QF_BV/dwp_formulas/try3_noof_functions_dwp_date.quoting_options_from_style.il.dwp.smt2	on-off	unsat	109	unsat	109
QF_BV/ecc/com.galois.ecc.P384ECC64.ec_twin_mul_aux_f.short.smt2	off-on	unsat	309	unsat	210
QF_BV/fft/Sz512_15128_7.smt2	on-off	sat	610	sat	609
QF_BV/float/square.smt2	off-on	unsat	110	unsat	110
QF_BV/galois/iffyInterleavedModMult-8.smt2	on-off	unknown	24134	unknown	24134
QF_BV/gulwani-pldi08/mccarthy91.phx.smt2	off-on	sat	13823	sat	14424
QF_BV/log-slicing/bvshl_1407.smt2	on-off	unknown	24034	unknown	24133
QF_BV/mcm/89.smt2	off-on	unknown	24134	unknown	24135
QF_BV/pspace/power2sum.8286.smt2	on-off	unknown	25235	unknown	25735
QF_BV/rubik/6moves_mti_5-Atd_00004_bmc.smt2	off-on	unsat	210	unsat	109
QF_BV/sage/app2/bench_883.smt2	on-off	unsat	210	unsat	209
QF_BV/spear/inn_v2.4.3/innfeed_imapfeed_vc24830.smt2	off-on	sat	1110	sat	1011
QF_BV/stp_samples/run_03230.trace.cond_025439_0x418209_00.smt2	on-off	sat	109	sat	109
QF_BV/tacas07/s-40-50-bv.smt2	off-on	sat	209	sat	210
QF_BV/uclid/tcas/tcas60_k_0.smt2	on-off	unsat	512	unsat	510
QF_BV/uclid_contrib_smtcomp09/sw_bv_formula.smt2	off-on	unknown	24234	unknown	24235
QF_BV/uum/uum8.smt2	on-off	unsat	13521	unsat	13523
QF_BV/wienand-cav2008/Distrib/distrib16.sf.smt2	off-on	unknown	24233	unknown	24234
