file	A	B	A_ms	B_ms	first
QF_NIA/20170427-VeryMax/ITS/From_T2__ppblock.t2__p7749_edge_closing_0.smt2	unknown	unknown	12520	12221	B
QF_NIA/20170427-VeryMax/ITS/From_T2__s1-striped.t2_fixed__p10157_safety_0.smt2	sat	sat	11018	10917	A
QF_NIA/20170427-VeryMax/ITS/From_T2__s1-striped.t2__p13494_safety_0.smt2	sat	sat	12020	11818	B
QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p18409_safety_0.smt2	unknown	unknown	24130	24129	A
QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-3-filtered.t2__p21659_terminationG_0.smt2	unknown	unknown	11319	11319	B
QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-4-filtered.t2__p22683_terminationG_0.smt2	unknown	unknown	24329	24431	A
QF_NIA/20170427-VeryMax/ITS/From_T2__streamserver.bug.t2__terminationS_1_0.smt2	unknown	unknown	24229	24430	B
QF_NIA/20170427-VeryMax/ITS/From_T2__ud.t2__term_unfeasibility_1_0.smt2	sat	sat	10921	10925	A
QF_NIA/20170427-VeryMax/SAT14/106.smt2	unknown	unknown	16322	16325	B
QF_NIA/20170427-VeryMax/SAT14/1509.smt2	unknown	unknown	17922	17922	A
QF_NIA/20170427-VeryMax/SAT14/227.smt2	unknown	unknown	24231	24228	B
QF_NIA/20170427-VeryMax/SAT14/687.smt2	unknown	unknown	17324	17125	A
QF_NIA/20210219-Dartagnan/ReachSafety-Loops/geo1-u_valuebound2-O0.smt2	unknown	unknown	11819	12321	B
QF_NIA/20220315-MathProblems/STC_0205.smt2	sat	sat	16422	18024	A
QF_NIA/20220315-MathProblems/STC_0713.smt2	sat	sat	4116	4114	B
QF_NIA/AProVE/aproveSMT1294590808882795189.smt2	sat	sat	110	111	A
QF_NIA/AProVE/aproveSMT2912633883485370336.smt2	sat	sat	11019	11019	B
QF_NIA/AProVE/aproveSMT4687047739446499948.smt2	unknown	unknown	24128	24125	A
QF_NIA/AProVE/aproveSMT6461796824751951221.smt2	unknown	unknown	24127	24125	B
QF_NIA/AProVE/aproveSMT8300370999791707493.smt2	sat	sat	13118	13119	A
QF_NIA/leipzig/term-MRIndM.smt2	sat	sat	8118	8115	B
