file	A	B	A_ms	B_ms	first
QF_NRA/20161105-Sturm-MBO/mbo_E13E18.smt2	unknown	unknown	25229	25230	A
QF_NRA/20161105-Sturm-MBO/mbo_E2E5.smt2	unknown	unknown	25639	24428	B
QF_NRA/20170501-Heizmann-UltimateInvariantSynthesis/standard_two_index_06.i_3_2_2.bpl_5.smt2	unknown	unknown	13129	10315	A
QF_NRA/20200911-Pine/1599121863243316000.smt2	unknown	unknown	2812	2911	B
QF_NRA/20211101-Geogebra/IsoRightTriangle-Bottema6_1b.smt2	unknown	unknown	24130	24133	A
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_ISSAC05_Bessack_5_m4.smt2	unknown	unknown	13622	12121	B
QF_NRA/hycomp/ball_count_1d_plain.02.seq_lazy_lemmas_global_5.smt2	unsat	unsat	609	609	A
QF_NRA/hycomp/ball_count_1d_plain.05.qfree_global_5.smt2	unsat	unsat	210	210	B
QF_NRA/hycomp/ball_count_2d_hill.01.seq_lazy_linear_enc_global_5.smt2	unsat	unsat	816	718	A
QF_NRA/hycomp/ball_count_2d_hill.04.seq_lazy_linear_enc_global_5.smt2	unsat	unsat	717	714	B
QF_NRA/hycomp/ball_count_2d_hill_simple.01.seq_lazy_lemmas_global_5.smt2	unsat	unsat	914	914	A
QF_NRA/hycomp/ball_count_2d_hill_simple.04.qfree_global_5.smt2	unsat	unsat	216	214	B
QF_NRA/hycomp/ball_count_2d_hill_simple.10.seq_lazy_lemmas_global_5.smt2	unsat	unsat	910	909	A
QF_NRA/hycomp/ball_count_2d_plain.03.qfree_global_5.smt2	unsat	unsat	211	210	B
QF_NRA/hycomp/ball_count_2d_plain.05.seq_lazy_lemmas_global_5.smt2	unsat	unsat	1011	1010	A
QF_NRA/hycomp/ball_count_2d_slope.02.seq_lazy_linear_enc_global_5.smt2	unsat	unsat	1211	1211	B
QF_NRA/hycomp/ball_count_2d_slope.10.seq_lazy_lemmas_global_5.smt2	unsat	unsat	2911	2810	A
QF_NRA/kissing/kissing_4_8.smt2	unknown	unknown	24330	24329	B
QF_NRA/LassoRanker/CooperatingT2/p-46.t2.c_Iteration2_Loop_4-pieceTemplate.smt2	unknown	unknown	24731	24735	A
QF_NRA/LassoRanker/SV-COMP/KroeningSharyginaTsitovichWintersteiger-2010CAV-Fig1_true-termination.c_Iteration1_Lasso_6-phaseTemplate.smt2	unknown	unknown	25130	25132	B
