file	A	B	A_ms	B_ms	first
QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_sanfoundry_10_ground.i_6_3_3.bpl_13.smt2	unknown	unknown	24831	24429	A
QF_LRA/2019-ezsmt/travellingSalesperson/rand_80_340_1159656267_4.lp.smt2	sat	sat	6113	7314	B
QF_LRA/LassoRanker/CooperatingT2/collatz.t2.c_Iteration3_Loop_7-phaseTemplate.smt2	unknown	unknown	24237	24334	A
QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration3_Lasso_5-phaseTemplate.smt2	unknown	unknown	24635	24328	B
QF_LRA/LassoRanker/SV-COMP/aviad_true-termination.c_Iteration1_Loop_4-nestedTemplate.smt2	unknown	unknown	25237	24931	A
QF_LRA/LassoRanker/Ultimate/yPositive-SIscaled50.bpl_Iteration1_Loop_4-pieceTemplate.smt2	unknown	unknown	24631	24429	B
QF_LRA/meti-tarski/Chua/1/IL/L/Chua-1-IL-L-chunk-0013.smt2	sat	sat	112	111	A
QF_LRA/meti-tarski/bottom-plate-mixer/bottom-plate-mixer-chunk-0011.smt2	sat	sat	111	111	B
QF_LRA/meti-tarski/sin/344/3/sin-344-3-weak-chunk-0016.smt2	unsat	unsat	111	110	A
QF_LRA/meti-tarski/sin/problem/7/weak2/sin-problem-7-weak2-chunk-0037.smt2	sat	sat	110	111	B
QF_LRA/miplib/vpm2-5.smt2	unknown	unknown	24130	24131	A
QF_LRA/sc/sc-15.base.cvc.smt2	unknown	unknown	24142	24132	B
QF_LRA/spider_benchmarks/frame_prop.base.smt2	unsat	unsat	1953	1913	A
QF_LRA/2019-ezsmt/Labyrinth/SCC_Strong/0051-labyrinth-12-0.smt2	unknown	unknown	25132	25333	B
QF_LRA/DTP-Scheduling/constraints-tempo-depth-30.smt2	sat	sat	111	110	A
QF_LRA/LassoRanker/CooperatingT2/firewire.t2.c_Iteration1_Lasso_4-lexTemplate.smt2	unknown	unknown	24429	24730	B
QF_LRA/LassoRanker/CooperatingT2/toeplz.c.i.toeplz.pl.t2.fixed.t2.c_Iteration2_Loop_7-phaseTemplate.smt2	unknown	unknown	25235	25132	A
QF_LRA/LassoRanker/Ultimate/Collatz.bpl_Iteration1_Loop_6-phaseTemplate.smt2	unknown	unknown	25129	25327	B
QF_LRA/clock_synchro/clocksynchro_2clocks.main_invar.base.smt2	unsat	unsat	3012	2912	A
