file	A	B	A_ms	B_ms	first
QF_LRA/2019-ezsmt/blending/17.smt2	sat	sat	121	122	A
QF_LRA/DTP-Scheduling/constraints-tempo-width-40.smt2	sat	sat	1424	1520	B
QF_LRA/LassoRanker/CooperatingT2/hongyi1.t2.c_Iteration9_Loop_4-lexTemplate.smt2	unknown	unknown	25236	25027	A
QF_LRA/LassoRanker/SV-COMP/CookSeeZuleger-2013TACAS-Fig3_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	unknown	unknown	25139	24628	B
QF_LRA/LassoRanker/Ultimate/Lobnya-Boolean-Reordered.bpl_Iteration1_Lasso_7-phaseTemplate.smt2	unknown	unknown	24335	24129	A
QF_LRA/clock_synchro/clocksynchro_8clocks.main_invar.base.smt2	unsat	unsat	5818	9022	B
QF_LRA/meti-tarski/Chua/2/IL/L/Chua-2-IL-L-chunk-0071.smt2	sat	sat	110	111	A
QF_LRA/meti-tarski/cbrt/3/weak/cbrt-problem-3-weak-chunk-0097.smt2	sat	sat	111	112	B
QF_LRA/meti-tarski/sin/problem/7/weak/sin-problem-7-weak-chunk-0037.smt2	sat	sat	112	111	A
QF_LRA/meti-tarski/sqrt/1mcosq/7/sqrt-1mcosq-7-chunk-0103.smt2	sat	sat	111	113	B
QF_LRA/sal/tgc/tgc_io-safe-13.smt2	unknown	unknown	5515	4213	A
QF_LRA/sc/sc-31.base.cvc.smt2	unknown	unknown	24036	24133	B
QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_array1.i_3_2_2.bpl_11.smt2	unknown	unknown	24132	24133	A
QF_LRA/2019-ezsmt/routingMin/SCC_strong/d50.9.smt2	sat	sat	211	211	B
QF_LRA/LassoRanker/CooperatingT2/afagp-fail.t2.c_Iteration1_Lasso_7-phaseTemplate.smt2	unknown	unknown	24331	24232	A
QF_LRA/LassoRanker/CooperatingT2/p-43.t2.c_Iteration4_Loop_4-pieceTemplate.smt2	unknown	unknown	24331	24331	B
QF_LRA/LassoRanker/SV-COMP/Masse_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	unknown	unknown	24338	24232	A
QF_LRA/LassoRanker/Ultimate/simple-scaled200.bpl_Iteration1_Lasso_3-pieceTemplate.smt2	unknown	unknown	25132	25233	B
QF_LRA/latendresse/ecoliMILPglycerolYices3-50000.smt2	sat	sat	11925	12023	A
QF_LRA/meti-tarski/atan/problem/2/weak2/atan-problem-2-weak2-chunk-0054.smt2	sat	sat	110	110	B
QF_LRA/meti-tarski/polypaver/bench-exp-3d/polypaver-bench-exp-3d-chunk-0060.smt2	sat	sat	110	110	A
QF_LRA/meti-tarski/sin/problem/7/weak2/sin-problem-7-weak2-chunk-0006.smt2	sat	sat	111	110	B
QF_LRA/miplib/opt1217--57.smt2	unknown	unknown	24231	24134	A
QF_LRA/sal/windowreal/windowreal-safe2-1.smt2	unsat	unsat	111	110	B
QF_LRA/sc/sc-5.base.cvc.smt2	unsat	unsat	13621	14623	A
QF_LRA/2019-ezsmt/Labyrinth/SCC_Strong/0132-labyrinth-12-0.smt2	unknown	unknown	25132	25335	B
QF_LRA/DTP-Scheduling/constraints-tempo-depth-9.smt2	sat	sat	113	118	A
QF_LRA/LassoRanker/CooperatingT2/firewire.t2.c_Iteration3_Loop_4-pieceTemplate.smt2	unknown	unknown	24530	24429	B
QF_LRA/LassoRanker/SV-COMP/Ben-Amram-2010LMCS-Ex2.3_true-termination.c_Iteration1_Lasso_3-pieceTemplate.smt2	unknown	unknown	24529	24631	A
QF_LRA/LassoRanker/Ultimate/Gcd.bpl_Iteration1_Lasso_7-phaseTemplate.smt2	unknown	unknown	24127	24229	B
QF_LRA/clock_synchro/clocksynchro_4clocks.main_invar.base.smt2	unsat	unsat	1009	1013	A
QF_LRA/meti-tarski/Chua/1/VC2/L/Chua-1-VC2-L-chunk-0056.smt2	sat	sat	109	110	B
QF_LRA/meti-tarski/cbrt/3/weak/cbrt-problem-3-weak-chunk-0049.smt2	unsat	unsat	109	109	A
QF_LRA/meti-tarski/sin/problem/7/weak/sin-problem-7-weak-chunk-0016.smt2	sat	sat	111	109	B
QF_LRA/meti-tarski/sqrt/1mcosq/7/sqrt-1mcosq-7-chunk-0059.smt2	sat	sat	110	110	A
QF_LRA/sal/pursuit/pursuit-safety-5.smt2	unsat	unsat	209	210	B
QF_LRA/sc/sc-27.base.cvc.smt2	unknown	unknown	24027	24027	A
QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_half_2.i_3_6_2.bpl_7.smt2	unknown	unknown	24030	24031	B
QF_LRA/2019-ezsmt/travellingSalesperson/rand_80_340_1159656267_0.lp.smt2	unknown	unknown	24337	24241	A
QF_LRA/LassoRanker/CooperatingT2/brp_withassume.t2.c_Iteration8_Loop_6-phaseTemplate.smt2	unknown	unknown	25133	25342	B
QF_LRA/LassoRanker/CooperatingT2/queens.t2.c_Iteration19_Loop_7-phaseTemplate.smt2	unknown	unknown	24730	24731	A
QF_LRA/LassoRanker/SV-COMP/TelAviv-Amir-Minimum_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	unknown	unknown	25130	25431	B
QF_LRA/LassoRanker/Ultimate/simple-scaled250.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	unknown	unknown	25329	25129	A
QF_LRA/meti-tarski/CMOS/CMOS-opamp-chunk-0016.smt2	sat	sat	110	110	B
QF_LRA/meti-tarski/atan/problem/2/weak2/atan-problem-2-weak2-chunk-0127.smt2	sat	sat	109	112	A
QF_LRA/meti-tarski/polypaver/bench-exp-3d/polypaver-bench-exp-3d-chunk-0144.smt2	sat	sat	112	114	B
QF_LRA/meti-tarski/sin/problem/7/weak2/sin-problem-7-weak2-chunk-0028.smt2	sat	sat	108	108	A
QF_LRA/miplib/pp08a-7349.smt2	unknown	unknown	24127	24128	B
QF_LRA/sc/sc-13.base.cvc.smt2	unknown	unknown	24126	24127	A
QF_LRA/sc/sc-9.base.cvc.smt2	unknown	unknown	24130	24128	B
