file	A	B	A_ms	B_ms	first
QF_NRA/20161105-Sturm-MBO/mbo_E20E26.smt2	unknown	unknown	1610	1711	A
QF_NRA/20170501-Heizmann-UltimateInvariantSynthesis/avg60.i_5_5_4.bpl_3.smt2	unknown	unknown	24130	24130	B
QF_NRA/2019-ezsmt/reverseFolding/30-reverse_folding-0-0.smt2	unknown	unknown	25129	25138	A
QF_NRA/20200911-Pine/1599122164633784000.smt2	unknown	unknown	3716	4621	B
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Basic_Denominator_Simplifications/BDC_ProveIneq_ISSAC10_ex1d.smt2	sat	sat	111	110	A
QF_NRA/hycomp/ball_count_1d_plain.01.seq_lazy_linear_enc_lemmas_global_9.smt2	unsat	unsat	1610	1610	B
QF_NRA/hycomp/ball_count_1d_plain.04.seq_lazy_global_9.smt2	unsat	unsat	810	810	A
QF_NRA/hycomp/ball_count_1d_plain.10.seq_lazy_linear_enc_lemmas_global_9.smt2	unsat	unsat	1511	1510	B
QF_NRA/hycomp/ball_count_2d_hill.03.seq_lazy_linear_enc_lemmas_global_9.smt2	unsat	unsat	5715	5712	A
QF_NRA/hycomp/ball_count_2d_hill.10.seq_lazy_linear_enc_lemmas_global_9.smt2	unsat	unsat	5716	5613	B
QF_NRA/hycomp/ball_count_2d_hill_simple.03.seq_lazy_global_9.smt2	unsat	unsat	1113	1010	A
QF_NRA/hycomp/ball_count_2d_hill_simple.05.seq_lazy_linear_enc_lemmas_global_9.smt2	unsat	unsat	2412	2311	B
QF_NRA/hycomp/ball_count_2d_plain.02.seq_lazy_global_9.smt2	unsat	unsat	1313	1314	A
QF_NRA/hycomp/ball_count_2d_plain.04.seq_lazy_linear_enc_lemmas_global_9.smt2	unsat	unsat	3817	3516	B
QF_NRA/hycomp/ball_count_2d_slope.01.seq_lazy_linear_enc_global_9.smt2	unsat	unsat	3316	3314	A
QF_NRA/hycomp/ball_count_2d_slope.05.seq_lazy_lemmas_global_9.smt2	unsat	unsat	8222	8320	B
QF_NRA/hycomp/simple_ballistics_reach.01.seq_lazy_linear_enc_global_9.smt2	unknown	unknown	18223	18628	A
QF_NRA/LassoRanker/CooperatingT2/heidy7.t2.c_Iteration2_Lasso_2-pieceTemplate.smt2	unknown	unknown	24131	24128	B
QF_NRA/LassoRanker/SV-COMP/BrockschmidtCookFuhs-2013CAV-Fig1_true-termination.c_Iteration2_Loop_4-pieceTemplate.smt2	unknown	unknown	24250	24142	A
