file	A	B	A_ms	B_ms	first
QF_NRA/20161105-Sturm-MBO/mbo_E13E18.smt2	unknown	unknown	25434	25231	A
QF_NRA/20161105-Sturm-MBO/mbo_E2E5.smt2	unknown	unknown	25538	24330	B
QF_NRA/20170501-Heizmann-UltimateInvariantSynthesis/standard_two_index_06.i_3_2_2.bpl_5.smt2	unknown	unknown	16330	12319	A
QF_NRA/20200911-Pine/1599121863243316000.smt2	unknown	unknown	3015	3011	B
QF_NRA/20211101-Geogebra/IsoRightTriangle-Bottema6_1b.smt2	unknown	unknown	24128	24133	A
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_ISSAC05_Bessack_5_m4.smt2	unknown	unknown	14625	13424	B
QF_NRA/hycomp/ball_count_1d_plain.02.seq_lazy_lemmas_global_5.smt2	unsat	unsat	711	712	A
QF_NRA/hycomp/ball_count_1d_plain.05.qfree_global_5.smt2	unsat	unsat	213	315	B
QF_NRA/hycomp/ball_count_2d_hill.01.seq_lazy_linear_enc_global_5.smt2	unsat	unsat	812	810	A
QF_NRA/hycomp/ball_count_2d_hill.04.seq_lazy_linear_enc_global_5.smt2	unsat	unsat	812	808	B
QF_NRA/hycomp/ball_count_2d_hill_simple.01.seq_lazy_lemmas_global_5.smt2	unsat	unsat	912	910	A
QF_NRA/hycomp/ball_count_2d_hill_simple.04.qfree_global_5.smt2	unsat	unsat	212	311	B
QF_NRA/hycomp/ball_count_2d_hill_simple.10.seq_lazy_lemmas_global_5.smt2	unsat	unsat	911	910	A
QF_NRA/hycomp/ball_count_2d_plain.03.qfree_global_5.smt2	unsat	unsat	311	310	B
QF_NRA/hycomp/ball_count_2d_plain.05.seq_lazy_lemmas_global_5.smt2	unsat	unsat	1010	1109	A
QF_NRA/hycomp/ball_count_2d_slope.02.seq_lazy_linear_enc_global_5.smt2	unsat	unsat	1310	1411	B
QF_NRA/hycomp/ball_count_2d_slope.10.seq_lazy_lemmas_global_5.smt2	unsat	unsat	3116	3521	A
QF_NRA/kissing/kissing_4_8.smt2	unknown	unknown	24432	24431	B
QF_NRA/LassoRanker/CooperatingT2/p-46.t2.c_Iteration2_Loop_4-pieceTemplate.smt2	unknown	unknown	25132	24530	A
QF_NRA/LassoRanker/SV-COMP/KroeningSharyginaTsitovichWintersteiger-2010CAV-Fig1_true-termination.c_Iteration1_Lasso_6-phaseTemplate.smt2	unknown	unknown	25133	25134	B
QF_NRA/LassoRanker/Ultimate/FourPhase.bpl_Iteration1_Lasso_7-phaseTemplate.smt2	unknown	unknown	24136	24141	A
QF_NRA/meti-tarski/atan/problem/1/atan-problem-1-chunk-0073.smt2	sat	sat	111	115	B
QF_NRA/meti-tarski/atan/problem/2/weak2/atan-problem-2-weak2-chunk-0085.smt2	unsat	unsat	113	114	A
QF_NRA/meti-tarski/atan/problem/2/weak/atan-problem-2-weak-chunk-0224.smt2	unsat	unsat	114	115	B
QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0181.smt2	sat	sat	118	116	A
QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0425.smt2	sat	sat	118	115	B
QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0104.smt2	unsat	unsat	114	112	A
QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0388.smt2	unknown	unknown	16733	17533	B
QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0653.smt2	unknown	unknown	2819	2819	A
QF_NRA/meti-tarski/Chua/1/IL/L/Chua-1-IL-L-chunk-0065.smt2	unsat	unsat	121	118	B
QF_NRA/meti-tarski/Chua/1/VC1/L/Chua-1-VC1-L-chunk-0158.smt2	unsat	unsat	113	112	A
QF_NRA/meti-tarski/Chua/2/IL/L/Chua-2-IL-L-chunk-0036.smt2	sat	sat	111	113	B
QF_NRA/meti-tarski/Chua/2/VC1/L/Chua-2-VC1-L-chunk-0118.smt2	sat	sat	122	117	A
QF_NRA/meti-tarski/CMOS/CMOS-opamp-chunk-0071.smt2	unknown	unknown	818	920	B
QF_NRA/meti-tarski/CONVOI2/CONVOI2-chunk-0028.smt2	sat	sat	114	111	A
QF_NRA/meti-tarski/exp/problem/10/2/exp-problem-10-2-chunk-0205.smt2	sat	sat	117	117	B
QF_NRA/meti-tarski/exp/problem/10/3/exp-problem-10-3-chunk-0074.smt2	unsat	unsat	619	129	A
QF_NRA/meti-tarski/exp/problem/10/3/weak/exp-problem-10-3-weak-chunk-0142.smt2	unknown	unknown	24036	24039	B
QF_NRA/meti-tarski/Nichols-Plot/Inverted-Pendulum/Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0160.smt2	unknown	unknown	2112	2118	A
QF_NRA/meti-tarski/polypaver/bench-sqrt-3d/polypaver-bench-sqrt-3d-chunk-0285.smt2	sat	sat	113	112	B
QF_NRA/meti-tarski/polypaver/sqrt43-int/3vars/polypaver-sqrt43-int-3vars-chunk-0046.smt2	unknown	unknown	12825	13025	A
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0073.smt2	sat	sat	115	114	B
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0353.smt2	unknown	unknown	5560	5317	A
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0612.smt2	sat	sat	112	111	B
QF_NRA/meti-tarski/sin/problem/7/sin-problem-7-chunk-0278.smt2	unsat	unsat	112	118	A
