file	A	B	A_ms	B_ms	first
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8809_safety_0.smt2	unknown	unknown	24136	24132	B
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateContainsAll.jar-obl-11__terminationS_0_0.smt2	unknown	unknown	24435	24435	A
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__mirrorInterv_rec.jar-obl-8__p10955_edge_closing_0.smt2	sat	sat	11929	11221	B
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Test13Loops.jar-obl-10__p12737_edge_closing_0.smt2	sat	sat	10933	10921	A
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14206_terminationG_0.smt2	sat	sat	11519	11520	B
QF_NIA/20170427-VeryMax/ITS/From_T2__agafp.t2_fixed__terminationS_0_0.smt2	unknown	unknown	24838	24444	A
QF_NIA/20170427-VeryMax/ITS/From_T2__broydn.c.i.broydn.pl.t2.fixed.t2__term_unfeasibility_3_0.smt2	sat	sat	11434	11838	B
QF_NIA/20170427-VeryMax/ITS/From_T2__db2.t2_fixed__terminationS_29_0.smt2	unknown	unknown	24335	24128	A
QF_NIA/20170427-VeryMax/ITS/From_T2__efegp.t2__p21963_edge_closing_0.smt2	sat	sat	10930	11031	B
QF_NIA/20170427-VeryMax/ITS/From_T2__ex36.t2__p28763_safety_0.smt2	sat	sat	7118	7021	A
QF_NIA/20170427-VeryMax/ITS/From_T2__firewire.t2__terminationS_13_0.smt2	unknown	unknown	11219	11223	B
QF_NIA/20170427-VeryMax/ITS/From_T2__fun7.t2__p1152_terminationG_0.smt2	unknown	unknown	24129	24231	A
QF_NIA/20170427-VeryMax/ITS/From_T2__hqr.c.i.hqr.pl.t2.nor.t2.rlgfixed.t2_fixed__terminationS_45_0.smt2	unknown	unknown	24339	24231	B
QF_NIA/20170427-VeryMax/ITS/From_T2__mc91test.t2__p3142_terminationG_0.smt2	sat	sat	13526	16238	A
QF_NIA/20170427-VeryMax/ITS/From_T2__n-5.t2__p4694_edge_closing_0.smt2	sat	sat	11522	11626	B
QF_NIA/20170427-VeryMax/ITS/From_T2__p-43-terminate.t2__term_unfeasibility_1_0.smt2	unknown	unknown	24131	24127	A
QF_NIA/20170427-VeryMax/ITS/From_T2__queens.t2__term_unfeasibility_1_0.smt2	sat	sat	10919	10917	B
QF_NIA/20170427-VeryMax/ITS/From_T2__s1-striped.t2_fixed__p10785_safety_0.smt2	sat	sat	16740	16445	A
QF_NIA/20170427-VeryMax/ITS/From_T2__s1-striped.t2__p14253_safety_0.smt2	sat	sat	11943	12339	B
QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19291_safety_0.smt2	sat	sat	11535	11127	A
QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-3-new.t2__p21995_terminationG_0.smt2	unknown	unknown	14232	15235	B
QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p22997_safety_0.smt2	unsat	unsat	8316	8418	A
QF_NIA/20170427-VeryMax/ITS/From_T2__streamserver-succeed.t2__p24602_terminationG_0.smt2	sat	sat	21526	20933	B
QF_NIA/20170427-VeryMax/ITS/From_T2__zlib-adler32.c.t2_fixed__p25888_safety_0.smt2	unknown	unknown	24128	24129	A
QF_NIA/20170427-VeryMax/SAT14/1166.smt2	unknown	unknown	17326	17324	B
QF_NIA/20170427-VeryMax/SAT14/1623.smt2	unknown	unknown	16527	16422	A
QF_NIA/20170427-VeryMax/SAT14/341.smt2	unknown	unknown	24229	24228	B
QF_NIA/20170427-VeryMax/SAT14/803.smt2	unknown	unknown	16721	16624	A
QF_NIA/20210219-Dartagnan/ReachSafety-Loops/ps2-ll_unwindbound50-O0.smt2	unknown	unknown	24125	24427	B
QF_NIA/20220315-MathProblems/STC_0332.smt2	sat	sat	5117	5216	A
QF_NIA/20220315-MathProblems/STC_0840.smt2	sat	sat	9018	9619	B
QF_NIA/AProVE/aproveSMT1669457300444119286.smt2	sat	sat	9519	9528	A
QF_NIA/AProVE/aproveSMT3326416242224032552.smt2	sat	sat	109	109	B
QF_NIA/AProVE/aproveSMT5048239408100334127.smt2	unknown	unknown	24127	24125	A
QF_NIA/AProVE/aproveSMT6902839063897808376.smt2	sat	sat	10917	10917	B
QF_NIA/AProVE/aproveSMT8801446599485295192.smt2	sat	sat	3016	2918	A
QF_NIA/UltimateLassoRanker/LarrazOliverasRodriguez-CarbonellRubio-2013FMCAD-Fig1-alloca_unknown-termination.c.i_Iteration6_Lasso+nonterminationTemplate.smt2	unknown	unknown	24130	24228	B
