file	A	B	A_ms	B_ms	first
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p9188_safety_0.smt2	sat	sat	13221	13823	A
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__MainDelete.jar-obl-10__p10430_safety_0.smt2	unknown	unknown	24132	24133	B
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__RandomHard.jar-obl-10__p11834_safety_0.smt2	sat	sat	12122	11821	A
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-complInterv3.jar-obl-8__p13362_terminationG_0.smt2	unknown	unknown	24133	24132	B
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__whileNested_rec.jar-obl-9__p14976_terminationG_0.smt2	unknown	unknown	24136	24133	A
QF_NIA/20170427-VeryMax/ITS/From_T2__apchildlive-succeed.t2_fixed__p16399_edge_closing_0.smt2	unknown	unknown	24635	22733	B
QF_NIA/20170427-VeryMax/ITS/From_T2__consts1nt.t2__p17935_terminationG_0.smt2	unsat	unsat	2913	2912	A
QF_NIA/20170427-VeryMax/ITS/From_T2__edn.t2__p20109_safety_0.smt2	sat	sat	10818	10920	B
QF_NIA/20170427-VeryMax/ITS/From_T2__ex36.t2_fixed__p23563_safety_0.smt2	sat	sat	8226	7621	A
QF_NIA/20170427-VeryMax/ITS/From_T2__ex36.t2__p31135_safety_0.smt2	sat	sat	10827	10823	B
QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__terminationS_11_0.smt2	unknown	unknown	24345	24436	A
QF_NIA/20170427-VeryMax/ITS/From_T2__fun9.t2__p1480_edge_closing_0.smt2	sat	sat	11220	11122	B
QF_NIA/20170427-VeryMax/ITS/From_T2__janne_complex.t2__p2263_terminationG_0.smt2	unknown	unknown	11821	12327	A
QF_NIA/20170427-VeryMax/ITS/From_T2__n-21.t2__p3959_terminationG_0.smt2	unsat	unknown	8620	24837	B
QF_NIA/20170427-VeryMax/ITS/From_T2__n-7.t2__p5005_terminationG_0.smt2	unknown	unknown	24228	24228	A
QF_NIA/20170427-VeryMax/ITS/From_T2__polling.t2_fixed__p7335_terminationG_0.smt2	sat	sat	18930	19128	B
QF_NIA/20170427-VeryMax/ITS/From_T2__rlft3.t2__p9106_terminationG_0.smt2	unknown	unknown	11220	11323	A
QF_NIA/20170427-VeryMax/ITS/From_T2__s1-striped.t2__p12578_safety_0.smt2	unknown	unknown	24245	24142	B
QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16687_safety_0.smt2	unknown	unknown	24133	24128	A
QF_NIA/20170427-VeryMax/ITS/From_T2__sas2.t2__terminationQ_2_0.smt2	unknown	unknown	11717	11720	B
QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-3.t2__p22227_terminationG_0.smt2	unknown	unknown	12924	12524	A
QF_NIA/20170427-VeryMax/ITS/From_T2__small17.t2__p23845_edge_closing_0.smt2	unknown	unknown	24154	24147	B
QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__p25069_terminationG_0.smt2	unknown	unknown	25357	25240	A
QF_NIA/20170427-VeryMax/SAT14/1051.smt2	unknown	unknown	18734	18340	B
QF_NIA/20170427-VeryMax/SAT14/1395.smt2	sat	sat	8418	7316	A
QF_NIA/20170427-VeryMax/SAT14/1854.smt2	sat	sat	7717	7615	B
QF_NIA/20170427-VeryMax/SAT14/571.smt2	sat	sat	10619	9918	A
QF_NIA/20210219-Dartagnan/ReachSafety-Loops/array_3-1-O0.smt2	unknown	unknown	310	410	B
QF_NIA/20220315-MathProblems/STC_0078.smt2	unknown	unknown	24129	24129	A
QF_NIA/20220315-MathProblems/STC_0586.smt2	sat	sat	4215	4214	B
QF_NIA/20230328-sqrtmodinv-hoenicke/sqrtStep6a.smt2	unknown	unknown	1511	1512	A
QF_NIA/AProVE/aproveSMT2449356678853584219.smt2	sat	sat	12520	12520	B
QF_NIA/AProVE/aproveSMT4225308127115953119.smt2	sat	sat	611	612	A
QF_NIA/AProVE/aproveSMT6025886977398171379.smt2	sat	sat	610	611	B
QF_NIA/AProVE/aproveSMT7795667227375240089.smt2	unknown	unknown	24130	24129	A
QF_NIA/calypto/problem-002617.cvc.1.smt2	sat	sat	4216	4212	B
